,21st century,20th century,Unknown,Pre-1900s
111,0.0,0.0062508164205211,0.018768548364045998,0.0
112,0.0,0.0128617363344051,0.053493914826400105,0.07811679207267931
113,0.0,0.0,0.38542438042907856,0.1205928637472171
114,0.0,0.0,0.0354208482732446,0.0
115,0.0035142523762611,0.1719544260636628,0.0386822331287869,0.0104597957305521
116,0.0117537968117957,0.0412749761165105,0.1093941462542016,0.0
117,0.0,0.0079887221416072,0.0,0.0
118,0.0,0.0,0.0224292615105083,0.006416395187078
119,0.0,0.0,0.1535654351326756,0.1012131538015977
120,0.0,0.48869253159983983,0.3788493539304588,0.0
121,0.0,0.0048365114205872,0.0258248527938098,0.0
122,0.0079510708913124,0.0159090910925718,0.0079271807611703,0.0064896758733216
123,0.1237780244725202,0.0,0.0886815659580561,0.0
124,0.0,0.0,0.0954919584452077,0.0
125,0.0,0.0,0.4588923551828294,0.0
126,0.0,0.0,0.0304496874048178,0.0
127,0.0,0.0,0.14696878890700082,0.0
128,0.0,0.0,0.0241228203220679,0.0
129,0.0,0.0,0.0087790431381893,0.0040989887879115
130,0.0,0.0,0.0344185253190164,0.0
131,0.0,0.0,0.0,0.0
132,0.0,0.0210707023566576,0.22491594006871407,0.0
133,0.0,0.0,0.12269984967102161,0.0
134,0.0,0.1698394980643271,0.0059599888086414,0.0231133869094617
135,0.0,0.06642772522896949,0.0,0.0
136,0.0008145609411139,0.0,0.11693415083419098,0.0
137,0.0,0.0,0.0119150354216599,0.0
138,0.0,0.051944077396995206,0.033901722995932096,0.0
139,0.13662417087442189,0.051095178126181,0.3865407181324303,0.0
140,0.0,0.0,0.2967812487000143,0.0
141,0.0,0.0,0.0807899649610776,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0287998681530125,0.021428572450425,0.0223208415845343
144,0.0,0.0,0.6086293286666815,0.0
145,0.0,0.0,0.0,0.0
146,0.1473079653887128,0.0,0.1133199480115034,0.0
147,0.0,0.6506489532749122,0.0924120648052692,0.0
148,0.0,0.0,0.0,0.29450324332386
149,0.0,0.0,0.0149966763830989,0.0
150,0.0,0.25967459964531275,0.025819288853307,0.0
151,0.0,0.0,0.10332582666737591,0.10662360240843069
152,0.1868741247808669,0.0,0.0184835067542146,0.0
153,0.0,0.1392392523213511,0.23569769279065092,0.0
154,0.0,0.0,0.019435427430238,0.0345722713770353
155,0.0,0.0,0.6535396310427928,0.0
156,0.0,0.0,0.06547024458839461,0.0259199767396847
157,0.1148857543980369,0.0886832462826512,0.1950551939278365,0.0890924122130914
158,0.0763736838870577,0.24798360064906,0.0671075802353581,0.03284544775212
159,0.0,0.0183657172991039,0.1286057690919773,0.009971509905751
160,0.0,0.0,0.19949704119777378,0.0
161,0.14407031707119589,0.10751067244670981,0.055701331990354,0.0
162,0.0,0.0,0.8365431098341153,0.0
163,0.0320529195397874,0.27105612151028297,0.0194761747586974,0.0
164,0.0,0.0,0.0743006632917238,0.1697183002920078
165,0.0,0.0,0.027834467486789402,0.0
166,0.0,0.0,0.0,0.0
167,0.0,0.0156722710551385,0.1866816852267599,0.0
168,0.0,0.0,0.1386056857243609,0.0
169,0.0,0.0060475851193477,0.1794689030360393,0.0975394571564825
170,0.0,0.0,0.020527223458587998,0.0
171,0.0,0.0563720166509269,0.0208713457959721,0.0
172,0.1424631465410854,0.0346056023256669,0.0567515498136576,0.0
173,0.0,0.0,0.0,0.0
174,0.0,0.0,0.046231253121895195,0.0
175,0.0,0.0,0.0042698734210991,0.0005736552824734
176,0.0,0.0,0.0,0.0
177,0.0,0.0,0.15645621982424698,0.0
178,0.0,0.0,0.0228767170062625,0.0
179,0.0,0.0,0.0680053462741438,0.0
180,0.0,0.0294579291130035,0.0128507226025787,0.0293658120584192
181,0.0138327178802544,0.0428105829515563,0.146064122838932,0.0
182,0.0,0.0215365777536712,0.4608217987227512,0.0
183,0.0381040305028131,0.0,0.0618712589099635,0.0
184,0.0,0.32739423657690436,0.3139011857287271,0.0461492177402924
185,0.0,0.0,0.5794229735828886,0.0
186,0.0,0.0,0.0191750875659501,0.0482302999733978
187,0.0,0.0,0.264315450279731,0.0
188,0.0,0.0,0.32589889832114954,0.0
189,0.0,0.1234147984992329,0.18425164401660532,0.0
190,0.0,0.0,0.0,0.0133680442316712
191,0.0,0.0181135988289342,0.0023616741492161,0.0
192,0.0,0.0,3.1827139049054978,0.0
193,0.0068133559255682,0.0,0.0497048689196842,0.0173598553716862
194,0.0,0.2332457529521506,0.36704668941150875,0.0
195,0.0,0.0,0.0794409416077964,0.0085176901645513
196,0.0,0.0,0.13687691171984648,0.0377504017634243
197,0.0,0.0,0.0,0.04459080677004984
198,0.0,0.0220621437916781,0.0058127837170523,0.0
199,0.0,0.0,0.3771026973983596,0.0
200,0.0,0.0,0.0374349543323783,0.0739187418044578
201,0.0,0.1028988034965231,0.0270360482447825,0.09986537620023951
202,0.0,0.1261609192203134,0.1163662078268134,0.0
203,0.0,0.0,0.0780716809100705,0.0018772150493945
204,0.0,0.0,0.0729698455095982,0.0
205,0.0,0.07135451804371,0.5178299111395736,0.0
206,0.0,0.009436703434310599,0.0306413672768781,0.0382404357411313
207,0.0,0.055425902720546094,0.039045825741765704,0.0432701895443152
208,0.0,0.0,0.0515630935633418,0.0411583987465592
209,0.0,0.0196441841551884,0.0034450007734842,0.0606348455041088
210,0.0,0.0,0.0237680835955077,0.0623023237654427
211,0.0241884448633653,0.0089608324815377,0.0032513729084212,0.0
212,0.0789617750674373,0.0,0.0729442681555318,0.0
213,0.0,0.0,0.36381027695561213,0.0990234088138755
214,0.0,0.2120498084148889,0.3603552542813972,0.0
215,0.0,0.27965210849140787,0.23421679602972761,0.3379964292820551
216,0.0,0.1660209350130906,0.18107622012250213,0.0
217,0.47635079725005147,0.1997374333831951,1.1852476952690958,0.0
218,0.0,0.0885973132733409,0.3277924132054738,0.2028318487403214
219,0.0,0.017064439263740003,0.040859187548266895,0.07211744124639116
220,0.0498743586983234,0.0,0.11935206438715512,0.0
221,0.0,0.0481779087833193,0.18532504474753148,0.0183816186193813
222,0.0,0.0,0.0571079525471655,0.0501732053528455
223,0.0,0.0176609104733881,0.2537503870492932,0.0
224,0.0,0.1716692150457535,0.0,0.0
225,0.0,0.0632406463113762,0.0525825965824543,0.11087373834286099
226,0.0,0.0,0.1329191723351202,0.0
227,0.0263514036408359,0.09052938088292739,0.2162863412768893,0.0
228,0.1648193439984952,0.591546785174095,0.2773818641420107,0.0
229,0.0,0.0,0.0610740818941435,0.1400002397497022
230,0.0,0.0256029682509464,0.2165981407776723,0.0
231,0.0,0.0,0.10717000431772788,0.0374331543050511
232,0.0,0.0891022347746176,0.3640668085415649,0.1450354208380785
233,0.0,0.0,0.1805526395791939,0.0
234,0.0,0.1267193301875901,0.1266343352309242,0.0
235,0.0,0.0,0.0151154347436895,0.026041028713593
236,0.0,0.12317423572002009,0.0409336546443422,0.1941898927169417
237,0.0,0.00302741324474,0.4409908146988804,0.0
238,0.0,0.0,0.2078902069777832,0.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0482071818218026
241,0.0,0.0054794520547944,0.0006501044666448,0.0
242,0.0,0.0,0.0074756738868947,0.015805457218048
243,0.0,0.053882612474894204,0.1448402578652837,0.0144116963237118
244,0.0,0.012458664762692,0.0,0.0249921563408813
