,Medium-Low,Low,High,Medium-High
205,0.4,0.1,0.3,0.2
206,0.4,0.6,0.0,0.0
207,0.3,0.6,0.0,0.1
208,0.2,0.8,0.0,0.0
209,0.1,0.9,0.0,0.0
210,0.3,0.5,0.0,0.2
211,0.1,0.5,0.0,0.4
212,0.0,0.9,0.1,0.0
213,0.3,0.7,0.0,0.0
214,0.1,0.7,0.0,0.2
215,0.0,1.0,0.0,0.0
216,0.1,0.8,0.0,0.1
217,0.2,0.8,0.0,0.0
218,0.4,0.6,0.0,0.0
219,0.0,1.0,0.0,0.0
220,0.0,0.9,0.0,0.1
221,0.1,0.8,0.0,0.1
222,0.3,0.7,0.0,0.0
223,0.4,0.5,0.0,0.1
224,0.5,0.2,0.1,0.2
225,0.0,0.9,0.0,0.1
226,0.1,0.8,0.0,0.1
227,0.0,0.8,0.0,0.2
228,0.1,0.3,0.3,0.3
229,0.1,0.9,0.0,0.0
230,0.1,0.8,0.0,0.1
231,0.1,0.9,0.0,0.0
232,0.0,1.0,0.0,0.0
233,0.5,0.3,0.0,0.2
234,0.2,0.8,0.0,0.0
235,0.3,0.7,0.0,0.0
236,0.0,1.0,0.0,0.0
237,0.1,0.8,0.1,0.0
238,0.0,0.9,0.0,0.1
239,0.0,0.9,0.0,0.1
240,0.3,0.7,0.0,0.0
241,0.1,0.9,0.0,0.0
242,0.1,0.9,0.0,0.0
243,0.2,0.8,0.0,0.0
244,0.3,0.7,0.0,0.0
