,Pre-1900s,21st century,Unknown,20th century
104,0.0,0.0667025278223869,0.14244875981817337,0.0
105,0.0,0.0,0.28958113953247444,0.0
106,0.0,0.0044059021212043,0.23826624962161733,0.27429421129953413
107,0.2713195415833752,0.0,0.8920333969083999,0.0
108,0.0431511018339836,0.0,0.0504091194661599,0.0360217718769989
109,0.0,0.0,3.374656327954164,0.0
110,0.0,0.0,0.7515549572566242,0.0
111,0.0,0.0,0.5111232330840096,0.0271032756169944
112,0.0,0.0,0.0040524533950818,0.0003515460455395
113,0.0,0.0,0.4863869172364523,0.0
114,0.0,0.0,0.3320602590572709,0.0
115,0.0,0.0,0.035847205443755706,0.0
116,0.0,0.0,0.0517232700761563,0.0
117,0.0,0.0,0.1353734131104933,0.0
118,0.0,0.0,2.5876407449768104,0.0
119,0.0,0.0,0.0521259562803969,0.0
120,0.0356626935230674,0.0,0.1945052672808983,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.1719312558272592,0.0
123,0.2184916977224691,0.0,0.0,0.0
124,0.0,0.0,0.09289180812506981,0.0275098605213311
125,0.0,0.0,0.0306377178028398,0.0032679739674561
126,0.101097508277952,0.0,0.1648361486543861,0.1382092210589362
127,0.0,0.0,0.0369715798879439,0.0
128,0.0,0.0,0.4896386760710447,0.0
129,0.0,0.0,0.692842281431678,0.066009935246245
130,0.0,0.0,0.2416693243570908,0.0
131,0.2623249046516603,0.0103532164378283,0.2001448626697739,0.3910417007138735
132,0.0,0.0,0.0470021074310739,0.0
133,0.0178605722279964,0.0,0.4347925129854013,0.0
134,0.045385201877733,0.0,0.4830557029659981,0.0
135,0.0,0.0,0.0660869563500038,0.0
136,0.0026936039405669,0.31272904509957955,0.254159246405888,0.1501976285384398
137,0.0,0.0,0.0,0.0027207702421061
138,0.0,0.0,0.517744296490881,0.0109973870110407
139,0.0334706576699199,0.0,0.07064648442973989,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0742111093027758,0.0009462542851651
142,0.0,0.0,0.05283254318724,0.0
143,1.8607121331709362,0.1674813316765581,0.0049811513615317,0.0
144,0.0,0.0,0.052916243572905405,0.0111129272408837
145,0.0,0.0,0.0459261667301581,0.0
146,0.0,0.0,0.0521739133411934,0.0928518792604687
147,0.0,0.0,0.254116135073558,0.0
148,0.0,0.0,0.8420888931133802,0.0
149,0.0,0.0,0.6571830081618384,0.0
150,0.0,0.0,0.2733653418861681,0.0
151,0.0,0.0,0.2851104834220004,0.0
152,0.0,0.0,0.059970974320346704,0.0
153,0.0,0.0,0.0163446305037527,0.0098153101784485
154,0.0,0.0,0.0262976516787689,0.0
155,0.0,0.6372018454957276,0.0525761282894213,0.0
156,0.0,0.1239901652244253,0.0202916824745231,0.5126987349135332
157,0.0,0.0,0.0012805835487407,0.0
158,0.0,0.0,0.2441576542287337,0.0520070458011581
