,s-,l-r,a-d,e-k
58,0.0,0.9326208053017323,0.0521956970302835,0.46216228038749096
59,0.0,0.0,0.0,0.0
60,0.004955136516928,0.0,0.0964959376743128,0.0478685870088699
61,0.16699470647620818,0.0991814580192118,0.0,0.0
62,0.0,0.011568653096212,0.0,0.0
63,0.3607022423066298,0.876303219967272,0.41270088871185867,0.5768258882809043
64,0.0,0.0,0.0,0.0
65,0.0,0.07176505499758801,0.0143674075893305,0.039760028302179805
66,0.21478560332799013,0.1275763711753368,0.0780791790703896,0.3534080031099952
67,0.13282275044770459,0.11052366340482239,0.0152854198826659,0.005823637104004
68,0.1506315293769874,0.39156119460491445,0.2669047173709509,1.19984828113259
69,0.0,0.0238880285875557,0.0,0.0
70,0.0,0.1056286375051062,0.0,0.0
71,1.780609702592293,0.4047166614670911,0.4356725145646197,0.8388212962308719
72,0.3960678209354822,0.0484520783329607,0.0725648579533149,0.0
73,0.052301591324112,0.0,0.0,0.0
74,0.0,0.0063422237953254,0.031518812192798,0.0
75,0.0,0.0,0.0389633596728044,0.0269621418234649
76,0.0693052036624626,0.1011929893253704,0.12979430425145672,0.1245614025257771
77,0.0,0.1576844410765664,0.0868894962290308,0.0
78,0.0226851337755209,0.0,0.0,0.0
79,0.4878028868243756,1.684473309651925,0.6163135413368789,1.0118997542533752
80,0.0,0.0089626241443346,0.0,0.0
81,0.0,0.25681808512480897,0.6008980979010278,0.0892322090510708
82,0.0461551723118535,1.4648227056480148,0.8270042194952318,0.0
83,0.0,0.0,0.0260698212564264,0.0
84,0.0382316410258422,0.0206877813767195,0.0636472542835616,0.0573866720820727
85,0.0642135639732258,0.1325939863639319,0.0196670754506933,0.0743532832866502
86,0.0,1.5565535318338457,0.0,0.0
87,0.0,0.0749268536306712,0.0552934798831799,0.0
88,0.0052500001714471,0.0,0.0711369767516053,0.0544786090592798
89,0.1836981052257723,0.5171928333488103,0.0,0.2171411111282471
90,0.0672772351674041,0.055270868768406006,0.0,0.065835230338756
91,0.0,0.0,0.0,0.1839479291492716
92,0.0,0.0227459576234695,0.0,0.0
93,0.0,0.1365890934702235,0.0,0.0969279332002959
94,0.2332112330066892,0.32331986607684904,0.46726863860809,0.7102945918274212
95,0.0166851476844653,0.11695226294546719,0.0,0.0
96,0.3519568832908544,0.1731469334682799,0.0441880749147369,0.0
97,0.0073166271685813,0.0262976478857699,0.0,0.35639779371629265
98,0.0,1.4489684593051881,0.156761412551863,0.0439513545828473
99,0.0,0.0,3.0656876242827718,0.0
100,0.3644586295155105,0.42641735578378337,0.0,0.8853935550128698
101,0.0045292618883359,0.0,0.0,0.021820581656015803
102,0.0,0.0726415097940963,0.2362480628064164,0.0
103,0.0037930627767024,0.0383006114774325,0.5909999690540757,0.0971241407743675
104,0.0429009185894896,0.05982042547584257,0.0287081328167283,0.0777218107584998
105,0.0316537463606975,0.0420285809994392,0.0,0.2158988121723377
106,0.0791217760537798,0.0726457981078023,0.2886119575810835,0.0765868312996901
107,0.3342242594427719,0.3774181204895266,0.0215492794490014,0.4301612791104752
108,0.0,0.0037069425492349,0.018568314227418,0.1073067364004895
109,0.6576013992262852,0.7468433087633668,1.9702116199645119,0.0
110,0.0,0.0925537996756581,0.3768024493610965,0.2821987082198696
111,0.1174760358664705,0.231928207134969,0.1134338956907799,0.0753883700087847
112,0.0,0.0,0.0040524533950818,0.0003515460455395
113,0.434612200352013,0.0517747168844393,0.0,0.0
114,0.0662161030234467,0.0974362406736636,0.039526560781194195,0.1288813545789664
115,0.0,0.015296788276584102,0.0,0.0205504171671716
116,0.0138975965159759,0.0378256735601804,0.0,0.0
117,0.0,0.0952530648341245,0.0299869634184373,0.010133384857931499
118,0.0,2.5876407449768104,0.0,0.0
119,0.0,0.0521259562803969,0.0,0.0
120,0.0356626935230674,0.0,0.1945052672808983,0.0
121,0.0,0.0,0.0,0.0
122,0.1033286392025414,0.0,0.0686026166247178,0.0
123,0.2184916977224691,0.0,0.0,0.0
124,0.0702097903699612,0.0,0.0,0.0501918782764397
125,0.0,0.008933556874589,0.024972134895706898,0.0
126,0.0222172048885021,0.0580084927732705,0.2995019573432055,0.0244152229862962
127,0.0284198556550012,0.0,0.0,0.0085517242329427
128,0.0,0.0,0.0,0.4896386760710447
129,0.15807824404988,0.3106918515016672,0.0972624267146728,0.192819694411703
130,0.0,0.0,0.2074104941768841,0.0342588301802067
131,0.2001448626697739,0.27267812108948863,0.0,0.3910417007138735
132,0.0,0.011689630732969901,0.028459228460006,0.006853248238098
133,0.0148369875301051,0.0,0.4321506482101875,0.0056654494731051
134,0.1603588193374386,0.0541571317022944,0.0,0.3139249538039981
135,0.0,0.0660869563500038,0.0,0.0
136,0.0,0.7170859200439074,0.0,0.0026936039405669
137,0.0,0.0027207702421061,0.0,0.0
138,0.40423003250723066,0.0527671886224678,0.0717444623722233,0.0
139,0.0,0.0,0.0111369688454732,0.09298017325418659
140,0.0,0.0,0.0,0.0
141,0.0160697888034026,0.0581413204993732,0.0009462542851651,0.0
142,0.0011755198062525,0.025380269858969,0.0,0.0262767535220185
143,1.063796024373867,0.4302320960225586,0.2765353995180029,0.2626110962945973
144,0.0,0.0436529952649862,0.0,0.0203761755488029
145,0.0459261667301581,0.0,0.0,0.0
146,0.0,0.0,0.0,0.1450257926016621
147,0.0706334707673615,0.11897233162714901,0.0264150942532743,0.0380952384257732
148,0.0,0.2149122787088334,0.4724007894420369,0.15477582496251
149,0.0,0.0214152695050013,0.3950542239495327,0.2407135147073044
150,0.1319876337009765,0.1296275547758325,0.0117501534093591,0.0
151,0.1691286908218919,0.0832754089067732,0.0,0.0327063836933353
152,0.015105592705867501,0.0328820120109985,0.0,0.0119833696034807
153,0.0163446305037527,0.0,0.0,0.0098153101784485
154,0.0140290105911485,0.0,0.0122686410876204,0.0
155,0.0,0.0,0.2519048594931444,0.4378731142920044
156,0.0,0.0088248633507995,0.13545698434814887,0.5126987349135332
157,0.0,0.0,0.0,0.0012805835487407
158,0.0464626022202164,0.0855266092304674,0.164175488579208,0.0
