,High,Low,Medium-Low,Medium-High
75,0.0,0.5,0.5,0.0
76,0.0,0.6,0.3,0.1
77,0.3,0.0,0.3,0.4
78,0.8,0.1,0.0,0.1
79,0.0,0.7,0.3,0.0
80,0.2,0.2,0.3,0.3
81,0.1,0.4,0.3,0.2
82,0.0,0.8,0.2,0.0
83,0.1,0.4,0.3,0.2
84,0.0,0.8,0.1,0.1
85,0.0,1.0,0.0,0.0
86,0.0,0.4,0.4,0.2
87,0.0,0.4,0.6,0.0
88,0.0,0.7,0.2,0.1
89,0.0,0.7,0.1,0.2
90,0.1,0.1,0.2,0.6
91,0.0,0.9,0.1,0.0
92,0.1,0.0,0.3,0.6
93,0.1,0.2,0.4,0.3
94,0.0,0.4,0.2,0.4
95,0.0,0.6,0.1,0.3
96,0.0,0.3,0.5,0.2
97,0.0,0.8,0.2,0.0
98,0.0,0.5,0.2,0.3
99,0.2,0.7,0.1,0.0
100,0.0,0.6,0.4,0.0
101,0.0,0.9,0.1,0.0
102,0.1,0.4,0.4,0.1
103,0.0,0.4,0.3,0.3
104,0.0,0.5,0.3,0.2
105,0.0,0.6,0.4,0.0
106,0.0,0.4,0.3,0.3
107,0.2,0.3,0.2,0.3
108,0.0,0.4,0.6,0.0
109,0.0,0.6,0.3,0.1
110,0.0,0.7,0.2,0.1
111,0.0,0.6,0.3,0.1
112,0.0,0.4,0.6,0.0
113,0.0,1.0,0.0,0.0
114,0.0,0.4,0.4,0.2
115,0.1,0.4,0.4,0.1
116,0.1,0.4,0.4,0.1
117,0.0,0.5,0.3,0.2
118,0.0,1.0,0.0,0.0
119,0.0,0.5,0.3,0.2
120,0.0,1.0,0.0,0.0
121,0.0,0.6,0.3,0.1
122,0.0,0.7,0.3,0.0
123,0.0,0.3,0.4,0.3
124,0.1,0.2,0.3,0.4
125,0.0,0.3,0.3,0.4
126,0.0,0.7,0.2,0.1
127,0.1,0.3,0.2,0.4
128,0.0,0.8,0.0,0.2
129,0.3,0.2,0.1,0.4
130,0.0,1.0,0.0,0.0
131,0.2,0.1,0.5,0.2
132,0.1,0.1,0.1,0.7
133,0.0,0.9,0.1,0.0
134,0.0,0.6,0.4,0.0
135,0.0,0.6,0.2,0.2
136,0.0,0.7,0.2,0.1
137,0.0,0.7,0.3,0.0
138,0.1,0.0,0.5,0.4
139,0.1,0.4,0.5,0.0
140,0.0,0.6,0.2,0.2
141,0.0,0.4,0.4,0.2
142,0.0,0.7,0.3,0.0
143,0.1,0.2,0.4,0.3
144,0.1,0.2,0.2,0.5
145,0.0,0.4,0.4,0.2
146,0.0,0.9,0.1,0.0
147,0.0,0.7,0.2,0.1
148,0.0,1.0,0.0,0.0
149,0.1,0.1,0.7,0.1
150,0.0,0.6,0.2,0.2
151,0.0,0.5,0.2,0.3
152,0.0,0.5,0.4,0.1
153,0.0,0.1,0.3,0.6
154,0.0,0.7,0.3,0.0
155,0.0,0.9,0.1,0.0
156,0.0,0.4,0.5,0.1
157,0.0,0.4,0.2,0.4
158,0.0,0.5,0.3,0.2
159,0.0,0.8,0.2,0.0
160,0.0,0.5,0.4,0.1
161,0.0,0.4,0.4,0.2
162,0.2,0.0,0.2,0.6
163,0.0,0.5,0.5,0.0
164,0.0,1.0,0.0,0.0
165,0.3,0.0,0.3,0.4
166,0.0,0.9,0.1,0.0
167,0.1,0.4,0.2,0.3
168,0.0,0.4,0.5,0.1
169,0.0,1.0,0.0,0.0
170,0.0,0.5,0.3,0.2
171,0.0,0.3,0.5,0.2
172,0.0,0.7,0.2,0.1
173,0.0,1.0,0.0,0.0
174,0.1,0.0,0.2,0.7
175,0.2,0.1,0.4,0.3
176,0.0,0.1,0.7,0.2
177,0.0,1.0,0.0,0.0
178,0.0,0.6,0.2,0.2
179,0.0,1.0,0.0,0.0
180,0.0,0.7,0.3,0.0
181,0.1,0.4,0.1,0.4
182,0.0,0.2,0.6,0.2
183,0.0,1.0,0.0,0.0
184,0.0,0.6,0.3,0.1
185,0.1,0.2,0.4,0.3
186,0.0,0.8,0.2,0.0
187,0.0,1.0,0.0,0.0
188,0.4,0.0,0.3,0.3
189,0.0,1.0,0.0,0.0
190,0.0,0.7,0.3,0.0
191,0.0,0.9,0.1,0.0
192,0.0,0.9,0.1,0.0
193,0.1,0.3,0.5,0.1
194,0.0,0.1,0.6,0.3
195,0.2,0.1,0.1,0.6
196,0.0,0.9,0.1,0.0
197,0.0,0.0,0.8,0.2
198,0.1,0.5,0.2,0.2
199,0.0,0.2,0.4,0.4
200,0.0,0.7,0.3,0.0
201,0.1,0.6,0.1,0.2
202,0.0,0.4,0.5,0.1
203,0.3,0.3,0.3,0.1
204,0.0,0.9,0.1,0.0
205,0.2,0.1,0.3,0.4
206,0.0,0.5,0.4,0.1
207,0.0,0.4,0.1,0.5
208,0.0,0.5,0.5,0.0
209,0.0,0.9,0.1,0.0
210,0.0,0.5,0.5,0.0
211,0.0,0.7,0.2,0.1
212,0.0,0.3,0.4,0.3
213,0.1,0.5,0.3,0.1
214,0.0,0.6,0.4,0.0
215,0.0,0.9,0.1,0.0
216,0.0,0.2,0.7,0.1
217,0.1,0.5,0.1,0.3
218,0.0,0.8,0.1,0.1
219,0.1,0.2,0.5,0.2
220,0.0,0.6,0.2,0.2
221,0.0,0.4,0.4,0.2
222,0.4,0.1,0.0,0.5
223,0.0,0.2,0.3,0.5
224,0.1,0.4,0.4,0.1
225,0.0,0.8,0.1,0.1
226,0.0,1.0,0.0,0.0
227,0.0,0.5,0.4,0.1
228,0.2,0.7,0.1,0.0
229,0.0,0.8,0.1,0.1
230,0.0,0.6,0.3,0.1
231,0.0,0.9,0.1,0.0
232,0.0,0.9,0.1,0.0
233,0.2,0.0,0.3,0.5
234,0.2,0.4,0.3,0.1
235,0.0,0.3,0.6,0.1
236,0.0,0.8,0.2,0.0
237,0.5,0.1,0.2,0.2
238,0.0,0.8,0.2,0.0
239,0.0,0.7,0.2,0.1
240,0.0,0.7,0.3,0.0
241,0.2,0.3,0.4,0.1
242,0.2,0.2,0.4,0.2
243,0.1,0.7,0.2,0.0
244,0.1,0.7,0.1,0.1
