,e-k,a-d,s-,l-r
77,1.4999999962499997,0.0,0.0,2.4999999937499995
78,0.0,0.0,0.1666666618055557,8.066666621755553
79,0.0,0.0,0.0,0.0
80,1.09523809069161,0.0,0.0,0.0
81,1.5999999964,0.0,1.199999995,1.285714279832653
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,1.2857142782653062,1.99999999,0.0,2.999999985
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.1428571427551019,0.1428571427551019
88,0.0,0.8571428565306113,0.0,0.0
89,0.0,2.464285699489796,0.0,3.23809521846309
90,1.9999999949999996,0.9999999974999998,0.9999999974999998,0.9999999974999998
91,0.999999995,2.999999985,2.999999985,2.999999985
92,0.523809523605442,0.0,0.1904761902721088,0.0
93,0.0,0.0,0.0,0.0
94,0.4999999950000001,0.0,1.6666666522222224,1.8333333194444448
95,0.0,0.0,0.0,0.0
96,1.7333333184567903,0.0,0.7499999953125,4.249999971122685
97,0.0909090908677685,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.999999995
100,0.0,0.0,0.0,0.0
101,0.8571428553061222,2.571428565918367,0.0,0.8571428553061222
102,0.0,0.0,0.0,0.1111111110493826
103,0.0,0.0,0.0,0.0
104,0.0,0.25,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0
107,1.3333333288888887,3.333333322222222,1.3333333288888887,0.5238095215986396
108,1.4999999962499997,0.0,1.4999999962499997,0.0
109,0.0,1.818181814049587,0.0,0.9090909070247934
110,0.0,0.0,1.7333333349333329,0.0
111,1.8571428572448978,2.0,0.0,1.8571428572448978
112,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.2666666665432102
115,0.0,0.0,0.0,0.0
116,1.857142847244898,1.5714285615306123,1.99999999,2.999999985
117,0.0,0.0,0.0,0.0
118,0.1999999997999999,0.0,0.0,0.0
119,0.0,0.444444444753086,0.0888888889506172,0.1777777779012344
120,0.0,0.0,0.0,3.2380952282267574
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0
124,0.1008403362191936,0.2016806724383872,0.3025210086575808,0.39775910381585733
125,0.0,0.0,0.4999999999999999,0.0
126,1.7142857044897961,4.321428547047194,0.0,2.714285699489796
127,0.1999999997999999,0.0,0.1999999997999999,0.1999999997999999
128,0.0,0.0,0.0,0.0
129,0.0,0.1384615386319527,0.1384615386319527,3.2219780223454175
130,0.0,0.0,0.0,0.0
131,1.99999999,1.74999999,0.749999995,2.999999985
132,0.0,0.0,0.0,0.0
133,0.0,4.999999975,1.99999999,2.999999985
134,2.3999999927999998,0.5999999981999999,0.0,2.9999999909999997
135,0.8666666655777777,0.8666666655777777,1.114285714024036,3.8333333278888886
136,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0
139,3.801587265153062,0.44444444,0.0,0.24999999625
140,0.0,0.0,0.0,0.0
141,1.99999999,1.99999999,1.99999999,2.999999985
142,0.0,0.6666666655555554,0.0,0.3333333327777777
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.999999995,0.0
145,0.0,0.0,0.0,0.0
146,0.0,0.1587301585285965,0.0,0.0317460317057193
147,0.357142856444898,2.7857142806244903,0.0,0.714285712889796
148,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0
150,3.5999999804000002,1.5999999904000002,0.7999999952000001,2.999999985
151,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0
156,0.41666666586805534,0.6666666655555554,0.9999999983333332,0.749999998645833
157,0.0,0.0,0.0,0.0
158,0.0,1.499999990625,0.8571428522448981,2.999999985
159,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0
161,2.166666652353395,1.194444434818673,1.3333333234567901,2.166666652353395
162,0.0,0.0,0.0,0.0
163,0.0,0.3333333331481478,0.3333333331481478,0.4444444441975304
164,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.5714285632653062,0.9714285584653063,0.6857142768326532,0.7857142741326532
168,0.7499999996875,0.0,1.9166666657908948,0.2954545451833678
169,0.0,0.0,0.0,0.0
170,0.0,0.3333333283333334,0.6666666616666668,0.0
171,0.499999990625,1.5714285615306123,0.8214285618431123,2.809523789727891
172,0.0,1.99999999,1.99999999,0.0
173,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0
177,0.0,1.1428571420408151,0.0,0.0
178,1.3333333311111109,0.3333333327777777,0.9999999983333332,0.6666666655555554
179,0.0,0.0,0.0,0.0
180,0.49999999900000003,0.0,0.49999999900000003,0.0
181,0.0,0.0,0.0,0.0
182,0.1818181778512397,3.5874125605413467,1.0549450450766817,0.1111111066666668
183,0.0,0.0,0.0,0.0
184,0.1999999997999999,0.0,0.0,0.1999999997999999
185,0.0,0.0,0.0,0.0
186,0.0,0.1111111110493826,0.0,0.0
187,0.7142857128231294,0.7936507917964225,0.0,0.2222222217283951
188,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0
190,0.3999999995999998,1.3999999985999994,0.0,0.1999999997999999
191,2.3999999856,0.7999999952000001,2.3999999856,2.3999999856
192,0.0,8.599999950155556,0.0,0.0
193,0.0,0.0,0.0,0.0
194,0.0,0.6785714266438139,0.3214285698060587,0.0
195,0.0,0.0,0.0,0.0
196,0.0,0.1999999997999999,0.0,0.0
197,0.1111111110493826,0.5555555552469129,0.1111111110493826,0.0
198,0.8571428522448981,1.2222222127777778,0.999999995,0.8571428522448981
199,0.4999999999999999,0.4999999999999999,0.4999999999999999,3.188888889150617
200,3.4615384495562127,1.3846153798224852,1.3846153798224852,0.6923076899112426
201,0.999999995,2.357142837869898,1.99999999,2.999999985
202,3.3333333083333336,0.0,3.3333333083333336,0.0
203,1.5999999900000001,3.7777777579012346,1.8888888789506173,1.8888888789506173
204,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0
206,4.999999975,0.999999995,2.999999985,0.999999995
207,0.0,0.0,0.0,0.0
208,0.0,0.0,0.1428571427551019,0.0
209,2.1538461480473376,1.0769230740236688,0.5384615370118344,1.6153846110355032
210,0.0,0.0,0.0,0.0
211,3.99999998,2.999999985,0.999999995,1.99999999
212,0.9999999969753086,0.0,1.5555555509876542,2.6666666590123453
213,0.0,0.0,0.0,0.0
214,3.8888888689506174,0.999999995,2.8888888739506173,0.999999995
215,0.0,0.0,0.0,0.0
216,0.0,0.8571428553061222,0.4285714276530611,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.5999999981999999,1.7999999945999998,1.7999999945999998,1.1999999963999999
220,0.0,0.1428571427551019,0.0,0.0
221,1.7777777776543207,5.333333332962962,1.7777777776543207,0.0
222,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0
224,2.0952380956462586,0.0,2.6190476195578234,0.5238095239115647
225,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
228,1.7999999902000001,1.99999999,2.571428557346939,2.999999985
229,0.0,3.99999998,2.999999985,2.999999985
230,0.0,0.0,0.0,0.0
231,2.1428571418112248,0.3000000003749999,0.5714285712181123,0.0
232,0.0,0.0,0.0,0.0
233,0.0,0.999999995,2.999999985,5.999999969999999
234,2.545454537355372,0.636363634338843,1.272727268677686,1.272727268677686
235,1.1999999958,0.8999999968500001,0.29999999895,0.5999999979
236,2.8571428469387756,1.4285714234693878,1.09523809069161,1.4285714234693878
237,0.0,0.0,0.0,0.0
238,0.1428571427551019,0.0,0.0,0.1428571427551019
239,0.9999999992857131,0.2857142855102038,0.0,0.1428571427551019
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0
242,0.4545454545041322,2.272727272520661,1.3636363635123967,0.4545454545041322
243,2.3999999856,0.7999999952000001,1.5999999904000002,2.5999999854
244,0.4475524460814712,0.2237762230407356,0.1118881115203678,0.3356643345611034
