,Unknown,21st century,Pre-1900s,20th century
88,0.1,0.0,0.9,0.0
89,0.5,0.4,0.0,0.1
90,1.0,0.0,0.0,0.0
91,0.0,0.0,0.0,1.0
92,0.1,0.0,0.0,0.9
93,0.0,0.3,0.0,0.7
94,0.0,0.0,0.2,0.8
95,0.5,0.0,0.0,0.5
96,0.1,0.1,0.6,0.2
97,0.0,0.0,1.0,0.0
98,0.4,0.1,0.0,0.5
99,0.5,0.0,0.0,0.5
100,0.6,0.0,0.4,0.0
101,0.8,0.0,0.2,0.0
102,0.2,0.0,0.0,0.8
103,1.0,0.0,0.0,0.0
104,0.4,0.0,0.6,0.0
105,0.6,0.1,0.0,0.3
106,1.0,0.0,0.0,0.0
107,0.7,0.0,0.0,0.3
108,0.3,0.2,0.1,0.4
109,0.6,0.1,0.0,0.3
110,1.0,0.0,0.0,0.0
111,0.7,0.1,0.0,0.2
112,0.1,0.2,0.0,0.7
113,1.0,0.0,0.0,0.0
114,0.1,0.4,0.0,0.5
115,0.1,0.0,0.0,0.9
116,0.6,0.0,0.0,0.4
117,0.6,0.1,0.0,0.3
118,0.0,0.0,0.1,0.9
119,0.3,0.0,0.5,0.2
120,0.0,0.0,0.0,1.0
121,0.1,0.0,0.7,0.2
122,0.6,0.2,0.0,0.2
123,0.4,0.2,0.0,0.4
124,0.6,0.2,0.0,0.2
125,0.9,0.0,0.0,0.1
126,0.6,0.0,0.1,0.3
127,0.8,0.1,0.0,0.1
128,1.0,0.0,0.0,0.0
129,0.6,0.0,0.1,0.3
130,1.0,0.0,0.0,0.0
131,0.5,0.0,0.0,0.5
132,0.7,0.0,0.0,0.3
133,0.9,0.0,0.1,0.0
134,0.0,0.0,0.0,1.0
135,0.3,0.0,0.2,0.5
136,0.0,0.7,0.0,0.3
137,1.0,0.0,0.0,0.0
138,0.0,0.0,0.0,1.0
139,0.3,0.5,0.0,0.2
140,0.1,0.0,0.8,0.1
141,0.4,0.0,0.6,0.0
142,0.6,0.2,0.0,0.2
143,0.6,0.2,0.2,0.0
144,0.3,0.0,0.0,0.7
145,0.3,0.0,0.7,0.0
146,0.3,0.7,0.0,0.0
147,0.6,0.0,0.0,0.4
148,0.1,0.0,0.9,0.0
149,0.2,0.0,0.8,0.0
150,0.4,0.3,0.0,0.3
151,1.0,0.0,0.0,0.0
152,0.1,0.4,0.0,0.5
153,0.6,0.0,0.0,0.4
154,0.0,0.0,1.0,0.0
155,1.0,0.0,0.0,0.0
156,0.8,0.0,0.0,0.2
157,0.4,0.1,0.0,0.5
158,0.0,0.5,0.0,0.5
159,0.2,0.0,0.0,0.8
160,0.6,0.0,0.1,0.3
161,0.3,0.5,0.0,0.2
162,1.0,0.0,0.0,0.0
163,0.3,0.1,0.0,0.6
164,0.0,0.0,0.9,0.1
165,1.0,0.0,0.0,0.0
166,0.3,0.0,0.7,0.0
167,0.2,0.0,0.1,0.7
168,0.1,0.3,0.0,0.6
169,0.1,0.0,0.0,0.9
170,0.2,0.0,0.8,0.0
171,0.6,0.0,0.1,0.3
172,0.5,0.1,0.0,0.4
173,1.0,0.0,0.0,0.0
174,1.0,0.0,0.0,0.0
175,0.2,0.6,0.1,0.1
176,0.4,0.4,0.0,0.2
177,0.1,0.0,0.9,0.0
178,0.3,0.0,0.7,0.0
179,0.1,0.0,0.0,0.9
180,0.5,0.0,0.5,0.0
181,0.4,0.2,0.0,0.4
182,0.9,0.0,0.0,0.1
183,0.9,0.1,0.0,0.0
184,0.0,0.0,0.0,1.0
185,1.0,0.0,0.0,0.0
186,0.0,0.0,0.0,1.0
187,0.4,0.6,0.0,0.0
188,0.9,0.0,0.0,0.1
189,0.0,0.0,1.0,0.0
190,0.1,0.0,0.9,0.0
191,0.0,0.0,0.2,0.8
192,1.0,0.0,0.0,0.0
193,0.0,0.0,0.0,1.0
194,0.0,1.0,0.0,0.0
195,1.0,0.0,0.0,0.0
196,0.6,0.0,0.3,0.1
197,0.2,0.0,0.8,0.0
198,0.6,0.1,0.0,0.3
199,1.0,0.0,0.0,0.0
200,0.1,0.0,0.9,0.0
201,0.7,0.0,0.0,0.3
202,0.1,0.0,0.0,0.9
203,0.4,0.1,0.1,0.4
204,0.4,0.0,0.1,0.5
205,0.7,0.0,0.1,0.2
206,0.0,0.0,0.1,0.9
207,0.1,0.2,0.0,0.7
208,0.4,0.0,0.6,0.0
209,0.1,0.0,0.0,0.9
210,0.2,0.0,0.8,0.0
211,0.0,0.0,0.2,0.8
212,0.6,0.3,0.0,0.1
213,0.6,0.0,0.0,0.4
214,0.5,0.0,0.0,0.5
215,0.0,0.0,1.0,0.0
216,0.0,0.3,0.0,0.7
217,0.1,0.9,0.0,0.0
218,0.9,0.0,0.0,0.1
219,0.2,0.1,0.0,0.7
220,0.3,0.6,0.0,0.1
221,0.0,0.5,0.0,0.5
222,1.0,0.0,0.0,0.0
223,1.0,0.0,0.0,0.0
224,0.1,0.1,0.0,0.8
225,0.0,0.0,0.3,0.7
226,0.2,0.0,0.7,0.1
227,0.5,0.0,0.0,0.5
228,0.0,0.0,0.0,1.0
229,0.5,0.0,0.3,0.2
230,0.4,0.1,0.5,0.0
231,1.0,0.0,0.0,0.0
232,0.0,0.0,0.0,1.0
233,1.0,0.0,0.0,0.0
234,0.0,0.2,0.0,0.8
235,0.3,0.0,0.5,0.2
236,0.0,0.0,0.9,0.1
237,1.0,0.0,0.0,0.0
238,0.4,0.1,0.0,0.5
239,0.0,0.0,0.0,1.0
240,0.2,0.0,0.5,0.3
241,0.0,0.1,0.0,0.9
242,0.5,0.3,0.0,0.2
243,0.0,0.0,0.2,0.8
244,0.0,0.0,0.0,1.0
