,Medium-High,Medium-Low,Low,High
42,0.0,0.0451540615717321,0.0,0.0
43,0.0,0.0433109626096822,0.0870111681499067,0.0
44,0.0233120770433898,0.1944428227875179,0.0960660486921865,0.0
45,0.1645247753452879,0.2398089463823696,0.0,0.0
46,0.0,0.28099941261784267,0.539760241080603,0.0
47,0.0,0.0,0.0436129707090669,0.0
48,0.0,0.0594224599069493,0.1217764886121486,0.0
49,0.0368413924917249,0.11440202013043371,0.16144915349517958,0.0302590265345929
50,0.0,0.0,0.0,0.0
51,0.0,0.43646991376161826,0.4872242388606778,0.0894265231175511
52,0.0,0.0634762929095124,0.0221463462464316,0.0
53,0.0,0.0,0.30784329455454523,0.0
54,0.0,0.0,3.8500178879671694,0.0
55,0.0,0.1040178892491798,0.1773473300302778,0.0
56,0.0110141560557448,0.10901686849386011,0.0416481793559885,0.0
57,0.0,0.0367344000838443,0.0286339984453596,0.0
58,0.023121255793759,0.0548290110686864,0.0071726945406103,0.0
59,0.0,0.0286334585226096,0.0,0.0
60,0.0002985877495269,0.0360871456208417,0.0597598925967721,0.0
61,0.0,0.0644338939525262,0.1524519748133186,0.0
62,0.0,0.1290047601778855,0.0232480538303564,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,0.0244930609818066,0.004387318137659,0.0409738076693,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.0797390816122677,0.1096774156941007,0.2051433715752077,0.0
69,0.0,0.0,0.0271328678181298,0.0
70,0.0,0.0,0.0017436600933728,0.0
71,0.0,0.0,0.28984878645003,0.0
72,0.0,0.0,0.1102139707376952,0.0
73,0.0,0.0,0.0312446726607806,0.0
74,0.0,0.0597621849580147,0.08888533463127571,0.0
75,0.0,0.0108695653701473,0.11594835267170761,0.0
76,0.0295268342357956,0.1565764146483252,0.122199210694603,0.0
77,0.11211826235412631,0.0394623963987885,0.14269887859829541,0.0
78,0.0,0.0093576661369007,0.0,0.0435992462289404
79,0.0035341364675955,0.0586274516221776,0.20477714306908493,0.0
80,0.0155074483385514,0.0,0.0,0.0
81,0.0,0.0,0.0519676719460679,0.0
82,0.0,0.0345984114481596,0.10862414571861981,0.0
83,0.4240987266399126,0.12446657098599369,0.0920399051631948,0.0369348667925455
84,0.0,0.0726465375228117,0.1615551799801117,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0010195524614517,0.0627563015505879,0.0
89,0.0,0.0,0.0131075503298508,0.0
90,0.0,0.1329415937972115,0.09833050010631969,0.0
91,0.0,0.0,0.7350342765446582,0.0
92,0.1810027314526258,0.021463579938866502,0.0007683951664287,0.0841698308445783
93,0.0,0.0280284061480278,0.2920638737405207,0.0
94,0.0197297100721124,0.0438233744104963,0.0955202520803299,0.0
95,0.0,0.0,0.021229188874503202,0.0014529364393113
96,0.0451153095003511,0.1306165457796743,0.27063775585067196,0.049513330444219
97,0.0,0.0,0.1552763876889159,0.0
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0136930562800361,0.0
100,0.0,0.0395997428834125,0.17592659981906228,0.0
101,0.0,0.0,0.0810105116666553,0.0
102,0.0318483463991534,0.0,0.040119143923037996,0.0
103,0.0780082331370549,0.056954177471801995,0.2873602557360637,0.0
104,0.0055964077133702,0.0,0.045157525321494196,0.0
105,0.0,0.0,0.0378733799066561,0.0
106,0.0,0.204368470717658,0.12767232682924068,0.0
107,0.0,0.028540841334831604,0.1171629538819439,0.0
108,0.0,0.3117885394118969,0.0,0.0
109,0.0,0.0,0.0286498683691527,0.0
110,0.0594199067535747,0.1234363306287643,0.020344238250222,0.0
111,0.0,0.0,0.19109338657173278,0.0
112,0.0,0.0,0.1080303734556798,0.0
113,0.0,0.0,0.0182464449223513,0.0
114,0.0597370471196673,0.0,0.23990214269252422,0.0
115,0.0,0.1462395276260729,0.0204710811797773,0.0
116,0.0,0.0214495834279328,0.3493582566150844,0.0077837297209823
117,0.0241341560367817,0.0061861059036879,0.012369218097403599,0.0068076768267458
118,0.0,0.0,0.26025045130370417,0.0
119,0.0143226282558656,0.0,0.0079324274298559,0.0
120,0.0,0.0,0.31116946622730335,0.0
121,0.0,0.042590983517994,0.3687022376509899,0.0
122,0.0,0.0,0.0,0.0
123,0.0130396844695748,0.1329455772618252,0.12280978424178429,0.0
124,0.0030652894274896,0.0,0.0,0.0060190063644295
125,0.0302421181237129,0.0071713277498886,0.0,0.0
126,0.0,0.0031759994779752,0.0697363226508788,0.0082265048547256
127,0.0,0.0244912033647455,0.0,0.0054866783074133
128,0.0522116201085123,0.0009096010527671,0.1060469173253078,0.0687900687339859
129,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0942848748500546,0.0
131,0.0,0.0,0.0,0.0
132,0.0079362600671887,0.035882235494977495,0.0,0.0
133,0.0,0.0,0.2398438286138598,0.0
134,0.0,0.0,0.10038105942941179,0.0
135,0.0,0.0223527000953014,0.0,0.0
136,0.0107438017600197,0.0,0.0,0.0
137,0.0,0.0,0.0333953701361241,0.0
138,0.0,0.0,0.0161165712505133,0.0
139,0.0485537656244907,0.2950790735008215,0.1439332635239568,0.0729919680849187
140,0.0,0.0,0.027569185616526902,0.1150337460829571
141,0.0,0.0,0.12984772088384608,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.020986267281912,0.0
144,0.0759024758821973,0.0829526028628029,0.0069930073071897,0.0
145,0.0,0.06940696289023529,0.08027608574041999,0.0
146,0.0,0.0244526292298914,0.3369755352406803,0.0
147,0.0,0.0608374629149151,0.3331258543910881,0.0
148,0.0,0.024338071291678302,0.5080575652599112,0.0
149,0.0340717483650364,0.0265080691740336,0.0900171534450113,0.0
150,0.0,0.0,0.0,0.0
151,0.0328561799798743,0.0221255562234788,0.0451805232824241,0.0
152,0.07118495988651191,0.1145619940851445,0.32577055688537726,0.0
153,0.0746109790645512,0.0482040121942156,0.0,0.0
154,0.0,0.0,0.0329717459829385,0.0
155,0.0468846985717175,0.0448199935509856,0.1949094830779237,0.0
156,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0
159,0.0021964077880813,0.0,0.2816499066313652,0.0
160,0.0,0.0497319821070667,0.0,0.0
161,0.0,0.07040295220169679,0.054118936002125195,0.0
162,0.9633341225098901,0.8152985381415738,0.4720634214651298,0.0
163,0.0,0.0,0.0,0.0
164,0.0,0.0804429670266526,0.41407237904412847,0.0
165,0.0,0.0,0.052586805011618,0.0020122282397004
166,0.0,0.0107828185110518,0.34106018339398136,0.0
167,0.0,0.0,0.038147175130988295,0.0
168,0.0980611209878181,0.029617053478778,0.262820321729855,0.0
169,0.0,0.0,0.0,0.0
170,0.08322914714980001,0.0426760513717069,0.128372895187082,0.0
171,0.0,0.0611598995574513,0.0016441255157852,0.0266815625814186
172,0.0,0.0213357599762955,0.0,0.0
173,0.0,0.0,4.276492124295074,0.0
174,0.0,0.0168993920908454,0.0710540821809675,0.0
175,0.0,0.0311131405568449,0.0077018676453693,0.0
176,0.2376474097981266,0.120276433707425,0.0274766940029149,0.0
177,0.0,0.0010240651309078,0.29298778870903275,0.0
178,0.0,0.0,0.0033889620415141,0.0
179,0.0,0.1948657976368045,0.1133450696323858,0.0432463979466332
180,0.0,0.0,0.1373179056902894,0.0
181,0.0240774907915269,0.1359928209216905,0.16143968706087802,0.0
182,0.0794817361552182,0.5805486768618073,0.41408019510087923,0.0
183,0.0,0.0,0.7848898878325388,0.0
184,0.0,0.0,0.0,0.0604748280531803
185,0.0,0.0,0.1299617990725137,0.0
186,0.0,0.0,0.050433521130080504,0.0
187,0.0,0.0,0.067345260859579,0.0
188,0.0,0.0245852411007848,0.0113325956523623,0.0
189,0.0,0.0,0.0118724161415979,0.0
190,0.0,0.0388349514563106,0.1349242115884893,0.0
191,0.028331735948658,0.0,0.1496738130417655,0.0
192,0.0,0.06802017414916291,0.372828142768555,0.0
193,0.0194805187662337,0.0068434548162028,0.0083456059619582,0.0
194,0.24195503566489118,0.2234979180050494,0.3534968286903266,0.0
195,0.0540242818742038,0.026834355605625502,0.09779844111238359,0.0
196,0.0,0.03050374206234,0.0,0.0
197,0.0307280823528935,0.0007307267713083,0.0,0.0
198,0.040762041801107304,0.0489689855085899,0.081714800392978,0.0
199,0.1551224380032535,0.2660387996658113,0.0826980316216335,0.0
200,0.0,0.0,0.0783376965495835,0.0
201,0.0,0.0716219075766222,0.19012586364950732,0.0
202,0.002673874618198,0.0,0.0,0.0
203,0.0,0.0,0.0289117589239903,0.024592888503463
204,0.0,0.0,0.1380934967891464,0.0
205,0.5612231579401908,0.1407518602390831,0.154982881746765,0.0569479252200092
206,0.0,0.0,0.04640516744942284,0.0
207,0.0,0.0177527152579618,0.0161835755569206,0.0
208,0.0,0.0,0.0684242292011382,0.0
209,0.0,0.0,0.3506405895878837,0.0
210,0.1084294141770185,0.0896158534038478,0.0076661921711828,0.0
211,0.0,0.0745384034650276,0.2614264450847305,0.0
212,0.0,0.0,0.0,0.0
213,0.0,0.041664518085275,0.11578804111426191,0.0
214,0.0212268393551121,0.0045562038539088,0.0160091086274129,0.0
215,0.0,0.0,1.1912306344655204,0.0
216,0.0,0.0520948971510786,0.196829835058668,0.0
217,0.0,0.1517570368114202,0.15036579359209398,0.0
218,0.0,0.0,0.0066115705700293,0.0
219,0.0,0.0399526254638868,0.012097136263161602,0.0
220,0.0,0.0,0.0873825348677693,0.0
221,0.0141372907100422,0.0,0.0066739429862129,0.0
222,0.0,0.0,0.0065640547072691995,0.0
223,0.0508573504366718,0.2894958576729473,0.2537724526971185,0.0
224,0.0157746478341422,0.1349338937368886,0.007581699370507,0.04911392411877
225,0.0,0.0092473315555791,0.4574224230164348,0.0
226,0.0078900709477049,0.0,0.0383048944354043,0.0
227,0.0,0.0,0.0,0.0
228,0.0,0.0,0.1391452702107132,0.0
229,0.0,0.0978363744306132,0.097495689634168,0.0
230,0.0,0.0,0.1228638015098332,0.0
231,0.0,0.0445843165017721,0.0,0.0
232,0.0,0.0,0.4287611305429468,0.0
233,0.0510609878603254,0.14174782262374752,0.08369610032809449,0.0
234,0.0,0.0,0.0751644220029849,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0019987376466823,0.0315114552747556,0.0
237,0.0030740443966922,0.038148990596179905,0.1004546150459254,0.0
238,0.0052531044894704,0.008474576559054,0.7169487580296672,0.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.1916815729453065,0.0
242,0.0329437902728786,0.0538774395438247,0.1766782020839162,0.0986609909596615
243,0.0,0.0,0.0107874871997886,0.0
244,0.0,0.0216197192222155,0.27818041506814417,0.0
