,Unknown,21st century,Pre-1900s,20th century
107,0.3,0.0,0.0,0.7
108,0.4,0.1,0.0,0.5
109,0.6,0.2,0.0,0.2
110,1.0,0.0,0.0,0.0
111,0.9,0.1,0.0,0.0
112,0.8,0.0,0.2,0.0
113,0.5,0.0,0.5,0.0
114,0.1,0.8,0.0,0.1
115,0.3,0.1,0.3,0.3
116,0.4,0.3,0.0,0.3
117,0.4,0.3,0.1,0.2
118,0.2,0.0,0.2,0.6
119,0.0,0.0,0.8,0.2
120,0.3,0.0,0.0,0.7
121,0.0,0.0,0.5,0.5
122,0.7,0.0,0.0,0.3
123,0.7,0.1,0.0,0.2
124,0.8,0.0,0.0,0.2
125,1.0,0.0,0.0,0.0
126,0.5,0.0,0.1,0.4
127,1.0,0.0,0.0,0.0
128,1.0,0.0,0.0,0.0
129,0.5,0.0,0.1,0.4
130,0.9,0.0,0.0,0.1
131,0.6,0.0,0.0,0.4
132,0.8,0.0,0.0,0.2
133,0.6,0.0,0.4,0.0
134,0.3,0.0,0.4,0.3
135,0.5,0.0,0.0,0.5
136,0.3,0.1,0.1,0.5
137,1.0,0.0,0.0,0.0
138,0.7,0.0,0.1,0.2
139,0.5,0.4,0.0,0.1
140,0.5,0.1,0.3,0.1
141,1.0,0.0,0.0,0.0
142,0.9,0.0,0.1,0.0
143,0.5,0.1,0.3,0.1
144,0.9,0.0,0.0,0.1
145,0.7,0.0,0.1,0.2
146,0.2,0.8,0.0,0.0
147,0.7,0.0,0.0,0.3
148,0.1,0.0,0.6,0.3
149,0.3,0.0,0.1,0.6
150,0.7,0.2,0.0,0.1
151,1.0,0.0,0.0,0.0
152,0.3,0.5,0.0,0.2
153,0.6,0.1,0.0,0.3
154,0.1,0.0,0.3,0.6
155,1.0,0.0,0.0,0.0
156,0.8,0.0,0.2,0.0
157,0.5,0.0,0.1,0.4
158,0.9,0.0,0.0,0.1
159,0.6,0.0,0.1,0.3
160,0.2,0.2,0.1,0.5
161,0.4,0.2,0.0,0.4
162,1.0,0.0,0.0,0.0
163,0.8,0.1,0.0,0.1
164,0.2,0.0,0.7,0.1
165,0.6,0.0,0.1,0.3
166,0.9,0.0,0.1,0.0
167,0.6,0.0,0.2,0.2
168,0.4,0.3,0.2,0.1
169,0.8,0.0,0.1,0.1
170,0.3,0.0,0.6,0.1
171,0.6,0.0,0.2,0.2
172,0.4,0.3,0.0,0.3
173,1.0,0.0,0.0,0.0
174,1.0,0.0,0.0,0.0
175,0.7,0.3,0.0,0.0
176,0.6,0.3,0.0,0.1
177,0.2,0.0,0.7,0.1
178,0.2,0.0,0.8,0.0
179,0.7,0.0,0.1,0.2
180,0.6,0.0,0.2,0.2
181,0.4,0.1,0.0,0.5
182,0.8,0.0,0.0,0.2
183,0.5,0.2,0.0,0.3
184,0.2,0.0,0.2,0.6
185,0.9,0.0,0.1,0.0
186,0.1,0.0,0.0,0.9
187,0.7,0.3,0.0,0.0
188,1.0,0.0,0.0,0.0
189,0.4,0.0,0.3,0.3
190,0.7,0.1,0.1,0.1
191,0.4,0.0,0.1,0.5
192,1.0,0.0,0.0,0.0
193,0.8,0.1,0.0,0.1
194,0.5,0.1,0.1,0.3
195,0.9,0.0,0.0,0.1
196,0.4,0.0,0.5,0.1
197,0.1,0.0,0.5,0.4
198,0.4,0.1,0.0,0.5
199,0.7,0.1,0.0,0.2
200,0.3,0.0,0.5,0.2
201,0.7,0.0,0.0,0.3
202,0.3,0.0,0.3,0.4
203,0.7,0.2,0.1,0.0
204,0.5,0.0,0.2,0.3
205,0.8,0.0,0.1,0.1
206,0.3,0.0,0.4,0.3
207,0.2,0.1,0.0,0.7
208,0.8,0.0,0.1,0.1
209,0.5,0.0,0.3,0.2
210,0.2,0.0,0.7,0.1
211,0.5,0.0,0.4,0.1
212,0.3,0.3,0.0,0.4
213,0.5,0.0,0.0,0.5
214,0.6,0.0,0.1,0.3
215,0.1,0.0,0.7,0.2
216,0.9,0.0,0.0,0.1
217,0.2,0.7,0.1,0.0
218,0.9,0.0,0.0,0.1
219,0.3,0.0,0.4,0.3
220,0.6,0.4,0.0,0.0
221,0.4,0.2,0.0,0.4
222,1.0,0.0,0.0,0.0
223,0.9,0.0,0.0,0.1
224,0.2,0.1,0.0,0.7
225,0.1,0.0,0.4,0.5
226,0.5,0.0,0.4,0.1
227,1.0,0.0,0.0,0.0
228,0.5,0.0,0.2,0.3
229,0.4,0.0,0.4,0.2
230,0.4,0.1,0.2,0.3
231,1.0,0.0,0.0,0.0
232,0.0,0.0,0.5,0.5
233,1.0,0.0,0.0,0.0
234,0.8,0.0,0.0,0.2
235,0.6,0.0,0.2,0.2
236,0.1,0.0,0.3,0.6
237,0.9,0.0,0.0,0.1
238,0.7,0.1,0.0,0.2
239,0.4,0.0,0.4,0.2
240,0.6,0.0,0.1,0.3
241,0.2,0.0,0.0,0.8
242,0.1,0.6,0.0,0.3
243,0.5,0.0,0.1,0.4
244,0.1,0.1,0.5,0.3
