,a-d,e-k,s-,l-r
43,0.0,0.0174776288239807,0.0433109626096822,0.069533539325926
44,0.0,0.0,0.0,0.3138209485230942
45,0.0230769234882395,0.0,0.2720806945099565,0.1091761037294615
46,0.8207596536984457,0.0,0.0,0.0
47,0.0436129707090669,0.0,0.0,0.0
48,0.0,0.056513889004838,0.1046532293027138,0.0200318302115461
49,0.0,0.122463191676243,0.1836470084839632,0.0368413924917249
50,0.0,0.0,0.0,0.0
51,0.44176247157504,0.4137886013384346,0.1575696028263726,0.0
52,0.0634762929095124,0.0221463462464316,0.0,0.0
53,0.027451137179680698,0.2622549021138881,0.0,0.0181372552609765
54,0.0,3.8500178879671694,0.0,0.0
55,0.0,0.0,0.0126319159146499,0.2687333033648077
56,0.0490863453646113,0.005915550544104,0.0,0.1066773079968781
57,0.0,0.0,0.039996317050295105,0.0253720814789088
58,0.0071726945406103,0.0077293740858312,0.037264766631405696,0.0329561261452085
59,0.0,0.0,0.0,0.0286334585226096
60,0.0961456259671407,0.0,0.0,0.0
61,0.17647193924551682,0.0186685887905132,0.0,0.0217453407298148
62,0.1522528140082419,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0
65,0.0114815794604183,0.0157184247064886,0.033879546346540695,0.008774636275318
66,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0
68,0.27510421467941387,0.1051223214273628,0.0143333327747994,0.0
69,0.0,0.0271328678181298,0.0,0.0
70,0.0,0.0,0.0017436600933728,0.0
71,0.28984878645003,0.0,0.0,0.0
72,0.0098221224631145,0.0,0.0,0.1003918482745807
73,0.0,0.0,0.0,0.0312446726607806
74,0.0421933519310483,0.0175688330269664,0.0,0.08888533463127571
75,0.0252590674099018,0.0825999816978986,0.0,0.0189588689340545
76,0.1857151918286111,0.0,0.1103123087799396,0.0122749589701731
77,0.0394623963987885,0.0074441683950555,0.0853272790199247,0.16204569353744153
78,0.0,0.0,0.0,0.0529569123658411
79,0.026622528325554302,0.1344856857220673,0.06916384986629831,0.0366666672449381
80,0.0155074483385514,0.0,0.0,0.0
81,0.0,0.0,0.0519676719460679,0.0
82,0.1432225571667794,0.0,0.0,0.0
83,0.39400300477590416,0.0,0.2614190093091687,0.0221180554965737
84,0.0066569042599907,0.04210371505737671,0.0303420315836628,0.1550990666018932
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0010195524614517,0.0627563015505879,0.0,0.0
89,0.0,0.0,0.0,0.0131075503298508
90,0.0,0.1714379707145062,0.0181674564461712,0.0416666667428538
91,0.0,0.372869415440386,0.3621648611042722,0.0
92,0.058877434695806,0.0,0.2285271027066933,0.0
93,0.0638120331319602,0.16352102120120562,0.0,0.09275922555538271
94,0.0,0.0809217119343446,0.078151624628594,0.0
95,0.0,0.0154359620392359,0.0057932268352673,0.0014529364393113
96,0.1149090138608957,0.2522868222366956,0.0835717959769739,0.0451153095003511
97,0.0,0.0,0.1552763876889159,0.0
98,0.0,0.0,0.0,0.0
99,0.0136930562800361,0.0,0.0,0.0
100,0.0874637114198278,0.036035201818686004,0.0421420720329874,0.0498853574309736
101,0.0096566223578134,0.0304851868233214,0.0,0.0408687024855205
102,0.0,0.0,0.0,0.0719674903221914
103,0.1074660626157718,0.0121428570917172,0.08753802060002841,0.2151757260374032
104,0.0359898425652323,0.0,0.014764090469632101,0.0
105,0.0033429493368345,0.0,0.0345304305698216,0.0
106,0.0703296699034718,0.204368470717658,0.0,0.0573426569257689
107,0.0494878234514754,0.0,0.0718190916499656,0.0243968801153345
108,0.0,0.3117885394118969,0.0,0.0
109,0.0286498683691527,0.0,0.0,0.0
110,0.0,0.0,0.203200475632561,0.0
111,0.19109338657173278,0.0,0.0,0.0
112,0.0717563356529815,0.0,0.0311363400124964,0.0051376977902019
113,0.0182464449223513,0.0,0.0,0.0
114,0.0,0.09805237075785031,0.1046159839880181,0.09697083506632309
115,0.0,0.0,0.0204710811797773,0.1462395276260729
116,0.0517638647118747,0.0,0.20700896719314021,0.1198187378589846
117,0.017959871458674198,0.0012170234654752,0.0303202619404696,0.0
118,0.0,0.2257040366103043,0.0345464146933999,0.0
119,0.0222550556857215,0.0,0.0,0.0
120,0.0,0.0,0.0,0.31116946622730335
121,0.1671589524548139,0.0320065474765272,0.0522890143325041,0.1598387069051387
122,0.0,0.0,0.0,0.0
123,0.0,0.0573734350735305,0.0130396844695748,0.19838192643007901
124,0.0,0.0,0.0,0.009084295791919099
125,0.0,0.0,0.0302421181237129,0.0071713277498886
126,0.0696802897515908,0.0032320323772632,0.0,0.0082265048547256
127,0.0,0.0,0.0299778816721588,0.0
128,0.0678359046608274,0.0687900687339859,0.0913322338257598,0.0
129,0.0,0.0,0.0,0.0
130,0.0,0.0805492044677141,0.0,0.0137356703823405
131,0.0,0.0,0.0,0.0
132,0.0,0.010946088150827,0.0,0.0328724074113392
133,0.0261620040799609,0.0397596565774565,0.0,0.1739221679564424
134,0.0214100350818727,0.0568256951271132,0.0,0.0221453292204259
135,0.0,0.0,0.0,0.0223527000953014
136,0.0107438017600197,0.0,0.0,0.0
137,0.0,0.0,0.0333953701361241,0.0
138,0.0,0.0,0.0161165712505133,0.0
139,0.0728347351767169,0.34143493345831055,0.0414093350564175,0.10487906704274269
140,0.14260293169948401,0.0,0.0,0.0
141,0.1164481422923077,0.0,0.0133995785915384,0.0
142,0.0,0.0,0.0,0.0
143,0.020986267281912,0.0,0.0,0.0
144,0.0069930073071897,0.0,0.0829526028628029,0.0759024758821973
145,0.0502904473884476,0.0,0.0345095868196544,0.0648830144225533
146,0.3369755352406803,0.0,0.0,0.0244526292298914
147,0.3306322036299427,0.0,0.0,0.06333111367606051
148,0.0196032227635301,0.439662071974193,0.0133012820372392,0.0598290597766272
149,0.1505969709840813,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0
151,0.0847747920217099,0.0,0.0153874674640673,0.0
152,0.2638787578606079,0.15745318573117711,0.052369973827634704,0.037815593437614
153,0.0,0.0,0.0,0.1228149912587668
154,0.0,0.0329717459829385,0.0,0.0
155,0.0,0.0606106918419756,0.208978602379398,0.0170248809792532
156,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0
159,0.16551843382242082,0.0312733383325337,0.0442489974205732,0.0428055448439188
160,0.0497319821070667,0.0,0.0,0.0
161,0.0081734186539477,0.0312781304344444,0.0834179431059203,0.0016523960095096
162,1.4270567047921727,0.4675013077131625,0.3561380696112585,0.0
163,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0180530300270897,0.4764623160436914
165,0.0255333494456037,0.0,0.0290656838057147,0.0
166,0.24500692981915712,0.0,0.0441690585190745,0.0626670135668016
167,0.0,0.0062783404283992,0.0,0.0318688347025891
168,0.0,0.202319799171725,0.0,0.1881786970247261
169,0.0,0.0,0.0,0.0
170,0.0031223768942649,0.1048782296997293,0.0630483399647947,0.08322914714980001
171,0.0053098144620942,0.0,0.0266815625814186,0.057494210611142293
172,0.0,0.0,0.0,0.0213357599762955
173,0.0,4.276492124295074,0.0,0.0
174,0.0,0.0,0.0710540821809675,0.0168993920908454
175,0.0,0.0,0.0,0.0388150082022142
176,0.2984600267874931,0.0,0.0296086138546934,0.05733189686628
177,0.2940118538399405,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0033889620415141
179,0.0491325747189902,0.09344683188413089,0.086220542349753,0.12265731626294939
180,0.0,0.010396718316368,0.1269211873739214,0.0
181,0.3215099987740954,0.0,0.0,0.0
182,0.7109723501167847,0.1260154498342376,0.20801413884641248,0.0291086693204699
183,0.0067432570555422,0.0,0.7781466307769966,0.0
184,0.0604748280531803,0.0,0.0,0.0
185,0.0,0.0,0.1299617990725137,0.0
186,0.0,0.0,0.0,0.050433521130080504
187,0.067345260859579,0.0,0.0,0.0
188,0.0,0.0031746032942806,0.032743233458866504,0.0
189,0.0045742433572187,0.0,0.006513243788185,0.0007849289961942
190,0.0044725654048023,0.038183444679827094,0.021240944442986,0.10986220851718449
191,0.049114109473934596,0.0902951948158593,0.0385962447006296,0.0
192,0.44084831691771786,0.0,0.0,0.0
193,0.0083456059619582,0.0,0.026323973582436502,0.0
194,0.0961389813231345,0.1385076615660529,0.38577100768582795,0.1985321317852519
195,0.0,0.0,0.0204388093916745,0.1582182692005384
196,0.0222812186911491,0.0074382497423972,0.0007842736287937,0.0
197,0.0314588091242018,0.0,0.0,0.0
198,0.054634873340647,0.0864485289322694,0.030362425429758803,0.0
199,0.0601731597454283,0.0,0.1275362315607644,0.3161498779845056
200,0.0783376965495835,0.0,0.0,0.0
201,0.0593073988857504,0.1474545808010677,0.0320082294105848,0.0229775621287266
202,0.0,0.0,0.002673874618198,0.0
203,0.0,0.0206283498954901,0.0310570129845675,0.0018192845473957
204,0.0818632930619336,0.048815257376999203,0.0,0.0074149463502136
205,0.0,0.0,0.7816691731257133,0.132236652020335
206,0.0,0.011137290429561042,0.029854200935019,0.0054136760848428
207,0.0,0.0161835755569206,0.0,0.0177527152579618
208,0.0146256160815326,0.0233428739894617,0.030455739130143898,0.0
209,0.0,0.21955788412770832,0.0842178057968333,0.0468648996633421
210,0.11524260415071899,0.0552721364633415,0.0293367453226982,0.0058599738152904
211,0.0282887402469406,0.0,0.0,0.3076761083028175
212,0.0,0.0,0.0,0.0
213,0.060061256650247793,0.0389045901955682,0.0389369608678302,0.0195497514858907
214,0.0110982846264374,0.0,0.0045562038539088,0.026137663356087602
215,0.0,0.5746834505656055,0.2617731384341296,0.3547740454657851
216,0.0,0.1512190925492771,0.0244995407384384,0.0732060989220311
217,0.037075119421444896,0.0631797714672284,0.0339963600710748,0.1678715794437661
218,0.0,0.0,0.0066115705700293,0.0
219,0.0399526254638868,0.0,0.0092496277880893,0.0028475084750723
220,0.0873825348677693,0.0,0.0,0.0
221,0.0,0.0208112336962551,0.0,0.0
222,0.0065640547072691995,0.0,0.0,0.0
223,0.1738266859415337,0.2852423759963111,0.054991789097304,0.0800648097715888
224,0.0,0.16608052603420542,0.0018791946232862,0.0394444444028162
225,0.25673092471623543,0.1403396173952577,0.0603518809049417,0.0092473315555791
226,0.0078900709477049,0.0262481567082844,0.0120567377271199,0.0
227,0.0,0.0,0.0,0.0
228,0.0127008230792041,0.08983365092766729,0.0260787495006089,0.0105320467032329
229,0.1953320640647812,0.0,0.0,0.0
230,0.0,0.0,0.0,0.1228638015098332
231,0.0,0.0445843165017721,0.0,0.0
232,0.0846378947317655,0.3441232358111813,0.0,0.0
233,0.0,0.0481545810054123,0.0,0.2283503298067551
234,0.0,0.0,0.0751644220029849,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0283446713355032,0.0019987376466823,0.0031667839392524
237,0.0964242932733092,0.0129183196576804,0.0030740443966922,0.0292609927111157
238,0.0,0.0,0.09907764520563449,0.6315987938725571
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0338680930219895,0.157813479923317
242,0.3483003256494122,0.0,0.0,0.0138600972108688
243,0.0107874871997886,0.0,0.0,0.0
244,0.21899976656087589,0.0421139554135674,0.0,0.0386864123159164
