,Medium-High,High,Low,Medium-Low
103,0.0,0.0,0.8,0.2
104,0.0,0.0,1.0,0.0
105,0.0,0.0,0.7,0.3
106,0.3,0.3,0.1,0.3
107,0.3,0.1,0.4,0.2
108,0.0,0.0,1.0,0.0
109,0.0,0.0,1.0,0.0
110,0.0,0.0,0.7,0.3
111,0.0,0.2,0.7,0.1
112,0.0,0.0,1.0,0.0
113,0.1,0.0,0.7,0.2
114,0.0,0.0,0.7,0.3
115,0.0,0.0,0.9,0.1
116,0.0,0.0,0.7,0.3
117,0.1,0.0,0.8,0.1
118,0.0,0.0,1.0,0.0
119,0.1,0.0,0.4,0.5
120,0.0,0.0,0.7,0.3
121,0.1,0.0,0.9,0.0
122,0.0,0.0,0.7,0.3
123,0.0,0.0,0.7,0.3
124,0.0,0.0,0.7,0.3
125,0.0,0.0,1.0,0.0
126,0.0,0.0,0.5,0.5
127,0.0,0.0,0.7,0.3
128,0.0,0.0,1.0,0.0
129,0.1,0.0,0.5,0.4
130,0.1,0.0,0.9,0.0
131,0.0,0.0,1.0,0.0
132,0.1,0.0,0.7,0.2
133,0.0,0.0,0.6,0.4
134,0.2,0.1,0.5,0.2
135,0.1,0.2,0.5,0.2
136,0.0,0.0,0.9,0.1
137,0.0,0.0,0.9,0.1
138,0.0,0.0,0.7,0.3
139,0.0,0.0,0.7,0.3
140,0.1,0.0,0.6,0.3
141,0.1,0.0,0.8,0.1
142,0.0,0.0,0.9,0.1
143,0.0,0.0,0.9,0.1
144,0.2,0.0,0.8,0.0
145,0.0,0.0,0.7,0.3
146,0.0,0.0,0.9,0.1
147,0.0,0.0,0.7,0.3
148,0.0,0.0,1.0,0.0
149,0.0,0.0,1.0,0.0
150,0.0,0.0,0.7,0.3
151,0.3,0.0,0.3,0.4
152,0.0,0.0,0.7,0.3
153,0.1,0.2,0.4,0.3
154,0.1,0.0,0.8,0.1
155,0.0,0.0,0.8,0.2
156,0.0,0.0,0.8,0.2
157,0.0,0.1,0.7,0.2
158,0.0,0.0,0.7,0.3
