,Low,Medium-Low,High,Medium-High
137,1.0,0.0,0.0,0.0
138,0.9,0.1,0.0,0.0
139,0.9,0.1,0.0,0.0
140,0.5,0.4,0.0,0.1
141,0.5,0.5,0.0,0.0
142,1.0,0.0,0.0,0.0
143,1.0,0.0,0.0,0.0
144,0.8,0.1,0.0,0.1
145,0.6,0.3,0.0,0.1
146,1.0,0.0,0.0,0.0
147,0.8,0.2,0.0,0.0
148,0.9,0.1,0.0,0.0
149,1.0,0.0,0.0,0.0
150,1.0,0.0,0.0,0.0
151,0.4,0.2,0.1,0.3
152,1.0,0.0,0.0,0.0
153,0.3,0.3,0.1,0.3
154,0.5,0.3,0.0,0.2
155,1.0,0.0,0.0,0.0
156,0.9,0.1,0.0,0.0
157,0.7,0.3,0.0,0.0
158,0.8,0.0,0.0,0.2
