,Pre-1900s,20th century,Unknown,21st century
111,0.1739130418903591,0.4387351730369165,0.6817391241990773,0.0
112,0.0,0.0,6.249999962015806e-09,0.0
113,0.0,0.0,0.0640412374118005,0.0
114,0.0,0.0,0.5714285659863941,0.0
115,0.0,0.0,1.7260967761111614,0.0
116,0.0,0.0952380943310657,0.7619047546485255,0.0
117,0.0,0.0,2.8148147895747604,0.0
118,0.0,0.0,0.0,0.0
119,0.1176470577162629,0.0869565209073724,0.537549401980034,0.0
120,0.4812834178815521,0.0,0.3636363601652892,0.0909090900413223
121,0.0,0.0,0.0,0.0
122,0.0,0.0181818180347107,0.0,0.0
123,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0
125,0.2962962937722909,0.5925925875445818,1.7467615249418655,0.2962962937722909
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0833333318055555,0.0
129,0.0,0.0,4.806722649678784,0.0
130,0.0,0.0,0.5749155409419981,0.0
131,0.1739130403024574,0.6388599842333613,0.0869565201512287,0.0
132,0.0,0.0,0.5952381032259764,0.0
133,0.0,0.0,2.1166666419486813,0.0
134,0.4615384574556214,0.0,1.464615370254864,0.0
135,0.0,0.0,0.0,0.0
136,0.0,0.0,0.6086956453686201,1.3043478124763708
137,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0
140,0.0,0.24666666366688889,0.9999999908333332,0.0
141,0.0,0.0,0.0,0.1058201063800006
142,0.0681818189695248,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0
146,0.0,0.0,1.01033561051688,0.0
147,0.0,0.0,0.5714285659863941,0.0
148,0.0,0.0,0.434782608695652,0.0
149,0.0,0.0,0.0,0.0
150,0.0,0.0909090900413223,0.8383838303923068,0.0
151,0.0,0.0869565201512287,0.9896480185642699,0.0
152,0.0,0.0,0.909090900413223,0.0
153,0.0740740720987654,0.0,0.0,0.0
154,0.0,0.2307692287278107,2.1454849315658246,0.2307692287278107
155,0.0,0.0,0.2454751147064005,0.1323529418955449
156,0.0,1.0156521646174366,0.1739130418903591,0.5078260823087182
157,0.0,0.0,0.0,0.0
158,0.0,0.0,0.9827688557835104,0.0
