docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
9338700,s-,2007-2011,20th century,Medium-Low,Unknown,['Northern America'],"{60035586, 5520743, 2516778, 66380651, 59268843, 60023757, 34300654, 59249398, 56110715, 65079134}"
8967391,l-r,2007-2011,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{26581162, 132494, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
19005332,a-d,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"{21406848, 18327940, 20979686, 14762539, 15043852, 14068721, 18348273, 14287219, 18142644, 20988956}"
9217029,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Northern Europe'],"{7153026, 23457699, 31330024, 63465743, 15795151, 5168403, 56503539, 1219637, 36114265, 48613723}"
25468664,a-d,2007-2011,20th century,Low,Unknown,['South America'],"{26581162, 30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
10408398,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern America'],"{10406723, 10408777, 10407434, 10406859, 10409930, 10409805, 10409902, 10409774, 10409876, 10407608}"
28958749,e-k,2007-2011,Pre-1900s,Low,Unknown,['Eastern Europe'],"{69454592, 491365, 36086172, 36083958, 6183478, 8486489, 63526042, 14717820, 6656477, 63525854}"
15497520,l-r,2007-2011,Pre-1900s,Low,Unknown,['Eastern Europe'],"{8956224, 9224768, 21874080, 31479723, 7696972, 8521644, 8521521, 15497397, 8579799, 2347484}"
25063357,e-k,2007-2011,Unknown,Medium-High,Unknown,['Western Europe'],"{23512201, 24251018, 23512204, 23512206, 30034290, 23512115, 23512212, 23512118, 23512188, 23512191}"
9615934,l-r,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"{19020089, 26581162, 132494, 17615918, 1220464, 41762261, 36715320, 21902201, 39583099, 3547390}"
15519199,s-,2007-2011,Pre-1900s,Low,Unknown,['Central America'],"{30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390, 23134367}"
11083040,l-r,2007-2011,20th century,Low,Unknown,['Southern Europe'],"{5806154, 30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
8960830,s-,2007-2011,Pre-1900s,Medium-Low,Unknown,['South America'],"{6658116, 1948553, 16081546, 12831883, 21288620, 21372106, 63465743, 692786, 15363765, 21288790}"
21438399,e-k,2007-2011,20th century,Medium-Low,Unknown,['South America'],"{53165696, 5736483, 40318917, 24332839, 43346921, 1032206, 5489008, 626416, 10171447, 23744440}"
21284653,l-r,2007-2011,Unknown,High,Unknown,['Northern America'],"{422273, 535585, 30834722, 10853638, 1032614, 1436397, 16296751, 424276, 2982812, 5838783}"
28862711,s-,2007-2011,Unknown,Medium-High,Unknown,['Southern Europe'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
9081989,s-,2007-2011,20th century,Low,Unknown,['Northern America'],"{35987489, 9082018, 9081605, 9070821, 9081872, 9081680, 9080532, 9081941, 9081369, 9070779}"
15231621,e-k,2007-2011,Unknown,High,Unknown,['None'],"{41905954, 7400291, 31133925, 61882503, 65645896, 50675538, 5216022, 52442330, 1524604, 34964414}"
11285259,a-d,2007-2011,Unknown,Medium-High,Unknown,['Middle Africa'],"{3966432, 50904129, 3966464, 1734275, 55351340, 379506, 68896179, 43610260, 3800087, 1560637}"
9263509,a-d,2007-2011,20th century,Medium-Low,Unknown,['Eastern Asia'],"{61490245, 61732038, 10117222, 16706662, 42367176, 10116972, 68778061, 69036274, 34568341, 69035742}"
20145963,a-d,2007-2011,Pre-1900s,Medium-Low,Unknown,['Central America'],"{52036032, 52036227, 52036071, 1897383, 27528650, 41762261, 52035958, 36715320, 6864953, 52036157}"
11553014,l-r,2007-2011,21st century,Medium-Low,Unknown,['Eastern Asia'],"{26581162, 132494, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
13756064,a-d,2007-2011,21st century,Low,Unknown,['Eastern Asia'],"{624545, 19020089, 10361674, 30067435, 48050259, 624438, 624543, 10511033, 33187517, 39272319}"
25796873,e-k,2007-2011,21st century,Low,Unknown,['Western Europe'],"{13248579, 13248552, 13248716, 13245613, 13248720, 13248435, 13248756, 13248662, 13245693, 13248415}"
12348156,e-k,2007-2011,20th century,Low,Unknown,['Western Europe'],"{26374018, 4286339, 2044903, 4294024, 36683240, 12341615, 4293973, 9326551, 4294072, 4318814}"
13699860,s-,2007-2011,21st century,Low,Unknown,['Eastern Asia'],"{624482, 624453, 45254470, 624422, 624488, 624520, 624591, 68389077, 6390902, 624543}"
12206455,a-d,2007-2011,21st century,Medium-Low,Unknown,['Western Europe'],"{19020089, 22751114, 10361674, 30067435, 21632912, 21906160, 48050259, 20974359, 10511033, 33187517}"
20737846,e-k,2007-2011,20th century,Medium-High,Unknown,['Northern America'],"{18753089, 10361674, 30067435, 43328366, 21906160, 48050259, 3977812, 4426550, 10511033, 23423262}"
12958666,s-,2007-2011,20th century,Medium-High,Unknown,['Eastern Europe'],"{26581162, 132494, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
13509968,l-r,2007-2011,20th century,Medium-High,Unknown,['Eastern Europe'],"{5020448, 62356257, 8146656, 12514149, 171916, 44649742, 4450512, 14732019, 7852983, 10600602}"
14092072,l-r,2007-2011,Pre-1900s,Medium-High,Unknown,['Central America'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
15311067,e-k,2007-2011,Pre-1900s,Medium-Low,Unknown,['South America'],"{6658116, 1948553, 16081546, 12831883, 21288620, 21372106, 63465743, 692786, 15363765, 21288790}"
17579837,a-d,2007-2011,Unknown,High,Unknown,['Southern Europe'],"{8236416, 24780321, 16047363, 61816933, 8702641, 32975794, 18466514, 39456977, 35299061, 2241340}"
20982957,a-d,2007-2011,20th century,Medium-High,Unknown,"['Micronesia', 'Northern America']","{32909473, 65458209, 5818212, 65449349, 65449417, 65449390, 64199344, 65449296, 65449497, 65449532}"
25072456,e-k,2007-2011,21st century,Medium-Low,Unknown,['Western Europe'],"{4478821, 10361674, 30067435, 17615918, 1220464, 48050259, 59610264, 10511033, 4478714, 33187517}"
39779144,e-k,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{26581162, 30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
39667075,a-d,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{39721668, 39721669, 34632904, 39701896, 38500842, 34571308, 38434349, 36986000, 19351196, 33753405}"
41293650,l-r,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{39833698, 40324966, 41300583, 33760296, 41252267, 32878545, 35233076, 33899413, 35627316, 40292634}"
49457520,a-d,2012-2016,20th century,Low,Unknown,['Eastern Europe'],"{49457475, 1411844, 49457510, 49457514, 46882411, 40668719, 48480024, 18690583, 2170712, 1425723}"
36130011,s-,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{39601184, 41867011, 34219718, 36723135, 36723115, 39714196, 39703894, 36247959, 39842235, 39647359}"
52198974,l-r,2012-2016,Unknown,Medium-Low,Unknown,['None'],"{53738144, 343399, 10933800, 14605576, 24099721, 3108871, 3183056, 8534356, 24099672, 11342973}"
41202472,e-k,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{2045698, 48473187, 53605799, 23085768, 15633449, 59997131, 48527820, 15638798, 25251219, 64097494}"
52511918,s-,2012-2016,20th century,Low,Unknown,['Northern Europe'],"{33050848, 8782690, 5003523, 33050857, 4344656, 24172596, 65194616, 25676698, 52334461, 25677022}"
45633559,l-r,2012-2016,Pre-1900s,Medium-Low,Unknown,['Southern Asia'],"{31023140, 24415015, 37701353, 24397451, 51033965, 722606, 60046994, 24448786, 24466423, 5046427}"
40034764,e-k,2012-2016,20th century,Medium-Low,Unknown,['Northern Africa'],"{19011558, 2473737, 1492638, 18200044, 14798861, 36701518, 214449, 2382327, 28363480, 9170686}"
45141318,a-d,2012-2016,Pre-1900s,Low,Unknown,['Eastern Europe'],"{26581162, 30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
47938212,s-,2012-2016,20th century,Medium-Low,Unknown,['Northern America'],"{14566883, 24817476, 1439912, 3029610, 1856528, 1139223, 24170584, 17205402, 4918525, 54333759}"
40272348,s-,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{3443744, 125996, 44630830, 40182481, 28469555, 41791444, 7962422, 47020825, 44558777, 41791322}"
36960290,e-k,2012-2016,20th century,Low,Unknown,['South America'],"{8664257, 25551747, 36960772, 25551943, 6664072, 36961002, 24430934, 25551705, 6664029, 36960383}"
40132760,a-d,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{26824768, 38477542, 26839464, 40127273, 4562124, 50307633, 26837655, 52874811, 40127293, 26835679}"
35849688,l-r,2012-2016,Unknown,High,Unknown,['None'],"{573856, 1328257, 17193637, 23182570, 64331980, 9019510, 24242391, 13853656, 31326587, 52070527}"
38050247,l-r,2012-2016,20th century,Low,Unknown,['Northern Europe'],"{7437602, 44488453, 38076458, 38059338, 64396240, 38044337, 38058802, 31776438, 4195131, 38060158}"
38854345,s-,2012-2016,Unknown,Medium-High,Unknown,['Northern America'],"{4001760, 10370145, 66424582, 10050698, 39003307, 9950668, 1077391, 996403, 53951512, 10354684}"
52203287,a-d,2012-2016,Unknown,Medium-High,Unknown,['Southern Asia'],"{31023140, 24415015, 37701353, 24397451, 51033965, 722606, 24888048, 24448786, 24466423, 5046427}"
37209888,s-,2012-2016,21st century,Low,Unknown,['Western Europe'],"{26581162, 132494, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
49070718,a-d,2012-2016,21st century,Low,Unknown,['None'],"{35768864, 35768871, 35768842, 35768875, 36679535, 22195952, 39551951, 35768851, 22463899, 20848092}"
39617001,e-k,2012-2016,21st century,Low,Unknown,['Western Asia'],"{10361674, 30067435, 35550446, 21906160, 33373265, 48050259, 20974359, 19020089, 33187517, 39272319}"
50275712,s-,2012-2016,Pre-1900s,Low,Unknown,['Western Europe'],"{10361674, 30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 3547390}"
37875404,l-r,2012-2016,Unknown,Medium-High,Unknown,['Northern America'],"{19239781, 3615718, 25183430, 28450506, 19456202, 16296751, 58766610, 19583859, 14903444, 18255611}"
38103728,l-r,2012-2016,21st century,Low,Unknown,['Western Europe'],"{4684130, 4694469, 11720615, 4694477, 4694448, 648659, 117524, 121116, 4694460, 4694493}"
38262923,e-k,2012-2016,Pre-1900s,Low,Unknown,['Eastern Europe'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
48479520,s-,2012-2016,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{26581162, 30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
38824275,a-d,2012-2016,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{31658240, 67644769, 59133668, 4077166, 56706995, 24679381, 38422549, 19080663, 41985305, 63525946}"
40402709,l-r,2012-2016,Pre-1900s,Low,Unknown,['Southern Africa'],"{26581162, 30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
40735158,a-d,2012-2016,21st century,Medium-Low,Unknown,['Western Africa'],"{40931938, 13699939, 55473447, 39495144, 1449931, 4340717, 22382638, 27742158, 342968, 8870236}"
40797848,s-,2012-2016,Unknown,High,Unknown,['Eastern Asia'],"{26581162, 30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
42103537,e-k,2012-2016,Unknown,Medium-High,Unknown,['Southern Asia'],"{57119173, 1438279, 53334632, 40101101, 49485454, 64251949, 36397047, 51886330, 18557019, 53227741}"
48479024,a-d,2012-2016,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{10361674, 21906160, 56546226, 48050259, 20974359, 48480024, 10511033, 62958042, 33187517, 39272319}"
59825073,l-r,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
60074952,a-d,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{2534661, 58649309, 60092841, 59199530, 60090985, 58208654, 59947727, 59963606, 60893370, 60530365}"
61275576,e-k,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{59825152, 40734817, 40801970, 40733107, 40955444, 65211096, 40873436, 40611068, 35304669, 36210143}"
57960301,s-,2017-2022,Unknown,Low,Unknown,['Northern America'],"{11395008, 17940547, 15581513, 14535113, 36357835, 35958507, 14682831, 11054580, 17940543, 11635839}"
68322343,l-r,2017-2022,Unknown,Medium-Low,Unknown,['None'],"{60471136, 7357603, 16571396, 17733669, 40904807, 37589866, 233226, 40171628, 61391189, 3620060}"
52806109,s-,2017-2022,Unknown,Medium-Low,Unknown,['Northern America'],"{1209636, 9142887, 15097800, 1209641, 1209578, 952873, 34789679, 1209624, 60718396, 9977277}"
52894828,a-d,2017-2022,Unknown,Medium-Low,Unknown,['Northern America'],"{52894880, 18583680, 52894985, 150478, 31942288, 8026833, 18166033, 43268503, 52895224, 11214553}"
66188893,a-d,2017-2022,20th century,Low,Unknown,['Northern Europe'],"{145726, 145729, 24905216, 15875530, 2562572, 145741, 5479280, 2067635, 145722, 20580158}"
52927881,e-k,2017-2022,Unknown,Medium-Low,Unknown,['Northern Europe'],"{68509826, 3666854, 18579433, 24776298, 13788394, 1269965, 57351951, 23836181, 57755355, 16251967}"
54191339,e-k,2017-2022,Pre-1900s,Low,Unknown,['Western Europe'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
65333993,l-r,2017-2022,Unknown,High,Unknown,['None'],"{36225569, 6874375, 12331850, 39654827, 1583373, 1183279, 64463026, 10591795, 8507443, 8484510}"
53335442,l-r,2017-2022,21st century,Low,Unknown,['Western Europe'],"{38465504, 40139361, 66465474, 21363267, 38676411, 43607373, 18112113, 22212467, 48337337, 36455323}"
53522583,a-d,2017-2022,21st century,Low,Unknown,['Central America'],"{24073057, 54916866, 24910497, 23834374, 64834473, 64832458, 13519309, 69153591, 23098106, 24073343}"
61524289,l-r,2017-2022,20th century,Low,Unknown,['Western Asia'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
61316782,s-,2017-2022,20th century,Low,Unknown,['Western Asia'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
65740356,e-k,2017-2022,21st century,Low,Unknown,['Central America'],"{20031171, 733737, 65672458, 50591404, 65747823, 65670479, 67725179, 61150876, 6146718, 18602815}"
56722520,l-r,2017-2022,Pre-1900s,Low,Unknown,['Central America'],"{409472, 42515682, 27144877, 60885903, 29149108, 43634998, 27438040, 48004507, 20050590, 8224831}"
61523153,s-,2017-2022,Unknown,Medium-High,Unknown,['Southern Asia'],"{69891975, 69892459, 69891629, 31370544, 69891764, 4028981, 69892503, 37707801, 58057274, 69891931}"
54131482,s-,2017-2022,21st century,Medium-Low,Unknown,['Western Asia'],"{26581162, 30067435, 17615918, 1220464, 10511033, 41762261, 36715320, 19020089, 39583099, 3547390}"
65561349,s-,2017-2022,21st century,Low,Unknown,['None'],"{46582304, 6513281, 5355240, 23178602, 26105741, 16049966, 39589456, 58434417, 17860786, 29564402}"
54848517,e-k,2017-2022,Unknown,Medium-High,Unknown,['Micronesia'],"{64026274, 88325, 22269477, 57046375, 21737769, 1423339, 46666962, 41920918, 2722168, 64042108}"
56816671,s-,2017-2022,Pre-1900s,Low,Unknown,['Northern America'],"{38854345, 39003307, 69084179, 25579860, 38360189, 39265078, 3833336, 37027739, 40668349, 6173086}"
69346873,a-d,2017-2022,Unknown,Medium-High,Unknown,['Southern Asia'],"{10361674, 30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 3547390}"
