,Medium-Low,Medium-High,High,Low
162,1.0,0.0,0.0,0.0
163,0.0,0.0,0.0,1.0
164,0.0,0.0,0.0,4.0
165,0.0,1.0,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,2.0
168,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0
171,3.0,1.0,0.0,2.0
172,0.0,0.0,0.0,2.0
173,0.0,0.0,0.0,5.0
174,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,2.0
176,0.0,2.0,0.0,2.0
177,1.0,3.0,0.0,1.0
178,0.0,0.0,0.0,2.0
179,0.0,0.0,0.0,1.0
180,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,1.0
183,0.0,0.0,0.0,2.0
184,0.0,0.0,1.0,0.0
185,0.0,0.0,0.0,1.0
186,0.0,0.0,1.0,2.0
187,0.0,0.0,0.0,0.0
188,5.0,1.0,2.0,0.0
189,0.0,0.0,0.0,4.0
190,0.0,0.0,0.0,1.0
191,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,1.0
193,0.0,0.0,0.0,1.0
194,1.0,1.0,0.0,0.0
195,1.0,0.0,0.0,1.0
196,1.0,0.0,0.0,3.0
197,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0
201,1.0,0.0,0.0,1.0
202,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,2.0
204,0.0,0.0,0.0,0.0
205,0.0,1.0,1.0,0.0
206,0.0,0.0,0.0,1.0
207,1.0,0.0,0.0,3.0
208,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,2.0
210,0.0,1.0,0.0,0.0
211,0.0,0.0,0.0,0.0
212,0.0,0.0,1.0,5.0
213,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,2.0
217,2.0,0.0,0.0,1.0
218,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,3.0
221,0.0,0.0,0.0,1.0
222,0.0,0.0,0.0,0.0
223,1.0,0.0,0.0,2.0
224,1.0,0.0,1.0,0.0
225,0.0,0.0,0.0,5.0
226,0.0,0.0,0.0,4.0
227,0.0,0.0,0.0,0.0
228,1.0,0.0,0.0,0.0
229,1.0,0.0,0.0,5.0
230,0.0,0.0,0.0,2.0
231,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0
233,1.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,2.0
236,0.0,0.0,0.0,1.0
237,0.0,0.0,0.0,4.0
238,0.0,1.0,0.0,5.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,3.0
242,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,2.0
