,21st century,Pre-1900s,20th century,Unknown
203,0.0,0.2,0.0,0.8
204,0.0,0.0,0.2,0.8
205,0.0,0.0,0.3,0.7
206,0.0,0.2,0.3,0.5
207,0.0,0.1,0.3,0.6
208,0.0,0.1,0.0,0.9
209,0.0,0.4,0.2,0.4
210,0.0,0.5,0.0,0.5
211,0.6,0.1,0.2,0.1
212,0.3,0.0,0.1,0.6
213,0.0,0.2,0.0,0.8
214,0.0,0.0,0.4,0.6
215,0.0,0.4,0.2,0.4
216,0.0,0.0,0.4,0.6
217,0.3,0.0,0.1,0.6
218,0.0,0.2,0.1,0.7
219,0.0,0.4,0.3,0.3
220,0.5,0.0,0.0,0.5
221,0.0,0.1,0.2,0.7
222,0.0,0.2,0.0,0.8
223,0.0,0.0,0.1,0.9
224,0.0,0.0,0.9,0.1
225,0.0,0.3,0.4,0.3
226,0.0,0.3,0.0,0.7
227,0.1,0.0,0.2,0.7
228,0.2,0.0,0.5,0.3
229,0.0,0.1,0.2,0.7
230,0.0,0.2,0.1,0.7
231,0.0,0.1,0.1,0.8
232,0.0,0.3,0.2,0.5
233,0.0,0.0,0.0,1.0
234,0.0,0.0,0.3,0.7
235,0.0,0.2,0.0,0.8
236,0.0,0.2,0.3,0.5
237,0.0,0.0,0.1,0.9
238,0.0,0.0,0.0,1.0
239,0.0,0.0,0.0,1.0
240,0.0,0.2,0.0,0.8
241,0.0,0.0,0.3,0.7
242,0.0,0.1,0.4,0.5
243,0.0,0.2,0.2,0.6
244,0.2,0.3,0.1,0.4
