,s-,l-r,e-k,a-d
96,0.0423911990041707,0.2447953444021299,0.0567655463304898,0.067270724617524
97,0.1272475055616018,0.1430495382134449,0.0305324866972348,0.0
98,0.0,0.0,0.0,0.0
99,0.0195105195872988,0.0,0.0,0.0
100,0.0190849679364428,0.1464215598604356,0.052385471249362006,0.0
101,0.0,0.0209819228872875,0.0,0.0
102,0.0,0.0,0.0,0.0
103,0.0334158412421083,0.2210665682790482,0.0517068269953063,0.031118880355479203
104,0.0056367872135766,0.0,0.0301382121059979,0.0025152712361001
105,0.0196274422913803,0.0264048943614407,0.0,0.0024936506925935
106,0.07658618710814,0.043118785567452,0.422372892963096,0.0
107,0.0,0.0,0.004998148806404,0.2738755996327148
108,0.0,0.0107901653569394,0.3020208205207405,0.0
109,0.0,0.0,0.0,0.0299636806586365
110,1.0038343034484478,0.0,0.0,0.0
111,0.0,0.0637341170098645,0.0,0.0694940155608876
112,0.0149303867508667,0.0,0.1142279965551692,0.1209808418543004
113,0.0,0.0,0.0,0.033479326796630696
114,0.052589970500238795,0.0,0.0,0.0172442722788453
115,0.018170108158977002,0.1903533073608161,0.09599621235759939,0.0104323779044366
116,0.2246710892430885,0.0004452000755409,0.0,0.0
117,0.0,0.007228388325634,0.051768806673976,0.0
118,0.0,0.0039181956409503,0.0036337231263096,0.0
119,0.0,0.0,0.0,0.0101553619674123
120,0.0,0.24618308295859445,0.0,0.0
121,0.09569721620937512,0.022426564071722298,0.10431216101437289,0.0181149791380983
122,0.0,0.0,0.0,0.0
123,0.0,0.2242398352732386,0.0224236088879,0.045425558453291
124,0.0,0.0,0.0,0.0
125,0.0180576414431586,0.0,0.09301492868125791,0.0
126,0.0,0.006092999830147001,0.011069964063691,0.0446335862431776
127,0.0,0.0276401010946786,0.0206723265781211,0.0714997497956892
128,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0
130,0.0,0.0,0.12918588671550318,0.0208238288472589
131,0.0,0.0,0.0,0.0
132,0.0025010097828648,0.0,0.0,0.0
133,0.0547532473469525,0.0817719412474857,0.0,0.0641404405471272
134,0.0,0.059315671581589305,0.0,0.0
135,0.0,0.0728170068730499,0.0,0.0
136,0.004861448999787,0.0,0.0,0.0
137,0.0042311699679272,0.0,0.0,0.018735258155436
138,0.0136257118710762,0.0,0.0,0.0
139,0.0,0.0343328200066212,0.3392220599248444,0.0954092234085791
140,0.0,0.0368820705465793,0.0,0.1104428959924557
141,0.0,0.0274160987410448,0.0616737178009649,0.03896202299499
142,0.0,0.0,0.0091596236993953,0.0033479528448787
143,0.0,0.0,0.0,0.0647224772179799
144,0.0151748252769819,0.19098940060641698,0.0,0.0007845813169221
145,0.0,0.027027672989305102,0.0,0.0
146,0.0,0.0244526292298914,0.0,0.17971909599429858
147,0.0161894656621193,0.0080673942806574,0.0,0.2154438361264546
148,0.060020577811636,0.0,0.5097608283627523,0.0048582995726105
149,0.0184731523273038,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0
151,0.0180243664846576,0.0323653961397129,0.06565981476075661,0.08226363292669789
152,0.0573780130951703,0.10113836888718539,0.1095425612478588,0.1671939034947107
153,0.0,0.08724164570660539,0.000851224947239,0.0
154,0.0,0.0,0.0187607255932076,0.0106837608847204
155,0.23046801682665302,0.0,0.0177422746506757,0.0
156,0.0,0.0,0.0,0.0074506820833611
157,0.0209665954710081,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0
159,0.0653319509615499,0.0656799694048396,0.0983454761628211,0.13621654768425379
160,0.0005969581550676,0.0055044929562562,0.0104819152767699,0.0318943591038194
161,0.12072478100569481,0.0423475663564581,0.0817433735311606,0.1168613733580506
162,0.1364259320267337,0.0076628351727073,0.1469046133925061,1.222010104722958
163,0.0249079970140517,0.015474257882597,0.0029175105308501,0.0
164,0.12539573822209601,0.3653552686763593,0.0,0.0581208695695863
165,0.0,0.0,0.0,0.0
166,0.049566179343623895,0.0,0.0,0.2083750481179864
167,0.0,0.1561630973822118,0.020165992554348002,0.0
168,0.13950001073477342,0.0328604560426414,0.1887200759917337,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.09642187499107019,0.1536026132576502,0.1084549831158856
171,0.0,0.0,0.0,0.0
172,0.1353787710239422,0.0576034542033262,0.0,0.0
173,0.0,0.0,0.14380322010943938,0.0664717549222277
174,0.0914552569359122,0.1770776156981613,0.0793819714018247,0.0483996253700311
175,0.0041271572275406,0.0077018676453693,0.0494916919466435,0.0339023955806958
176,0.0,0.0725206653691014,0.0379200491981397,0.0240216927332116
177,0.0,0.2450711730803948,0.0,0.020907106208748
178,0.0,0.0,0.0,0.0
179,0.0436669275925537,0.0305775329917681,0.1489608729256604,0.16940475966799992
180,0.0004299398494637,0.0,0.0124371164671674,0.0
181,0.0196088920330931,0.0,0.0,0.39058326486777667
182,0.0078421006422207,0.0686029800849757,0.1761571776223934,0.5725102651207197
183,0.0645067159918739,0.0,0.0,0.0641737964837758
184,0.0,0.0,0.0,0.0893873179327867
185,0.0834160852629409,0.0204511265500123,0.102505258811972,0.2808470422097903
186,0.0,0.0116170812644336,0.019672131147541,0.0
187,0.0,0.0605528740046913,0.0,0.0002287021621592
188,0.0478625408915637,0.0248439450833149,0.0,0.0
189,0.0,0.0077427955499033,0.0,0.2525919248410161
190,0.0281952583183838,0.0130955079205717,0.0,0.0688227561096312
191,0.1620985050616132,0.0505121856565229,0.0034884255187217,0.0
192,0.0,0.0,0.0,2.25190433212074
193,0.0,0.009391991823287,0.0876724512129339,0.0060101703247221
194,0.1809156499882362,0.1666211593123397,0.24554513781197002,0.36792518039375377
195,0.0,0.049581520427247505,0.0,0.0071429241334944
196,0.0,0.0,0.0,0.0007842736287937
197,0.0,0.0,0.0,0.0
198,0.0,0.0058368149211955,0.045892628914702804,0.0
199,0.1845493285751486,0.339816086725028,0.0275862064424891,0.1353233821304621
200,0.0,0.0,0.0,0.0299045596695998
201,0.0370374541542708,0.08776299664451419,0.0657514320064272,0.058296205303897286
202,0.0200699311133788,0.0,0.0,0.0
203,0.0,0.024592888503463,0.0327471195989421,0.0
204,0.0,0.0180096148147609,0.173566419060742,0.0697026166120035
205,0.7110095002005259,0.0423280421824696,0.0,0.1094139960557976
206,0.0,0.0020689659784057,0.056031738093687396,0.0
207,0.0,0.0,0.0,0.0021367524956344
208,0.0030731586375615,0.0,0.022286239419937702,0.030723983110811
209,0.0518475881883995,0.0921230892790498,0.13751602972504348,0.0603224275127016
210,0.0,0.0301167863162555,0.0,0.1186010126054437
211,0.0580354782718194,0.0401740556231417,0.0283878679207741,0.0560874357881936
212,0.0,0.0203528565299486,0.0,0.0168970809698176
213,0.0133131923631251,0.0122540023097987,0.0714418784849329,0.1431996268870774
214,0.0189950524390237,0.0259327218051977,0.0512460659721608,0.0133574708810991
215,0.1456338139895888,0.6613221910567129,0.45237697257968235,0.0
216,0.0,0.0,0.0466664474419083,0.0600550967174123
217,0.0327307748610694,0.0505654011591116,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.0042780748977895,0.0,0.0425339367034885,0.0
220,0.0,0.0,0.0015061469717744,0.0308901720616968
221,0.038561398269907794,0.0096552935453264,0.0235957958872305,0.0
222,0.0,0.0,0.0,0.0225038554938241
223,0.0567570554514211,0.151457090947883,0.304810436776229,0.0636820142079133
224,0.0409876544271908,0.0076712328478721,0.20606935838830603,0.0
225,0.0365884104775781,0.0,0.0,0.5530211860757863
226,0.0,0.0009456266160088,0.0,0.0226707633565485
227,0.0060762569499362,0.1603216935711207,0.0,0.0
228,0.0632216929172624,0.10586074336604259,0.0313078210534991,0.0848378627802408
229,0.1526672560608085,0.0,0.0,0.0745042519865538
230,0.1236068475830919,0.0353174597342338,0.0153310098291668,0.0197945838753194
231,0.0336728914084302,0.0242196473872726,0.033359313382245195,0.0
232,0.050393150716667806,0.0097880261833505,0.136800903613143,0.0
233,0.0,0.22866578205211058,0.0,0.0666854143633741
234,0.029512698847131,0.0,0.0086658430626479,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0024414677468408,0.0344671203412282,0.0024414677468408
237,0.0071553631700605,0.0728819501220824,0.0636064607630363,0.0741106299979495
238,0.0063063063345819,0.0,0.0,0.025070394762047796
239,0.0,0.0,0.0,0.0055165702675233
240,0.0,0.0,0.0,0.0
241,0.0224110719735678,0.09199268477238451,0.0,0.0054477368161396
242,0.0,0.0487636377762987,0.0170346999058554,0.120965143190881
243,0.0,0.0235787602915934,0.0,0.0
244,0.0,0.08106687522008699,0.0,0.1140210911042385
