,Pre-1900s,Unknown,21st century,20th century
102,0.0,0.0299534885067692,0.0,0.833402082813759
103,0.0,0.1724248691271445,0.0,0.0
104,0.0,0.35583840869047556,0.0,0.0
105,0.0392472038239455,0.07380175408004841,0.0,0.0
106,0.0734848473580148,0.1173118695462417,0.0,0.041077440119396
107,0.0198588702726195,0.0,0.0,0.0
108,0.13256551819281098,0.06847570569865019,0.0,0.2958269727344456
109,0.0041465578580943,0.0429601510183227,0.0,0.0020580565538208
110,0.0031179138285765,0.0,0.0,0.0
111,0.0,0.050727505614428604,0.0,0.0
112,1.0310023312405039,0.1412475359125995,0.0,0.0
113,0.0,0.12701551224101343,0.0,0.0
114,0.0114762651105774,1.1667994168459568,0.943852341036683,0.6954223085858342
115,0.0,0.1690065954542882,0.0,0.0814074297002236
116,0.0,0.0447196424735424,0.0,0.0
117,0.0103099964657282,0.1163084679187185,0.0,0.0790208360344687
118,0.0,0.3108523033332941,0.0511972242601854,0.0
119,0.0,0.1233329766012832,0.0,0.0
120,0.10564842911187061,0.1218296535714074,0.0,0.0066445187112346
121,0.0,0.0,0.0,0.0
122,0.0,0.0269841264771108,0.0,0.0
123,0.0,9.746602490973144e-05,0.0,0.0
124,0.22963355967044358,0.5523957297976722,0.0,0.0959727868636221
125,0.0,2.1005665745205415,0.0,0.0
126,0.0,3.0889754473040343,0.0,0.0
127,0.0,0.23146704971609097,0.0,0.0
128,0.0,0.06682353276792061,0.0,0.0
129,0.3606837606882031,2.556736333786181,0.0,0.0
130,0.0,4.540825531813863,0.0,0.1612903232245056
131,0.0126289177022794,1.9851185933884594,0.0,0.0
132,0.0,0.1586695007650573,0.0,0.0110464091966657
133,0.0,0.2056091817134071,0.0,0.0
134,0.0,0.900362856031548,0.0,0.0
135,0.0,4.900833376120293,0.0,0.0
136,0.0,1.793081572178854,0.0,0.37792172047976347
137,0.0,0.0,0.0,0.0
138,0.0,4.129101115934303,0.0,0.0
139,0.6863766034422574,2.2548966978987126,0.0,0.0
140,0.0,0.34870624426105795,0.0,0.0
141,0.0,0.1988189663736334,0.1386446885810235,0.13993313562372708
142,0.0,0.0949269461966771,0.2323949953994843,0.1364365968364621
143,0.0,1.3736604521565687,0.0,0.0
