,High,Low,Medium-High,Medium-Low
122,0.0,0.0269841264771108,0.0,0.0
123,0.0,9.746602490973144e-05,0.0,0.0
124,0.0,0.48643081751034756,0.0959727868636221,0.2955984719577683
125,0.0,2.1005665745205415,0.0,0.0
126,0.0,3.0889754473040343,0.0,0.0
127,0.0,0.18393228365466519,0.0,0.0475347660614258
128,0.0,0.025463759226701,0.0,0.0413597735412196
129,0.0,2.9174200944743838,0.0,0.0
130,0.0,4.702115855038369,0.0,0.0
131,0.0,1.996995631152995,0.0,0.0007518799377438
132,0.0,0.0566927211431547,0.0110464091966657,0.1019767796219026
133,0.0,0.2056091817134071,0.0,0.0
134,0.0,0.2648602641592086,0.6355025918723393,0.0
135,0.0,4.900833376120293,0.0,0.0
136,0.0,2.171003292658618,0.0,0.0
137,0.0,0.0,0.0,0.0
138,0.0,4.129101115934303,0.0,0.0
139,0.0,2.94127330134097,0.0,0.0
140,0.0,0.31704713381695765,0.0,0.0316591104441003
141,0.0,0.4728845785821225,0.0045122119962615,0.0
142,0.0,0.3273219415961614,0.0,0.1364365968364621
143,0.0,0.06877845150956899,0.3765361408895975,0.9283458597574022
