,e-k,l-r,s-,a-d
39,0.0,0.0,0.0275791624272189,0.0
40,0.0,0.3690133665455885,0.24003406677084083,0.0721212112173443
41,0.0,0.0138026225232699,0.0,0.0
42,0.0,0.20911138568973522,0.0135620931697722,0.0220266582992161
43,0.11078981040418831,0.5574741132471961,0.0625885172913356,0.0788495246733283
44,0.0,0.068502622180243,0.0,0.2615989817303527
45,0.0,0.0,0.0,0.0
46,0.0156068763369058,0.0,0.0093372831317467,0.0
47,0.0358897011096254,0.0332648098606844,0.0,0.0246540791218686
48,0.12554863547262882,0.0,0.15016898433260462,0.131270304867896
49,0.0181205609183948,0.452091852810118,0.0084066788946699,0.08013296221092539
50,0.054192895318770806,0.0,0.0,0.0
51,0.0,0.0412601631103061,0.1223548855202749,0.1001638267671289
52,0.0,0.0898837765318934,0.0524347778324315,0.1326263504362604
53,0.043145058731147996,0.0251502883384021,0.037956291041900694,0.0
54,0.3662248670707421,0.558575457950003,0.0,0.5577937745591295
55,0.0218368661418848,0.058378423575618656,0.0,0.0357243312463701
56,0.0,0.0,0.058534778179031,0.0493482259801211
57,0.0,0.051091980261986,0.0,0.044492778384008
58,0.12018275424312791,0.0123144149395846,0.0,0.0271757461663115
59,0.0,0.0,0.0,0.0065144699209443
60,0.0644915455171355,0.1009662418518031,0.0225157189974922,0.2689984241898763
61,0.009538047468697599,0.0,0.0,0.0
62,0.0,0.0,0.0,0.8078023383387501
63,0.0,0.0,0.0,0.0
64,0.298545224493949,0.3676079585475257,0.0,0.0497316256264571
65,0.0,0.0,0.0,0.0
66,0.0,0.162816425109647,0.1556254885058084,2.3206276318142542
67,0.0,0.6550186497736861,0.0,0.0
68,0.0876713160137069,0.028459194743874698,0.0049703381126781,0.0139146569964993
69,0.06614979037754999,0.23460204729658718,0.059398578769757,0.0516652880865827
70,0.0,0.336680567410719,0.0,0.0
71,1.271443849247971,1.732393997202339,1.2194957972994094,1.9077470340473552
72,2.8397340655299352,1.6129828197128047,0.3725666363066435,0.0
73,0.0595788871149935,0.14977025787523762,0.060004817045318,0.1642548427064114
74,0.0,0.4865162353494264,0.7847918874361397,0.9614974217440843
75,0.0057183229287302,0.0,0.0252813504094155,0.0
76,0.0,0.12547288984323218,0.0,0.0
77,0.0,0.0,0.026446708308741497,0.0995836649215367
78,0.0,0.0,0.0,0.0
79,0.4202149137494211,0.0,1.1214055252205763,0.6938628756746922
80,0.4736690362665108,0.5772061609036978,0.6236680701219824,0.6773147844722767
81,0.4218806121501423,0.7262591363872569,0.1844499587224741,0.3370835598203761
82,0.5955701031287172,0.119658119944755,0.0143415908737596,0.0
83,0.0,0.0,0.0,3.975941494628018
84,0.0,0.0,0.0,0.2216779629496561
85,0.6050239254126827,0.1437499997687423,0.1382705477294042,0.0
86,0.0,0.0025862079364805,0.0469009836104675,0.046485945163225
87,0.0,0.09953845173407219,0.18595151475415042,0.0
88,0.0,0.1503107206307045,0.0407896183911335,0.0
89,0.0366630120941845,0.0,0.0,0.0
90,0.0,0.0601421542521329,0.194319210691447,0.5735599191616463
91,0.2455555556090002,0.18818878598755417,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.0,0.1678990659433213,0.0
94,0.0,0.0,0.0,0.0
95,0.0348413283301235,0.0011627661787113,0.0095814198067212,0.0194189049743068
96,0.116437723153478,0.0988046420974115,0.0062265545610464,0.06290388773978711
97,0.0172022070583356,0.0,0.0,0.0
98,0.0290691684049502,0.0096359132621935,0.0081422025375665,0.0422584582209323
99,0.0,0.0,0.0,0.0
100,0.0,0.0282603974889129,0.0717472218812701,0.0029502277402242
101,0.0237934906676915,0.060430778212414,0.023331944870992403,0.0
102,0.0,0.0299534885067692,0.833402082813759,0.0
103,0.0,0.1724248691271445,0.0,0.0
104,0.0,0.0170400353453642,0.0070742354675456,0.3317241378775658
105,0.0077010443583745,0.0,0.1053479135456194,0.0
106,0.0,0.0493107152876209,0.0,0.18256344173603162
107,0.0198588702726195,0.0,0.0,0.0
108,0.1213424306513501,0.16384324460492292,0.0380724810256457,0.17361004034398808
109,0.0019302455991694,0.0041465578580943,0.0410299054191533,0.0020580565538208
110,0.0,0.0031179138285765,0.0,0.0
111,0.0113154175705761,0.0,0.0,0.0394120880438525
112,0.0,1.1722498671531032,0.0,0.0
113,0.0,0.0479477100084963,0.07906780223251711,0.0
114,0.5062861012721173,0.6089496423116723,0.6156792128007852,1.0866353751944768
115,0.0,0.0,0.2447282288894081,0.0056857962651037
116,0.0447196424735424,0.0,0.0,0.0
117,0.0750814220180233,0.0760894309509487,0.0,0.054468447449943405
118,0.1788533715528165,0.0511972242601854,0.0806632260506715,0.0513357057298061
119,0.1007396511750541,0.0,0.0071861353529747,0.0154071900732544
120,0.0433380844510562,0.1357366503690386,0.026425325950074102,0.0286225406243437
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0269841264771108
123,0.0,0.0,0.0,9.746602490973144e-05
124,0.0810278966914373,0.34949430063761555,0.3694881998433486,0.0779916791593365
125,2.1005665745205415,0.0,0.0,0.0
126,1.0634415311771819,0.2333965843373595,1.353744575670173,0.4383927561193198
127,0.081055525162116,0.0,0.10669180866740391,0.0437197158865711
128,0.0413597735412196,0.0,0.0152728169593692,0.0101909422673318
129,1.112784142574827,0.3736263736263736,0.7163496002201541,0.7146599780530292
130,2.248859283315331,2.291966248498532,0.0,0.1612903232245056
131,0.8983981689994123,0.0,0.1436090227948865,0.9557403192964402
132,0.0,0.027644996273378603,0.11719892133313489,0.024871992355209503
133,0.2056091817134071,0.0,0.0,0.0
134,0.0022176459074243,0.7565666631836763,0.0,0.14157854694044741
135,1.9682371360390647,1.0022701791338728,1.4362745082645278,0.4940515526828268
136,1.0074486491329582,0.6700357802960425,0.2377049140489787,0.2558139491806382
137,0.0,0.0,0.0,0.0
138,2.255509700814023,0.0,0.9152580823081538,0.9583333328121268
139,0.0,0.7949847734489384,1.8871666973411196,0.2591218305509122
140,0.0805352828690611,0.0293843878284837,0.1593115305960628,0.0794750429674504
141,0.0,0.37629472984619033,0.1011020607321937,0.0
142,0.1364365968364621,0.051820002167123,0.2382250062622042,0.0372769331668342
143,0.0629685161582726,0.3570458861564243,0.5324969090265823,0.4211491408152896
