,l-r,e-k,a-d,s-
58,0.0848193667403547,0.2800938296260542,0.1840218212391561,0.0
59,0.0,0.0,0.0,0.0208735074692668
60,0.1491407248759028,0.0,0.0,0.0
61,0.0,0.0083761562724219,0.0,0.0
62,0.0,0.0,1.8447260636449654,0.0
63,0.0,0.0,0.0,0.0
64,0.2157252557306773,0.0,0.0,0.1573513351484725
65,0.0,0.0,0.0,0.0
66,0.0,0.0,4.808365447798893,0.0
67,0.4433343271749929,0.0,0.0207850722164362,0.0
68,0.0053771439614524,0.0,0.0006493505004053,0.09346846883965249
69,0.2514187890999382,0.0364955626857613,0.0468389087817882,0.1006589627113027
70,0.0,0.0,0.0,0.0
71,1.643824801737785,0.716352979798809,0.0,0.444545454291719
72,1.1820965313077774,0.3220501049273392,0.0,0.3725666363066435
73,0.2811716792287875,0.0759054488860932,0.1347452262391563,0.0343604102301617
74,0.7297743530241396,0.7297743530241396,0.0,1.0185693613848537
75,0.012271146588049,0.0,0.020939413434898,0.0
76,0.014565599357342399,0.0,0.0802675587553108,0.16641606022057792
77,0.0,0.0897284709489517,0.0403508776188826,0.0076233190227784
78,0.0,0.0,0.0,0.0
79,0.46612365254838073,0.3490732782319059,0.9440089376621665,0.9826961762289279
80,1.6146064665726063,0.9494246924291634,0.0,1.0577013530460941
81,0.7361795598654475,1.6011040457048593,0.0,0.235732010136018
82,0.0201765449396594,0.2099586995047906,0.0387643853124427,0.1715656577132553
83,0.0,0.0,0.3871665458388195,3.689356111942277
84,0.0,0.008281573734164,0.3325463984997973,0.045476190475253996
85,0.0,0.8537175628634208,0.0,0.1229707789823648
86,0.0225711896446528,0.0,0.0356489441230465,0.022204759392402
87,0.0,0.0,0.0,0.1351218833082082
88,0.0226880617499109,0.0076576202000058,0.0,0.2017929830205958
89,0.0,0.1174005589005812,0.0,0.0
90,0.2258064516129032,0.298044965786729,0.4383243674459316,0.7575588546543904
91,0.25089201890011137,0.0,0.0168036529834932,0.0
92,0.0,0.0,0.0676989546564513,0.0
93,0.1136150234477991,0.0,0.0088531187004068,0.5060191062770613
94,0.0030030029355481,0.0,0.0,0.0
95,0.0123604246938528,0.0092681369191164,0.0657171979811724,0.0
96,0.1791468688891262,0.0580488245316888,0.0,0.0622755565755086
97,0.0,0.0661005660694373,0.0,0.0
98,0.2108914613443822,0.2730727008448708,0.0,0.0757511089050809
99,0.0,0.0,0.0,0.0215245991762034
100,0.0,0.0,0.0,0.0566993987917571
101,0.0547768275243628,0.0,0.0,0.013768722089355999
102,0.0,0.0,0.0,0.7212128590553557
103,0.1002209574646319,0.0,0.0,0.0
104,0.09407621200362529,0.0,0.6302637881818283,0.00399999958462
105,0.0,0.0,0.0013456891756338,0.35441280114925366
106,0.0080086580536993,0.0206241514586229,0.20130845167249029,0.121607153006555
107,0.0,0.0177041694045313,0.10387726275852979,0.0688719410643116
108,0.0,0.0621987296053881,0.13151061317356139,0.1012764176031585
109,0.0,0.08366016460361711,0.0,0.0
110,0.0,0.0,0.0,0.0
111,0.0,0.0060692514279466,0.0,0.0
112,1.895996923813576,0.0523809522829931,0.0,0.0
113,0.0135371189105231,0.0405679513301849,0.0194077629130916,0.011896893433765
114,0.6128581398206651,0.5103884358733983,0.8894612539773248,0.6042029476902078
115,0.0,0.0,0.0,0.25154857859094654
116,0.001827485318931,0.0061264271174703,0.0,0.0
117,0.0920418771857981,0.0,0.15110142674137,0.0510257210849411
118,0.1285330428217781,0.0911240740683126,0.0520729077505683,0.1949918738936979
119,0.012332294595053,0.1682557548199823,0.0182972567169872,0.0166031239050511
120,0.0286225406243437,1.3774887823772675,0.4584018193483899,0.3445861463639169
121,0.2049174386320559,0.0500787401082816,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0246761540264418,0.1194038704459745,9.746602490973144e-05,0.0
124,1.2601556740866602,1.0288704428259352,0.0438469862792887,1.3487960729786455
125,0.0,2.899862414082544,0.0,0.0
126,0.8777519117798274,0.0,0.0,1.5745093364968745
127,0.0262402428186474,0.1520462771320351,0.0229477568018918,0.1093324578090094
128,0.0,0.0224297330793653,0.0042262229518821,0.0
129,0.7472527472527472,1.09548229549118,0.6507405637809707,0.6593406593406592
130,1.1256016243850093,3.4432886995505387,0.5741935480111864,0.0
131,0.5342992310550914,0.0,0.926693375628743,0.0
132,0.0,0.0,0.011030764191059101,0.0045713939255316
133,0.0,0.1722620325695882,0.0,0.0
134,0.6412682080738827,0.0961911464891447,0.0210999650145652,0.061517439495906795
135,3.883700279687162,0.4812834219391194,0.0,0.504010694666392
136,0.4334746530362844,0.4773656048496059,0.0,1.4454058529990481
137,2.1781669963562065,0.3751560548082277,0.0,0.0
138,1.0292682921563312,1.5385802461155258,0.5249999997337278,1.9474254731993388
139,0.4081632653061224,0.0,0.0,2.3161299540648583
140,0.0092710506498811,0.0240663451044733,0.0276956739096563,0.2406671693929803
141,0.404081017331151,0.0,0.0,0.0
142,0.047309284349604505,0.0334465638288263,0.0411985016764679,0.0
143,0.0,0.0,0.4786926362224061,0.0
