,High,Medium-High,Medium-Low,Low
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.239999997888,2.1927272534759013
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.0,0.159999998528,1.590588220837869
64,0.0,0.0,0.0,1.4999999862499998
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.10481283756007881,0.0470588248968858,0.0
68,0.0,0.215686275330642,0.9396681771115224,1.0271493257196136
69,0.4999999954166667,0.6666666605555556,0.24999999694444439,0.1666666651388889
70,0.8022988408929055,0.6666666602666668,0.6666666602666667,0.8022988408929054
71,0.0,0.0,0.0,3.266666639337778
72,0.0,0.0,0.0,1.4453754707833417
73,0.0086580099098592,2.644628127601578e-09,3.966942191402367e-09,2.644628127601578e-09
74,0.0,0.0,0.0,2.6666666444444442
75,0.0,0.479999995776,0.239999997888,1.6799999852160001
76,0.0,0.0,0.6907161816907289,0.9254740168923652
77,0.292929290144373,0.292929290144373,0.1818181800826446,0.1944444425964506
78,0.0,0.0,0.0,0.0
79,0.0,0.0,1.3872053732317564,0.1481481456241427
80,0.0,0.0,2.0421761225695585,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,1.490118561001109
84,0.0,0.0,0.0,0.8695652094517956
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.2444444441876543,0.0
87,0.0,0.0,0.0,0.2608695629489603
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.5174825125913247
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.8883258040052913
92,0.0,0.0,0.3571428537755102,2.6345723023101693
93,0.0,0.0,0.0,0.8432748502585476
94,0.0,0.0,0.0,0.6666666603174598
95,0.0,0.0,0.0,1.439999980992
96,0.0,0.9230769149112428,1.1538461436390535,0.2307692287278107
97,0.0,0.0,0.0,2.159999980992
98,0.0,0.0,0.0,1.8362573184676427
99,0.0,0.0,0.7437932317173962,1.1111110930041153
100,0.0,0.239999997888,1.19999998944,0.959999991552
101,0.0,0.1268181837837892,0.1136363647055784,0.1618181844992892
102,0.0,0.0,0.0,3.1999999731200006
103,0.2991452992339749,0.5536187954237036,0.4668435018317864,0.1538461538461536
104,0.0,0.275862066587396,0.2962962937722909,2.386973159776697
105,0.0,0.0,0.0481987603658942,0.17899241596528476
106,0.0,0.0,0.0,0.1750000035775
107,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.1666666651388889,1.4999999862499998
110,0.2912087872541057,0.6153846092603551,0.44505494110025956,0.6593406534727084
111,0.0,0.0,0.7570332412420118,0.2352941155709343
112,2.034057958860961,0.7772141656018712,0.0,0.0
113,0.0833333325347222,0.0833333325347222,0.24999999760416658,0.24999999760416658
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.2962962937722909,0.2962962937722909,2.370370350178327
117,0.0,0.0,0.0,0.0
118,0.1999999958,0.8272527386089275,1.3186813072515398,0.0
119,0.0,0.26086956045368614,0.1739130403024574,0.4347826007561435
120,0.0,0.0,0.0,0.5714285659863941
121,0.0,0.6666666605555556,0.0,0.9999999908333332
122,0.0,0.0,0.0,0.0
123,0.0,0.1904761886621314,0.19523809338106568,0.5714285659863941
124,0.0,0.0,0.0,0.1904761886621314
125,0.0,0.0,0.0,0.2727272752607897
126,0.0,0.0,0.0,0.8603371063001498
127,0.0,1.249999992403161e-09,2.499999984806322e-09,7.499999954418966e-09
128,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,4.410373757857968
130,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0
132,0.0,0.0,0.2884615425499257,0.3846153900665676
133,0.323809523981746,1.61904761990873,0.647619047963492,0.5380952382674602
134,0.0,1.5862068834244947,0.0,0.6307692240189349
135,0.0,0.0,0.0,3.333333329650297
136,0.0,0.0,0.0,2.5217391083979206
137,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,1.4473684216932134
139,0.0,0.0,0.0,1.5493037634404325
140,0.0,0.0,0.0,2.39999997888
141,0.1432225070320053,0.0,0.0,1.0025575492240368
142,0.0,0.0,0.0,0.0
143,0.0,0.959999991552,1.19999998944,0.0
