,s-,l-r,a-d,e-k
41,0.3105461265296673,0.1634997135688773,0.0,0.16065807799198673
42,0.0,0.0,0.0,0.0
43,0.0,0.3461597543331577,0.0,0.18096592838237868
44,0.0649808427712448,0.4111807734433274,0.5895571339376958,0.0769615191102727
45,0.0,0.0030935374348792996,0.0,0.0
46,0.0958049887443514,0.0,0.0022222965535555,0.0046866074624531
47,0.3228704666059707,0.0,0.0,0.32434429096564116
48,0.0,0.0,0.0,0.0043459361091622
49,0.0,0.427949404814036,0.0878889106007688,0.0117804675106627
50,0.0372587769334581,0.0,0.0,0.030348803269788702
51,0.0724134250692086,0.0101553165062087,0.0239651415138484,0.0092592592178513
52,0.0,0.0500396506232449,0.0858469113103664,0.0
53,0.0068879326897361,0.0,0.0075947917541976,0.0092215626383132
54,0.0837736974139914,0.0239795106138089,0.5369106930751384,0.3352405170910842
55,0.0,0.0,0.0,0.0
56,0.0,0.0802357066666118,0.0,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0,0.059967857552810096,0.0624312373709383,0.0661012878770053
60,0.0,0.0172949149580575,0.1126294752065096,0.0
61,0.1124762639882603,0.0,0.0373191901390452,0.0
62,0.0,0.0,2.0262322780371558,0.0
63,0.02617446948149,0.0,0.0,0.0267229250773692
64,0.8505195231173845,0.2162697024126885,0.0326618018579113,0.23714671085189548
65,0.0276713653018281,0.0059277809019713,0.0023291924993653,0.0
66,0.0,0.0,3.1458003316523033,0.0
67,0.0,0.1473502090341153,0.0,0.0
68,0.0035087712778614,0.0541615125341865,0.0,0.0
69,0.1697670350173621,0.1781695662149961,0.09378807391587621,0.0171009644130135
70,0.0,1.3082182797171351,0.0,0.0
71,1.1023492609731043,1.5980471511365542,0.8501829328847808,0.8913664915068505
72,0.4121457930840691,1.562000663358038,0.7945094580492015,1.2343401181255786
73,0.1290640388592567,0.0665565644488357,0.1984083845599,0.003019744855953
74,0.4272296725913377,0.4853429807967109,0.2080586070169975,0.37408991504288996
75,0.0161238710803673,0.0,0.0,0.0333031291730925
76,0.0236789868332328,0.1868211176972993,0.17888315015209139,0.0
77,0.0,0.019316704991691202,0.0361818352725569,0.00239938916734
78,0.0265479071852666,0.0,0.0004443225653496,0.0218319891160141
79,1.0746080707860663,0.4072642775244561,0.536055679900618,0.0
80,0.4054174746662179,0.3951792262251262,0.3205140990005454,0.0
81,0.30716103244429693,0.4427661167240237,0.30742277943918817,0.4912327311824214
82,0.0,0.0,0.0,0.0
83,1.007476415468325,0.4491101575373514,0.0,0.2286818290004743
84,0.0821634405164302,0.1533956214780394,0.23568037055781452,0.0
85,0.0,0.0,0.0106362774960854,1.0320110433060419
86,0.0,0.0,0.0,0.0
87,0.3476109056945741,0.1475092837529024,0.0042553184491851,0.21766013615749488
88,0.0,0.24128933205175743,0.0398068900787812,0.0
89,0.0846521907924491,0.0,0.1236802415303172,0.1628959276414283
90,0.1160784312161046,0.0,0.4132248958763332,0.0
91,0.0,1.354048326037571,0.18991468156232988,1.1939488040726864
92,0.0,0.0,0.1585339662493001,0.0
93,0.0,0.1675070029649255,0.0,0.0
94,0.0091905263987427,0.1878393255866051,0.1518217389811233,0.0
95,0.0,0.06632707160798941,0.0294054900716851,0.0178831809926238
96,0.0645161290322579,0.0408221952343698,0.0196279238586836,0.0332450243040419
97,0.0115350490256821,0.1114175401158694,0.0,0.0030702548432043
98,0.0813215642664624,0.0,0.0,0.5068585229971301
99,0.1265763082363927,0.09228959090538941,0.0,0.0
100,0.0217573337275826,0.0666373354876957,0.026569759047127,0.0
101,0.0,0.040505622240177,0.0,0.0
102,1.5290914127519515,0.0,0.0,0.0
103,0.0,0.380200386351491,0.0,0.0
104,0.0,1.0288193984183123,0.8990946946819056,0.3890601026852353
105,0.1035697886616068,0.0,0.0,0.0
106,0.0730873379062256,0.0168439704951925,0.1816711653105281,0.0
107,0.0,0.0,0.0,0.0
108,0.0828419804662195,0.165683960932439,0.0,0.1204576883493557
109,0.0,0.0,0.0,0.0
110,0.0693019876154961,0.0665174465784797,0.0,0.0142370527575694
111,0.0,0.0,0.0,0.0
112,0.0,1.0416793562758497,0.0,0.0
113,0.5353751900557295,0.137682570353324,0.3227848730466478,0.1652575025942108
114,0.4798221607185333,0.4407622196950411,0.6304565520468721,0.39778402929286777
115,0.0,0.0,0.0,0.0
116,0.0678361852431031,0.1379226941764445,0.5000447719267163,0.0861286564877659
117,0.0,0.3163449709730818,0.024743280409189,0.2598555953696136
118,0.0072520071169246,0.0077963869673729,0.0,0.0
119,0.0177313696087342,0.036298382796786,0.0328739224211024,0.1819355166599735
120,0.0184577221419245,0.24296346787924383,0.2396405290370625,0.2446519363747874
121,0.0,0.0,0.0,0.0
122,0.27556095949232434,0.0,0.0209176787589434,0.0
123,0.0,0.0,0.0504385968515552,0.0050505051205043
124,0.0,0.0,0.3461024175341806,0.1844377110720376
125,1.6149815673623813,1.1546407622956232,0.40173025633562,0.243885868778487
126,0.0,0.7379646006728797,1.1373791478911082,1.885010799009156
127,0.2338069403152949,0.0323818293368944,0.2301614918987958,0.0115535918275836
128,0.0062317348607733,0.08718236450359179,0.1076583214222952,0.32112344582452546
129,0.25510752703585937,0.8280999527541302,0.18988643845569,0.5155278336718949
130,0.0239565429766362,1.043482748276047,0.150372326386843,0.7380655089412105
131,0.1549213730224901,0.30734854596121686,0.5425102242319803,0.5845720011311559
132,0.0,0.0039072941215538,0.053866862990256004,0.0113346746941051
133,0.0,0.076923076744007,0.0,0.5796698241882186
134,0.0,0.0021065937690583,0.0,0.0
135,0.43814650781553877,0.5065959704886877,0.0705177581552115,0.3629244485850584
136,0.0,0.0,0.0,0.0
137,0.2206730757912398,0.0723981911080243,0.1846172322829125,0.36172160918325663
138,0.5788944705911501,0.2967516138391552,1.8540719057440482,2.0472932114528968
139,4.518865764487277,0.5671476605550152,0.0,0.0
140,0.0224869382749279,0.0940067338583568,0.1904638583127256,0.13051177551353932
141,0.0025649503272534,0.0,0.003829275364334,0.0
142,0.3944805179822334,0.0,0.0,0.1737914852579062
143,0.5206463763348144,0.0,0.0796468313418243,0.0950361443191813
