,Unknown,20th century,21st century,Pre-1900s
142,0.7,0.2,0.0,0.1
143,0.6,0.2,0.0,0.2
144,0.4,0.3,0.1,0.2
145,0.6,0.0,0.0,0.4
146,0.4,0.0,0.6,0.0
147,0.5,0.5,0.0,0.0
148,0.0,0.3,0.0,0.7
149,0.1,0.5,0.0,0.4
150,0.6,0.2,0.2,0.0
151,1.0,0.0,0.0,0.0
152,0.3,0.5,0.2,0.0
153,0.7,0.2,0.1,0.0
154,0.8,0.1,0.0,0.1
155,1.0,0.0,0.0,0.0
156,0.8,0.2,0.0,0.0
157,0.7,0.2,0.0,0.1
158,0.7,0.0,0.1,0.2
159,0.8,0.2,0.0,0.0
160,1.0,0.0,0.0,0.0
161,0.5,0.2,0.3,0.0
162,0.8,0.1,0.0,0.1
163,0.1,0.8,0.1,0.0
164,0.2,0.1,0.1,0.6
165,0.7,0.1,0.0,0.2
166,0.4,0.0,0.0,0.6
167,0.8,0.2,0.0,0.0
168,0.8,0.1,0.1,0.0
169,0.8,0.0,0.0,0.2
170,0.2,0.0,0.0,0.8
171,0.6,0.3,0.1,0.0
172,0.4,0.4,0.2,0.0
173,1.0,0.0,0.0,0.0
174,0.4,0.6,0.0,0.0
175,0.5,0.3,0.2,0.0
176,0.4,0.5,0.1,0.0
177,0.1,0.0,0.0,0.9
178,0.0,0.4,0.0,0.6
179,0.7,0.2,0.0,0.1
180,0.3,0.5,0.0,0.2
181,0.2,0.7,0.1,0.0
182,0.3,0.7,0.0,0.0
183,0.2,0.8,0.0,0.0
184,0.4,0.3,0.0,0.3
185,0.4,0.3,0.0,0.3
186,0.4,0.6,0.0,0.0
187,0.8,0.0,0.2,0.0
188,0.9,0.1,0.0,0.0
189,0.6,0.3,0.0,0.1
190,0.3,0.0,0.0,0.7
191,0.4,0.2,0.0,0.4
192,1.0,0.0,0.0,0.0
193,1.0,0.0,0.0,0.0
194,0.1,0.3,0.6,0.0
195,0.0,1.0,0.0,0.0
196,0.5,0.3,0.0,0.2
197,0.1,0.0,0.0,0.9
198,0.5,0.4,0.1,0.0
199,0.2,0.3,0.1,0.4
200,0.6,0.2,0.0,0.2
201,0.6,0.4,0.0,0.0
202,0.9,0.1,0.0,0.0
203,0.8,0.0,0.0,0.2
204,0.7,0.3,0.0,0.0
205,0.4,0.5,0.0,0.1
206,0.2,0.3,0.0,0.5
207,0.0,0.3,0.0,0.7
208,0.2,0.0,0.0,0.8
209,0.2,0.2,0.0,0.6
210,0.1,0.1,0.0,0.8
211,0.1,0.9,0.0,0.0
212,0.4,0.4,0.2,0.0
213,0.1,0.9,0.0,0.0
214,0.3,0.5,0.0,0.2
215,0.1,0.1,0.0,0.8
216,0.6,0.1,0.0,0.3
217,0.3,0.1,0.6,0.0
218,0.9,0.0,0.0,0.1
219,0.8,0.1,0.0,0.1
220,0.6,0.0,0.4,0.0
221,0.1,0.7,0.2,0.0
222,1.0,0.0,0.0,0.0
223,0.9,0.0,0.1,0.0
224,0.2,0.7,0.1,0.0
225,0.3,0.5,0.0,0.2
226,0.0,0.6,0.0,0.4
227,0.7,0.3,0.0,0.0
228,0.1,0.9,0.0,0.0
229,0.5,0.3,0.1,0.1
230,0.3,0.1,0.1,0.5
231,0.7,0.2,0.1,0.0
232,0.3,0.3,0.0,0.4
233,1.0,0.0,0.0,0.0
234,0.9,0.0,0.0,0.1
235,0.8,0.0,0.0,0.2
236,0.3,0.3,0.0,0.4
237,0.7,0.3,0.0,0.0
238,0.5,0.4,0.1,0.0
239,0.7,0.2,0.1,0.0
240,0.5,0.1,0.0,0.4
241,0.8,0.2,0.0,0.0
242,0.7,0.3,0.0,0.0
243,0.5,0.2,0.0,0.3
244,0.2,0.0,0.1,0.7
