,s-,e-k,a-d,l-r
58,0.1999999997999999,0.3999999995999998,0.1999999997999999,1.1999999987999994
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.5999999998,0.0,0.0
62,0.0,0.0,0.0,0.0
63,1.2727272726446281,1.2727272726446281,0.6363636363223141,3.1818181816115705
64,4.999999975,0.0,1.99999999,0.0
65,0.0,0.0,0.0,0.999999995
66,1.99999999,0.0,0.0,0.0
67,1.6666666638888885,0.3333333327777777,0.9999999983333332,0.3333333327777777
68,0.4999999999999999,1.9999999999999996,0.0,1.6666666672222217
69,3.9999999866666665,0.0,1.999999993333333,0.6666666644444443
70,0.0,0.0,0.0,0.0
71,0.999999995,3.99999998,0.999999995,2.999999985
72,0.0,0.999999995,0.0,0.0
73,0.999999995,0.0,0.999999995,0.999999995
74,0.4999999962500001,1.4999999887500002,0.4999999962500001,1.9999999850000003
75,0.2888888885506171,0.0888888887506172,0.3777777773012343,0.1777777775012344
76,0.0,0.0,0.0,0.0
77,0.999999995,0.0,0.0,0.999999995
78,6.999999964999999,0.999999995,0.999999995,0.0
79,0.0,0.0,0.0,0.0
80,0.646464647084991,0.646464647084991,0.0,1.0141414160990911
81,5.999999969999999,0.0,0.999999995,2.999999985
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.999999995,3.99999998,2.999999985,1.99999999
85,0.0,0.0,0.0,0.0
86,0.0,1.99999999,0.999999995,0.999999995
87,0.0,0.0,2.4999999853125,6.599999965
88,0.4999999987499999,0.4999999987499999,2.4999999937499995,1.4999999962499997
89,2.7179487183859297,1.3589743591929648,0.6794871795964824,2.038461538789447
90,0.0,0.0,0.0,0.3999999952
91,2.4999999937499995,0.0,0.9999999974999998,1.4999999962499997
92,1.99999999,1.99999999,2.999999985,0.0
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.3999999952,3.1499999805125
98,0.0,0.0,0.0,3.7110538370364563
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,1.6666666572222222,1.6666666572222222,1.99999999,3.99999998
102,0.6666666655555554,0.0,0.9999999983333332,1.3333333311111109
103,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.3999999952,0.0,0.0,0.3999999952
107,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0
109,0.5666666662416667,0.4166666663541667,1.7333333322833333,1.3166666659291666
110,0.7142857117346939,0.0,0.7142857117346939,0.0
111,1.4999999962499997,0.9999999974999998,0.0,0.9999999974999998
112,5.999999969999999,0.999999995,1.99999999,0.999999995
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,9.999999949999998
119,0.0,1.99999999,0.999999995,3.99999998
120,1.7999999945999998,1.1999999963999999,1.7999999945999998,1.1999999963999999
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,1.99999999,0.0,0.999999995,1.99999999
124,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0
127,1.999999993333333,0.6666666644444443,3.333333322222222,0.6666666644444443
128,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0522875817166473,0.26143790858323646
130,0.0,0.0,0.4999999950000001,0.0
131,1.3333333244444445,3.333333311111111,0.0,1.3333333244444445
132,1.1428571330612247,0.6666666616666668,3.3333333083333336,1.2380952281972792
133,0.0,0.0,0.0,0.0
134,0.1818181778512397,2.571428556734694,0.0,2.5454545235537194
135,0.0,0.0,0.0,6.323076878336096
136,1.99999999,0.999999995,0.999999995,5.999999969999999
137,0.0,0.0,0.0,0.0
138,0.0,0.999999995,0.0,0.0
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0
147,3.99999998,0.999999995,0.999999995,0.999999995
148,0.0,0.6666666622222223,0.999999995,5.066666630755556
149,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.500000001875,0.5357142873788265,0.500000001875,0.2500000009375
154,3.99999998,1.857142847244898,1.99999999,1.99999999
155,0.999999995,1.99999999,1.1999999856,1.3999999902
156,2.999999985,1.99999999,2.999999985,1.99999999
157,1.5999999984,1.5999999984,0.7999999992,3.1999999968
158,0.0,0.0,0.0,0.0
