,Medium-High,Low,High,Medium-Low
125,0.1,0.6,0.1,0.2
126,0.0,0.5,0.0,0.5
127,0.0,0.8,0.0,0.2
128,0.0,0.9,0.0,0.1
129,0.1,0.7,0.0,0.2
130,0.1,0.8,0.0,0.1
131,0.0,0.8,0.0,0.2
132,0.1,0.1,0.1,0.7
133,0.0,0.5,0.0,0.5
134,0.0,0.7,0.0,0.3
135,0.3,0.3,0.2,0.2
136,0.1,0.7,0.1,0.1
137,0.0,1.0,0.0,0.0
138,0.0,0.9,0.0,0.1
139,0.0,0.8,0.0,0.2
140,0.0,0.8,0.0,0.2
141,0.0,0.9,0.0,0.1
142,0.0,1.0,0.0,0.0
143,0.0,0.9,0.0,0.1
144,0.3,0.7,0.0,0.0
145,0.0,0.7,0.2,0.1
146,0.0,0.8,0.0,0.2
147,0.0,0.9,0.0,0.1
148,0.0,0.8,0.0,0.2
149,0.0,0.9,0.0,0.1
150,0.0,1.0,0.0,0.0
151,0.3,0.5,0.1,0.1
152,0.0,1.0,0.0,0.0
153,0.1,0.2,0.2,0.5
154,0.1,0.5,0.2,0.2
155,0.0,0.9,0.0,0.1
156,0.0,0.9,0.0,0.1
157,0.0,0.9,0.0,0.1
158,0.0,1.0,0.0,0.0
