,l-r,s-,e-k,a-d
43,0.10279330918983191,0.0457324324739696,0.0571428572260941,0.0
44,0.0,0.0,0.0,0.0
45,0.7094299173860874,0.0,0.1723610110393864,0.0403389425212563
46,0.1722958070377776,0.0376042896325427,0.0,0.030594992131851798
47,0.40755734890909484,0.0138851801745451,0.0260429833464657,0.0325767689595918
48,0.5375328906176398,0.3275734212118784,0.9172955233780686,0.3119328563134633
49,0.0150375958418746,0.015595847178747301,0.0324467083911829,0.0
50,0.3929112248850391,0.0,0.0,0.0625597451538251
51,0.9282501517507589,0.43247546211886323,0.45369677388510915,0.3434797903688407
52,0.0188449845728154,0.5264876572661279,0.228571428328373,0.0
53,0.2620002108764677,0.16306056528229068,0.0,0.0857439548184961
54,0.0,0.0,0.0,0.0
55,0.0,0.0945466205847798,0.0245026683600964,0.2371629825917997
56,0.0493149722150028,0.0,0.0,0.0877956849670116
57,0.0,0.0004545829430077,0.0161932134769642,0.0013600115883189
58,1.573410386258711,0.0,0.6869213572758275,0.6191510161762785
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.07972484572757191,0.0560317943133824,0.0,0.0
62,0.444799572657612,0.0,0.0347745399272503,0.0122810149785032
63,0.9214954837715137,0.0,0.7006704734198097,0.7344551601644681
64,0.005222735317219,0.0,0.0,0.0330532214991266
65,0.0198171722158901,0.0005611678738793,0.0,0.0
66,0.0247402276868022,0.0102330294058977,0.0819910067476695,0.0
67,0.0,0.0332522304646956,0.0,0.006124234895071
68,0.47339022194354863,0.0577233897666545,0.6691196073720937,0.362124961145827
69,0.0140761120947248,0.4912290419219154,0.0,0.0
70,0.0130279490295519,0.0,0.0,0.0
71,0.4045584033379904,1.5355290309773026,0.7844146643762167,0.7102858802368692
72,0.1015431422712052,0.4327922692522918,0.0,0.3372335052404207
73,0.0193464053689244,0.022486136363452702,0.0326797387022577,0.054609563168656
74,0.0,0.0,0.0,0.0168515781876429
75,0.0049202181953809,0.0,0.06724723423038691,0.0106258687925846
76,0.2730374614068408,0.0513400621691466,0.10387902622803,0.2137922511891412
77,0.6008473642905693,0.0,0.0,0.2129937106829082
78,0.0,0.0130037016812502,0.0075982962758448,0.0
79,2.168689697114501,0.5449735447266315,1.089947089453263,1.0375661370848106
80,0.0988984577029011,0.1446219604029751,0.0052287580691187,0.0076628348462295
81,0.041917382839079406,0.0,0.0137843158161871,0.30893297645093293
82,0.5038497755327807,0.0,0.0,0.2068739972640573
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0332699826237397,0.0139852406101346
85,0.0067516881702895,0.0170391347591281,0.0514212710099872,0.0400163338609849
86,2.9910282081438173,0.4756285983693895,0.0,0.0
87,0.025838707764205496,0.0010738831928981,0.0267773462263812,0.007608323764078
88,0.0311708362968158,0.0813437973459456,0.2002620734114886,0.1869419552949131
89,0.0723104902335466,0.0611251703701335,0.0976314338327768,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.1225353303744298,0.1308285631046014,0.0146313197258102
92,0.0142253002491183,0.10616796361616711,0.0782293949815298,0.2329070917854924
93,0.0,0.0,0.0,0.0
94,0.7524829201058887,0.4296212002894489,1.633467372258362,0.7146566489458586
95,0.0413292910925882,0.045596398654416906,0.0,0.0
96,0.1665109170869435,0.26705066780670317,0.0,0.1027065277578534
97,0.0,0.0,0.0030601958462949,0.0
98,0.6101077855134425,0.0,0.0536130534947103,0.0
99,0.0,0.0,0.0,0.0
100,0.3833833953553748,0.0121951218209049,0.2949041807286541,0.0
101,0.0,0.0056928031124914,0.000414829529301,0.0
102,0.0424430645675534,0.0,0.0,0.31452058576404174
103,0.0468421051323213,0.0233333332148888,0.0083471079074624,0.8216204308900614
104,0.0504474722301646,0.0,0.0183389000178521,0.011720211336035902
105,0.0,0.0,0.0211143693554836,0.0
106,0.0012234728290369,0.0076272879052389,0.0,0.041771322128555
107,0.0,0.0,0.0632037571929658,0.0
108,0.019098548533354,0.0,0.15907085103598068,0.0
109,0.1474763832602351,0.0648127784460336,0.0,0.28122611779814033
110,0.1552994518046868,0.0,0.5179682372035398,0.38202729911070876
111,0.0902811152239534,0.1004995015857853,0.0286380293021856,0.0960120961569142
112,0.0,0.1935608247509608,0.39066637242994323,0.0348673798233712
113,0.1400223545262276,0.772229165472063,0.0,0.0798826771892173
114,0.0960893218725127,0.053697587507373704,0.010194241650853,0.0435805047971925
115,0.0249861810259217,0.0381872566755776,0.0,0.0
116,0.0,0.0729299562529698,0.0,0.0037964119696624
117,0.0511695919340139,0.0,0.033377260227133,0.0
118,1.6146365137347718,0.0,0.0,0.0
119,0.10742006878945681,0.0,0.0487908250933684,0.0066705444761152
120,0.0,0.0272844290217417,0.0,0.0
121,0.0337057415042735,0.0,0.0,0.0
122,0.0,0.0,0.0058645097730182,0.0
123,0.0308598049509505,0.19204170659899752,0.0,0.0
124,0.0,0.0491288630503253,0.0285465133285921,0.0
125,0.024202420416817,0.0195664678067487,0.0,0.0203648998165154
126,0.11262333966304611,0.0067340063293113,0.0071007101170834,0.2732221891692002
127,0.0,0.3237356450700115,0.1810702240238487,0.0266666661926666
128,0.0,0.0,2.8088541996031613,0.4399999956480001
129,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0294676541042989
131,0.0844953374539687,0.1808320778375144,0.3375565604815257,0.0
132,0.25121930727931396,0.0478330663857567,0.146154730920281,0.0722952290745697
133,0.0,0.0517506741220061,0.0920759298991363,0.8854352901873788
134,0.1349206337537792,0.4507506199481141,0.4184718656008219,0.0
135,0.0318678196209984,0.0,0.0,0.0318678196209984
136,0.4240396754319041,0.0,0.0,0.0
137,0.0,0.0854137434712911,0.0049689432464488,0.2694640772529618
138,0.1200953073825588,0.1467095083142675,0.0,0.1456707548891722
139,0.0,0.0,0.08963467773180149,0.0
140,0.0,0.0,0.00709157511826,0.0
141,0.0076219655172651,0.0,0.0,0.0
142,0.12560091724725392,0.0,0.0293542072444942,0.0
143,0.2717424114869226,0.8732870208106566,0.239142316536556,0.3044915484633462
144,0.0410524892015719,0.0439520209323289,0.0715757593773476,0.0212782195467271
145,0.2804873506163507,0.3206325856971459,0.5768491003047432,0.215373378167341
146,0.0,0.0,0.1137544439323987,0.1763798961559425
147,0.33661426256166727,0.28715728663469475,0.1630094042580084,0.1370223976136744
148,0.0571072770472584,0.0,0.1408643707327056,0.498401048285775
149,0.0,0.0237536658494684,0.2486180494308979,0.0675324690161731
150,0.17253633532197482,0.2152323262829762,0.0,0.0675780490232577
151,0.0268333351246526,0.2766256737405359,0.0,0.0
152,0.0249662615943587,0.0773564908254419,0.025885180200546302,0.056156230973877494
153,0.0,0.0,0.0,0.0
154,0.1030962205181009,0.004461280763713,0.0,0.0110754483644619
155,0.032500294583703196,0.0,0.5001234036181081,0.031175620040591698
156,0.0,0.0,0.4685990332510986,0.12582301129576362
157,0.0,0.0,0.0,0.0
158,0.0,0.0333907058402975,0.0,0.0463037530455386
