,Medium-High,High,Medium-Low,Low
52,0.0,0.0,0.0,0.1999999999999998
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,7.9999999599999985
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.1999999997999999,0.3999999995999998
57,0.0,0.0,0.0,0.3956043942567324
58,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,9.999999949999998
61,0.0,0.0,0.0,0.0
62,0.0,0.0,1.99999999,7.9999999599999985
63,0.0,0.0,0.999999995,7.799999960199999
64,0.0,0.0,0.0,9.599999950399999
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.7142857141836734,6.42857142765306
67,2.4999999999999996,0.0,0.9999999999999998,1.4999999999999996
68,0.0,0.0,0.0,0.0
69,1.49999999,3.99999998,0.0,0.0
70,3.363636343677686,0.3076923027218935,1.9743589543885607,0.999999995
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.4999999987499999,0.4999999987499999,0.7999999976999999,1.2999999964499998
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.7272727223140496,0.0,0.0,7.3846153448520715
77,0.999999995,0.0,2.999999985,3.99999998
78,0.0,0.0,0.0,0.0
79,0.0,0.0,7.333333294444444,1.6666666572222222
80,0.0,0.0,1.6666666638888885,0.3333333327777777
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,8.799999950399998
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,3.49999998
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,1.99999999
88,0.0,0.0,0.4999999996875,2.4999999984374996
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,4.214285706938775
91,0.0,0.0,0.0,0.0
92,0.1666666666666665,0.0,0.333333333333333,0.8589743590927007
93,0.0,0.0,0.0,3.8888888780864184
94,0.0,0.0,0.0,4.666666642222222
95,0.0,0.0,0.0,2.8857142860938767
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.3333333331481478
99,0.0,0.0,0.5333333327777784,0.7999999991666676
100,0.0,0.0,0.0,0.0
101,3.99999998,0.0,3.6666666472222222,0.999999995
102,0.0,0.0,0.0,0.0
103,0.2999999996875001,0.5714285717219387,0.2999999996875001,0.1428571440688776
104,0.999999995,0.0,0.999999995,7.9999999599999985
105,0.0,0.0,0.0,0.1904761913832198
106,0.8666666639777778,1.7333333279555556,1.7333333279555556,4.333333319888889
107,0.5999999993999997,0.1999999997999999,0.1999999997999999,0.5999999993999997
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,2.999999985,3.99999998,0.999999995,1.99999999
111,0.4999999999999999,0.0,0.4999999999999999,2.4999999999999996
112,0.7499999971875,6.7499999746874995,0.0,0.0
113,0.0,0.999999995,0.999999995,5.999999969999999
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,2.6190476195578234,0.5238095239115647,1.5714285717346939,0.4166666669791665
119,0.4999999966,0.0,0.5999999951999999,0.699999995
120,0.0,0.0,0.0,2.9999999924999994
121,1.3846153798224852,0.0,1.3846153798224852,3.4615384495562127
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,9.999999949999998
124,0.0,0.0,0.0,2.999999985
125,0.0,0.0,0.0,0.2857142855102038
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,2.22222222
130,0.0,0.0,0.0,4.999999987499999
131,0.0,0.0,0.0,1.9999999949999996
132,0.0,0.0,2.999999985,6.857142822244898
133,2.1052631551246535,0.0,0.5263157887811634,0.0
134,6.285714241326531,0.0,0.7142857093877552,0.0
135,0.0,0.0,0.0,2.9999999981249994
136,0.0,0.0,0.0,6.666666644444445
137,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,2.24999999875
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,2.999999985,0.0,6.999999964999999,0.0
