,21st century,20th century,Pre-1900s,Unknown
73,0.0,0.4999999987499999,0.0,2.5999999928999995
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,8.11188806716612
77,0.0,0.0,0.999999995,6.999999964999999
78,0.0,0.0,0.0,0.0
79,7.666666627222221,0.6666666622222223,0.0,0.6666666622222223
80,1.9999999966666662,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,8.799999950399998
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,3.49999998
86,0.0,0.0,0.0,0.0
87,0.0,0.0,1.99999999,0.0
88,0.0,0.0,0.0,2.9999999981249994
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,4.214285706938775
91,0.0,0.0,0.0,0.0
92,0.0897435897731753,0.9358974359861919,0.1666666666666665,0.1666666666666665
93,0.0,0.0,0.0,3.8888888780864184
94,0.0,0.0,0.0,4.666666642222222
95,0.0,2.0000000002857137,0.0,0.885714285808163
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.1111111110493826,0.2222222220987652,0.0,0.0
99,0.0,0.5333333327777784,0.0,0.7999999991666676
100,0.0,0.0,0.0,0.0
101,0.0,0.999999995,0.999999995,6.666666632222222
102,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,1.3142857151658163
104,0.999999995,0.0,0.0,8.999999954999998
105,0.0,0.0952380956916099,0.0952380956916099,0.0
106,0.0,0.8666666639777778,0.0,7.799999975800001
107,0.0,0.0,0.3999999995999998,1.1999999987999994
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,2.999999985,0.999999995,0.999999995,4.999999975
111,0.0,0.0,0.0,3.4999999999999996
112,0.0,2.2499999915625,2.99999998875,2.2499999915625
113,0.0,0.0,0.0,7.9999999599999985
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,0.5238095239115647,0.0,0.0,4.6071428582716845
119,0.0,0.5999999951999999,0.0,1.1999999916
120,0.0,0.0,1.4999999962499997,1.4999999962499997
121,0.6923076899112426,2.076923069733728,0.0,3.4615384495562127
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.999999995,8.999999954999998
124,0.0,0.0,0.0,2.999999985
125,0.0,0.0,0.0,0.2857142855102038
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,2.22222222
130,0.0,0.0,0.0,4.999999987499999
131,0.0,0.0,0.0,1.9999999949999996
132,0.0,0.0,0.0,9.857142807244896
133,0.0,0.0,0.0,2.631578943905817
134,0.0,0.0,0.0,6.999999950714286
135,0.0,0.0,0.0,2.9999999981249994
136,0.6666666644444443,5.333333315555556,0.0,0.6666666644444443
137,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,2.24999999875
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,9.999999949999998
