,Unknown,21st century,Pre-1900s,20th century
159,0.1,0.0,0.0,0.9
160,0.9,0.0,0.0,0.1
161,0.3,0.4,0.0,0.3
162,0.8,0.1,0.0,0.1
163,0.2,0.0,0.0,0.8
164,0.0,0.0,0.8,0.2
165,0.9,0.0,0.0,0.1
166,0.2,0.0,0.8,0.0
167,0.0,0.0,0.0,1.0
168,0.0,0.2,0.0,0.8
169,0.0,0.0,0.0,1.0
170,0.2,0.0,0.8,0.0
171,0.6,0.0,0.1,0.3
172,0.3,0.1,0.0,0.6
173,1.0,0.0,0.0,0.0
174,1.0,0.0,0.0,0.0
175,0.2,0.8,0.0,0.0
176,0.3,0.2,0.0,0.5
177,0.1,0.0,0.8,0.1
178,0.3,0.0,0.1,0.6
179,0.3,0.0,0.0,0.7
180,0.2,0.0,0.7,0.1
181,0.4,0.4,0.0,0.2
182,1.0,0.0,0.0,0.0
183,0.7,0.2,0.0,0.1
184,0.1,0.0,0.0,0.9
185,1.0,0.0,0.0,0.0
186,0.0,0.0,0.0,1.0
187,0.4,0.5,0.0,0.1
188,1.0,0.0,0.0,0.0
189,0.0,0.0,0.8,0.2
190,0.1,0.0,0.9,0.0
191,0.0,0.0,0.5,0.5
192,1.0,0.0,0.0,0.0
193,0.1,0.0,0.0,0.9
194,0.1,0.6,0.0,0.3
195,1.0,0.0,0.0,0.0
196,0.3,0.0,0.2,0.5
197,0.0,0.0,1.0,0.0
198,0.6,0.0,0.0,0.4
199,1.0,0.0,0.0,0.0
200,0.0,0.0,0.9,0.1
201,0.5,0.0,0.0,0.5
202,0.3,0.0,0.0,0.7
203,0.1,0.2,0.0,0.7
204,0.6,0.0,0.0,0.4
205,1.0,0.0,0.0,0.0
206,0.0,0.0,0.0,1.0
207,0.1,0.4,0.0,0.5
208,0.1,0.0,0.9,0.0
209,0.0,0.0,0.0,1.0
210,0.1,0.0,0.9,0.0
211,0.0,0.2,0.1,0.7
212,0.6,0.3,0.0,0.1
213,0.7,0.0,0.0,0.3
214,0.5,0.1,0.0,0.4
215,0.0,0.0,0.5,0.5
216,0.0,0.4,0.0,0.6
217,0.1,0.9,0.0,0.0
218,0.8,0.0,0.0,0.2
219,0.0,0.0,0.0,1.0
220,0.5,0.5,0.0,0.0
221,0.4,0.1,0.0,0.5
222,1.0,0.0,0.0,0.0
223,0.9,0.1,0.0,0.0
224,0.0,0.1,0.0,0.9
225,0.0,0.0,0.1,0.9
226,0.1,0.0,0.7,0.2
227,0.6,0.0,0.0,0.4
228,0.0,0.0,0.0,1.0
229,0.5,0.0,0.1,0.4
230,0.6,0.0,0.3,0.1
231,1.0,0.0,0.0,0.0
232,0.1,0.0,0.0,0.9
233,1.0,0.0,0.0,0.0
234,0.0,0.1,0.0,0.9
235,0.4,0.0,0.4,0.2
236,0.0,0.0,1.0,0.0
237,1.0,0.0,0.0,0.0
238,0.5,0.2,0.1,0.2
239,0.1,0.0,0.0,0.9
240,0.2,0.0,0.6,0.2
241,0.2,0.0,0.0,0.8
242,0.0,0.5,0.0,0.5
243,0.1,0.0,0.0,0.9
244,0.0,0.0,0.0,1.0
