,Low,High,Medium-High,Medium-Low
194,0.6,0.0,0.1,0.3
195,0.0,0.3,0.6,0.1
196,0.7,0.0,0.0,0.3
197,0.0,0.0,0.3,0.7
198,0.6,0.0,0.3,0.1
199,0.0,0.0,0.3,0.7
200,1.0,0.0,0.0,0.0
201,0.8,0.0,0.0,0.2
202,0.4,0.0,0.1,0.5
203,0.4,0.3,0.0,0.3
204,0.9,0.0,0.0,0.1
205,0.0,0.2,0.4,0.4
206,1.0,0.0,0.0,0.0
207,0.3,0.1,0.2,0.4
208,0.5,0.0,0.3,0.2
209,0.8,0.0,0.0,0.2
210,0.1,0.0,0.4,0.5
211,0.5,0.0,0.2,0.3
212,0.3,0.0,0.2,0.5
213,0.7,0.0,0.0,0.3
214,0.4,0.0,0.0,0.6
215,0.9,0.0,0.0,0.1
216,0.4,0.0,0.1,0.5
217,0.7,0.0,0.1,0.2
218,0.5,0.0,0.1,0.4
219,0.6,0.0,0.1,0.3
220,1.0,0.0,0.0,0.0
221,0.5,0.0,0.2,0.3
222,0.1,0.3,0.3,0.3
223,0.3,0.1,0.2,0.4
224,0.1,0.1,0.2,0.6
225,0.8,0.0,0.0,0.2
226,0.8,0.0,0.0,0.2
227,0.5,0.0,0.2,0.3
228,0.4,0.3,0.1,0.2
229,0.9,0.0,0.1,0.0
230,0.8,0.0,0.2,0.0
231,1.0,0.0,0.0,0.0
232,1.0,0.0,0.0,0.0
233,0.0,0.1,0.3,0.6
234,0.6,0.2,0.0,0.2
235,0.4,0.0,0.1,0.5
236,1.0,0.0,0.0,0.0
237,0.1,0.4,0.3,0.2
238,0.8,0.0,0.1,0.1
239,0.7,0.0,0.2,0.1
240,0.7,0.0,0.0,0.3
241,0.3,0.2,0.3,0.2
242,0.4,0.1,0.2,0.3
243,0.8,0.0,0.0,0.2
244,0.9,0.0,0.1,0.0
