,High,Medium-Low,Low,Medium-High
60,0.0,0.0,2.5309090688156033,0.0
61,0.0,0.0,0.0833333318055555,0.0
62,0.0,0.0,0.0,0.0
63,0.0,0.159999998528,1.50914025769297,0.0
64,0.0,0.0,1.6666666513888886,0.0
65,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.0,0.0941176497937716,0.0941176497937716,0.1518716624569646
68,0.0,0.6576168965428177,1.112391971014968,0.0
69,0.6666666605555556,0.0,0.0,0.8333333256944444
70,0.3999999968,1.4666666538666666,0.3999999968,1.5333333205333333
71,0.0,0.0,3.2533333060942233,0.0
72,0.0,0.0,0.9808695439409603,0.0
73,0.0086580099098592,3.966942191402367e-09,0.0086580099098592,2.644628127601578e-09
74,0.0,0.0,3.333333305555555,0.0
75,0.0,0.0,2.39999997888,0.0
76,0.0,0.1692307695810651,1.0512820537341223,0.1830238729475336
77,0.0,0.3838383801856953,0.4469696927000114,0.0909090900413223
78,0.0,0.0,0.0,0.0
79,0.0,1.8316498101041845,0.2962962912482854,0.0
80,0.0,2.0421761225695585,0.1481481456241427,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,1.2411067030986265,0.0
84,0.0,0.0,0.6956521675614364,0.0
85,0.0,0.0,0.757575749029441,0.0
86,0.0,0.3111111117432099,0.0,0.0
87,0.0,0.0,0.2608695629489603,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.707251075621593,0.0
90,0.0,0.0,0.3694139223939084,0.0
91,0.0,0.0,0.9744796515974332,0.0
92,0.0,0.0,1.2254814045204911,0.4545454505785124
93,0.0,0.0,1.610526309305817,0.0
94,0.0,0.0,0.630036624081364,0.0
95,0.0,0.0,1.6199999808410002,0.0
96,0.2307692287278107,0.9230769149112428,0.1666666644791666,0.9230769149112428
97,0.0,0.0,2.4208695439409604,0.0
98,0.0,0.0,1.8574213394816121,0.0
99,0.0,0.804436292444616,0.8783068633018742,0.0
100,0.0,0.719999993664,1.7008695502769604,0.0
101,0.0,0.2622727301266568,0.0568181823527892,0.14863636542107841
102,0.0,0.0,3.1999999731200006,0.0
103,0.1538461538461536,0.4668435018317864,0.2307692307692304,0.47669571850062686
104,0.0,0.2962962937722909,2.3869731597766966,0.275862066587396
105,0.0,0.0310559018294046,0.19613527450177431,0.0
106,0.0350000007155,0.0350000007155,0.140000002862,0.0
107,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0
109,0.0,0.0,1.6666666513888886,0.0
110,0.8139360554385066,0.2307692287278107,0.44505494110025956,0.5989010929049933
111,0.0,0.1739130418903591,1.278772366913089,0.1739130418903591
112,2.192028971229786,0.0,0.0,0.3586956501270085
113,0.0833333325347222,0.0833333325347222,0.0833333325347222,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,2.666666643950618,0.0
117,0.0,0.0,0.0820512817619987,0.0
118,0.09999999745,0.8571428497959184,0.19999999745,0.8272527386089275
119,0.0,0.3478260806049148,0.3478260806049148,0.1739130403024574
120,0.0,0.0,0.5714285659863941,0.0
121,0.0,0.5151515104430671,0.8484848407208447,0.2575757543950872
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.9523809433106568,0.0
124,0.0,0.0,0.0952380943310657,0.0
125,0.0,0.0,0.20000000126666667,0.0
126,0.0,0.0,1.368358491412535,0.0
127,0.0,1.249999992403161e-09,9.999999939225289e-09,0.0
128,0.0,0.0,0.0,0.0
129,0.0,0.0,1.8967279847213308,0.0
130,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0
132,0.0,0.0961538475166419,0.6730769326164933,0.0
133,0.0,0.647619047963492,0.0,2.590476191853968
134,0.0,0.3448275829250892,0.0,3.103448246325802
135,0.0,0.0,3.1785714245588856,0.0
136,0.0,0.0,2.532608673534381,0.0
137,0.0,0.0,0.0,0.0
138,0.0,0.0,1.2631578952493077,0.0
139,0.0,0.0,1.700807842098126,0.0
140,0.0,0.239999997888,2.1699999809165003,0.0
141,0.0,0.0,1.2890025632880473,0.0
142,0.0,0.0,0.0,0.0
143,0.0,1.6799999852160001,0.0,0.719999993664
