,e-k,l-r,s-,a-d
93,1.6666666620370367,1.1111111080246912,0.5555555540123456,0.5555555540123456
94,1.6666666572222222,2.999999985,0.0,0.999999995
95,0.9142857146775508,0.9142857146775508,0.2285714286693877,0.4285714284693876
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.2222222220987652,0.0,0.0,0.0
99,0.2666666663888892,0.1333333331944446,0.666666665972223,0.2666666663888892
100,0.0,0.0,0.0,0.0
101,3.3333333144444444,3.99999998,1.99999999,0.0
102,0.0,0.0,0.0,0.0
103,0.0,2.2428571425063772,0.0714285720344388,0.0
104,1.99999999,2.999999985,0.0,4.999999975
105,0.0,0.0,0.0952380956916099,0.0
106,0.8666666639777778,2.599999991933333,0.0,5.199999983866667
107,0.5999999993999997,0.1999999997999999,0.3999999995999998,0.3999999995999998
108,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,1.99999999,3.99999998,2.999999985,0.0
111,0.0,0.4999999999999999,0.9999999999999998,1.4999999999999996
112,0.0,7.499999971874999,0.0,0.0
113,2.999999985,1.99999999,0.0,1.99999999
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.1999999999999998
118,1.5714285717346939,0.9404761908907311,1.4642857148022959,1.0476190478231293
119,0.1999999984,0.2999999982,0.1999999984,1.1999999916
120,1.9999999949999996,0.0,0.4999999987499999,0.4999999987499999
121,0.6923076899112426,2.076923069733728,0.6923076899112426,2.7692307596449703
122,0.0,0.0,0.0,0.0
123,4.999999975,3.99999998,0.0,0.999999995
124,0.999999995,0.999999995,2.999999985,0.999999995
125,0.4285714282653057,0.0,0.0,0.1428571427551019
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0
129,1.4666666652,1.11111111,0.0,0.412698412244898
130,1.4999999962499997,0.4999999987499999,1.4999999962499997,1.4999999962499997
131,0.0,0.9999999974999998,0.0,2.9999999924999994
132,0.999999995,3.99999998,2.999999985,1.99999999
133,0.0,1.9052631551468755,0.0,0.0
134,0.7142857093877552,3.5714285469387756,2.1428571281632656,0.7142857093877552
135,1.4999999990625,0.999999999375,0.0,0.0
136,2.6666666577777773,1.3333333288888887,1.3333333288888887,1.3333333288888887
137,0.0,0.0,0.0,0.0
138,1.7499999990625,0.4999999996875,0.0,0.0
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,2.999999985,2.999999985,0.999999995,2.999999985
