,l-r,a-d,s-,e-k
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,2.999999985,1.99999999,0.0,3.4999999812500002
86,0.0,0.0,0.0,0.0
87,0.0,0.1428571427551019,0.0,0.2857142855102038
88,0.0,0.5714285710204076,0.1428571427551019,0.0
89,5.809523775197784,0.8571428522448981,0.0,0.0
90,0.9999999974999998,0.4999999987499999,0.4999999987499999,2.4999999937499995
91,2.999999985,1.99999999,3.99999998,0.999999995
92,0.0,0.0,0.2857142854081632,0.0
93,0.0,0.4285714284693876,0.0,0.0
94,0.0,1.999999986666667,1.3333333244444445,1.1666666572222224
95,0.0,0.0,0.0,0.0
96,2.166666652353395,2.08333331876929,2.08333331876929,0.3999999950000001
97,0.0,0.0,0.0,0.0909090908677685
98,0.0,0.0,0.0,0.0
99,0.999999995,0.0,0.0,0.999999995
100,0.0,0.0,0.0,0.0
101,0.8571428553061222,2.1428571382653057,0.8571428553061222,0.4285714276530611
102,0.1111111110493826,0.0,0.0,0.1111111110493826
103,0.0,0.0,0.0,0.0
104,0.0,0.107142857244898,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0
107,1.2424242380211201,3.285714274614512,0.6666666644444443,0.0
108,0.0,0.4999999987499999,0.0,0.9999999974999998
109,1.484848481271809,1.2207792177820882,0.0,0.9090909070247934
110,0.0,0.0,2.1333333345333325,0.0
111,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
112,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,3.5714285515306123,0.5714285665306124,2.999999985,0.0
117,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.5999999993999997
119,0.0888888889506172,0.5333333337037032,0.0888888889506172,0.0
120,3.2380952282267574,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0
124,0.504201681095968,0.0,0.4033613448767744,0.0
125,0.0,0.0,0.4999999999999999,0.4999999999999999
126,2.571428556734694,2.607142842557398,2.999999985,0.8571428522448981
127,0.0,0.0,0.1999999997999999,0.0
128,0.0,0.0,0.0,0.0
129,0.8153846156958582,0.7912087913537014,0.1384615386319527,0.0
130,0.0,0.0,0.0,0.0
131,0.999999995,2.749999985,0.999999995,1.99999999
132,0.0,0.0,0.0,0.0
133,0.999999995,3.99999998,3.99999998,0.999999995
134,0.5999999981999999,1.1999999963999999,1.7999999945999998,2.3999999927999998
135,0.7555555545283951,0.8666666655777777,1.6222222201061727,0.8666666655777777
136,0.0,0.0,0.0,0.0
137,0.0,0.0,0.6666666666666664,0.0
138,0.0,0.0,0.0,0.0
139,0.999999985,0.24999999625,0.0,2.214285692091837
140,0.0,0.0,0.0,0.0
141,3.99999998,1.99999999,0.999999995,1.99999999
142,0.0,0.6666666655555554,0.3333333327777777,0.3333333327777777
143,0.0,0.0,0.0,0.0
144,0.999999995,0.999999995,0.999999995,0.0
145,0.0,0.0999999998,0.0,0.0
146,0.0634920634114386,0.0634920634114386,0.0,0.0
147,0.4999999992,1.357142854844898,0.357142856444898,0.357142856444898
148,0.1428571427551019,0.0,0.1428571427551019,0.0
149,0.0,0.0,0.0,0.0
150,1.7999999902000001,0.999999995,2.999999985,3.5999999804000002
151,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0
156,0.9999999983333332,0.9999999983333332,0.9999999983333332,0.3333333327777777
157,0.0,0.0,0.0,0.0
158,2.999999985,3.607142837557398,0.999999995,0.999999995
159,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0
161,1.416666657040895,0.7499999953125,2.08333331876929,2.99999998125
162,0.0,0.0,0.0,0.0
163,0.8888888883950605,0.1111111110493826,0.1111111110493826,0.0
164,0.0,0.0,0.0,0.1999999997999999
165,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.9357142730826532,0.5714285632653062,1.485714267232653,0.2857142816326531
168,0.2954545451833678,0.0,1.1666666661033949,1.499999999375
169,0.0,0.0,0.0,0.0
170,0.0,0.6666666616666668,0.0,0.0
171,3.8928571089987245,0.0,1.2499999903125,0.999999995
172,0.0,0.999999995,6.999999964999999,0.999999995
173,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0
177,0.0,1.1428571420408151,0.0,0.0
178,1.3333333311111109,0.3333333327777777,1.3333333311111109,0.0
179,0.0,0.0,0.0,0.0
180,0.2999999994,0.0,0.3999999992,0.1999999996
181,0.0,0.0,0.0,0.0
182,2.3076922927810655,2.5454545275206613,0.7692307642603551,0.5999999958
183,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.3999999995999998
185,0.0,0.0,0.0,0.0
186,0.1111111110493826,0.0,0.0,0.1111111110493826
187,0.2222222217283951,0.8253968235021418,0.0,0.7460317445288486
188,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0
190,0.9999999989999996,0.7999999991999996,0.0,0.1999999997999999
191,0.7999999952000001,3.1999999808000004,3.1999999808000004,0.7999999952000001
192,0.0,9.199999950088888,0.0,0.0
193,0.0,0.0,0.0,0.0
194,0.0,0.4047619012209893,0.0,0.0
195,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0
197,0.0,0.777777777345678,0.1111111110493826,0.0
198,0.0,1.857142847244898,1.99999999,2.1904761755782314
199,2.901010101828915,0.0,0.4999999999999999,0.0
200,0.6923076899112426,2.076923069733728,0.0,4.153846139467455
201,1.99999999,3.107142837557398,1.99999999,1.99999999
202,0.6666666616666668,0.6666666616666668,2.666666646666667,2.666666646666667
203,0.999999995,0.999999995,6.999999964999999,0.999999995
204,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0
206,0.999999995,0.0,5.999999969999999,2.999999985
207,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0
209,2.1538461480473376,2.1538461480473376,0.5384615370118344,0.5384615370118344
210,0.0,0.0,0.0,0.0
211,1.99999999,4.999999975,0.0,2.999999985
212,1.5555555509876542,0.444444442962963,1.4444444399382717,1.5555555509876542
213,0.0,0.0,0.0,0.0
214,2.999999985,3.8888888689506174,1.8888888789506173,0.8888888839506174
215,0.0,0.0,0.0,0.0
216,0.0,0.8571428553061222,0.4285714276530611,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,1.7999999945999998,1.7999999945999998,0.5999999981999999,0.5999999981999999
220,0.0,0.2857142855102038,0.0,0.1428571427551019
221,0.8888888888271603,2.666666666481481,1.7777777776543207,2.666666666481481
222,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0
224,1.0476190478231293,0.0,1.0476190478231293,3.142857143469388
225,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
228,4.999999975,0.999999995,1.5714285623469388,1.99999999
229,0.999999995,6.333333299583332,1.99999999,0.0
230,0.0,0.0,0.0,0.0
231,0.0,0.899999999575,0.7214285711056123,0.6428571424362246
232,0.0,0.0,0.0,0.0
233,6.999999964999999,1.99999999,0.0,0.999999995
234,1.272727268677686,1.272727268677686,1.272727268677686,2.545454537355372
235,0.29999999895,0.29999999895,1.49999999475,0.8999999968500001
236,2.8571428469387756,2.142857135204082,0.0,2.142857135204082
237,0.0,0.0,0.0,0.0
238,0.1428571427551019,0.1428571427551019,0.0,0.1428571427551019
239,0.4285714282653057,0.5714285710204076,0.1428571427551019,0.2857142855102038
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0
242,0.0,4.090909090537189,0.0,0.4545454545041322
243,0.0,4.599999975400001,0.0,4.5999999754
244,0.1118881115203678,0.559440557601839,0.2237762230407356,0.2237762230407356
