,Medium-Low,Low,Medium-High,High
65,0.4,0.5,0.1,0.0
66,0.3,0.7,0.0,0.0
67,0.2,0.8,0.0,0.0
68,0.4,0.6,0.0,0.0
69,0.0,1.0,0.0,0.0
70,0.4,0.1,0.3,0.2
71,0.0,1.0,0.0,0.0
72,0.2,0.7,0.1,0.0
73,0.2,0.5,0.2,0.1
74,0.3,0.6,0.1,0.0
75,0.1,0.8,0.1,0.0
76,0.2,0.8,0.0,0.0
77,0.3,0.1,0.4,0.2
78,0.0,0.0,0.2,0.8
79,0.1,0.7,0.2,0.0
80,0.1,0.6,0.3,0.0
81,0.3,0.6,0.1,0.0
82,0.2,0.8,0.0,0.0
83,0.3,0.3,0.3,0.1
84,0.0,1.0,0.0,0.0
85,0.0,1.0,0.0,0.0
86,0.6,0.4,0.0,0.0
87,0.4,0.5,0.1,0.0
88,0.2,0.8,0.0,0.0
89,0.3,0.7,0.0,0.0
90,0.4,0.5,0.1,0.0
91,0.0,1.0,0.0,0.0
92,0.2,0.2,0.5,0.1
93,0.5,0.3,0.2,0.0
94,0.2,0.5,0.2,0.1
95,0.6,0.4,0.0,0.0
96,0.3,0.4,0.3,0.0
97,0.0,1.0,0.0,0.0
98,0.3,0.6,0.1,0.0
99,0.1,0.3,0.3,0.3
100,0.3,0.7,0.0,0.0
101,0.1,0.9,0.0,0.0
102,0.4,0.2,0.3,0.1
103,0.1,0.3,0.6,0.0
104,0.2,0.6,0.2,0.0
105,0.6,0.4,0.0,0.0
106,0.2,0.7,0.1,0.0
107,0.1,0.4,0.3,0.2
108,0.7,0.3,0.0,0.0
109,0.5,0.4,0.1,0.0
110,0.3,0.7,0.0,0.0
111,0.2,0.7,0.1,0.0
112,0.2,0.6,0.1,0.1
113,0.0,1.0,0.0,0.0
114,0.2,0.6,0.2,0.0
115,0.6,0.4,0.0,0.0
116,0.5,0.4,0.0,0.1
117,0.3,0.5,0.1,0.1
118,0.0,1.0,0.0,0.0
119,0.3,0.7,0.0,0.0
120,0.0,1.0,0.0,0.0
121,0.2,0.7,0.1,0.0
122,0.5,0.2,0.3,0.0
123,0.3,0.6,0.1,0.0
124,0.1,0.7,0.2,0.0
125,0.4,0.0,0.4,0.2
126,0.6,0.3,0.1,0.0
127,0.3,0.3,0.3,0.1
128,0.2,0.4,0.2,0.2
129,0.3,0.4,0.3,0.0
130,0.2,0.7,0.1,0.0
131,0.4,0.3,0.2,0.1
132,0.3,0.1,0.5,0.1
133,0.1,0.8,0.1,0.0
134,0.3,0.7,0.0,0.0
135,0.4,0.6,0.0,0.0
136,0.3,0.6,0.1,0.0
137,0.2,0.8,0.0,0.0
138,0.4,0.2,0.2,0.2
139,0.5,0.2,0.1,0.2
140,0.3,0.5,0.2,0.0
141,0.5,0.3,0.2,0.0
142,0.0,0.9,0.0,0.1
143,0.2,0.5,0.2,0.1
144,0.4,0.1,0.5,0.0
145,0.3,0.5,0.2,0.0
146,0.1,0.9,0.0,0.0
147,0.5,0.5,0.0,0.0
148,0.0,1.0,0.0,0.0
149,0.4,0.3,0.2,0.1
150,0.5,0.5,0.0,0.0
151,0.1,0.6,0.3,0.0
152,0.5,0.4,0.1,0.0
153,0.2,0.0,0.6,0.2
154,0.1,0.9,0.0,0.0
155,0.0,1.0,0.0,0.0
156,0.6,0.3,0.1,0.0
157,0.3,0.6,0.0,0.1
158,0.4,0.5,0.1,0.0
159,0.0,1.0,0.0,0.0
160,0.6,0.3,0.1,0.0
161,0.5,0.3,0.2,0.0
162,0.4,0.0,0.6,0.0
163,0.1,0.9,0.0,0.0
164,0.0,1.0,0.0,0.0
165,0.3,0.0,0.4,0.3
166,0.1,0.9,0.0,0.0
167,0.0,1.0,0.0,0.0
168,0.3,0.6,0.1,0.0
169,0.0,1.0,0.0,0.0
170,0.4,0.4,0.2,0.0
171,0.1,0.6,0.3,0.0
172,0.3,0.7,0.0,0.0
173,0.0,1.0,0.0,0.0
174,0.2,0.1,0.6,0.1
175,0.4,0.5,0.0,0.1
176,0.3,0.3,0.4,0.0
177,0.2,0.8,0.0,0.0
178,0.5,0.5,0.0,0.0
179,0.0,1.0,0.0,0.0
180,0.1,0.9,0.0,0.0
181,0.3,0.2,0.4,0.1
182,0.7,0.2,0.1,0.0
183,0.0,1.0,0.0,0.0
184,0.4,0.4,0.2,0.0
185,0.4,0.3,0.1,0.2
186,0.1,0.9,0.0,0.0
187,0.0,1.0,0.0,0.0
188,0.5,0.0,0.3,0.2
189,0.0,1.0,0.0,0.0
190,0.0,0.9,0.1,0.0
191,0.2,0.8,0.0,0.0
192,0.3,0.7,0.0,0.0
193,0.2,0.4,0.4,0.0
194,0.3,0.6,0.1,0.0
195,0.1,0.0,0.6,0.3
196,0.3,0.7,0.0,0.0
197,0.7,0.0,0.3,0.0
198,0.1,0.6,0.3,0.0
199,0.7,0.0,0.3,0.0
200,0.0,1.0,0.0,0.0
201,0.2,0.8,0.0,0.0
202,0.5,0.4,0.1,0.0
203,0.3,0.4,0.0,0.3
204,0.1,0.9,0.0,0.0
205,0.4,0.0,0.4,0.2
206,0.0,1.0,0.0,0.0
207,0.4,0.3,0.2,0.1
208,0.2,0.5,0.3,0.0
209,0.2,0.8,0.0,0.0
210,0.5,0.1,0.4,0.0
211,0.3,0.5,0.2,0.0
212,0.5,0.3,0.2,0.0
213,0.3,0.7,0.0,0.0
214,0.6,0.4,0.0,0.0
215,0.1,0.9,0.0,0.0
216,0.5,0.4,0.1,0.0
217,0.2,0.7,0.1,0.0
218,0.4,0.5,0.1,0.0
219,0.3,0.6,0.1,0.0
220,0.0,1.0,0.0,0.0
221,0.3,0.5,0.2,0.0
222,0.3,0.1,0.3,0.3
223,0.4,0.3,0.2,0.1
224,0.6,0.1,0.2,0.1
225,0.2,0.8,0.0,0.0
226,0.2,0.8,0.0,0.0
227,0.3,0.5,0.2,0.0
228,0.2,0.4,0.1,0.3
229,0.0,0.9,0.1,0.0
230,0.0,0.8,0.2,0.0
231,0.0,1.0,0.0,0.0
232,0.0,1.0,0.0,0.0
233,0.6,0.0,0.3,0.1
234,0.2,0.6,0.0,0.2
235,0.5,0.4,0.1,0.0
236,0.0,1.0,0.0,0.0
237,0.2,0.1,0.3,0.4
238,0.1,0.8,0.1,0.0
239,0.1,0.7,0.2,0.0
240,0.3,0.7,0.0,0.0
241,0.2,0.3,0.3,0.2
242,0.3,0.4,0.2,0.1
243,0.2,0.8,0.0,0.0
244,0.0,0.9,0.1,0.0
