,a-d,l-r,e-k,s-
134,0.2617181275404035,0.1305272319804333,0.0022176459074243,0.0
135,0.7901113923841813,1.4438502658173582,0.9980622473492189,1.3379972150274027
136,0.2635658871651343,0.6898454063834261,1.0614876311198718,0.4969298154502948
137,0.0,0.0111111109847222,0.0,0.0
138,1.5999999992011835,0.3249999997337278,1.826308020379387,0.460759493405415
139,0.0,0.3024118742123462,0.0,3.0430868455715006
140,0.16318081154929032,0.077349028142928,0.0180398698515821,0.0721060471411302
141,0.057413424658320895,0.1671162171544442,0.0141105279266772,0.0406125543770396
142,0.09300726977584889,0.0452145660146171,0.1086116936101329,0.5679489526451571
143,0.10254321643764801,0.0681445002014122,0.0110478740663013,0.7039543273124662
