,a-d,s-,l-r,e-k
41,0.0875468854609815,0.0077519367767695,0.0035325276126003,0.0
42,0.0,0.0,0.0,0.0
43,0.116277811438734,0.08994769306656,0.8152602737389647,0.20830674713503539
44,0.2648180142256065,0.1144494866153142,0.7073233153652226,0.0769615191102727
45,0.0,0.0,0.0136517085316898,0.0
46,0.0032402451664209,0.0,0.0,0.0
47,0.0028491322392918,0.0227335479248496,0.1010600056227342,0.0917554126078579
48,0.0439560439560439,0.0,0.0,0.0192881740879746
49,0.09022701699569301,0.0096066381384529,0.3774443543029295,0.034373714005689
50,0.0,0.0305423383656447,0.0,0.08922142196670871
51,0.0078141726463957,0.0142928162279756,0.0,0.0
52,0.0078249334648189,0.0099242721678855,0.0601094568420402,0.0
53,0.0148847630878045,0.0203168042830582,0.037128667044187,0.0161061836060143
54,0.38550313985922335,0.0,0.36735387460390667,0.2332209778925747
55,0.0,0.0,0.0,0.0
56,0.0817641540929998,0.0,0.0277173911461778,0.0
57,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0
59,0.0682093263300343,0.0285785641847518,0.0001186524981856,0.0408163264185013
60,0.21104536032537802,0.0281472755757484,0.0082648742979198,0.0137757813201631
61,0.046885561544334195,0.0,0.0359856374422847,0.05060994308153739
62,1.4159196309909992,0.0,0.0,0.0
63,0.017405311743565098,0.0,0.0340929447368688,0.056124085206749705
64,0.24510886931166298,0.0,0.5042410842811379,0.3531676462827937
65,0.0023291924993653,0.0276713653018281,0.0,0.0
66,2.3515938175803557,0.0499515842361414,0.0037751676591102,0.0
67,0.0,0.0,0.3554078859674691,0.0
68,0.0,0.0,0.0,0.0
69,0.045782925662469,0.07283639929577901,0.2406595492185532,0.034153731957158
70,0.0,0.0,1.2854958953081657,0.1345516326973859
71,1.5720637357058727,0.8678301573779887,1.03389715154936,0.873541179629191
72,0.0,0.3229795789361832,1.1674880783874684,1.6308362255591116
73,0.1043716884939289,0.1290640388592567,0.0079474873908343,0.0
74,0.22384388862944699,0.38731757176225917,0.2161837471214452,0.0
75,0.047250189462075404,0.08955458776824479,0.0,0.1611545354542125
76,0.0,0.0,0.0957981703752777,0.0
77,0.1081529240057153,0.0001257862763023,0.0278967472758832,0.0
78,0.0130130707352162,0.0775683153485319,0.0,0.0312942316070923
79,0.6275798962843406,1.3576208906741052,0.0904514702070599,0.4191734288712608
80,0.2796276409057767,0.4030612246432042,0.3819989537189331,0.3242300161676245
81,0.6322985565189737,0.4676609053347911,0.8026974259938349,1.008606799121945
82,0.0,0.0,0.0070921985316034,1.2215084499445084e-10
83,1.5233424990761568,0.0,0.0,0.0
84,0.36474406055363207,0.0,0.0,0.0
85,0.0,0.165123456959046,0.1679012346499313,0.37797743178578797
86,0.0,0.0,0.0,0.0
87,0.0,0.674826900020474,0.2646394473382578,0.0
88,0.0,0.1138735900731172,0.040629093424246504,0.0
89,0.0,0.0846521907924491,0.0,0.30265417119460447
90,0.0546642902486638,0.0,0.0499597097348183,0.0
91,0.0,0.0,2.071638198957035,0.8132639941643443
92,0.09903736470753359,0.0128392653984618,0.0,0.06935101843899491
93,0.0,0.2367538562373211,0.0,0.0
94,0.2178861756448674,0.0,0.2223043055972582,0.0
95,0.0135720153782976,0.0,0.0606505162110015,0.0379718565033403
96,0.0378253116180514,0.0,0.0317972373357301,0.031741606705099
97,0.0,0.020883128347737902,0.0731292518955321,0.0801686213931535
98,0.0121293800581261,0.014480937998695,0.0046759639071718,0.0
99,0.0,0.2558922269010626,0.0007077147041624,0.0326797385149007
100,0.07329955809247779,0.0116045917876921,0.0920726152163725,0.0675358106649726
101,0.0812321501652892,0.0537736165761664,0.040505622240177,0.0045710959748214
102,0.0834993048595516,0.9005830533162373,0.0467782619528042,0.0116339589336495
103,0.0,0.0,0.4070214497636684,0.050514437372592
104,0.370575328539555,0.0465643274947581,0.7743487106069165,0.3890601026852353
105,0.0,0.1300503153537696,0.0,0.0022090057875119
106,0.2007293996134471,0.0,0.1675140695495174,0.0604304626074206
107,0.0,0.0,0.0,0.0
108,0.228792639315452,0.0458562210769284,0.0667896154167611,0.1478107047198922
109,0.0,0.0177409453836716,0.0,0.0
110,0.0,0.0031196550431091,0.0336686448017919,0.009924953064878
111,0.0,0.0,0.0,0.0
112,0.0,0.0,0.8730911877841567,0.0
113,0.0,0.4803504773165435,0.234450413674024,0.0
114,0.5972940443240876,0.4798221607185333,0.4407622196950411,0.3911426632636594
115,0.0,0.0,0.0,0.0
116,0.0254969252578249,0.0400454708927779,0.09838528719857631,0.096056662572724
117,0.0846271774460931,0.0063879208592612,0.1733962852449493,0.17328896866533172
118,0.0,0.0,0.004618185761239,0.0114478113234681
119,0.055228530295418604,0.0177313696087342,0.0285663959549092,0.158653635912077
120,0.07354885026273131,0.37739472529461837,0.44873339185974914,0.4716931542093814
121,0.0,0.0,0.0,0.0
122,0.1724510482311726,0.1635578705947979,0.0743333616293988,0.0583554381431694
123,0.0,0.0,0.0,0.0209968128961049
124,0.0558953929868083,0.1256568227262714,0.3533127936161458,0.2670292708649052
125,0.3711180114691908,0.0,0.0,2.4175904847054595
126,0.1879452054190022,0.5838558554144619,0.2662626256622475,0.9901617946498353
127,0.1375963747448555,0.1960576525320669,0.0323818293368944,0.0115535918275836
128,0.0787129929134124,0.11559912159770011,0.065151021705721,0.179078014191956
129,0.4655462625147866,0.5434862120186497,0.313092979157314,0.8067720733575285
130,0.1356566087706391,0.0,2.3255807671458055,1.8068476443585324
131,1.6637187214086142,0.8488801790815359,0.0,1.1171993766812462
132,0.0177796570036563,0.22407432785042078,0.1415141052326876,0.087688734072383
133,0.0,0.0,0.0700344430428904,0.6454932651286048
134,0.0,0.0,0.9795775516979754,0.0
135,0.0983008706964916,0.0,0.244298245619716,0.890433521731932
136,0.0,0.0,0.0,0.0
137,0.0333016782666835,0.1927350433726914,0.868816340732641,0.1092463092836747
138,1.0684948986758183,1.1077889413483155,0.0,2.4249439182363806
139,0.3069756810003696,2.82055149652012,1.2954504021681255,0.0
140,0.0664359573572111,0.19084533864212028,0.0536026937358196,0.1998934594374566
141,0.0,0.0185486207322746,0.1173929888059476,0.0
142,0.0,0.20910667635258112,0.0017720832636705,0.1764285707004432
143,0.1371710022943536,0.5669789922513822,0.2664093180702651,0.0
