docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
86872,l-r,2001-2006,Pre-1900s,Medium-High,Unknown,['Western Europe'],"[900484, 29134085, 43752020, 61658949, 4367988, 9421750, 2496565, 3368241, 15933804, 291682]"
4474226,e-k,2001-2006,Unknown,Low,Unknown,['None'],"[40854882, 40854848, 18748055, 40854844, 40794651, 40854843, 36084009, 40293170, 38367002, 37898711]"
1139674,l-r,2001-2006,Unknown,Low,Unknown,['Western Europe'],"[1139759, 36404905, 7263878, 31785451, 27037431, 27730801, 13433854, 25399522, 5590027, 51509473]"
6656477,a-d,2001-2006,Unknown,Medium-High,Unknown,['Eastern Europe'],"[491365, 3198542, 51146366, 1223848, 40758709, 21301491, 56864636, 314372, 62523416, 68231860]"
690557,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern Europe'],"[63903841, 57499463, 18405252, 4117068, 1164914, 15704729, 2697905, 16507671, 721691, 8581711]"
506349,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Western Europe'],"[1577425, 44082983, 18212169, 63694244, 47329029, 17004121, 38279866, 2121062, 63685768, 18089318]"
715914,e-k,2001-2006,20th century,Low,Unknown,['Eastern Asia'],"[716276, 719843, 4180460, 15253461, 15253472, 24139089, 15253437, 15253489, 960259, 11913874]"
4206474,a-d,2001-2006,20th century,Low,Unknown,['Northern America'],"[4206492, 4181057, 13656819, 24687426, 18950976, 12577063, 8423422, 24687991, 22772011, 24687375]"
7701761,s-,2001-2006,Unknown,Low,Unknown,['Northern America'],"[19273012, 19295813, 19295859, 8040402, 19274808, 19274130, 19274332, 19275003, 19279364, 19274902]"
2307703,l-r,2001-2006,21st century,Medium-Low,Unknown,['Southern Europe'],"[2326722, 461032, 2445644, 3834275, 1806179, 2322447, 2322220, 1806321, 2445730, 302623]"
950891,s-,2001-2006,20th century,Medium-Low,Unknown,['Eastern Asia'],"[22951244, 15253461, 950954, 942101, 25790030, 1144977, 12867732, 624270, 951064, 957883]"
2397932,s-,2001-2006,Unknown,Medium-Low,Unknown,['South-eastern Asia'],"[2370554, 55734560, 55735061, 55749667, 55735530, 39195917, 55429759, 55745124, 55751053, 28142584]"
5019081,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['South-eastern Asia'],"[56063766, 4853463, 6127800, 5792816, 5783945, 5005401, 1543584, 6127816, 4367105, 42707126]"
2298723,s-,2001-2006,20th century,Low,Man,['None'],"[4496360, 2942662, 19759361, 4982692, 48515502, 4270958, 5298485, 5904665, 14588789, 57445732]"
1383391,a-d,2001-2006,Pre-1900s,Low,Unknown,['Western Europe'],"[1382561, 1382022, 1881847, 1392716, 1383392, 1882546, 1569124, 1393005, 1386347, 118747]"
569140,l-r,2001-2006,20th century,Medium-High,Unknown,['Eastern Asia'],"[791171, 791215, 28855289, 791224, 791296, 6273570, 1028724, 791290, 2665132, 11778295]"
461032,a-d,2001-2006,21st century,Medium-High,Unknown,['Southern Europe'],"[302623, 2326722, 461105, 1806179, 2322447, 2322220, 2321984, 1569748, 790158, 1806321]"
7761657,e-k,2001-2006,Pre-1900s,Low,Unknown,['Eastern Europe'],"[58474157, 58481980, 58474191, 58475519, 58475584, 58481830, 58475542, 58474346, 58482118, 58474313]"
62636941,l-r,2017-2022,Unknown,Medium-High,Unknown,['None'],"[62637008, 62637015, 62636984, 62637011, 62636931, 62636993, 62636965, 57266481, 57252547, 62636940]"
791181,e-k,2001-2006,20th century,Medium-Low,Unknown,['Eastern Asia'],"[791211, 1800067, 791215, 791296, 791224, 49166256, 4298930, 10582773, 791153, 54918812]"
589047,l-r,2001-2006,20th century,Medium-Low,Unknown,['Eastern Europe'],"[589087, 589013, 589148, 589077, 589044, 590917, 632673, 590921, 2581744, 589009]"
2119302,l-r,2001-2006,Pre-1900s,Medium-Low,Man,['None'],"[5461395, 42899739, 2900565, 937580, 1632093, 59585658, 3468523, 2570858, 66632963, 45674713]"
7898941,s-,2001-2006,Pre-1900s,Low,Unknown,['Eastern Europe'],"[7887814, 7919378, 7901042, 7034727, 6606174, 6472954, 6473401, 4390874, 7936718, 18775073]"
791153,a-d,2001-2006,20th century,Medium-Low,Unknown,['Eastern Asia'],"[791353, 11778295, 791348, 791215, 791224, 791290, 58556691, 4298930, 791296, 2473822]"
8318491,s-,2001-2006,20th century,Medium-High,Unknown,['Western Asia'],"[8318424, 8318386, 8318325, 8318223, 7609943, 216232, 31444281, 8046513, 62897525, 61272573]"
2419729,a-d,2001-2006,21st century,Low,Unknown,['Northern Europe'],"[2419736, 2419772, 783340, 21633561, 177960, 3944822, 40887532, 2419740, 1660878, 1873544]"
8318223,a-d,2001-2006,20th century,Medium-High,Unknown,['Western Asia'],"[8318424, 8318386, 8318325, 8318491, 7609943, 20316339, 8046513, 4829125, 61272573, 216232]"
1323117,s-,2001-2006,Pre-1900s,Medium-Low,Man,['Western Europe'],"[60742183, 46248120, 16088908, 6945977, 16146593, 26201437, 937580, 7271647, 10558138, 26637147]"
1383392,l-r,2001-2006,Pre-1900s,Low,Unknown,['Western Europe'],"[1382561, 1569124, 1383391, 1392716, 1382022, 1882546, 1881847, 1393005, 118747, 64797298]"
3941690,l-r,2001-2006,20th century,Low,Unknown,['Eastern Europe'],"[8390305, 4139951, 4724675, 24899303, 1881080, 7990784, 10287112, 57801857, 26865005, 5852070]"
2222461,e-k,2001-2006,21st century,Medium-Low,Unknown,['Southern Asia'],"[2919280, 20014532, 1702724, 34066700, 1702696, 920838, 1698677, 1509582, 5801726, 5743325]"
2445711,a-d,2001-2006,21st century,Medium-Low,Unknown,['Southern Europe'],"[461032, 30294221, 2445715, 30724483, 302623, 9857722, 2322220, 460902, 2322074, 2322447]"
7350274,s-,2001-2006,21st century,Low,Unknown,['Southern Asia'],"[7350281, 39293579, 7350266, 38195198, 7350105, 41578937, 24645563, 32623444, 40055615, 7350217]"
2419731,e-k,2001-2006,21st century,Low,Unknown,['Northern Europe'],"[40887532, 2419772, 40864175, 63374493, 782547, 63374425, 55921892, 782621, 642720, 785012]"
3175778,l-r,2001-2006,21st century,Low,Unknown,['Northern Europe'],"[2419772, 2419731, 63374425, 63374493, 1873544, 40887532, 243458, 663129, 782258, 2377988]"
21424597,a-d,2007-2011,Unknown,Low,Unknown,['None'],"[20980364, 20996916, 21385849, 21424473, 18618281, 21424768, 21356401, 21356839, 21411454, 21440551]"
32876385,s-,2007-2011,Unknown,Low,Unknown,['Southern Asia'],"[23445318, 32876305, 32857222, 32856874, 32856684, 32876253, 32878650, 32876345, 32857054, 32878698]"
12783597,a-d,2007-2011,Unknown,Medium-Low,Unknown,['Western Europe'],"[16146593, 86583, 22065492, 3195193, 16088908, 36384973, 17822263, 3725086, 27986191, 68914394]"
28469555,l-r,2007-2011,Unknown,Medium-High,Unknown,['None'],"[15456388, 535541, 24764123, 48812383, 1804120, 18775995, 19807291, 26874325, 18605466, 46938188]"
20690689,l-r,2007-2011,Unknown,Low,Unknown,['Northern America'],"[20690696, 20676452, 20690722, 20604553, 20690717, 20675201, 20675020, 20619325, 20875839, 20674793]"
32659436,e-k,2007-2011,20th century,Low,Unknown,['Eastern Europe'],"[32659454, 69514844, 32659474, 1550366, 5851874, 32659444, 63313599, 32659477, 32659447, 32659427]"
12367938,e-k,2007-2011,Unknown,Low,Unknown,['Northern America'],"[20736288, 15519981, 3115000, 8732421, 3114890, 8740246, 6217294, 1852664, 9014006, 24764123]"
18180717,a-d,2007-2011,Unknown,Medium-High,Unknown,"['Australia and New Zealand', 'South America']","[20771233, 20923445, 18272563, 18272303, 20923473, 20923407, 20904855, 20923516, 18178423, 800413]"
22769850,l-r,2007-2011,Unknown,Medium-Low,Unknown,['None'],"[9265140, 31996789, 15994950, 11917078, 22770587, 14247735, 15456388, 23242943, 21113255, 13008207]"
11890091,s-,2007-2011,Unknown,Medium-Low,Unknown,['Northern America'],"[340535, 15690249, 16716270, 35242194, 4385957, 2067936, 3513899, 20604459, 1786077, 12518982]"
14518938,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Eastern Europe'],"[12609523, 21000253, 21391378, 8348077, 52379477, 5292818, 37922565, 67273423, 263033, 29525580]"
24285393,l-r,2007-2011,Unknown,High,Unknown,['None'],"[47566266, 39548449, 50401792, 59795236, 16260765, 26488041, 11885886, 50428328, 26500705, 46938179]"
23398599,s-,2007-2011,Unknown,Medium-High,Unknown,['None'],"[15822342, 76483, 61872027, 41980677, 58097959, 21492915, 22828701, 911, 20611325, 9817129]"
24688126,s-,2007-2011,20th century,Low,Unknown,['Northern America'],"[24687218, 24687143, 24687479, 24664529, 24688173, 24687464, 24687361, 24664539, 24688136, 24686684]"
13872613,l-r,2007-2011,Pre-1900s,Low,Man,['None'],"[19907389, 35891761, 40182334, 6091, 8126411, 62784944, 42283458, 6272743, 29538251, 20331894]"
10420454,s-,2007-2011,Pre-1900s,Low,Unknown,['Northern Europe'],"[10420677, 10420362, 12592529, 10419768, 27440422, 40348354, 13296027, 27222527, 39506992, 31834829]"
30232307,e-k,2007-2011,Unknown,Medium-High,Unknown,['Western Asia'],"[12803080, 340008, 633421, 8822204, 48611285, 37733733, 55962451, 11745415, 21692616, 4104426]"
24664395,a-d,2007-2011,20th century,Low,Unknown,['Northern America'],"[24687361, 24664529, 24688046, 24664506, 24688173, 24687143, 24687375, 24664539, 24664496, 24687972]"
10271212,a-d,2007-2011,Unknown,High,Unknown,['Eastern Europe'],"[40654973, 1139389, 30873561, 56701, 47316349, 37001670, 15772604, 44082983, 27433, 41234151]"
10339070,a-d,2007-2011,20th century,Medium-Low,Man,['Northern America'],"[30775660, 27436495, 16319907, 42139751, 42899739, 9983270, 803248, 39230607, 7464272, 42369066]"
11777222,e-k,2007-2011,Unknown,High,Unknown,['South America'],"[11794471, 16088570, 12260064, 4885032, 14595003, 12259542, 14594987, 12259573, 11794183, 4470219]"
31080414,e-k,2007-2011,21st century,Medium-Low,Unknown,['Southern Europe'],"[31089451, 31077552, 2307703, 461032, 31089599, 460902, 2326722, 2445644, 31089505, 30724463]"
10843017,e-k,2007-2011,Pre-1900s,Low,Man,['None'],"[53875068, 39116108, 29653568, 40402583, 35728892, 21889912, 10558138, 48708087, 3708820, 16146593]"
16988490,l-r,2007-2011,20th century,Low,Unknown,['Northern America'],"[17012196, 23790617, 2827297, 19049048, 17012591, 2932834, 4748877, 38610973, 22789012, 38145213]"
33399055,a-d,2007-2011,21st century,Low,Unknown,['Southern Asia'],"[37238850, 37238841, 25050272, 37238868, 37262838, 37262911, 37262906, 37262860, 37262902, 37262886]"
11373339,a-d,2007-2011,20th century,Medium-High,Unknown,['Southern Europe'],"[9857722, 460904, 460907, 460902, 460890, 30294221, 18429698, 302623, 20054554, 1806179]"
26424028,s-,2007-2011,21st century,Low,Unknown,['Southern Asia'],"[39293579, 7350154, 7350240, 7350266, 7350281, 41578937, 32623444, 24563305, 7350259, 38195198]"
20738533,l-r,2007-2011,21st century,Low,Unknown,['Northern America'],"[4426550, 3884180, 3977812, 4747170, 20814326, 4746889, 3884198, 10670671, 3884258, 3884036]"
15430027,e-k,2007-2011,21st century,Low,Unknown,['Western Europe'],"[58995831, 2182994, 2369974, 60403388, 5149424, 3581136, 3728186, 2251292, 53127896, 4524744]"
30724463,s-,2007-2011,21st century,Medium-Low,Unknown,['Southern Europe'],"[3834275, 30724414, 30672736, 30724451, 3834323, 302623, 2307703, 2445644, 2326722, 1806179]"
13697365,a-d,2007-2011,Pre-1900s,Low,Unknown,['Southern Asia'],"[35553680, 13700915, 39650098, 39818426, 36099964, 38236425, 18503893, 35915900, 3004955, 37823035]"
18183042,e-k,2007-2011,Pre-1900s,Medium-Low,Man,['Western Europe'],"[100704, 66655219, 49297574, 53111754, 7644442, 30065482, 29435823, 61799137, 22534825, 21667226]"
15131800,s-,2007-2011,20th century,Medium-Low,Unknown,['Western Europe'],"[13433854, 1264596, 51420514, 3866207, 27742158, 68101290, 7193258, 24387784, 52435963, 39035119]"
15459948,l-r,2007-2011,20th century,Medium-High,Unknown,['Eastern Europe'],"[24823103, 37060061, 1906081, 62227, 2905644, 17845152, 36561937, 33024909, 26676904, 66551025]"
17839068,e-k,2007-2011,20th century,Medium-Low,Unknown,['Northern Europe'],"[22105602, 1438721, 47148693, 4619767, 19357231, 30701507, 556165, 66412737, 1055479, 4469602]"
26130579,l-r,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"[53951346, 54989143, 7669213, 2744035, 41234151, 46466731, 44364682, 10271212, 1242154, 23517813]"
27509810,s-,2007-2011,20th century,Medium-High,Unknown,['None'],"[48430479, 26374018, 5852710, 1393005, 34059209, 25009862, 33809832, 11917955, 30339007, 60249249]"
23179157,a-d,2007-2011,Pre-1900s,Medium-Low,Unknown,['Southern Europe'],"[42139751, 48999386, 36238804, 68456103, 66935752, 5434097, 37324867, 28191257, 19906047, 39180935]"
29385787,a-d,2007-2011,21st century,Medium-Low,Unknown,['Southern Asia'],"[2556608, 2486295, 38431445, 5799346, 1326047, 32608689, 5468408, 2173945, 399620, 4669322]"
30724414,l-r,2007-2011,21st century,Medium-Low,Unknown,['Southern Europe'],"[30672736, 3834275, 30724463, 30724451, 3834323, 2445644, 2326722, 2307703, 302623, 1806179]"
38445554,l-r,2012-2016,Unknown,Low,Unknown,['None'],"[38445586, 38524349, 37959011, 42003686, 38300784, 35338335, 38169709, 35233003, 38421042, 38358865]"
34402278,e-k,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"[34402302, 34402366, 34402316, 34402347, 34402161, 34402517, 34402058, 34410285, 34369966, 34402264]"
37009944,a-d,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"[37010019, 37010023, 37010250, 37010632, 37010043, 37016535, 37009979, 37009927, 37010654, 37009865]"
37581793,s-,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"[37064616, 37581519, 37581730, 37581287, 37581778, 37581401, 37581704, 37581655, 37581714, 37573185]"
42505529,l-r,2012-2016,Unknown,Medium-High,Unknown,['None'],"[42505558, 42516811, 42505586, 42942473, 143913, 3794749, 11065526, 8983837, 41575400, 18693]"
36426167,l-r,2012-2016,Unknown,Medium-Low,Unknown,['None'],"[1804120, 21305046, 24218251, 66796285, 20938422, 142277, 24764123, 1839050, 343356, 16927206]"
35016834,a-d,2012-2016,Pre-1900s,Low,Unknown,['Eastern Europe'],"[61233752, 58028357, 58094055, 69199855, 607215, 61213631, 61747402, 61240259, 61227311, 61233671]"
40348354,e-k,2012-2016,20th century,Low,Unknown,['Northern Europe'],"[39416417, 42004427, 40174733, 31834829, 39431180, 11026603, 40599312, 10419768, 12951321, 699798]"
34936718,l-r,2012-2016,Pre-1900s,Low,Unknown,['Western Europe'],"[22064087, 918168, 5642575, 10037981, 24498813, 10033540, 34074151, 44082983, 10184534, 150921]"
39416963,a-d,2012-2016,20th century,Low,Man,['None'],"[26081604, 37069124, 19837635, 61337385, 5231773, 6272743, 7983331, 19909426, 8069546, 5904665]"
39926611,e-k,2012-2016,Unknown,Medium-Low,Unknown,['Southern Asia'],"[33001708, 39983922, 39983837, 34338569, 39983827, 39983931, 39984016, 39926172, 39983929, 32951248]"
47642505,l-r,2012-2016,20th century,Low,Unknown,['Northern Europe'],"[27742158, 48571132, 47630807, 40656861, 42370446, 65804623, 27742090, 27742186, 52435963, 59983113]"
40349320,s-,2012-2016,Unknown,Medium-Low,Unknown,['South-eastern Asia'],"[18378335, 62776494, 66056272, 10229060, 3077748, 11696822, 22535881, 3144051, 4082703, 29143575]"
45073672,a-d,2012-2016,Unknown,Medium-Low,Unknown,['Northern Africa'],"[56732858, 53030273, 864371, 67157440, 23701679, 30019328, 65625828, 54384196, 1594259, 60342162]"
49438140,e-k,2012-2016,Unknown,High,Unknown,['Eastern Europe'],"[972604, 69856184, 4469602, 795365, 1300111, 2865059, 40654973, 43657463, 57745120, 11800685]"
36855788,e-k,2012-2016,21st century,Low,Unknown,['Southern Asia'],"[36845063, 36855911, 36845697, 36855904, 36855628, 36855003, 36855878, 36855883, 36855821, 36855772]"
48251894,e-k,2012-2016,Pre-1900s,Low,Man,['Western Europe'],"[25749511, 29377853, 36393536, 61471278, 29435823, 34935785, 65086571, 35673967, 49297574, 49355957]"
37423534,l-r,2012-2016,21st century,Low,Unknown,['Southern Asia'],"[37415350, 37423557, 37432401, 38204223, 37432345, 37563155, 37432358, 37432418, 37423620, 37432438]"
51999816,s-,2012-2016,21st century,Low,Unknown,['Eastern Europe'],"[51999614, 51999828, 51999734, 51999763, 51995752, 51908521, 51976694, 51975442, 51959257, 51959859]"
44383513,a-d,2012-2016,21st century,Low,Unknown,['None'],"[44382735, 44345455, 44292142, 44353744, 44312505, 1881891, 44377277, 3282058, 979580, 68502219]"
50734381,a-d,2012-2016,Unknown,Medium-High,Unknown,['Eastern Europe'],"[2905644, 2865059, 1979954, 27714091, 47025554, 3013002, 18425064, 14434259, 24171257, 12636333]"
44956057,s-,2012-2016,Pre-1900s,Low,Unknown,['Eastern Asia'],"[43337122, 44997280, 716276, 960259, 24139124, 37510078, 60223271, 715914, 23611412, 5226688]"
37504906,e-k,2012-2016,20th century,Medium-Low,Unknown,['Western Europe'],"[32411658, 53027393, 2392213, 524292, 5999658, 26615004, 47783093, 31037701, 68400733, 39676843]"
41754885,s-,2012-2016,20th century,Low,Unknown,['Northern America'],"[41810078, 41858182, 41884848, 41886970, 41811371, 43739434, 43718629, 43752020, 43736320, 43717618]"
47329029,e-k,2012-2016,Unknown,Medium-High,Unknown,"['Southern Europe', 'Western Europe']","[55209, 44082983, 37243419, 55211, 65472019, 44082199, 1077214, 56598493, 47316349, 11158036]"
39629790,l-r,2012-2016,21st century,Medium-Low,Unknown,['None'],"[58246920, 12424347, 6990113, 7711317, 43966403, 7354687, 28955607, 2732615, 4914091, 46710863]"
51807646,l-r,2012-2016,Unknown,High,Unknown,['None'],"[3935892, 141828, 25323086, 496459, 67273423, 25333977, 27759914, 4628290, 11217970, 11388985]"
41008669,a-d,2012-2016,Unknown,High,Unknown,['Northern America'],"[3709430, 4934822, 62423716, 690557, 1950942, 1513086, 1101964, 24892506, 1044619, 76483]"
41575400,s-,2012-2016,Unknown,Medium-High,Unknown,['None'],"[27453, 448235, 3726172, 56295669, 3695, 4082703, 33027914, 44659851, 1193896, 739493]"
51563568,l-r,2012-2016,Pre-1900s,High,Unknown,['None'],"[49598391, 49052651, 49012646, 51020274, 49486273, 11065526, 3964502, 39707994, 51626185, 1355318]"
63323811,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe'],"[63323874, 63323782, 63313942, 63323755, 63313760, 63313765, 63323743, 63323822, 63313697, 63323827]"
60161587,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe'],"[60196432, 60196338, 60196443, 60161615, 60196386, 60196103, 60196094, 60196411, 60169905, 60161485]"
61047130,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe'],"[61053379, 61042414, 61046996, 61047010, 61046154, 61041089, 61047139, 61060729, 61046729, 61053156]"
63279467,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe'],"[63279243, 63299421, 63278991, 63296178, 63278155, 63261393, 63278978, 63280435, 63296186, 63278158]"
60335405,s-,2017-2022,Unknown,Medium-Low,Unknown,['Eastern Europe'],"[60284014, 32621350, 46815207, 25097554, 9588455, 49988280, 17004121, 8154225, 4792717, 67468809]"
60284014,e-k,2017-2022,Unknown,Medium-Low,Unknown,['Eastern Europe'],"[46815207, 32621350, 25097554, 60335405, 8154225, 17004121, 40283679, 32589038, 9588455, 6327085]"
58940136,l-r,2017-2022,Unknown,Medium-Low,Unknown,['Eastern Europe'],"[62958042, 30818631, 49457475, 35817024, 16976435, 58795879, 40728832, 49457510, 67908943, 42269911]"
55988396,a-d,2017-2022,Unknown,Medium-High,Unknown,['None'],"[16028907, 3550538, 143913, 534887, 3964502, 11065526, 69058, 41575400, 5396428, 49012646]"
64210992,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe'],"[64210943, 64210986, 64210977, 63956581, 64210958, 64130374, 60915857, 64126569, 63962444, 64484302]"
61227270,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe'],"[61220081, 61220943, 61220072, 61227311, 61213406, 61215049, 61215042, 61227510, 61234961, 61222347]"
59674087,a-d,2017-2022,20th century,Low,Unknown,['Eastern Europe'],"[59674142, 59674122, 59701257, 59674176, 59675662, 59674105, 59675555, 59682620, 63762955, 59675614]"
67061821,l-r,2017-2022,20th century,Low,Unknown,['Northern Europe'],"[67062104, 67062165, 3175778, 67062072, 67061978, 67062025, 67070633, 2419729, 67062155, 2419711]"
53921191,s-,2017-2022,21st century,Low,Unknown,['Western Asia'],"[53931334, 54719609, 52992657, 49118731, 6490862, 6131861, 51129373, 54673286, 54674757, 32384664]"
53251123,s-,2017-2022,Unknown,High,Unknown,['Western Africa'],"[43685316, 10414102, 2351078, 43141629, 59204186, 4255673, 60942082, 12764466, 6220162, 12097680]"
59898886,e-k,2017-2022,20th century,Low,Unknown,['Eastern Europe'],"[59898662, 59897249, 59907181, 59898700, 59890278, 61187175, 64117921, 60096915, 63254544, 59881638]"
66484926,l-r,2017-2022,21st century,Low,Unknown,['Northern America'],"[66502048, 24664422, 43756129, 62905024, 41812326, 43709529, 43739434, 43760573, 43878900, 3413122]"
64780734,a-d,2017-2022,21st century,Low,Unknown,['Northern America'],"[65094501, 65720564, 64342873, 64779657, 63276996, 65108218, 65704720, 65654444, 68433634, 63226720]"
62636958,l-r,2017-2022,Unknown,High,Unknown,['None'],"[43761636, 50787065, 62636993, 62636941, 62636965, 58622369, 32693800, 13568466, 62637008, 38373428]"
59191454,e-k,2017-2022,20th century,Medium-Low,Unknown,['None'],"[999746, 27509810, 6114569, 6098609, 1118292, 2998086, 42752307, 6114573, 63180393, 6098176]"
63291071,s-,2017-2022,20th century,Low,Woman,['None'],"[51307498, 39416963, 64493378, 34618548, 57851670, 61329157, 67273165, 48450915, 6272743, 37069124]"
63591315,e-k,2017-2022,21st century,Low,Unknown,['Eastern Europe'],"[63591611, 63592553, 63591310, 63533781, 63591396, 63591583, 63591211, 63591219, 63591595, 63679718]"
62523416,a-d,2017-2022,Unknown,Medium-Low,Unknown,['Eastern Europe'],"[62342156, 62399717, 62518601, 68231860, 68626397, 62748239, 51146366, 6656477, 1223848, 52571052]"
61741659,a-d,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe'],"[61747325, 60870866, 61741707, 61747335, 61741654, 61747402, 61743856, 61041105, 60931395, 61741697]"
69891764,s-,2017-2022,Unknown,Medium-High,Unknown,['None'],"[69892519, 69891931, 69892088, 69891975, 69892452, 69892487, 69889233, 69891629, 69891684, 69892503]"
58246920,e-k,2017-2022,21st century,Medium-High,Unknown,['None'],"[39629790, 43966403, 2732615, 1785304, 7711317, 7500116, 7151375, 28955607, 46710863, 7354687]"
58277581,a-d,2017-2022,Pre-1900s,Medium-Low,Unknown,"['Southern Europe', 'Western Europe']","[44082983, 47329029, 1215347, 67061720, 21485724, 55209, 10852491, 29488566, 10271212, 49395381]"
58465609,l-r,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe'],"[58438637, 58446553, 58474087, 58438626, 58446524, 58458238, 58473863, 58473683, 7745762, 58455446]"
59328261,e-k,2017-2022,Unknown,Medium-High,Unknown,['Southern Asia'],"[13988425, 923364, 41865878, 55500551, 13001102, 67863684, 24566817, 33027914, 63913205, 577659]"
