docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
763654,e-k,2001-2006,20th century,Low,Man,['None'],"{26574848, 28777990, 29332166, 28286854, 29337642, 23981424, 28801329, 52021682, 28945911, 45287001}"
185966,a-d,2001-2006,Unknown,High,Unknown,['None'],"{8337088, 406017, 42003301, 28514827, 6421804, 33368722, 204055, 20908088, 539609, 43587903}"
3329154,a-d,2001-2006,Pre-1900s,High,Unknown,['Western Asia'],"{45596900, 48296940, 41074540, 38640721, 8516626, 38521204, 40060404, 4675702, 57440219, 38529852}"
6170724,e-k,2001-2006,21st century,Low,Unknown,['Southern Asia'],"{57314914, 9617181, 968142, 6126544, 65163577, 34635898, 23103899, 36069405, 7299486, 54184858}"
8219779,s-,2001-2006,Pre-1900s,Low,Man,['Eastern Asia'],"{15850305, 3579298, 4395306, 8370766, 13379791, 1393939, 15772019, 7847795, 15069972, 13388764}"
7579839,l-r,2001-2006,Pre-1900s,Low,Man,['None'],"{345415, 7134216, 350889, 820904, 727508, 3083861, 22557558, 26825816, 4675710, 7093439}"
2147120,e-k,2001-2006,20th century,Medium-Low,Man,['Western Europe'],"{21413313, 40804007, 31128908, 18464364, 29262513, 27311282, 3433171, 28279733, 20042203, 50210462}"
6196328,a-d,2001-2006,20th century,Low,Unknown,['Eastern Asia'],"{16215937, 8556130, 14688646, 16215533, 1586900, 10677620, 17147738, 6956731, 8556187, 8470911}"
8068836,l-r,2001-2006,20th century,Low,Unknown,['Western Asia'],"{66109409, 10150179, 65842340, 50703881, 37429802, 60582634, 24719273, 21145709, 5689168, 7829043}"
392210,e-k,2001-2006,20th century,Medium-High,Unknown,['None'],"{1546720, 364612, 7437416, 1942136, 16306094, 11811477, 14862967, 6067288, 465243, 29535807}"
8600611,l-r,2001-2006,20th century,Medium-Low,Unknown,['Northern America'],"{22743136, 22381950, 28108932, 8395972, 5992678, 17385189, 13842638, 47009042, 47008822, 17093950}"
2611519,a-d,2001-2006,20th century,High,Woman,['Caribbean'],"{1515035, 55831483, 4536779, 21212685, 26690445, 65025718, 1659608, 64489534, 307710, 36638335}"
2853185,l-r,2001-2006,20th century,High,Unknown,['None'],"{45541218, 34780797, 48466150, 5821894, 483051, 53820172, 32971054, 39315316, 5822709, 32792989}"
4572296,l-r,2001-2006,21st century,Medium-Low,Unknown,['None'],"{7206625, 13092039, 52756519, 6168969, 17011019, 3562317, 52800942, 62365553, 11020849, 50429784}"
291026,l-r,2001-2006,21st century,High,Unknown,['None'],"{24713337, 1597635, 1480741, 31008140, 5687597, 1597618, 1422196, 41171608, 3468985, 1597628}"
6772438,e-k,2001-2006,21st century,Medium-Low,Unknown,['None'],"{1702304, 1940962, 56348803, 37788706, 57474630, 2861734, 22494189, 56224244, 19998422, 13405340}"
881245,l-r,2001-2006,21st century,Low,Unknown,['None'],"{17455653, 16475950, 1145971, 11594420, 11564371, 8601812, 1147895, 11794363, 406782, 20975711}"
2091364,s-,2001-2006,21st century,Medium-Low,Man,['Southern Asia'],"{4074498, 17092706, 14727812, 27065000, 52194220, 49544816, 14670256, 61607225, 28082394, 54786910}"
5306673,a-d,2001-2006,21st century,Medium-High,Unknown,['Western Asia'],"{5216036, 59600261, 338149, 12871166, 5390828, 27598221, 5310901, 41726523, 27394427, 12868542}"
1711140,l-r,2001-2006,21st century,Medium-High,Unknown,['Northern America'],"{61022176, 10941476, 2050040, 20373741, 61230389, 8846262, 9290039, 14053206, 1708251, 15048125}"
1980918,a-d,2001-2006,21st century,Medium-Low,Unknown,['Northern Europe'],"{31671361, 16038917, 1987912, 6769612, 45441687, 6374968, 40878201, 22885978, 65935294, 10504991}"
3299482,e-k,2001-2006,21st century,Medium-High,Unknown,"['Eastern Asia', 'Northern America']","{40032800, 8889862, 51384903, 36928968, 2430215, 26343754, 22672849, 44404723, 69090451, 2006133}"
765581,s-,2001-2006,21st century,Medium-High,Unknown,['None'],"{765602, 765604, 765605, 765606, 34755140, 765577, 11818642, 765559, 1458936, 764383}"
3373496,a-d,2001-2006,21st century,Low,Unknown,['Australia and New Zealand'],"{68519364, 33479050, 59015601, 54853969, 11905460, 13335893, 4622710, 7453528, 69500729, 65845790}"
57577276,a-d,2017-2022,Unknown,Low,Unknown,['None'],"{54571811, 57585413, 13684135, 49509806, 57572047, 57576657, 40565267, 57554644, 14854334, 13671679}"
36446483,e-k,2007-2011,Unknown,Low,Unknown,['Western Europe'],"{26087073, 26124772, 26093449, 29262202, 54647538, 59625428, 3583093, 29239543, 3210362, 33349532}"
17527393,a-d,2007-2011,20th century,Low,Unknown,['Northern America'],"{7818947, 2057738, 17460495, 38949041, 1375185, 23066772, 48458875, 16158652, 54208701, 48464287}"
15175449,a-d,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"{8542404, 14346852, 14349766, 36670021, 18969390, 54146840, 24209427, 13335893, 62915416, 62927609}"
10780499,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern America'],"{39697088, 11667651, 11716420, 18909148, 11882763, 11730643, 12165523, 11979930, 11716988, 12167807}"
21613101,l-r,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"{21511104, 21652257, 47427778, 67009349, 17392267, 21641299, 38978741, 6908407, 46596539, 21652765}"
25240261,a-d,2007-2011,Unknown,Medium-High,Unknown,['None'],"{23933440, 39127496, 22718760, 47065674, 52770323, 4070196, 19439479, 3047289, 12496125, 19008830}"
27047379,e-k,2007-2011,20th century,Medium-High,Man,['Eastern Asia'],"{15046689, 35624580, 14342692, 5194571, 14342643, 37019987, 58612315, 57095004, 26267198, 28337343}"
25800982,a-d,2007-2011,Unknown,Low,Unknown,['None'],"{25800160, 27248417, 25759265, 25774564, 27248269, 25759311, 25762352, 26858135, 25669054, 25787391}"
31083241,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{2965601, 1940962, 57516452, 18737799, 67462378, 32123763, 12861237, 1500026, 1726940, 19775741}"
9342307,a-d,2007-2011,21st century,Low,Unknown,['Northern America'],"{12999649, 9343586, 58471145, 38332940, 48264685, 11459922, 21706037, 54208701, 48458875, 11527293}"
22654426,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Northern Europe'],"{313186, 6244580, 3368039, 2512136, 1878731, 4425488, 17118165, 6243928, 41818684, 8011135}"
11827089,s-,2007-2011,Pre-1900s,Medium-Low,Unknown,['None'],"{372677, 3169767, 49127689, 22776815, 9017584, 1530903, 41239990, 7413878, 2462842, 62029500}"
18130020,e-k,2007-2011,20th century,Low,Man,['Eastern Asia'],"{47135648, 17933317, 17932133, 17901382, 17444521, 47600362, 47859378, 17900403, 47583763, 17933560}"
25389632,s-,2007-2011,Unknown,Low,Unknown,['None'],"{25215680, 21626566, 25260042, 4390893, 25215342, 25215699, 25260024, 25146938, 25138264, 25147068}"
8706744,e-k,2007-2011,21st century,Low,Unknown,['None'],"{8866978, 62864518, 18979882, 61270218, 30113198, 27592271, 10370770, 8750198, 8740700, 17037183}"
16893086,e-k,2007-2011,Pre-1900s,Low,Man,['Northern America'],"{7994562, 15001604, 3388714, 11680044, 38851437, 11629173, 34241497, 50816381, 21760990, 1815999}"
28883999,s-,2007-2011,20th century,Low,Man,['None'],"{28945911, 28879811, 28946667, 28789741, 167443, 28789271, 28624540, 28959069, 29336574, 27857983}"
9990365,e-k,2007-2011,20th century,Medium-Low,Man,['Eastern Asia'],"{65500801, 10259491, 9755591, 11981068, 12331373, 58979960, 12486674, 59018578, 7073752, 12173820}"
12345604,l-r,2007-2011,Unknown,Medium-High,Unknown,['None'],"{2853185, 2195304, 12849736, 10099409, 3046195, 23988340, 6243928, 2195227, 6539389, 1180670}"
9465748,e-k,2007-2011,Pre-1900s,Medium-Low,Man,['Western Europe'],"{2098722, 9465670, 48459097, 14202410, 1933519, 9465720, 58944662, 1887830, 1921272, 2218361}"
13558050,s-,2007-2011,Unknown,High,Unknown,['None'],"{68208355, 62304836, 64986373, 64986184, 65843433, 65839852, 35943086, 24956276, 65844255, 24956991}"
20194358,s-,2007-2011,Pre-1900s,Low,Man,['None'],"{49648643, 28870117, 28777990, 28394503, 8416615, 16203049, 27938410, 31704020, 28073239, 29142524}"
9648387,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{2606816, 3338025, 60973387, 14445004, 65658508, 8272334, 5284433, 5743380, 14444984, 8272348}"
19660913,s-,2007-2011,20th century,Medium-High,Man,['None'],"{28391587, 36039398, 30133094, 37199913, 69453674, 4656304, 5731062, 46779543, 4316888, 49906621}"
27888863,s-,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{27597112, 10885655, 24609514, 22833612, 67893106, 35680852, 3723575, 35679928, 12745465, 3723547}"
26343754,s-,2007-2011,21st century,Low,Unknown,['Northern America'],"{44449732, 8889862, 51384903, 922791, 22431689, 55547370, 26151946, 18201067, 48513880, 900542}"
30643724,l-r,2007-2011,20th century,Low,Unknown,['None'],"{26352040, 30659694, 27172816, 30658641, 26307669, 30195158, 4446709, 7919893, 30480508, 15504605}"
8745619,a-d,2007-2011,21st century,Medium-Low,Unknown,['Eastern Europe'],"{10277477, 67743966, 8100669, 13461783, 10944408, 21515418, 8738012, 13381885, 3526110, 13709567}"
11199039,l-r,2007-2011,Pre-1900s,Medium-Low,Man,['None'],"{43865474, 16396290, 22344744, 58275883, 26050588, 58335509, 27283356, 5610845, 58335294, 27381343}"
33340388,l-r,2007-2011,21st century,Low,Unknown,['Northern America'],"{55267558, 21549255, 9873389, 14326512, 41699825, 33986099, 20009364, 6735733, 18153270, 14327095}"
20621561,a-d,2007-2011,20th century,High,Man,['None'],"{34671520, 27715843, 2288647, 9708487, 2159567, 1131698, 25701298, 50165525, 21103386, 29790491}"
12407294,l-r,2007-2011,Unknown,High,Unknown,['None'],"{40503488, 6895874, 31485154, 26500362, 43965293, 34232560, 43980785, 65571283, 24396825, 47449471}"
24783091,s-,2007-2011,20th century,Medium-Low,Unknown,['None'],"{18873921, 6456867, 1442887, 42119975, 29115123, 1962132, 38617849, 42076054, 24480697, 13280349}"
11625579,l-r,2007-2011,20th century,Medium-Low,Unknown,['None'],"{19070308, 12594504, 58471145, 63205101, 63202765, 14358383, 25587599, 27750227, 63185371, 11527293}"
20098361,e-k,2007-2011,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{62625730, 6868414, 59028997, 1355846, 3829000, 1971913, 33870414, 5324687, 6041180, 48659614}"
22438300,l-r,2007-2011,Pre-1900s,Low,Unknown,['Northern Europe'],"{1473762, 26883134, 6866792, 16849963, 24265102, 28648222, 9541264, 5119672, 18501722, 63803806}"
17838402,s-,2007-2011,Unknown,Medium-High,Unknown,['Northern America'],"{14827553, 5470023, 22316652, 17906796, 22314541, 650290, 7246330, 18240404, 22317178, 22311324}"
9798472,a-d,2007-2011,Pre-1900s,Medium-Low,Man,['None'],"{14132387, 9179206, 35818577, 322258, 12069332, 27063485, 21200986, 4710331, 188029, 6370910}"
29372145,a-d,2007-2011,Pre-1900s,Medium-High,Unknown,['None'],"{40019330, 61879513, 39033802, 38269815, 38295408, 38295031, 9015769, 38288314, 67255100, 58562205}"
24278209,e-k,2007-2011,Unknown,Medium-High,Unknown,['South-eastern Asia'],"{65844641, 65854916, 67908612, 65933510, 65844612, 65847181, 67908751, 68566614, 65855102, 66019839}"
30683150,l-r,2007-2011,Pre-1900s,Medium-High,Woman,['Southern Europe'],"{10223210, 69279959, 69109452, 38297367, 20840138, 23628497, 3037109, 9649655, 28199833, 31856954}"
27936150,s-,2007-2011,21st century,Medium-High,Unknown,['None'],"{40660928, 3529537, 13461184, 3568611, 41504323, 60425185, 43469223, 14463377, 42367573, 4498750}"
22789996,s-,2007-2011,Pre-1900s,Medium-High,Unknown,['Northern Europe'],"{365472, 35535940, 4516357, 52575366, 22670028, 5675501, 35740854, 1940920, 11451065, 35714879}"
8924609,e-k,2007-2011,21st century,Medium-High,Unknown,['Western Europe'],"{2842337, 4489731, 21476291, 18374315, 64331981, 5547152, 8395256, 24942201, 32879515, 25467000}"
19368465,l-r,2007-2011,20th century,Medium-High,Unknown,['Northern Europe'],"{41373984, 24078850, 7354693, 17792486, 6600423, 59382928, 2581875, 42312471, 15533528, 67029977}"
15085780,a-d,2007-2011,20th century,Medium-High,Unknown,['None'],"{46512832, 33838401, 26600824, 50552685, 33837806, 42652275, 34055541, 52080856, 1860347, 38480862}"
23397764,s-,2007-2011,21st century,Medium-Low,Unknown,['None'],"{51227137, 31166402, 37474531, 13017443, 2283302, 47490473, 20165488, 21573556, 32335285, 38946590}"
9140389,e-k,2007-2011,20th century,High,Unknown,['None'],"{16468609, 42338502, 21535726, 25792439, 42752307, 579508, 19353143, 14924312, 65882009, 7934335}"
12847755,s-,2007-2011,21st century,High,Unknown,['Northern Europe'],"{26151946, 1666635, 66492942, 47244655, 1610574, 27491480, 41929787, 5362492, 22420317, 52613724}"
21327500,a-d,2007-2011,Unknown,High,Unknown,['None'],"{54022, 2861734, 38620428, 22494189, 5315761, 38297235, 38298772, 2518103, 11076120, 6823198}"
19044957,s-,2007-2011,20th century,High,Unknown,['None'],"{18163366, 58712552, 18173257, 24421001, 28069804, 24716301, 67278868, 65789046, 24716442, 13980927}"
25135768,e-k,2007-2011,21st century,Medium-Low,Unknown,['Northern America'],"{23449668, 11710790, 47033704, 33481579, 44251965, 11709007, 11709201, 11710263, 11136569, 14321341}"
17995544,e-k,2007-2011,Unknown,High,Unknown,"['Eastern Europe', 'Western Asia']","{31618272, 29073633, 3614725, 20945448, 24108585, 23499753, 5664008, 17995216, 31617310, 18012191}"
11466337,a-d,2007-2011,21st century,High,Unknown,['Western Asia'],"{9541638, 17435879, 12840745, 44641562, 9313611, 22576113, 628817, 1220919, 27378362, 985242}"
20086978,l-r,2007-2011,21st century,Medium-Low,Unknown,['Northern America'],"{7157088, 13017443, 37474531, 11618179, 10324646, 20165488, 21573556, 4924694, 67548093, 38946590}"
10473206,a-d,2007-2011,21st century,Medium-High,Unknown,['Western Europe'],"{25924256, 14879170, 19848839, 3583754, 6542606, 11764146, 3211540, 1517365, 12025880, 11743228}"
17897316,l-r,2007-2011,21st century,Medium-High,Unknown,['None'],"{12209826, 4413123, 13314663, 64414027, 11476780, 3362540, 16475950, 11905460, 26002868, 20975711}"
11299985,a-d,2007-2011,Pre-1900s,High,Unknown,['None'],"{2491873, 58614529, 13691620, 2205101, 3727469, 64191823, 3231407, 42697137, 14254106, 45551740}"
22443646,l-r,2007-2011,20th century,High,Unknown,['None'],"{3262849, 965028, 28555207, 38000583, 49458776, 929711, 42752307, 63989333, 1938455, 14924312}"
13134210,l-r,2007-2011,Pre-1900s,High,Man,['Eastern Europe'],"{35943523, 11837828, 1094405, 14495483, 53391274, 22425877, 40966587, 1854139, 33330172, 1326335}"
17366912,e-k,2007-2011,Pre-1900s,High,Man,['None'],"{18549985, 18983841, 5722186, 19338220, 18457520, 18358803, 16026100, 41550197, 19146071, 55073083}"
17857319,s-,2007-2011,Pre-1900s,High,Unknown,['Eastern Europe'],"{41494720, 60963199, 42051243, 41497199, 37197521, 1590037, 41495802, 47091323, 41503612, 10553311}"
41178596,a-d,2012-2016,Pre-1900s,Low,Man,['None'],"{40093986, 41093541, 40538249, 40904811, 41180783, 41134770, 41202837, 41301369, 40574362, 41105853}"
47531837,l-r,2012-2016,20th century,Low,Man,['Australia and New Zealand'],"{23419786, 28737163, 12525103, 49297135, 41850863, 17826162, 17680018, 61021753, 61300635, 38363101}"
25462124,e-k,2007-2011,21st century,High,Unknown,['None'],"{37788706, 29333318, 29386537, 15607178, 9405195, 42053771, 20393930, 29340269, 5191665, 20441402}"
25677017,l-r,2007-2011,21st century,High,Man,['Central America'],"{16303010, 63610851, 38894694, 28380951, 22877015, 56155442, 49842103, 38589048, 66950232, 22888734}"
44037469,s-,2012-2016,20th century,Low,Man,['Southern Africa'],"{44689379, 44037860, 64191335, 44199914, 44038958, 17930671, 17826162, 47672791, 44765432, 49311610}"
37898739,s-,2012-2016,Unknown,Medium-Low,Unknown,['None'],"{47395685, 15211238, 47949095, 10285451, 63375854, 7926063, 1380369, 63458706, 34099572, 15211254}"
46978810,l-r,2012-2016,Pre-1900s,Low,Man,['None'],"{8040130, 8581958, 3883307, 14668171, 25798798, 28387855, 42944591, 29061651, 32320216, 24156859}"
34592233,a-d,2012-2016,20th century,Medium-Low,Unknown,['None'],"{3425570, 27929125, 892519, 2279561, 69749900, 11473905, 11562452, 11875446, 2518103, 47877209}"
40450218,a-d,2012-2016,Unknown,Low,Unknown,['Northern America'],"{7541184, 1940962, 15959396, 4815685, 40434066, 7337459, 42247156, 39328407, 9381145, 40477181}"
48513880,l-r,2012-2016,21st century,Low,Unknown,['Eastern Asia'],"{44861472, 16295969, 9985828, 22703750, 36928968, 20390730, 28325100, 44566735, 30062422, 50477816}"
37135130,l-r,2012-2016,20th century,Medium-Low,Unknown,['Southern Europe'],"{11319363, 31866660, 9505416, 60064009, 12082347, 11471598, 60047022, 54854515, 30947988, 21731989}"
34245545,l-r,2012-2016,Unknown,High,Unknown,['None'],"{40495206, 50333131, 53868684, 9448879, 27565810, 7582969, 43995802, 66354715, 69336510, 28139007}"
50153114,a-d,2012-2016,20th century,Low,Unknown,['Central America'],"{52036192, 66153638, 52036167, 36804040, 4536779, 28164747, 36468049, 52035958, 52036086, 52035996}"
48722101,e-k,2012-2016,20th century,Low,Unknown,['None'],"{51129924, 48544519, 51121128, 49546704, 48690899, 49482581, 51178968, 50955833, 50768027, 50962654}"
36971010,l-r,2012-2016,Unknown,Medium-Low,Unknown,['Western Asia'],"{67358432, 51765794, 36817475, 67477923, 39178020, 39567142, 69496521, 32964016, 263033, 14508763}"
41609569,e-k,2012-2016,21st century,Low,Unknown,['Australia and New Zealand'],"{44054818, 15477253, 47442373, 43053770, 2326891, 43123308, 43094068, 56308694, 8574203, 16480604}"
40189494,a-d,2012-2016,21st century,Low,Unknown,['Southern Asia'],"{51451456, 29563297, 67465251, 66437032, 22278377, 54753488, 54399157, 44491449, 31120026, 43311230}"
39531468,l-r,2012-2016,Unknown,Low,Unknown,['Northern America'],"{51089217, 3570792, 55465196, 1066319, 4768498, 53855699, 7521269, 18211415, 22613467, 33703647}"
36723831,e-k,2012-2016,Unknown,Medium-Low,Unknown,['South America'],"{53427773, 2164069, 67346181, 1235890, 25248893, 42665526, 24146424, 61226074, 27435579, 31486973}"
42361931,e-k,2012-2016,Pre-1900s,Low,Man,['None'],"{6945571, 49446986, 14465677, 18544336, 66948752, 54116532, 32297017, 996090, 2733947, 21848734}"
37131963,e-k,2012-2016,20th century,Medium-Low,Man,['Southern Europe'],"{4589792, 3779873, 11961960, 40559560, 19027020, 43338385, 63204115, 30970612, 69509630, 16735167}"
49544852,e-k,2012-2016,Unknown,Low,Unknown,['None'],"{49544737, 8475457, 36230405, 2325832, 49544778, 49544685, 40703703, 49544763, 49544862, 49544671}"
42882989,s-,2012-2016,Unknown,Low,Unknown,['None'],"{42819425, 42819428, 42883017, 42819434, 42819408, 42768657, 42819442, 42759544, 42759580, 42819454}"
35944940,l-r,2012-2016,Unknown,Medium-High,Unknown,['None'],"{1530278, 3801127, 67461095, 65843433, 52306570, 65839852, 42808947, 3717560, 1918235, 67450750}"
48927148,l-r,2012-2016,Pre-1900s,Medium-Low,Unknown,['None'],"{49338753, 30723170, 68064515, 66979203, 1220202, 55120, 55129, 33244924, 55133, 48881439}"
50660806,e-k,2012-2016,Pre-1900s,Medium-Low,Unknown,['Northern Europe'],"{44341505, 36605349, 1416905, 36723530, 42539244, 42925486, 42525680, 31695418, 44352570, 41923196}"
43156336,s-,2012-2016,20th century,Medium-Low,Unknown,['None'],"{44598855, 40470121, 2672203, 13133933, 57689498, 3769495, 5693944, 31562714, 1843580, 15126270}"
49709450,s-,2012-2016,Unknown,Medium-High,Unknown,['None'],"{27140864, 233890, 34755140, 65486118, 1716298, 1716337, 62030386, 40155315, 51163319, 42714236}"
47132134,s-,2012-2016,Pre-1900s,Low,Unknown,['Northern America'],"{5804642, 47148197, 39854488, 47219752, 40580139, 1541356, 33608013, 17775799, 47179640, 47191708}"
41580224,a-d,2012-2016,Unknown,Medium-Low,Unknown,['None'],"{59067016, 160492, 37815310, 53731343, 11046160, 11044785, 38802737, 38676216, 38524924, 37815453}"
34305685,e-k,2012-2016,Unknown,Medium-High,Unknown,['None'],"{26184809, 7477483, 2985484, 4397293, 24963343, 8520784, 12569297, 7477754, 1657371, 7477373}"
38988819,a-d,2012-2016,Pre-1900s,Medium-High,Unknown,['Eastern Asia'],"{23767201, 5803747, 9711000, 19239173, 405863, 9483246, 7269103, 41146801, 9195380, 7268600}"
37602440,a-d,2012-2016,21st century,Medium-Low,Unknown,['Northern America'],"{19534400, 4052513, 47496073, 63245292, 28919858, 56988307, 9797238, 41171608, 48855420, 22777405}"
51556214,s-,2012-2016,21st century,Low,Unknown,['None'],"{65832111, 65882480, 66529808, 61879924, 65873014, 53180183, 59728982, 66515068, 66528957, 51556670}"
39482660,a-d,2012-2016,Pre-1900s,Medium-Low,Man,['None'],"{43352037, 5783110, 58200231, 2625994, 20145, 9130450, 7476503, 23490456, 17117338, 43073087}"
