docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
308441,s-,2001-2006,Unknown,Medium-High,Unknown,['None'],"[1076709, 952656, 485207, 764391, 429176, 951271, 21216920, 883837, 665400, 948213]"
2658232,s-,2001-2006,20th century,High,Man,['Northern Europe'],"[14314964, 14344826, 67299778, 41651407, 15786152, 43985275, 56165568, 67107993, 5424907, 28777992]"
5970152,s-,2001-2006,20th century,Medium-High,Unknown,['Southern Europe'],"[31047270, 23728294, 68745391, 67695460, 52572659, 13869321, 24603725, 68745586, 40767168, 8236060]"
2884586,s-,2001-2006,Unknown,High,Unknown,['None'],"[1320069, 1483499, 2037037, 478272, 55774863, 55680949, 35779495, 140692, 15838522, 5207411]"
5024646,s-,2001-2006,Unknown,Medium-Low,Unknown,['None'],"[10397011, 1845208, 1845181, 1845116, 1845162, 3436621, 5024240, 24586378, 1845188, 11829392]"
1211854,s-,2001-2006,20th century,Medium-Low,Man,['Western Asia'],"[2308367, 41714653, 5123106, 41717732, 5370607, 4204282, 29558535, 6655913, 41714651, 1024030]"
1736269,s-,2001-2006,Unknown,Low,Unknown,['None'],"[752464, 417224, 1259300, 564646, 1259944, 752426, 751803, 1259384, 30874528, 32329]"
5096164,a-d,2001-2006,Unknown,Low,Unknown,['None'],"[4468920, 4468930, 50921724, 4470026, 4469595, 4468916, 543915, 4470092, 4469851, 4469546]"
1182809,s-,2001-2006,20th century,Low,Man,['Southern Africa'],"[1219217, 1218230, 1127837, 1219180, 1218169, 1182799, 1215113, 1219795, 1215105, 1191976]"
3907724,s-,2001-2006,21st century,Low,Unknown,['Northern America'],"[3907749, 14740023, 7774495, 24889851, 31671361, 7623435, 20579510, 1859118, 74383, 43461685]"
7146993,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America'],"[7134967, 872285, 1131621, 2450296, 62588885, 1009925, 43474825, 3050140, 48763471, 23733131]"
80052,s-,2001-2006,Pre-1900s,High,Man,['Western Europe'],"[3086971, 3082208, 2345127, 51170919, 61951005, 52983212, 5798319, 16970717, 4043548, 628856]"
8409477,e-k,2001-2006,20th century,High,Unknown,['Eastern Europe'],"[3466509, 3280716, 8151165, 30469951, 19277882, 23123860, 61698229, 23833178, 18149598, 1535843]"
49669,e-k,2001-2006,Unknown,High,Unknown,['Northern America'],"[40419852, 22318683, 63181773, 699084, 15681216, 1984573, 32747277, 22974980, 56828470, 878497]"
468685,e-k,2001-2006,Pre-1900s,Medium-Low,Man,['None'],"[465851, 3544453, 215271, 10369275, 21683419, 13633487, 1047129, 11187442, 4101218, 37684962]"
364546,s-,2001-2006,Pre-1900s,Medium-High,Unknown,['Northern Europe'],"[4839138, 4242328, 22789996, 11033675, 27514387, 41973773, 12160969, 256729, 27025826, 21268681]"
356194,s-,2001-2006,Pre-1900s,Medium-Low,Unknown,['Eastern Asia'],"[2277398, 4411137, 366799, 7046160, 4460747, 2062412, 356205, 3657052, 4018758, 355585]"
4562115,l-r,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America'],"[10438921, 61312878, 33771185, 67024295, 40272682, 5370343, 43243423, 4489731, 18577225, 18084814]"
148789,e-k,2001-2006,Pre-1900s,High,Man,['None'],"[20384108, 262552, 548820, 8041407, 2611192, 548844, 5529939, 8430118, 16396290, 2620554]"
763654,e-k,2001-2006,20th century,Low,Man,['None'],"[27834177, 28286209, 41791579, 23891961, 38229377, 25077554, 40930387, 23980022, 28285920, 43246132]"
185966,a-d,2001-2006,Unknown,High,Unknown,['None'],"[23290132, 34242955, 9304980, 3963899, 28514827, 1975574, 11220974, 26132992, 5844533, 62665523]"
3329154,a-d,2001-2006,Pre-1900s,High,Unknown,['Western Asia'],"[57440219, 2412026, 27717888, 41074540, 17223356, 48296940, 4675702, 34173457, 19466412, 28326272]"
6170724,e-k,2001-2006,21st century,Low,Unknown,['Southern Asia'],"[3734919, 60392202, 54338983, 364979, 11915203, 18379483, 64771291, 6169969, 65323099, 58433589]"
8219779,s-,2001-2006,Pre-1900s,Low,Man,['Eastern Asia'],"[13379791, 1193706, 317123, 6285061, 13388764, 5886696, 6985971, 68979209, 15772019, 7847795]"
7579839,l-r,2001-2006,Pre-1900s,Low,Man,['None'],"[7093439, 5685051, 727508, 17646667, 7180095, 33522786, 730136, 26825816, 18506634, 6066967]"
2147120,e-k,2001-2006,20th century,Medium-Low,Man,['Western Europe'],"[21737762, 743712, 321085, 20042203, 2987001, 3433171, 29255948, 51573993, 18298776, 7644442]"
6196328,a-d,2001-2006,20th century,Low,Unknown,['Eastern Asia'],"[8556130, 1586900, 17147738, 14688646, 6956731, 8556187, 15982692, 8858599, 30856516, 16215937]"
8068836,l-r,2001-2006,20th century,Low,Unknown,['Western Asia'],"[21145709, 9811194, 31638999, 25593906, 44040834, 54774514, 20501579, 5099691, 30762214, 20038199]"
392210,e-k,2001-2006,20th century,Medium-High,Unknown,['None'],"[7950151, 25133791, 46504917, 30134759, 1586900, 1587012, 14508472, 12513158, 40560283, 59988994]"
8600611,l-r,2001-2006,20th century,Medium-Low,Unknown,['Northern America'],"[27501829, 15203900, 25135694, 1927710, 26462370, 9777012, 58169225, 67447560, 51859034, 33417643]"
2611519,a-d,2001-2006,20th century,High,Woman,['Caribbean'],"[65025718, 12453619, 307710, 64663650, 5231773, 54253236, 67027027, 2983425, 18941817, 48781132]"
2853185,l-r,2001-2006,20th century,High,Unknown,['None'],"[5822709, 5821894, 6129898, 11320567, 5636701, 6539389, 1047331, 3450931, 27173794, 6942223]"
4572296,l-r,2001-2006,21st century,Medium-Low,Unknown,['None'],"[58793781, 5882014, 45342170, 35837479, 60300291, 58766610, 12783340, 64451502, 9562174, 3189951]"
291026,l-r,2001-2006,21st century,High,Unknown,['None'],"[31008140, 33648429, 31910526, 1597635, 1422196, 43310410, 1597628, 4596804, 18693, 24713307]"
6772438,e-k,2001-2006,21st century,Medium-Low,Unknown,['None'],"[56224244, 16091177, 57474630, 56348803, 44913354, 33632648, 9473113, 956408, 10438921, 3233854]"
881245,l-r,2001-2006,21st century,Low,Unknown,['None'],"[406782, 12284609, 16475950, 405651, 11594420, 20975711, 3362540, 12292492, 12209826, 8601812]"
2091364,s-,2001-2006,21st century,Medium-Low,Man,['Southern Asia'],"[49544816, 7657512, 54816591, 14670256, 4212386, 38949891, 9180525, 52254834, 54786910, 6070950]"
5306673,a-d,2001-2006,21st century,Medium-High,Unknown,['Western Asia'],"[5603664, 5216036, 27598221, 5216006, 3895972, 11612336, 22225585, 59600261, 4811089, 57264704]"
1711140,l-r,2001-2006,21st century,Medium-High,Unknown,['Northern America'],"[17865082, 12013723, 2125817, 41461301, 53849860, 6549331, 30634026, 20064491, 27239103, 43303780]"
1980918,a-d,2001-2006,21st century,Medium-Low,Unknown,['Northern Europe'],"[17425838, 32609940, 4355377, 1987912, 6575817, 30285230, 3391070, 1845629, 43333430, 63340972]"
3299482,e-k,2001-2006,21st century,Medium-High,Unknown,"['Eastern Asia', 'Northern America']","[44404723, 2430215, 40032800, 36928968, 53390224, 69090451, 21490502, 23802052, 6684303, 34670762]"
765581,s-,2001-2006,21st century,Medium-High,Unknown,['None'],"[1716205, 765604, 11818642, 6196588, 883837, 234498, 1076709, 445879, 411365, 2229223]"
3373496,a-d,2001-2006,21st century,Low,Unknown,['Australia and New Zealand'],"[4766154, 25058606, 7453528, 3002638, 26230298, 34260927, 15644772, 39099668, 47537131, 11273902]"
57577276,a-d,2017-2022,Unknown,Low,Unknown,['None'],"[62857583, 13684135, 57585413, 54571811, 57576657, 57576014, 14925396, 50339410, 62714912, 59600542]"
36446483,e-k,2007-2011,Unknown,Low,Unknown,['Western Europe'],"[26087073, 25846761, 29239543, 25864495, 25908459, 29223687, 25833582, 26093449, 36806716, 25791776]"
17527393,a-d,2007-2011,20th century,Low,Unknown,['Northern America'],"[48464287, 54208701, 27339219, 24477247, 3493556, 12594504, 28550166, 1375185, 21706037, 968281]"
15175449,a-d,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"[8542404, 14349766, 60392202, 62915416, 56111539, 8517389, 59717956, 33775249, 60328758, 59517372]"
10780499,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern America'],"[11730643, 11884397, 11716988, 11959776, 11884064, 21682377, 12165523, 14603600, 11965610, 11665648]"
21613101,l-r,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"[21641524, 21511104, 35670211, 45410004, 47946915, 3323281, 6908407, 28867639, 21772473, 46628287]"
25240261,a-d,2007-2011,Unknown,Medium-High,Unknown,['None'],"[55044779, 57038767, 3417045, 8450146, 30579513, 43243423, 44616583, 64596575, 61375076, 56478182]"
27047379,e-k,2007-2011,20th century,Medium-High,Man,['Eastern Asia'],"[35624580, 13771096, 27469091, 11174944, 1293263, 251678, 1034127, 15761820, 14314964, 17688742]"
25800982,a-d,2007-2011,Unknown,Low,Unknown,['None'],"[27248417, 26858135, 26830140, 25800788, 27249168, 25668999, 26858245, 24914654, 26844805, 26859470]"
31083241,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None'],"[26090805, 4190962, 19025500, 8283690, 30683065, 18737799, 52896677, 38298772, 24724609, 55044779]"
9342307,a-d,2007-2011,21st century,Low,Unknown,['Northern America'],"[22576113, 46404448, 23802052, 34463633, 16970274, 29113128, 3028325, 31998541, 11459922, 15664674]"
22654426,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Northern Europe'],"[16791794, 61315137, 8284709, 5666082, 6244580, 5476060, 9862571, 7541307, 8878336, 6243928]"
11827089,s-,2007-2011,Pre-1900s,Medium-Low,Unknown,['None'],"[41239990, 7413878, 22776815, 8206555, 68670226, 42892462, 6643396, 30724228, 41053291, 1530903]"
18130020,e-k,2007-2011,20th century,Low,Man,['Eastern Asia'],"[17932133, 17901382, 17898950, 47627984, 47135648, 17967702, 47666283, 17933560, 47868439, 65681250]"
25389632,s-,2007-2011,Unknown,Low,Unknown,['None'],"[5919286, 16565886, 822180, 25181402, 25258754, 25215477, 25260024, 21623083, 21623082, 9159942]"
8706744,e-k,2007-2011,21st century,Low,Unknown,['None'],"[8740700, 18979882, 62864518, 5917918, 8975690, 38218618, 44641562, 7429605, 56621329, 18271200]"
16893086,e-k,2007-2011,Pre-1900s,Low,Man,['Northern America'],"[7994562, 34085385, 22617998, 3602076, 43196480, 3611720, 65479705, 7374054, 7534389, 1092597]"
28883999,s-,2007-2011,20th century,Low,Man,['None'],"[30012551, 3266554, 40777849, 28946667, 30075606, 43230606, 28945911, 11982036, 26574848, 28785893]"
9990365,e-k,2007-2011,20th century,Medium-Low,Man,['Eastern Asia'],"[28079740, 59018578, 1100673, 1769536, 17873289, 55197462, 12770102, 13521607, 41918563, 2005217]"
12345604,l-r,2007-2011,Unknown,Medium-High,Unknown,['None'],"[6539389, 1180678, 2195304, 13032716, 59886202, 2441491, 1180670, 59884898, 2194623, 13142886]"
9465748,e-k,2007-2011,Pre-1900s,Medium-Low,Man,['Western Europe'],"[12258934, 9465720, 28184332, 1888033, 14202410, 4043548, 36387160, 16978393, 62855730, 2633632]"
13558050,s-,2007-2011,Unknown,High,Unknown,['None'],"[10916047, 64986373, 60508457, 42759544, 44223995, 13557752, 13230055, 435344, 1569465, 62304836]"
20194358,s-,2007-2011,Pre-1900s,Low,Man,['None'],"[28636446, 28249332, 5248873, 636157, 1084836, 57933712, 3455735, 13730014, 19228983, 28257435]"
9648387,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None'],"[5743380, 11731494, 8272334, 25231829, 759290, 4885487, 5969921, 60973387, 473986, 45147699]"
19660913,s-,2007-2011,20th century,Medium-High,Man,['None'],"[49906621, 6354283, 20540345, 5213392, 22514770, 8247327, 49923774, 496698, 9728499, 52724913]"
27888863,s-,2007-2011,Unknown,Medium-Low,Unknown,['None'],"[35680852, 3723547, 58047633, 3723575, 67893106, 35679928, 24609514, 29805838, 12745465, 39796755]"
26343754,s-,2007-2011,21st century,Low,Unknown,['Northern America'],"[18201067, 26151946, 36928968, 900542, 922791, 8179777, 60093838, 7623435, 44566735, 6600423]"
30643724,l-r,2007-2011,20th century,Low,Unknown,['None'],"[30659694, 30658641, 26307669, 21022447, 7919893, 18733141, 27172816, 18732889, 18733577, 22995016]"
8745619,a-d,2007-2011,21st century,Medium-Low,Unknown,['Eastern Europe'],"[36542184, 8738012, 32728625, 10944408, 44597030, 51569955, 32380222, 10282806, 25351523, 31304077]"
11199039,l-r,2007-2011,Pre-1900s,Medium-Low,Man,['None'],"[27283356, 20384108, 262552, 26206145, 7123322, 1939456, 548769, 58275957, 879421, 16396290]"
33340388,l-r,2007-2011,21st century,Low,Unknown,['Northern America'],"[41699825, 43303780, 1980107, 15045368, 29077706, 20009364, 19317290, 33458866, 58438125, 66982611]"
20621561,a-d,2007-2011,20th century,High,Man,['None'],"[34671520, 5730874, 31141810, 63269687, 6777601, 19837635, 10140267, 67299778, 16139008, 36746784]"
12407294,l-r,2007-2011,Unknown,High,Unknown,['None'],"[34217462, 40083994, 11178489, 34232560, 31485154, 13144288, 44558203, 24396825, 6895874, 63590216]"
24783091,s-,2007-2011,20th century,Medium-Low,Unknown,['None'],"[42119975, 262328, 1442887, 207521, 19998422, 59628077, 1054908, 4630115, 58166341, 12422392]"
11625579,l-r,2007-2011,20th century,Medium-Low,Unknown,['None'],"[4102520, 11527293, 4470029, 14196202, 12052854, 19673886, 4105119, 23066772, 694541, 48264598]"
20098361,e-k,2007-2011,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"[62625730, 1355846, 411770, 3829000, 19960278, 33870414, 30739346, 55776256, 1615603, 25644598]"
22438300,l-r,2007-2011,Pre-1900s,Low,Unknown,['Northern Europe'],"[23695612, 5505969, 16849963, 13095910, 9540972, 1473762, 24265102, 309315, 9547313, 18408743]"
17838402,s-,2007-2011,Unknown,Medium-High,Unknown,['Northern America'],"[17906796, 44774734, 8283690, 510760, 32575791, 18259578, 18224808, 2077290, 324617, 1102507]"
9798472,a-d,2007-2011,Pre-1900s,Medium-Low,Man,['None'],"[13669453, 27063485, 9179206, 2393442, 188029, 12069332, 34519000, 14310138, 11883158, 322258]"
29372145,a-d,2007-2011,Pre-1900s,Medium-High,Unknown,['None'],"[18643727, 38295031, 67255100, 40493821, 35347500, 2885221, 51149695, 1712410, 69157286, 37037339]"
24278209,e-k,2007-2011,Unknown,Medium-High,Unknown,['South-eastern Asia'],"[65933510, 68566614, 68566581, 24230142, 20176740, 66019839, 22801070, 67908612, 67908749, 52845257]"
30683150,l-r,2007-2011,Pre-1900s,Medium-High,Woman,['Southern Europe'],"[38297367, 43765421, 38297405, 66655219, 23291620, 30999796, 27941489, 5113415, 4894860, 58512218]"
27936150,s-,2007-2011,21st century,Medium-High,Unknown,['None'],"[66301584, 18649797, 38270644, 8656675, 4234971, 69094624, 604902, 8666760, 68543290, 68610991]"
22789996,s-,2007-2011,Pre-1900s,Medium-High,Unknown,['Northern Europe'],"[365472, 3807920, 52575366, 41973773, 4516357, 61951005, 32828795, 1940920, 30153688, 6186189]"
8924609,e-k,2007-2011,21st century,Medium-High,Unknown,['Western Europe'],"[8395256, 4489731, 38779256, 3077748, 35804076, 39899537, 24275235, 60040449, 49726991, 10350745]"
19368465,l-r,2007-2011,20th century,Medium-High,Unknown,['Northern Europe'],"[28799977, 37515783, 46925828, 6575817, 27339219, 1127963, 37506839, 54208701, 14285478, 50737683]"
15085780,a-d,2007-2011,20th century,Medium-High,Unknown,['None'],"[41682739, 13668699, 26600824, 39342251, 11257989, 62577948, 31977682, 50794723, 12038220, 38754562]"
23397764,s-,2007-2011,21st century,Medium-Low,Unknown,['None'],"[34351098, 51227137, 37474531, 35804076, 16730395, 2283302, 32335285, 66831955, 13017443, 49491181]"
9140389,e-k,2007-2011,20th century,High,Unknown,['None'],"[43247711, 41422841, 55390792, 1770270, 38568006, 1844432, 39249628, 32661827, 7950151, 22443646]"
12847755,s-,2007-2011,21st century,High,Unknown,['Northern Europe'],"[43415413, 245520, 23283418, 36983274, 1845629, 69795281, 41929787, 52359519, 10140471, 52875747]"
21327500,a-d,2007-2011,Unknown,High,Unknown,['None'],"[38298772, 13549488, 9032216, 11183526, 68197676, 60392202, 58361258, 38297755, 30839975, 54022]"
19044957,s-,2007-2011,20th century,High,Unknown,['None'],"[15722016, 18173594, 18163366, 19047520, 27665675, 23342671, 14304975, 24420592, 19177516, 18173257]"
25135768,e-k,2007-2011,21st century,Medium-Low,Unknown,['Northern America'],"[33481579, 57650286, 3525522, 59046427, 11135256, 38394520, 4630941, 11709201, 34441075, 11136569]"
17995544,e-k,2007-2011,Unknown,High,Unknown,"['Eastern Europe', 'Western Asia']","[21864529, 31618272, 6281418, 17995216, 62849636, 4552661, 32909957, 6280979, 4444583, 47309284]"
11466337,a-d,2007-2011,21st century,High,Unknown,['Western Asia'],"[22576113, 5730874, 44641562, 9383142, 37506839, 3489192, 6323333, 17435879, 3775237, 43985275]"
20086978,l-r,2007-2011,21st century,Medium-Low,Unknown,['Northern America'],"[2248760, 66222074, 35804076, 11563470, 34351098, 15810860, 3183516, 4758889, 803933, 44598855]"
10473206,a-d,2007-2011,21st century,Medium-High,Unknown,['Western Europe'],"[6542606, 7363360, 6992473, 39272428, 2783825, 19848839, 23728294, 55637432, 3185336, 12025880]"
17897316,l-r,2007-2011,21st century,Medium-High,Unknown,['None'],"[2855029, 20975711, 64663895, 21902501, 14480104, 45062060, 12209826, 405651, 1643614, 3328317]"
11299985,a-d,2007-2011,Pre-1900s,High,Unknown,['None'],"[65302188, 5541699, 6739523, 5806538, 636588, 64044583, 13691620, 46874013, 2205101, 2272782]"
22443646,l-r,2007-2011,20th century,High,Unknown,['None'],"[28555207, 44686729, 14924312, 36200333, 53529376, 53524714, 31285552, 31110204, 17635768, 63989333]"
13134210,l-r,2007-2011,Pre-1900s,High,Man,['Eastern Europe'],"[1326335, 4920222, 974920, 8095224, 8986955, 69496521, 4273663, 29293154, 14090189, 2390800]"
17366912,e-k,2007-2011,Pre-1900s,High,Man,['None'],"[16050234, 19338220, 2800778, 18549985, 18983841, 16254511, 16026100, 18358803, 1660420, 5732530]"
17857319,s-,2007-2011,Pre-1900s,High,Unknown,['Eastern Europe'],"[9538934, 22489371, 39791858, 30190055, 21738816, 10829818, 37961465, 3856178, 63770534, 27194910]"
41178596,a-d,2012-2016,Pre-1900s,Low,Man,['None'],"[41305853, 8896036, 41308837, 41301814, 6666899, 40962213, 41134770, 40674607, 40844085, 40574362]"
47531837,l-r,2012-2016,20th century,Low,Man,['Australia and New Zealand'],"[6272743, 52935602, 61021753, 25326528, 2778370, 63873942, 19837635, 3417045, 25072180, 38617849]"
25462124,e-k,2007-2011,21st century,High,Unknown,['None'],"[42888334, 57474630, 9946356, 23103899, 54487881, 16140458, 37788706, 23233259, 44913354, 38298772]"
25677017,l-r,2007-2011,21st century,High,Man,['Central America'],"[40796057, 8330433, 2027867, 55197462, 2241431, 17301342, 2881178, 29617953, 19316811, 65857632]"
44037469,s-,2012-2016,20th century,Low,Man,['Southern Africa'],"[44038958, 63704483, 44765432, 68642630, 49141616, 5814822, 51606510, 49311610, 68592812, 5814852]"
37898739,s-,2012-2016,Unknown,Medium-Low,Unknown,['None'],"[7926554, 68959533, 19562336, 52215717, 7926063, 2528977, 7662749, 4022792, 62285899, 3827939]"
46978810,l-r,2012-2016,Pre-1900s,Low,Man,['None'],"[8589006, 8595069, 11573963, 11580620, 8655720, 6695380, 32320216, 8310076, 12589492, 8211630]"
34592233,a-d,2012-2016,20th century,Medium-Low,Unknown,['None'],"[29685133, 11473905, 7654340, 67194454, 51606510, 12971465, 11562452, 68252300, 48104424, 44774734]"
40450218,a-d,2012-2016,Unknown,Low,Unknown,['Northern America'],"[40434066, 40477181, 25759381, 33674105, 9381145, 39629593, 9380779, 9029241, 12724934, 32373480]"
48513880,l-r,2012-2016,21st century,Low,Unknown,['Eastern Asia'],"[36928968, 16295969, 44566735, 28325100, 30062422, 20390730, 26108501, 66583872, 14196202, 7213804]"
37135130,l-r,2012-2016,20th century,Medium-Low,Unknown,['Southern Europe'],"[31866660, 65704357, 24915477, 17906720, 4469602, 47399907, 15950227, 68551776, 25260367, 23972060]"
34245545,l-r,2012-2016,Unknown,High,Unknown,['None'],"[30291807, 8454439, 33994744, 40602680, 67021946, 40888394, 4437490, 8973605, 57837374, 3734919]"
50153114,a-d,2012-2016,20th century,Low,Unknown,['Central America'],"[66153638, 52036086, 52035985, 52036157, 52035958, 42938771, 52036043, 61511372, 52036071, 52036146]"
48722101,e-k,2012-2016,20th century,Low,Unknown,['None'],"[49625857, 49089171, 49614676, 43980468, 49389252, 51129924, 49241378, 43256552, 49377809, 49546704]"
36971010,l-r,2012-2016,Unknown,Medium-Low,Unknown,['Western Asia'],"[39178020, 66578365, 69496521, 67477923, 60529785, 51765794, 67358432, 46773830, 35271595, 15002805]"
41609569,e-k,2012-2016,21st century,Low,Unknown,['Australia and New Zealand'],"[56308694, 47442373, 43094068, 563570, 44054818, 12013723, 63983767, 35715485, 15477253, 43143035]"
40189494,a-d,2012-2016,21st century,Low,Unknown,['Southern Asia'],"[40200143, 40075224, 40182332, 43311230, 67465251, 66087255, 9375983, 66437032, 51451456, 41549591]"
39531468,l-r,2012-2016,Unknown,Low,Unknown,['Northern America'],"[3570792, 34670762, 24331388, 64643939, 18210026, 61740128, 60489675, 14313983, 17467529, 2819486]"
36723831,e-k,2012-2016,Unknown,Medium-Low,Unknown,['South America'],"[52465146, 2164069, 1642099, 24146424, 1173608, 1845116, 14897449, 59977594, 27435579, 23833178]"
42361931,e-k,2012-2016,Pre-1900s,Low,Man,['None'],"[996090, 9128041, 1226125, 25874129, 2733947, 33263005, 725602, 45410878, 35586733, 24268343]"
37131963,e-k,2012-2016,20th century,Medium-Low,Man,['Southern Europe'],"[56601230, 20319566, 4589792, 23663227, 60465226, 2036529, 8760528, 55974407, 26864996, 68423014]"
49544852,e-k,2012-2016,Unknown,Low,Unknown,['None'],"[47326477, 49544763, 49544737, 49544862, 49544884, 26601449, 37088409, 43724699, 50107561, 47219510]"
42882989,s-,2012-2016,Unknown,Low,Unknown,['None'],"[42819454, 42759544, 42750911, 42759558, 42819415, 42768657, 42808954, 42750884, 42819474, 42848128]"
35944940,l-r,2012-2016,Unknown,Medium-High,Unknown,['None'],"[42808954, 1530278, 42819419, 1569465, 66160997, 65839621, 42819454, 42808951, 66084721, 42759537]"
48927148,l-r,2012-2016,Pre-1900s,Medium-Low,Unknown,['None'],"[49338753, 1220202, 9628090, 1290080, 33244924, 61438712, 53997451, 52200282, 41012271, 2072697]"
50660806,e-k,2012-2016,Pre-1900s,Medium-Low,Unknown,['Northern Europe'],"[1014389, 31664422, 5612319, 1037501, 11205742, 24275235, 64195588, 5882014, 1473762, 46918611]"
43156336,s-,2012-2016,20th century,Medium-Low,Unknown,['None'],"[1633844, 64195588, 2855029, 4586941, 55694051, 23970386, 68641354, 12111993, 18268104, 338149]"
49709450,s-,2012-2016,Unknown,Medium-High,Unknown,['None'],"[32661022, 47017997, 46957769, 35844245, 32663052, 32662160, 3590563, 1716205, 34762066, 47017922]"
47132134,s-,2012-2016,Pre-1900s,Low,Unknown,['Northern America'],"[47148197, 1615909, 43460256, 44287689, 33608013, 1541356, 1615924, 42511939, 19380814, 41801956]"
41580224,a-d,2012-2016,Unknown,Medium-Low,Unknown,['None'],"[11044785, 11046160, 38524924, 10842687, 38676216, 30339342, 20883037, 53731343, 37815453, 23047237]"
34305685,e-k,2012-2016,Unknown,Medium-High,Unknown,['None'],"[24963343, 26184809, 7477483, 8463682, 2985484, 63242531, 15787712, 2128321, 4170115, 63242857]"
38988819,a-d,2012-2016,Pre-1900s,Medium-High,Unknown,['Eastern Asia'],"[9482870, 19239173, 19230085, 62263697, 7269103, 19383035, 7268818, 5940326, 1263371, 53714822]"
37602440,a-d,2012-2016,21st century,Medium-Low,Unknown,['Northern America'],"[26215460, 41171608, 61862013, 5345070, 21675886, 47496073, 52273144, 17763036, 41975762, 22777405]"
51556214,s-,2012-2016,21st century,Low,Unknown,['None'],"[51556670, 66515068, 67866114, 65832111, 66528957, 65882480, 66465125, 66529808, 67856238, 68641354]"
39482660,a-d,2012-2016,Pre-1900s,Medium-Low,Man,['None'],"[20145, 43073087, 262552, 5985621, 3706005, 19818339, 17103923, 26813708, 5415725, 1194593]"
44301313,l-r,2012-2016,21st century,Medium-Low,Unknown,['Western Europe'],"[54218839, 5264253, 1396617, 66259305, 154355, 25260367, 5669523, 66307330, 11220974, 3245391]"
