docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
364546,s-,2001-2006,Pre-1900s,Medium-High,Unknown,['Northern Europe'],"[35463812, 29728617, 61137792, 11033675, 16845722, 52328736, 27025826, 35244798, 22269413, 27705003]"
356194,s-,2001-2006,Pre-1900s,Medium-Low,Unknown,['Eastern Asia'],"[4460747, 7046160, 2277398, 366799, 3719406, 3729192, 2062412, 4411137, 1186864, 356347]"
4562115,l-r,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America'],"[4562179, 38901830, 7104490, 4542128, 4542168, 4556369, 4556400, 4562192, 4542120, 4542123]"
148789,e-k,2001-2006,Pre-1900s,High,Man,['None'],"[549267, 549180, 13051514, 549509, 13275391, 147751, 548689, 3721557, 262552, 2497226]"
763654,e-k,2001-2006,20th century,Low,Man,['None'],"[29336574, 28882922, 28801329, 28363006, 28801752, 28777990, 29333801, 28365513, 28364186, 28005236]"
185966,a-d,2001-2006,Unknown,High,Unknown,['None'],"[22194312, 406017, 50295047, 2720098, 55840009, 2369755, 28514827, 3243480, 7168086, 8882773]"
3329154,a-d,2001-2006,Pre-1900s,High,Unknown,['Western Asia'],"[52212013, 8516626, 57440219, 63852189, 64219104, 46265552, 2412026, 222657, 60450565, 21825716]"
6170724,e-k,2001-2006,21st century,Low,Unknown,['Southern Asia'],"[6169969, 3734919, 6126544, 6928096, 6394996, 66946227, 7260754, 10954485, 20264344, 64791723]"
8219779,s-,2001-2006,Pre-1900s,Low,Man,['Eastern Asia'],"[8233617, 12843325, 58538272, 6724834, 33722705, 3579298, 16218723, 39335770, 15864444, 69111915]"
7579839,l-r,2001-2006,Pre-1900s,Low,Man,['None'],"[7093439, 65981170, 6066967, 5685051, 727508, 820904, 19700102, 1766992, 5319574, 26825816]"
2147120,e-k,2001-2006,20th century,Medium-Low,Man,['Western Europe'],"[27311282, 68443107, 28305241, 26788740, 26842674, 26839764, 22235228, 53029932, 26830665, 22751114]"
6196328,a-d,2001-2006,20th century,Low,Unknown,['Eastern Asia'],"[8556130, 1586900, 14688646, 6956731, 17147738, 8556187, 14838474, 14511601, 10677847, 10685091]"
8068836,l-r,2001-2006,20th century,Low,Unknown,['Western Asia'],"[2368771, 54774514, 26723520, 2815601, 54566151, 54768125, 44770133, 510897, 8036562, 24344443]"
392210,e-k,2001-2006,20th century,Medium-High,Unknown,['None'],"[55693185, 9266463, 48458358, 48541224, 49450005, 47445697, 465243, 55716179, 48134693, 7437416]"
8600611,l-r,2001-2006,20th century,Medium-Low,Unknown,['Northern America'],"[63480652, 6966591, 22743136, 40749786, 21804761, 19067213, 5992678, 1980107, 15045368, 47008822]"
2611519,a-d,2001-2006,20th century,High,Woman,['Caribbean'],"[64489534, 4536779, 65025718, 3367685, 64410092, 61350974, 36826514, 13598815, 68340645, 1659608]"
2853185,l-r,2001-2006,20th century,High,Unknown,['None'],"[45185836, 3556776, 3466509, 12849736, 4108725, 5822709, 26103965, 6539389, 2558500, 23888205]"
4572296,l-r,2001-2006,21st century,Medium-Low,Unknown,['None'],"[52796618, 50429784, 13416314, 36965495, 10420452, 44675046, 52756519, 6168969, 25720869, 12783340]"
291026,l-r,2001-2006,21st century,High,Unknown,['None'],"[27228374, 9101671, 27978890, 26293522, 33648429, 59830186, 56624423, 61243940, 31720197, 66764606]"
6772438,e-k,2001-2006,21st century,Medium-Low,Unknown,['None'],"[56348803, 16091177, 61881473, 56224244, 22494189, 61887770, 61891166, 61800572, 57179354, 13405340]"
881245,l-r,2001-2006,21st century,Low,Unknown,['None'],"[11594420, 406782, 11794363, 1145971, 12275316, 11839597, 11905460, 909500, 11838714, 2069739]"
2091364,s-,2001-2006,21st century,Medium-Low,Man,['Southern Asia'],"[49544816, 51053821, 54786910, 54796134, 54816591, 54909283, 53734150, 25991392, 4958535, 69476493]"
5306673,a-d,2001-2006,21st century,Medium-High,Unknown,['Western Asia'],"[41726523, 59600261, 10953440, 5216036, 12868542, 11396846, 46458738, 27394427, 12609840, 60446510]"
1711140,l-r,2001-2006,21st century,Medium-High,Unknown,['Northern America'],"[8846262, 5594479, 59518268, 10941476, 1708251, 3858769, 30857860, 11065600, 9379846, 34356243]"
1980918,a-d,2001-2006,21st century,Medium-Low,Unknown,['Northern Europe'],"[21862614, 40878201, 46331807, 45441687, 48679224, 65935294, 66087066, 22885978, 17425838, 56864732]"
3299482,e-k,2001-2006,21st century,Medium-High,Unknown,"['Eastern Asia', 'Northern America']","[44404723, 40032800, 2006133, 43266598, 497108, 6179576, 2430215, 26343754, 43427427, 69090451]"
765581,s-,2001-2006,21st century,Medium-High,Unknown,['None'],"[1015515, 678729, 15235024, 1025751, 34754692, 7584604, 1025752, 1025744, 765602, 765559]"
3373496,a-d,2001-2006,21st century,Low,Unknown,['Australia and New Zealand'],"[33479050, 5610034, 56355722, 24958186, 59798016, 5584410, 2943478, 59015601, 52069375, 16942402]"
57577276,a-d,2017-2022,Unknown,Low,Unknown,['None'],"[49509806, 13684135, 603793, 13671679, 62857583, 12155636, 13437267, 22833612, 1220601, 25345421]"
36446483,e-k,2007-2011,Unknown,Low,Unknown,['Western Europe'],"[26087073, 29239543, 29222844, 29223687, 25833582, 25864495, 25846761, 25923724, 26093449, 26929730]"
17527393,a-d,2007-2011,20th century,Low,Unknown,['Northern America'],"[73417, 17620923, 17460495, 17625037, 20568589, 17618174, 25933888, 48424460, 3907749, 3907724]"
15175449,a-d,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"[8542404, 62927609, 24209427, 14349766, 54146840, 49424598, 40895675, 62915416, 8470982, 31691995]"
10780499,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern America'],"[11882073, 12165037, 12165523, 11730643, 11717313, 11667651, 11960623, 11959610, 12224572, 11040433]"
21613101,l-r,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"[21641299, 21511104, 37158149, 6908407, 7837104, 17392267, 21641524, 67009349, 28097548, 15946329]"
25240261,a-d,2007-2011,Unknown,Medium-High,Unknown,['None'],"[33564802, 51396743, 44200560, 44200973, 8006942, 39127496, 60170397, 21532355, 44200765, 38360714]"
27047379,e-k,2007-2011,20th century,Medium-High,Man,['Eastern Asia'],"[35624580, 14342692, 2112479, 26267198, 7479885, 28337343, 14102166, 3047219, 41449235, 15302218]"
25800982,a-d,2007-2011,Unknown,Low,Unknown,['None'],"[27248417, 27249168, 26858135, 27248831, 26858245, 27249659, 27248269, 26859371, 27249731, 25800788]"
31083241,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None'],"[19025500, 9463365, 51054447, 62273, 3704102, 20407790, 11203375, 9815893, 337660, 1500026]"
9342307,a-d,2007-2011,21st century,Low,Unknown,['Northern America'],"[50818980, 12999649, 58471145, 44528514, 8868614, 38332940, 50477816, 20426704, 11459922, 31505444]"
22654426,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Northern Europe'],"[8284709, 21283969, 12458175, 21552732, 6571940, 5978781, 6166585, 5476060, 23551264, 191754]"
11827089,s-,2007-2011,Pre-1900s,Medium-Low,Unknown,['None'],"[7413878, 61597550, 30724228, 27077234, 61936629, 1530903, 55779313, 3169767, 29284411, 68670226]"
18130020,e-k,2007-2011,20th century,Low,Man,['Eastern Asia'],"[17932133, 17863451, 17933317, 47575240, 17898950, 17901382, 17933560, 17900403, 17865474, 17967702]"
25389632,s-,2007-2011,Unknown,Low,Unknown,['None'],"[25181402, 822180, 16565886, 24946207, 25258712, 24947772, 25193552, 25899134, 25193529, 25215699]"
8706744,e-k,2007-2011,21st century,Low,Unknown,['None'],"[18979882, 30113198, 8740700, 31760357, 37193135, 8750198, 61270218, 8866978, 10370770, 23018226]"
16893086,e-k,2007-2011,Pre-1900s,Low,Man,['Northern America'],"[34085385, 11680044, 7603785, 5735248, 8826027, 5825057, 1132973, 8451873, 16869068, 40137529]"
28883999,s-,2007-2011,20th century,Low,Man,['None'],"[29336574, 28777246, 28952678, 28959069, 28882922, 28958266, 28946667, 28716647, 28956592, 28789271]"
9990365,e-k,2007-2011,20th century,Medium-Low,Man,['Eastern Asia'],"[28079740, 13569092, 48417288, 13521607, 60146016, 53501268, 47046614, 55503920, 55536943, 55513234]"
12345604,l-r,2007-2011,Unknown,Medium-High,Unknown,['None'],"[12849736, 6539389, 2195227, 2194623, 13032716, 2195304, 1619483, 1180678, 59915192, 30982150]"
9465748,e-k,2007-2011,Pre-1900s,Medium-Low,Man,['Western Europe'],"[9465720, 9465670, 1921272, 1921337, 2098722, 1887547, 1887830, 2218361, 1887984, 1933519]"
13558050,s-,2007-2011,Unknown,High,Unknown,['None'],"[13557752, 35943086, 10916047, 27418944, 35322652, 6756752, 13777190, 64169592, 40546176, 46455600]"
20194358,s-,2007-2011,Pre-1900s,Low,Man,['None'],"[16896885, 5745253, 45287283, 29322917, 23441649, 9104519, 45277848, 29502548, 52731011, 45287031]"
9648387,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None'],"[5743380, 14444984, 11731494, 8272348, 8272355, 3338025, 14445004, 8272334, 31542869, 484672]"
19660913,s-,2007-2011,20th century,Medium-High,Man,['None'],"[49906621, 22712492, 5731062, 30133094, 38754258, 53226053, 47129253, 20588474, 63304383, 18084814]"
27888863,s-,2007-2011,Unknown,Medium-Low,Unknown,['None'],"[27597112, 67893106, 35679928, 3723547, 35680852, 3723575, 50582214, 53296324, 53254672, 703276]"
26343754,s-,2007-2011,21st century,Low,Unknown,['Northern America'],"[26151946, 18201067, 55547370, 922791, 900542, 20668277, 59892031, 29226633, 62143726, 9161275]"
30643724,l-r,2007-2011,20th century,Low,Unknown,['None'],"[30659694, 30658641, 26307669, 30706279, 27172816, 4446709, 7892297, 30577229, 7919893, 30613983]"
8745619,a-d,2007-2011,21st century,Medium-Low,Unknown,['Eastern Europe'],"[10944408, 13709567, 10480778, 10348084, 10348957, 8738012, 32380222, 8330433, 21515418, 8100669]"
11199039,l-r,2007-2011,Pre-1900s,Medium-Low,Man,['None'],"[58335509, 22344744, 1194445, 27283356, 43865474, 879421, 16752093, 545585, 26206145, 25851481]"
33340388,l-r,2007-2011,21st century,Low,Unknown,['Northern America'],"[14327095, 14326512, 41699825, 1980107, 767907, 21804761, 15045368, 5160464, 66982611, 65707428]"
20621561,a-d,2007-2011,20th century,High,Man,['None'],"[34671520, 1131698, 42579564, 2288647, 46872492, 10140267, 35049295, 47522806, 29790491, 7714405]"
12407294,l-r,2007-2011,Unknown,High,Unknown,['None'],"[40083994, 34217462, 34232560, 20743794, 11178489, 20075853, 20994764, 40503488, 68894894, 25752697]"
24783091,s-,2007-2011,20th century,Medium-Low,Unknown,['None'],"[42119975, 1442887, 15781636, 67887930, 43255906, 4630115, 58334631, 21328812, 69527414, 55388331]"
11625579,l-r,2007-2011,20th century,Medium-Low,Unknown,['None'],"[19070308, 67591350, 4470029, 14196202, 11527293, 694541, 14358383, 27750227, 4102520, 63202765]"
20098361,e-k,2007-2011,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"[62625730, 3829000, 1355846, 33870414, 5324687, 8437663, 4543638, 5053338, 48659614, 615382]"
22438300,l-r,2007-2011,Pre-1900s,Low,Unknown,['Northern Europe'],"[5505969, 16849963, 18125407, 18408743, 9547313, 6787269, 24265102, 620191, 32738753, 18189350]"
17838402,s-,2007-2011,Unknown,Medium-High,Unknown,['Northern America'],"[17906796, 2608592, 26016805, 2661899, 14827553, 11234038, 22316652, 12836430, 62419906, 49355779]"
9798472,a-d,2007-2011,Pre-1900s,Medium-Low,Man,['None'],"[27063485, 13669453, 12069332, 6399318, 11883158, 25901249, 8002522, 1166839, 51698231, 4710331]"
29372145,a-d,2007-2011,Pre-1900s,Medium-High,Unknown,['None'],"[38295408, 38295031, 18643727, 40019330, 39332486, 9015769, 67255100, 40493821, 58562205, 35347500]"
24278209,e-k,2007-2011,Unknown,Medium-High,Unknown,['South-eastern Asia'],"[65933510, 24230142, 67908612, 68566614, 68566581, 65879783, 67908631, 10657513, 67908643, 26796561]"
30683150,l-r,2007-2011,Pre-1900s,Medium-High,Woman,['Southern Europe'],"[38297367, 30610292, 23628497, 38008460, 38297405, 4894860, 4370655, 28199833, 61439021, 24436052]"
27936150,s-,2007-2011,21st century,Medium-High,Unknown,['None'],"[18649797, 48456536, 19694188, 43310410, 19694101, 60425185, 3529537, 1658554, 66301584, 68567738]"
22789996,s-,2007-2011,Pre-1900s,Medium-High,Unknown,['Northern Europe'],"[22269413, 22670028, 52729211, 11715374, 35740079, 4516357, 32828795, 17534438, 35714879, 10852424]"
8924609,e-k,2007-2011,21st century,Medium-High,Unknown,['Western Europe'],"[18374315, 8395256, 4489731, 42892462, 60040449, 23594994, 38281548, 36973177, 14747956, 5693818]"
19368465,l-r,2007-2011,20th century,Medium-High,Unknown,['Northern Europe'],"[2581875, 59069789, 1980918, 15358000, 46318051, 59382928, 65935294, 53525622, 66087066, 6575817]"
15085780,a-d,2007-2011,20th century,Medium-High,Unknown,['None'],"[47763763, 31977682, 50552685, 38754562, 41682739, 47735977, 13046624, 39342251, 26600824, 60065512]"
23397764,s-,2007-2011,21st century,Medium-Low,Unknown,['None'],"[51227137, 37474531, 54139985, 16730395, 56063373, 4590645, 4420958, 44370512, 4067152, 2283302]"
9140389,e-k,2007-2011,20th century,High,Unknown,['None'],"[41422841, 643352, 41079559, 17007190, 7934335, 42338502, 30184222, 43247711, 8179265, 11562452]"
12847755,s-,2007-2011,21st century,High,Unknown,['Northern Europe'],"[52613724, 66492942, 1359392, 48855420, 5362492, 47655244, 44449732, 55664629, 54077384, 20828670]"
21327500,a-d,2007-2011,Unknown,High,Unknown,['None'],"[54022, 5315761, 2312402, 38297235, 11076120, 1702304, 11190132, 19998422, 52639514, 3155514]"
19044957,s-,2007-2011,20th century,High,Unknown,['None'],"[24716301, 19047520, 24716442, 18163366, 18173594, 15722016, 24421001, 18173257, 520405, 49719399]"
25135768,e-k,2007-2011,21st century,Medium-Low,Unknown,['Northern America'],"[33481579, 11709201, 11710263, 39765446, 11709007, 60350349, 55562350, 57037671, 23449668, 47033704]"
17995544,e-k,2007-2011,Unknown,High,Unknown,"['Eastern Europe', 'Western Asia']","[18012191, 20945448, 17995216, 31617310, 24108585, 5664008, 31618272, 18013839, 3614725, 18013750]"
11466337,a-d,2007-2011,21st century,High,Unknown,['Western Asia'],"[628817, 44641562, 22576113, 607410, 9541638, 7967099, 9362331, 10246437, 1220919, 9313611]"
20086978,l-r,2007-2011,21st century,Medium-Low,Unknown,['Northern America'],"[2573639, 37474531, 13017443, 31481858, 1002570, 67548093, 20165488, 4562604, 1698454, 30713912]"
10473206,a-d,2007-2011,21st century,Medium-High,Unknown,['Western Europe'],"[7363360, 11764146, 2783825, 11743228, 1517365, 19994953, 3211540, 12835845, 8455186, 6542606]"
17897316,l-r,2007-2011,21st century,Medium-High,Unknown,['None'],"[11905460, 3767122, 12209826, 12840745, 37822472, 4413123, 14480104, 405651, 24368840, 20975711]"
11299985,a-d,2007-2011,Pre-1900s,High,Unknown,['None'],"[24420969, 68495076, 63776013, 64636553, 42314552, 44093795, 20936373, 48733455, 52008116, 6078469]"
22443646,l-r,2007-2011,20th century,High,Unknown,['None'],"[28555207, 14365939, 14924312, 42752307, 33020609, 4909829, 42338502, 20975247, 1938455, 3262849]"
13134210,l-r,2007-2011,Pre-1900s,High,Man,['Eastern Europe'],"[4920222, 1094405, 974920, 14495483, 1326335, 8095224, 2854859, 7510747, 23150159, 29293154]"
17366912,e-k,2007-2011,Pre-1900s,High,Man,['None'],"[16050234, 18549985, 16026100, 19338220, 16254511, 19064301, 18983841, 2800778, 18358803, 1660420]"
17857319,s-,2007-2011,Pre-1900s,High,Unknown,['Eastern Europe'],"[35757233, 44385294, 14334947, 41125798, 41503612, 41494720, 14894701, 47091323, 41495802, 10553311]"
41178596,a-d,2012-2016,Pre-1900s,Low,Man,['None'],"[41180783, 41301814, 41105853, 41102940, 41101390, 41305853, 41301369, 40674607, 40959583, 41105861]"
47531837,l-r,2012-2016,20th century,Low,Man,['Australia and New Zealand'],"[61021753, 61300635, 40433549, 41786390, 49247713, 69810827, 41070588, 56308694, 43123308, 49247576]"
25462124,e-k,2007-2011,21st century,High,Unknown,['None'],"[37788706, 37183528, 15607178, 16006657, 61552809, 25871410, 23789573, 36807448, 28833493, 19391791]"
25677017,l-r,2007-2011,21st century,High,Man,['Central America'],"[735955, 38589048, 2440929, 47742240, 2241417, 34245063, 19614073, 39058186, 21364950, 26157802]"
44037469,s-,2012-2016,20th century,Low,Man,['Southern Africa'],"[44038958, 5814822, 64200929, 44688734, 44714082, 5814852, 44765432, 36471112, 44689379, 68642630]"
37898739,s-,2012-2016,Unknown,Medium-Low,Unknown,['None'],"[7926063, 47949095, 7926554, 21794708, 19562336, 31872187, 60025437, 852314, 16963287, 34709051]"
46978810,l-r,2012-2016,Pre-1900s,Low,Man,['None'],"[8462509, 8211630, 8040130, 32320216, 803574, 28387855, 8310076, 6221469, 18924852, 11580544]"
34592233,a-d,2012-2016,20th century,Medium-Low,Unknown,['None'],"[11875446, 69749900, 50079149, 27929125, 11562452, 37126254, 26391241, 68243146, 31315843, 33310824]"
40450218,a-d,2012-2016,Unknown,Low,Unknown,['Northern America'],"[40434066, 40477181, 7337459, 39247516, 39247475, 39247447, 42247156, 39247413, 25876362, 39247226]"
48513880,l-r,2012-2016,21st century,Low,Unknown,['Eastern Asia'],"[21170281, 2606661, 44566735, 36286990, 16295969, 30062422, 28325100, 36928968, 1482869, 26108501]"
37135130,l-r,2012-2016,20th century,Medium-Low,Unknown,['Southern Europe'],"[31866660, 1029652, 24915477, 2662794, 18330337, 60064009, 24301849, 57907390, 8810201, 66475017]"
34245545,l-r,2012-2016,Unknown,High,Unknown,['None'],"[50333131, 47690444, 61422017, 33994744, 43995802, 11473905, 33991155, 33994904, 16689297, 67986553]"
50153114,a-d,2012-2016,20th century,Low,Unknown,['Central America'],"[66153638, 52036086, 33075271, 42632735, 34237318, 47608066, 64754329, 36448255, 36529989, 49451203]"
48722101,e-k,2012-2016,20th century,Low,Unknown,['None'],"[51129924, 49169087, 49544393, 49170840, 49546704, 49002082, 49170204, 49078114, 46419395, 49554499]"
36971010,l-r,2012-2016,Unknown,Medium-Low,Unknown,['Western Asia'],"[35238569, 35271595, 39178020, 9207808, 48228788, 45361604, 52909050, 2636906, 67477923, 34215453]"
41609569,e-k,2012-2016,21st century,Low,Unknown,['Australia and New Zealand'],"[56308694, 47442373, 43123308, 15477253, 49247576, 49247713, 1683613, 44054818, 563570, 56307886]"
40189494,a-d,2012-2016,21st century,Low,Unknown,['Southern Asia'],"[40200143, 40182332, 67465251, 40075224, 22278377, 54753488, 66437032, 50940975, 54399157, 66087255]"
39531468,l-r,2012-2016,Unknown,Low,Unknown,['Northern America'],"[56591588, 67644769, 23699128, 3570792, 52223394, 22686100, 22613467, 45212012, 37156693, 10985273]"
36723831,e-k,2012-2016,Unknown,Medium-Low,Unknown,['South America'],"[37643484, 30143361, 48584469, 25248893, 13426067, 37710859, 10397011, 8422632, 16423148, 8151165]"
42361931,e-k,2012-2016,Pre-1900s,Low,Man,['None'],"[996090, 52126146, 9128041, 255698, 19064258, 33263005, 323267, 4948471, 35432940, 40817067]"
37131963,e-k,2012-2016,20th century,Medium-Low,Man,['Southern Europe'],"[3779873, 24734779, 16735167, 23085135, 24757430, 10290577, 23728294, 55689411, 63255304, 8618890]"
49544852,e-k,2012-2016,Unknown,Low,Unknown,['None'],"[49544737, 49544862, 49544884, 49544671, 49544763, 49544685, 49544778, 36230422, 40701898, 47326477]"
42882989,s-,2012-2016,Unknown,Low,Unknown,['None'],"[42819408, 42819425, 42819454, 42759544, 42819474, 42819415, 42759537, 43013925, 42819442, 42714419]"
35944940,l-r,2012-2016,Unknown,Medium-High,Unknown,['None'],"[42808954, 42808951, 42819474, 12200501, 42243599, 1530278, 42819454, 42819425, 42819415, 3717560]"
48927148,l-r,2012-2016,Pre-1900s,Medium-Low,Unknown,['None'],"[49338753, 1290080, 9628090, 66979203, 53997451, 52200282, 14233242, 55129, 63941768, 44571684]"
50660806,e-k,2012-2016,Pre-1900s,Medium-Low,Unknown,['Northern Europe'],"[43521207, 36619402, 20866719, 44341505, 42343754, 48794612, 21872851, 44628072, 36492333, 44417543]"
43156336,s-,2012-2016,20th century,Medium-Low,Unknown,['None'],"[55059805, 61826016, 55227434, 26395882, 24628734, 37823009, 4926077, 2147946, 32239496, 14368725]"
49709450,s-,2012-2016,Unknown,Medium-High,Unknown,['None'],"[62030386, 27140864, 14065570, 13538400, 233890, 66409462, 1716337, 40155315, 51163319, 1716298]"
47132134,s-,2012-2016,Pre-1900s,Low,Unknown,['Northern America'],"[47148197, 53830831, 42511939, 47219752, 40580139, 35901554, 33181094, 14417677, 7599532, 53837130]"
41580224,a-d,2012-2016,Unknown,Medium-Low,Unknown,['None'],"[53731343, 38676216, 9515509, 10842687, 38802737, 37815453, 37815310, 160492, 38524924, 11044785]"
34305685,e-k,2012-2016,Unknown,Medium-High,Unknown,['None'],"[26184809, 24963343, 7477483, 8520784, 2985484, 8463682, 10603210, 4384295, 12199720, 10173388]"
38988819,a-d,2012-2016,Pre-1900s,Medium-High,Unknown,['Eastern Asia'],"[66708775, 31175275, 7269103, 38601514, 8644744, 27972194, 19239173, 32728625, 16667885, 13769741]"
37602440,a-d,2012-2016,21st century,Medium-Low,Unknown,['Northern America'],"[47496073, 22777405, 19534400, 9797238, 59027144, 22668436, 46256811, 60093838, 21675886, 41611916]"
51556214,s-,2012-2016,21st century,Low,Unknown,['None'],"[51556670, 53180183, 65873014, 67866114, 61879924, 65882480, 66528957, 65832111, 66529808, 66515068]"
39482660,a-d,2012-2016,Pre-1900s,Medium-Low,Man,['None'],"[20145, 19025820, 23490456, 43073087, 15180516, 19818339, 5059693, 2625994, 1407917, 25723991]"
44301313,l-r,2012-2016,21st century,Medium-Low,Unknown,['Western Europe'],"[54218839, 154355, 46704128, 37921587, 38519622, 3628914, 33055933, 11235454, 3650147, 752323]"
