,Unknown,Pre-1900s,21st century,20th century
100,0.6,0.0,0.1,0.3
101,0.9,0.0,0.0,0.1
102,1.0,0.0,0.0,0.0
103,0.5,0.2,0.0,0.3
104,0.7,0.1,0.1,0.1
105,0.9,0.1,0.0,0.0
106,0.4,0.6,0.0,0.0
107,1.0,0.0,0.0,0.0
108,1.0,0.0,0.0,0.0
109,1.0,0.0,0.0,0.0
110,1.0,0.0,0.0,0.0
111,0.6,0.1,0.0,0.3
112,0.7,0.3,0.0,0.0
113,1.0,0.0,0.0,0.0
114,0.4,0.4,0.0,0.2
115,0.9,0.0,0.0,0.1
116,0.7,0.0,0.1,0.2
117,0.8,0.0,0.0,0.2
118,1.0,0.0,0.0,0.0
119,0.7,0.0,0.1,0.2
120,0.6,0.3,0.0,0.1
121,0.9,0.0,0.1,0.0
122,0.5,0.0,0.1,0.4
123,0.5,0.4,0.0,0.1
124,0.5,0.4,0.1,0.0
125,1.0,0.0,0.0,0.0
126,0.4,0.5,0.0,0.1
127,0.8,0.1,0.0,0.1
128,1.0,0.0,0.0,0.0
129,1.0,0.0,0.0,0.0
130,1.0,0.0,0.0,0.0
131,0.0,0.1,0.0,0.9
132,0.9,0.1,0.0,0.0
133,1.0,0.0,0.0,0.0
134,0.9,0.0,0.0,0.1
135,1.0,0.0,0.0,0.0
136,0.5,0.1,0.4,0.0
137,0.7,0.1,0.1,0.1
138,0.9,0.1,0.0,0.0
139,0.7,0.2,0.0,0.1
140,0.4,0.1,0.0,0.5
141,0.7,0.0,0.1,0.2
142,0.3,0.6,0.0,0.1
143,0.1,0.9,0.0,0.0
144,0.8,0.1,0.0,0.1
145,0.0,0.6,0.0,0.4
146,1.0,0.0,0.0,0.0
147,1.0,0.0,0.0,0.0
148,1.0,0.0,0.0,0.0
149,1.0,0.0,0.0,0.0
150,0.9,0.0,0.0,0.1
151,0.9,0.0,0.0,0.1
152,1.0,0.0,0.0,0.0
153,0.3,0.5,0.0,0.2
154,0.7,0.0,0.2,0.1
155,0.5,0.2,0.3,0.0
156,0.4,0.0,0.2,0.4
157,1.0,0.0,0.0,0.0
158,0.9,0.0,0.1,0.0
