,Pre-1900s,20th century,Unknown,21st century
64,0.0,0.999999995,7.9999999599999985,0.0
65,0.0,0.0,1.99999999,0.0
66,0.0,0.999999995,0.0,0.0
67,0.3333333327777777,0.0,2.9999999949999996,0.0
68,0.0,0.0,3.4999999999999996,0.1666666672222221
69,1.999999993333333,2.6666666577777773,1.999999993333333,0.0
70,0.0,0.0,0.0,0.0
71,1.99999999,4.999999975,0.0,0.999999995
72,0.999999995,0.0,0.0,0.0
73,1.99999999,0.0,6.999999964999999,0.0
74,0.4999999962500001,0.0,2.9999999775000004,0.0
75,0.0,0.0888888887506172,0.26666666625185165,0.0888888887506172
76,0.0,0.0,0.0,0.0
77,1.99999999,0.0,0.0,0.0
78,0.999999995,0.999999995,4.999999975,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,3.0080808117276177,0.0
81,0.0,0.0,9.999999949999998,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,2.999999985,0.0,5.999999969999999,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,5.999999969999999,0.0
87,0.0,0.0,6.0999999653125005,0.4999999953125
88,0.4999999987499999,0.0,4.499999988749999,0.0
89,0.0,0.0,6.794871795964824,0.0
90,0.0,0.0,0.3999999952,0.0
91,0.0,0.4999999987499999,3.999999989999999,0.4999999987499999
92,4.999999975,0.999999995,2.999999985,0.0
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,2.3333333183333336,0.0,0.0,0.0
98,0.0,0.0,3.8306613226836013,0.0
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,0.0,0.999999995,7.9999999599999985,0.0
102,0.0,0.0,2.6904761855782313,0.0
103,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.3999999952,0.0,1.7999999854,0.0
107,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0
109,0.0,0.0,2.9666666649416675,0.0
110,0.0,0.0,4.999999982142857,0.0
111,0.4999999987499999,0.4999999987499999,2.9999999924999994,0.0
112,2.999999985,0.0,6.999999964999999,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,0.0,0.0,9.999999949999998,0.0
119,0.0,0.999999995,4.999999975,0.999999995
120,1.7999999945999998,0.5999999981999999,3.5999999891999996,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,3.99999998,0.999999995,3.99999998,0.0
124,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0
127,0.6666666644444443,0.0,4.666666651111111,0.0
128,0.0,0.0,0.999999995,0.0
129,0.0,0.0,0.3137254902998837,0.0
130,0.0,0.0,0.9999999900000002,0.0
131,0.6666666622222223,5.333333297777778,0.0,0.0
132,0.6666666616666668,0.0,5.428571384183675,0.0
133,0.0,0.0,0.0,0.0
134,0.0,0.8571428522448981,5.831168789778209,0.0
135,0.0,0.0,5.467032917223766,0.0
136,0.999999995,0.0,4.999999975,3.99999998
137,0.0,0.0,0.0,0.0
138,0.0,0.0,1.99999999,0.0
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0
147,0.0,0.0,6.999999964999999,0.0
148,0.0,0.0,7.999999953333333,0.0
149,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.7500000028125,0.500000001875,0.500000001875,0.0
154,0.0,0.8571428522448981,6.999999964999999,1.99999999
155,1.3999999902,0.0,2.5333333089333334,1.3999999902
156,0.0,3.99999998,3.99999998,1.99999999
157,0.0,0.0,6.199999993424999,0.0
158,0.0,0.0,0.0,0.0
