,Medium-High,Low,High,Medium-Low
72,0.0,1.0,0.0,0.0
73,0.0,0.9,0.0,0.1
74,0.0,0.6,0.0,0.4
75,0.1,0.4,0.3,0.2
76,0.1,0.5,0.0,0.4
77,0.0,0.9,0.1,0.0
78,0.0,0.7,0.0,0.3
79,0.0,1.0,0.0,0.0
80,0.3,0.1,0.3,0.3
81,0.0,1.0,0.0,0.0
82,0.0,1.0,0.0,0.0
83,0.0,0.7,0.0,0.3
84,0.0,0.4,0.0,0.6
85,0.3,0.5,0.0,0.2
86,0.0,1.0,0.0,0.0
87,0.6,0.0,0.3,0.1
88,0.0,0.7,0.0,0.3
89,0.0,0.7,0.0,0.3
90,0.0,0.7,0.0,0.3
91,0.0,1.0,0.0,0.0
92,0.0,0.6,0.0,0.4
93,0.0,0.9,0.0,0.1
94,0.0,1.0,0.0,0.0
95,0.3,0.3,0.0,0.4
96,0.0,0.9,0.0,0.1
97,0.1,0.5,0.0,0.4
98,0.2,0.0,0.7,0.1
99,0.0,1.0,0.0,0.0
100,0.0,0.9,0.0,0.1
101,0.0,1.0,0.0,0.0
102,0.4,0.0,0.4,0.2
103,0.0,1.0,0.0,0.0
104,0.0,1.0,0.0,0.0
105,0.0,1.0,0.0,0.0
106,0.3,0.3,0.1,0.3
107,0.2,0.6,0.0,0.2
108,0.0,0.9,0.0,0.1
109,0.0,1.0,0.0,0.0
110,0.0,1.0,0.0,0.0
111,0.2,0.2,0.1,0.5
112,0.0,0.8,0.0,0.2
113,0.0,0.8,0.0,0.2
114,0.1,0.5,0.0,0.4
115,0.2,0.5,0.0,0.3
116,0.0,0.6,0.0,0.4
117,0.1,0.7,0.0,0.2
118,0.0,1.0,0.0,0.0
119,0.2,0.5,0.0,0.3
120,0.0,0.7,0.1,0.2
121,0.3,0.4,0.0,0.3
122,0.0,0.6,0.0,0.4
123,0.1,0.4,0.1,0.4
124,0.0,0.3,0.1,0.6
125,0.2,0.3,0.1,0.4
126,0.0,0.8,0.0,0.2
127,0.1,0.9,0.0,0.0
128,0.1,0.7,0.0,0.2
129,0.1,0.2,0.1,0.6
130,0.1,0.5,0.0,0.4
131,0.0,1.0,0.0,0.0
132,0.3,0.7,0.0,0.0
133,0.0,0.8,0.0,0.2
134,0.0,0.7,0.0,0.3
135,0.5,0.1,0.3,0.1
136,0.0,0.8,0.0,0.2
137,0.0,1.0,0.0,0.0
138,0.0,0.9,0.0,0.1
139,0.0,0.9,0.0,0.1
140,0.1,0.5,0.0,0.4
141,0.0,0.5,0.0,0.5
142,0.0,1.0,0.0,0.0
143,0.0,1.0,0.0,0.0
144,0.1,0.8,0.0,0.1
145,0.1,0.6,0.0,0.3
146,0.0,1.0,0.0,0.0
147,0.0,0.8,0.0,0.2
148,0.0,0.9,0.0,0.1
149,0.0,1.0,0.0,0.0
150,0.0,1.0,0.0,0.0
151,0.3,0.4,0.1,0.2
152,0.0,1.0,0.0,0.0
153,0.3,0.3,0.1,0.3
154,0.2,0.5,0.0,0.3
155,0.0,1.0,0.0,0.0
156,0.0,0.9,0.0,0.1
157,0.0,0.7,0.0,0.3
158,0.2,0.8,0.0,0.0
