,a-d,l-r,s-,e-k
59,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0
63,0.6363636363223141,2.5454545452892563,1.2727272726446281,1.2727272726446281
64,1.99999999,1.99999999,1.99999999,1.99999999
65,0.999999995,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0
67,0.6666666655555554,0.9999999983333332,1.3333333311111109,0.3333333327777777
68,0.9999999999999998,0.666666667222222,0.9999999999999998,0.8333333344444441
69,1.3333333288888887,0.6666666644444443,2.6666666577777773,1.999999993333333
70,0.0,0.0,0.7999999904,0.0
71,0.999999995,0.999999995,4.999999975,1.99999999
72,0.0,0.0,0.0,1.99999999
73,2.999999985,0.999999995,2.999999985,0.0
74,1.9999999875000003,1.9999999850000003,0.0,0.4999999962500001
75,0.48888888835061706,0.0888888887506172,0.0888888887506172,0.3777777773012343
76,0.0,0.0,0.0,0.0
77,0.0,0.999999995,0.0,0.0
78,2.999999985,0.999999995,5.666666637222223,0.0
79,0.0,0.0,0.0,0.0
80,0.3232323235424955,1.1919191940151406,0.0,0.9696969706274865
81,3.99999998,1.99999999,3.99999998,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,1.99999999,2.999999985,1.99999999,1.99999999
85,0.0,0.0,0.0,0.0
86,1.99999999,1.99999999,0.0,1.99999999
87,0.0,7.833333293472222,0.0,0.4999999953125
88,3.4999999912499993,0.4999999987499999,0.4999999987499999,0.4999999987499999
89,0.6794871795964824,1.3589743591929648,2.038461538789447,2.7179487183859297
90,0.0,0.0,0.0,0.0
91,0.4999999987499999,2.4999999937499995,1.4999999962499997,0.4999999987499999
92,1.99999999,1.99999999,2.999999985,1.99999999
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,1.99999999,0.0,0.999999995
98,0.1462365584604926,2.6050468858171962,0.374807986933962,0.374807986933962
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,2.999999985,1.99999999,0.6666666622222223,3.6666666472222222
102,0.0,2.833333328333333,0.3333333327777777,0.0
103,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.0,0.7999999904,0.3999999952,0.3999999952
107,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0
109,2.966666665191667,0.8333333327083334,0.5666666662416667,0.0
110,0.0,0.7142857117346939,0.0,3.5714285586734693
111,0.0,0.9999999974999998,1.4999999962499997,1.4999999962499997
112,1.99999999,3.99999998,2.999999985,0.999999995
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,0.999999995,8.999999954999998,0.0,0.0
119,2.999999985,0.2857142832653061,0.999999995,3.99999998
120,1.1999999963999999,0.5999999981999999,2.3999999927999998,1.7999999945999998
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,1.99999999,3.99999998,1.99999999,0.999999995
124,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0
127,0.6666666644444443,0.6666666644444443,0.6666666644444443,3.333333322222222
128,0.999999995,0.999999995,0.0,0.999999995
129,0.0522875817166473,0.2091503268665892,0.0522875817166473,0.0522875817166473
130,0.4999999950000001,0.0,0.0,0.0
131,0.6666666622222223,0.6666666622222223,2.399999981866667,1.999999986666667
132,0.0,1.8095237947278915,2.3809523612585037,1.2380952281972792
133,0.0,0.0,0.0,0.0
134,0.0,0.999999995,2.0389610250961376,4.571428544489796
135,0.3999999952,2.8948717657013807,0.3999999952,0.3999999952
136,3.99999998,4.999999975,0.0,0.999999995
137,0.0,0.0,0.0,0.0
138,0.999999995,1.99999999,1.99999999,0.999999995
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0
147,0.0,4.999999975,0.999999995,0.999999995
148,4.333333309444445,1.999999986666667,0.0,1.0666666574222223
149,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.7500000028125,0.2500000009375,0.2500000009375,1.00000000375
154,2.999999985,0.999999995,3.99999998,1.857142847244898
155,1.7999999854,0.3999999952,1.3999999902,1.3999999902
156,1.99999999,0.999999995,2.999999985,3.99999998
157,2.3999999976,1.5999999984,0.0,3.1999999968
158,0.0,0.0,0.0,0.0
