,Low,Medium-High,High,Medium-Low
124,1.0,0.0,0.0,1.0
125,0.0,0.0,0.0,1.0
126,1.0,0.0,0.0,1.0
127,2.0,0.0,0.0,0.0
128,7.0,0.0,0.0,1.0
129,2.0,1.0,0.0,5.0
130,6.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0
132,1.0,2.0,0.0,1.0
133,3.0,0.0,0.0,0.0
134,1.0,1.0,1.0,0.0
135,0.0,0.0,3.0,0.0
136,4.0,0.0,0.0,1.0
137,7.0,0.0,0.0,0.0
138,4.0,0.0,0.0,1.0
139,1.0,1.0,0.0,1.0
140,1.0,0.0,0.0,1.0
141,2.0,1.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,4.0,1.0,0.0,0.0
145,5.0,0.0,0.0,1.0
146,7.0,0.0,0.0,0.0
147,7.0,0.0,0.0,1.0
148,5.0,0.0,0.0,0.0
149,10.0,0.0,0.0,0.0
150,2.0,0.0,0.0,0.0
151,2.0,2.0,0.0,0.0
152,3.0,0.0,0.0,0.0
153,0.0,0.0,1.0,1.0
154,1.0,1.0,0.0,0.0
155,1.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0
157,1.0,0.0,0.0,1.0
158,0.0,0.0,0.0,0.0
