,Unknown,Pre-1900s,21st century,20th century
83,0.7,0.3,0.0,0.0
84,0.8,0.2,0.0,0.0
85,0.9,0.0,0.0,0.1
86,1.0,0.0,0.0,0.0
87,1.0,0.0,0.0,0.0
88,1.0,0.0,0.0,0.0
89,1.0,0.0,0.0,0.0
90,0.7,0.3,0.0,0.0
91,0.8,0.0,0.2,0.0
92,0.7,0.3,0.0,0.0
93,0.5,0.0,0.2,0.3
94,1.0,0.0,0.0,0.0
95,0.9,0.1,0.0,0.0
96,1.0,0.0,0.0,0.0
97,0.5,0.5,0.0,0.0
98,1.0,0.0,0.0,0.0
99,1.0,0.0,0.0,0.0
100,0.5,0.0,0.2,0.3
101,1.0,0.0,0.0,0.0
102,0.9,0.0,0.0,0.1
103,0.3,0.4,0.0,0.3
104,0.5,0.1,0.4,0.0
105,0.2,0.6,0.0,0.2
106,0.4,0.4,0.0,0.2
107,1.0,0.0,0.0,0.0
108,1.0,0.0,0.0,0.0
109,1.0,0.0,0.0,0.0
110,1.0,0.0,0.0,0.0
111,0.4,0.1,0.0,0.5
112,1.0,0.0,0.0,0.0
113,1.0,0.0,0.0,0.0
114,0.9,0.1,0.0,0.0
115,0.7,0.0,0.2,0.1
116,0.7,0.0,0.0,0.3
117,1.0,0.0,0.0,0.0
118,1.0,0.0,0.0,0.0
119,0.5,0.0,0.0,0.5
120,0.7,0.3,0.0,0.0
121,0.8,0.0,0.2,0.0
122,1.0,0.0,0.0,0.0
123,0.4,0.5,0.0,0.1
124,0.6,0.4,0.0,0.0
125,0.9,0.0,0.1,0.0
126,0.4,0.3,0.0,0.3
127,0.9,0.0,0.0,0.1
128,0.8,0.1,0.0,0.1
129,1.0,0.0,0.0,0.0
130,1.0,0.0,0.0,0.0
131,0.0,0.1,0.0,0.9
132,1.0,0.0,0.0,0.0
133,1.0,0.0,0.0,0.0
134,1.0,0.0,0.0,0.0
135,0.9,0.1,0.0,0.0
136,0.5,0.0,0.5,0.0
137,0.9,0.1,0.0,0.0
138,0.9,0.0,0.0,0.1
139,0.3,0.1,0.0,0.6
140,0.8,0.1,0.0,0.1
141,0.8,0.1,0.1,0.0
142,0.0,0.9,0.0,0.1
143,0.0,1.0,0.0,0.0
144,0.8,0.1,0.0,0.1
145,0.3,0.2,0.0,0.5
146,1.0,0.0,0.0,0.0
147,1.0,0.0,0.0,0.0
148,1.0,0.0,0.0,0.0
149,1.0,0.0,0.0,0.0
150,0.7,0.0,0.0,0.3
151,1.0,0.0,0.0,0.0
152,0.9,0.0,0.0,0.1
153,0.5,0.0,0.0,0.5
154,0.9,0.0,0.0,0.1
155,0.4,0.1,0.5,0.0
156,0.3,0.0,0.1,0.6
157,1.0,0.0,0.0,0.0
158,0.9,0.0,0.0,0.1
