,20th century,21st century,Pre-1900s,Unknown
64,0.4,0.1,0.0,0.5
65,0.1,0.8,0.0,0.1
66,0.2,0.0,0.7,0.1
67,0.0,0.0,0.0,1.0
68,0.1,0.0,0.1,0.8
69,0.0,0.0,0.5,0.5
70,0.4,0.0,0.0,0.6
71,0.1,0.0,0.5,0.4
72,0.0,0.0,0.0,1.0
73,0.1,0.0,0.1,0.8
74,0.0,0.5,0.0,0.5
75,0.8,0.0,0.0,0.2
76,0.4,0.0,0.6,0.0
77,0.1,0.0,0.0,0.9
78,0.1,0.0,0.0,0.9
79,0.1,0.0,0.1,0.8
80,0.2,0.0,0.3,0.5
81,0.0,0.0,0.0,1.0
82,0.5,0.0,0.0,0.5
83,0.4,0.2,0.0,0.4
84,0.6,0.0,0.4,0.0
85,0.1,0.0,0.2,0.7
86,0.2,0.1,0.0,0.7
87,0.3,0.0,0.1,0.6
88,0.4,0.0,0.2,0.4
89,0.2,0.3,0.0,0.5
90,0.1,0.1,0.0,0.8
91,0.6,0.0,0.1,0.3
92,0.5,0.0,0.0,0.5
93,0.6,0.0,0.1,0.3
94,0.2,0.0,0.8,0.0
95,0.2,0.1,0.0,0.7
96,0.6,0.0,0.2,0.2
97,0.5,0.0,0.5,0.0
98,0.4,0.1,0.0,0.5
99,0.2,0.1,0.1,0.6
100,0.0,0.0,0.2,0.8
101,0.1,0.0,0.0,0.9
102,0.3,0.0,0.1,0.6
103,0.0,0.0,0.0,1.0
104,0.2,0.0,0.4,0.4
105,0.3,0.3,0.0,0.4
106,0.5,0.1,0.0,0.4
107,0.7,0.0,0.0,0.3
108,0.5,0.1,0.0,0.4
109,0.2,0.2,0.0,0.6
110,0.0,0.0,0.0,1.0
111,0.0,0.1,0.0,0.9
112,0.0,0.0,0.2,0.8
113,0.0,0.0,0.5,0.5
114,0.1,0.8,0.0,0.1
115,0.3,0.1,0.3,0.3
116,0.3,0.3,0.0,0.4
117,0.2,0.3,0.1,0.4
118,0.6,0.0,0.2,0.2
119,0.2,0.0,0.8,0.0
120,0.7,0.0,0.0,0.3
121,0.5,0.0,0.5,0.0
122,0.3,0.0,0.0,0.7
123,0.2,0.1,0.0,0.7
124,0.2,0.0,0.0,0.8
125,0.0,0.0,0.0,1.0
126,0.4,0.0,0.1,0.5
127,0.0,0.0,0.0,1.0
128,0.0,0.0,0.0,1.0
129,0.4,0.0,0.1,0.5
130,0.1,0.0,0.0,0.9
131,0.4,0.0,0.0,0.6
132,0.2,0.0,0.0,0.8
133,0.0,0.0,0.4,0.6
134,0.3,0.0,0.4,0.3
135,0.5,0.0,0.0,0.5
136,0.5,0.1,0.1,0.3
137,0.0,0.0,0.0,1.0
138,0.2,0.0,0.1,0.7
139,0.1,0.4,0.0,0.5
140,0.1,0.1,0.3,0.5
141,0.0,0.0,0.0,1.0
142,0.0,0.0,0.1,0.9
143,0.1,0.1,0.3,0.5
144,0.1,0.0,0.0,0.9
145,0.2,0.0,0.1,0.7
146,0.0,0.8,0.0,0.2
147,0.3,0.0,0.0,0.7
148,0.3,0.0,0.6,0.1
149,0.6,0.0,0.1,0.3
150,0.1,0.2,0.0,0.7
151,0.0,0.0,0.0,1.0
152,0.2,0.5,0.0,0.3
153,0.3,0.1,0.0,0.6
154,0.6,0.0,0.3,0.1
155,0.0,0.0,0.0,1.0
156,0.0,0.0,0.2,0.8
157,0.4,0.0,0.1,0.5
158,0.1,0.0,0.0,0.9
159,0.3,0.0,0.1,0.6
160,0.5,0.2,0.1,0.2
161,0.4,0.2,0.0,0.4
162,0.0,0.0,0.0,1.0
163,0.1,0.1,0.0,0.8
164,0.1,0.0,0.7,0.2
165,0.3,0.0,0.1,0.6
166,0.0,0.0,0.1,0.9
167,0.2,0.0,0.2,0.6
168,0.1,0.3,0.2,0.4
169,0.1,0.0,0.1,0.8
170,0.1,0.0,0.6,0.3
171,0.2,0.0,0.2,0.6
172,0.3,0.3,0.0,0.4
173,0.0,0.0,0.0,1.0
174,0.0,0.0,0.0,1.0
175,0.0,0.3,0.0,0.7
176,0.1,0.3,0.0,0.6
177,0.1,0.0,0.7,0.2
178,0.0,0.0,0.8,0.2
179,0.2,0.0,0.1,0.7
180,0.2,0.0,0.2,0.6
181,0.5,0.1,0.0,0.4
182,0.2,0.0,0.0,0.8
183,0.3,0.2,0.0,0.5
184,0.6,0.0,0.2,0.2
185,0.0,0.0,0.1,0.9
186,0.9,0.0,0.0,0.1
187,0.0,0.3,0.0,0.7
188,0.0,0.0,0.0,1.0
189,0.3,0.0,0.3,0.4
190,0.1,0.1,0.1,0.7
191,0.5,0.0,0.1,0.4
192,0.0,0.0,0.0,1.0
193,0.1,0.1,0.0,0.8
194,0.3,0.1,0.1,0.5
195,0.1,0.0,0.0,0.9
196,0.1,0.0,0.5,0.4
197,0.4,0.0,0.5,0.1
198,0.5,0.1,0.0,0.4
199,0.2,0.1,0.0,0.7
200,0.2,0.0,0.5,0.3
201,0.3,0.0,0.0,0.7
202,0.4,0.0,0.3,0.3
203,0.0,0.2,0.1,0.7
204,0.3,0.0,0.2,0.5
205,0.1,0.0,0.1,0.8
206,0.3,0.0,0.4,0.3
207,0.7,0.1,0.0,0.2
208,0.1,0.0,0.1,0.8
209,0.2,0.0,0.3,0.5
210,0.1,0.0,0.7,0.2
211,0.1,0.0,0.4,0.5
212,0.4,0.3,0.0,0.3
213,0.5,0.0,0.0,0.5
214,0.3,0.0,0.1,0.6
215,0.2,0.0,0.7,0.1
216,0.1,0.0,0.0,0.9
217,0.0,0.7,0.1,0.2
218,0.1,0.0,0.0,0.9
219,0.3,0.0,0.4,0.3
220,0.0,0.4,0.0,0.6
221,0.4,0.2,0.0,0.4
222,0.0,0.0,0.0,1.0
223,0.1,0.0,0.0,0.9
224,0.7,0.1,0.0,0.2
225,0.5,0.0,0.4,0.1
226,0.1,0.0,0.4,0.5
227,0.0,0.0,0.0,1.0
228,0.3,0.0,0.2,0.5
229,0.2,0.0,0.4,0.4
230,0.3,0.1,0.2,0.4
231,0.0,0.0,0.0,1.0
232,0.5,0.0,0.5,0.0
233,0.0,0.0,0.0,1.0
234,0.2,0.0,0.0,0.8
235,0.2,0.0,0.2,0.6
236,0.6,0.0,0.3,0.1
237,0.1,0.0,0.0,0.9
238,0.2,0.1,0.0,0.7
239,0.2,0.0,0.4,0.4
240,0.3,0.0,0.1,0.6
241,0.8,0.0,0.0,0.2
242,0.3,0.6,0.0,0.1
243,0.4,0.0,0.1,0.5
244,0.3,0.1,0.5,0.1
