,Low,High,Medium-High,Medium-Low
99,0.7,0.0,0.1,0.2
100,0.7,0.0,0.0,0.3
101,0.9,0.0,0.0,0.1
102,0.7,0.1,0.1,0.1
103,0.6,0.0,0.2,0.2
104,0.8,0.0,0.1,0.1
105,0.7,0.0,0.0,0.3
106,0.7,0.0,0.1,0.2
107,0.7,0.0,0.0,0.3
108,0.7,0.0,0.0,0.3
109,0.8,0.0,0.1,0.1
110,0.7,0.0,0.1,0.2
111,1.0,0.0,0.0,0.0
112,1.0,0.0,0.0,0.0
113,1.0,0.0,0.0,0.0
114,0.7,0.0,0.3,0.0
115,0.8,0.0,0.0,0.2
116,0.8,0.1,0.0,0.1
117,0.6,0.1,0.1,0.2
118,1.0,0.0,0.0,0.0
119,0.7,0.0,0.1,0.2
120,1.0,0.0,0.0,0.0
121,0.9,0.0,0.0,0.1
122,0.2,0.1,0.1,0.6
123,0.6,0.0,0.1,0.3
124,0.2,0.2,0.3,0.3
125,0.3,0.2,0.2,0.3
126,0.7,0.1,0.0,0.2
127,0.1,0.1,0.4,0.4
128,0.5,0.1,0.2,0.2
129,0.4,0.1,0.3,0.2
130,0.9,0.0,0.0,0.1
131,1.0,0.0,0.0,0.0
132,0.3,0.2,0.2,0.3
133,1.0,0.0,0.0,0.0
134,1.0,0.0,0.0,0.0
135,0.9,0.0,0.0,0.1
136,0.8,0.0,0.1,0.1
137,0.9,0.0,0.1,0.0
138,0.9,0.0,0.0,0.1
139,0.3,0.1,0.1,0.5
140,0.8,0.1,0.0,0.1
141,0.9,0.0,0.1,0.0
142,0.8,0.0,0.0,0.2
143,0.7,0.0,0.1,0.2
144,0.5,0.0,0.4,0.1
145,0.7,0.0,0.0,0.3
146,0.9,0.0,0.0,0.1
147,0.8,0.0,0.0,0.2
148,0.7,0.0,0.0,0.3
149,0.5,0.0,0.1,0.4
150,0.7,0.0,0.1,0.2
151,0.6,0.0,0.2,0.2
152,0.6,0.0,0.2,0.2
153,0.5,0.1,0.1,0.3
154,1.0,0.0,0.0,0.0
155,0.5,0.0,0.2,0.3
156,0.8,0.0,0.1,0.1
157,0.8,0.0,0.0,0.2
158,0.4,0.0,0.2,0.4
159,0.9,0.0,0.1,0.0
160,0.8,0.0,0.0,0.2
161,0.6,0.0,0.0,0.4
162,0.4,0.0,0.3,0.3
163,0.7,0.0,0.0,0.3
164,0.9,0.0,0.0,0.1
165,0.3,0.2,0.3,0.2
166,0.9,0.0,0.0,0.1
167,0.8,0.0,0.0,0.2
168,0.6,0.1,0.2,0.1
169,1.0,0.0,0.0,0.0
170,0.3,0.0,0.4,0.3
171,0.4,0.1,0.1,0.4
172,0.7,0.0,0.0,0.3
173,0.9,0.0,0.0,0.1
174,0.9,0.0,0.0,0.1
175,0.7,0.0,0.0,0.3
176,0.5,0.0,0.2,0.3
177,0.9,0.0,0.0,0.1
178,0.7,0.0,0.0,0.3
179,0.4,0.1,0.0,0.5
180,1.0,0.0,0.0,0.0
181,0.7,0.0,0.1,0.2
182,0.6,0.0,0.1,0.3
183,1.0,0.0,0.0,0.0
184,0.6,0.1,0.0,0.3
185,0.9,0.0,0.0,0.1
186,0.8,0.0,0.0,0.2
187,1.0,0.0,0.0,0.0
188,0.6,0.0,0.1,0.3
189,0.9,0.0,0.0,0.1
190,0.9,0.0,0.0,0.1
191,0.9,0.0,0.1,0.0
192,0.7,0.0,0.0,0.3
193,0.7,0.1,0.1,0.1
194,0.5,0.0,0.2,0.3
195,0.5,0.0,0.3,0.2
196,0.6,0.0,0.0,0.4
197,0.5,0.0,0.2,0.3
198,0.6,0.0,0.2,0.2
199,0.4,0.0,0.2,0.4
200,0.9,0.0,0.0,0.1
201,0.7,0.0,0.0,0.3
202,0.9,0.0,0.1,0.0
203,0.6,0.3,0.0,0.1
204,0.9,0.0,0.0,0.1
205,0.2,0.2,0.3,0.3
206,0.9,0.0,0.0,0.1
207,0.6,0.0,0.1,0.3
208,0.9,0.0,0.0,0.1
209,1.0,0.0,0.0,0.0
210,0.2,0.0,0.3,0.5
211,0.7,0.0,0.0,0.3
212,0.5,0.1,0.1,0.3
213,0.6,0.0,0.1,0.3
214,0.5,0.0,0.3,0.2
215,1.0,0.0,0.0,0.0
216,0.8,0.0,0.0,0.2
217,0.6,0.0,0.0,0.4
218,1.0,0.0,0.0,0.0
219,0.8,0.0,0.1,0.1
220,0.9,0.0,0.0,0.1
221,0.4,0.0,0.2,0.4
222,1.0,0.0,0.0,0.0
223,0.5,0.0,0.1,0.4
224,0.2,0.1,0.1,0.6
225,0.9,0.0,0.0,0.1
226,0.8,0.0,0.2,0.0
227,1.0,0.0,0.0,0.0
228,1.0,0.0,0.0,0.0
229,0.8,0.0,0.0,0.2
230,0.7,0.0,0.1,0.2
231,0.9,0.0,0.0,0.1
232,1.0,0.0,0.0,0.0
233,0.3,0.0,0.2,0.5
234,0.8,0.0,0.0,0.2
235,0.3,0.1,0.2,0.4
236,0.8,0.0,0.0,0.2
237,0.5,0.1,0.2,0.2
238,0.7,0.0,0.2,0.1
239,0.7,0.0,0.0,0.3
240,0.8,0.0,0.1,0.1
241,0.9,0.0,0.0,0.1
242,0.4,0.2,0.1,0.3
243,1.0,0.0,0.0,0.0
244,0.8,0.0,0.0,0.2
