,e-k,s-,a-d,l-r
64,0.053705645644745004,0.0019949152793233,0.0,0.0280524448186742
65,0.0,0.0395020204602763,0.0,0.0233473981890002
66,0.0095285978751561,0.0,0.0,0.0419436175794034
67,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0
69,0.041255790271580196,0.0534568043877533,0.0,0.0154359209023647
70,0.0,0.0171372088189961,0.0681416945127397,0.0
71,0.0326425823122109,0.0,0.2960192421743214,0.0
72,0.0,0.0,0.068820516212154,0.1810077726380963
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.2498363416637459,0.0,0.3378778959253223,0.2887325986009333
76,0.0,0.0,0.1391623245861677,0.0
77,0.0,0.0,0.0,0.1427753860612451
78,0.0,0.0,0.0,0.8690203654609345
79,0.1279010537430596,0.0279422211785355,0.000470551331704,0.0373882501015428
80,0.0013176629032654,0.0,0.0,0.0
81,0.0,0.003170532545032,0.0,0.0
82,0.0,0.0,0.2462868418473275,0.0139294384718394
83,0.0,0.114973262585527,0.4757009017953575,0.0
84,0.1625537715113507,0.0357142857774591,0.0197816929882885,0.13262219501350608
85,0.0,0.0,0.0,0.0
86,0.0272273699580599,0.0,0.12937942747033868,0.0395657953030695
87,0.0812129180153357,0.1387865089695407,0.04082220738633,0.0710055292696319
88,0.031983946903148,0.0051170233152488,0.068225299592669,0.0
89,0.0,0.0,0.0115231112450062,0.0296877893354486
90,0.18173008378509609,0.0,0.0,0.0
91,0.0509504291014821,0.45119684571423735,0.0,0.0059331772215037
92,0.0969402350774543,0.8435991973264936,0.0499547888113755,0.0
93,0.051639563073484204,0.0,0.0242795239015859,0.0827038468258096
94,0.048426139684238895,0.09035129369718439,0.0,0.0
95,0.0281646099223829,0.0016420360104512,0.0,0.0
96,0.0877020160135934,0.0,0.1090153454618271,0.0253055769776195
97,0.0,0.050688505826988195,0.0,0.0
98,0.0073686167189775,0.0,0.0125512817470512,0.0
99,0.2519868247244377,0.740958686054534,0.2525013602455896,1.1816257645369022
100,0.0462940873289586,0.0066066065309721,0.0535947713370819,0.10567242608639589
101,0.0972644376899695,0.0,0.0348302580039441,0.0493210877957695
102,0.0,0.0,0.0,0.0
103,0.0,0.001650164672078,0.0464069201021024,0.020660971224057002
104,0.0,0.0417209905165062,0.0288712076122709,0.0
105,0.0,0.0,0.0,0.0
106,0.2273954205481069,0.0,0.0085494444731377,0.0
107,0.0,0.1279492844060636,0.2621814775475008,0.0
108,0.41889585255317524,0.0,0.0288410818328009,0.0350877201636293
109,0.0,0.0,0.0,0.0
110,0.09154471595621291,0.4003503097939736,0.0,0.0
111,0.0,0.0,0.0926728924267371,0.0
112,0.0176090508469788,0.0,0.060013737533817904,0.0
113,0.0,0.0,0.5450512350331187,0.0
114,0.0,0.11711428039696109,0.0146289145316064,0.0799909497564704
115,0.0,0.0745644721246933,0.0,0.1576662614092689
116,0.0,0.12374890292181999,0.0126927639091674,0.0125749783145044
117,0.0401724613085885,0.0,0.039517820709822,0.0
118,0.1684987949649545,0.041234434418385896,0.0416586859359766,0.0
119,0.0,0.0,0.26632280574332023,0.0
120,0.0,0.0,0.0,1.315253478195632
121,0.017513368157224,0.0154761896088435,0.079369164818843,0.0236762813682526
122,0.0,0.0,0.0083333330380508,0.059713799263881796
123,0.0146152819359863,0.0,0.0,0.22124850573769841
124,0.0,0.0,0.0,0.0098438856055055
125,0.022720399545991,0.2834335487794571,0.0,0.0310243218432354
126,0.0,0.0120711760382228,0.0140603078894567,0.0
127,0.022493363511792,0.1160189897639748,0.0052070419479271,0.0073816297291551
128,0.0619352411348367,0.0488129784663561,0.0153358174052807,0.026286764828616
129,0.0,0.0,0.0149964248422158,0.0087455877252564
130,0.0654079942358116,0.0,0.0434912202682925,0.0
131,0.0,0.0,0.0,0.0085457403315122
132,0.06306222741562159,0.0055957867191406,0.0260068628295153,0.019272366562125103
133,0.0130090497673125,0.0,0.0166614053209496,0.030512641513463005
134,0.0539182397829108,0.0477109992049559,0.0,0.0360777163553884
135,0.0,0.0,0.0,0.0026483726215603
136,0.0202768797122975,0.0247470267662451,0.0821639468148308,0.0
137,0.0,0.0112621766061534,0.0,0.0
138,0.0649954623771023,0.1331005539768207,0.1248537886435245,0.0
139,0.5294416028260513,0.0919365725472791,0.0418755222876487,0.09818457187676721
140,0.0,0.0239316232822979,0.1640152442382275,0.0
141,0.0087108939189706,0.0,0.0306138669227718,0.0
142,0.0,0.0,0.0,0.0
143,0.0166666672973765,0.0306697108053457,0.022016955905175002,0.0179933671680189
144,0.0,0.0859783940843426,0.06368264239327401,0.323049932007046
145,0.0,0.0,0.0599092857278705,0.0287128441247191
146,0.0,0.0,0.44856248361766005,0.0538749640475293
147,0.0,0.0,0.584315991642266,0.0838600055244959
148,0.2974095040933429,0.0,0.0,0.0
149,0.0,0.0513602626109798,0.0405270364845134,0.0
150,0.0671299683230618,0.0,0.11692483758907149,0.0192364799996965
151,0.0,0.0235266843957881,0.1475352228202322,0.0
152,0.0,0.0465266872884763,0.1141480315611772,0.0199832260234407
153,0.0,0.0093963989597975,0.0,0.36064319815555945
154,0.050748965352592705,0.0,0.0,0.0
155,0.0731050565464522,0.7813391637094004,0.0,0.1400442903631749
156,0.0,0.015801221825148,0.0,0.0
157,0.1348938653372937,0.1277458470436,0.0,0.266024313300444
158,0.1375414707620837,0.06783748647838189,0.0,0.1226942750509165
159,0.0,0.0850202430643035,0.0134346918582136,0.0
160,0.038408689956348996,0.0,0.0821015893363845,0.015125355392699
161,0.0939751391184146,0.1371398918613835,0.0,0.0429548617177069
162,0.0424577364572375,0.0,0.8365431098341153,0.0
163,0.0190272889662769,0.0159666697366916,0.2562822354433233,0.14615447212310712
164,0.0,0.0,0.0,0.33988758111582673
165,0.0,0.0,0.0376646974213273,0.0156353630046973
166,0.0,0.0,0.047400874910364,0.0584564874368307
167,0.2390961551138231,0.0,0.0,0.0928450075860929
168,0.0,0.0,0.0,0.0132948268627998
169,0.0,0.0313922091266868,0.0,0.1950758817475704
170,0.0413101606772627,0.0357954546965619,0.0045454546132489,0.0463604014735491
171,0.0225473015274158,0.0608641460832366,0.017162052238181,0.0795295880539803
172,0.0,0.128644851792186,0.0066564853034822,0.0962957021589026
173,2.3364541146271467,0.0,0.0,0.0
174,0.0,0.0021109081738384,0.0,0.0
175,0.0,0.0299738990241369,0.0,0.0397757006241914
176,0.0,0.0,0.1111111107283935,0.0
177,0.0,0.0,0.10794037835626069,0.0
178,0.0251347792397529,0.0102990613442363,0.0,0.0299522018623688
179,0.0,0.0,0.0111068111599451,0.0
180,0.0206718359095863,0.1940298512788313,0.0,0.0
181,0.0,0.0,0.2695158251468092,0.0
182,0.0,0.0001465774694357,0.47060179840399874,0.0
183,0.0,0.4860591625747521,0.016715268346808,0.0
184,0.39104084793433314,0.0,0.1588685161792889,0.0
185,0.0,0.05069275815771679,0.0240384619329388,0.0
186,0.0589176219204647,0.0,0.0,0.18871879769592279
187,0.08736112579277869,0.0,0.0714175771059081,0.0
188,0.0131445902479533,0.12643508340046555,0.0365756463085253,0.0
189,0.0,0.0125435267022871,0.1103509739021364,0.0
190,0.0,0.0,0.012436598898519,0.0391330455507184
191,0.0863531997191582,0.149794054706751,0.0,0.0
192,0.0,0.0,2.787155549608888,0.0
193,0.0,0.0210512544036594,0.0017877496592432,0.0
194,0.0909718205131077,0.11003448138587969,0.0487631048037072,0.0335646680266299
195,0.0,0.0212514744963558,0.0,0.1798984799854887
196,0.0396241202308987,0.1031698147914083,0.042230885977366295,0.0
197,0.0,0.0,0.06874955445771029,0.0
198,0.0660516178389435,0.0112403073073296,0.0128297022066574,0.0
199,0.0,0.1385281383825207,0.0,0.1617956514168056
200,0.0,0.0,0.1584486388965592,0.0137728937583572
201,0.1070286888432262,0.0387501704366664,0.0959893346670351,0.0
202,0.0083603604282113,0.1261609192203134,0.0482070018832041,0.0128148143298163
203,0.05548590245456669,0.0324359438196286,0.0,0.0198350243732803
204,0.0,0.0,0.0066673685505159,0.0
205,0.0,0.5087657674469879,0.0,0.0
206,0.0716215972826333,0.0204546945224131,0.0032090514194791,0.027608559647820503
207,0.0,0.0,0.011383098277744301,0.0
208,0.010972193530815,0.012936083367214,0.0317894845224068,0.0
209,0.0441951658381059,0.02190740227804,0.0,0.0200301389137547
210,0.0434805297810446,0.0557759950990918,0.20973777270402558,0.0275951846001255
211,0.0,0.0,0.0,0.0
212,0.02894826996158,0.0,0.0,0.0237722866317901
213,0.0785631620729758,0.10519957701455371,0.0999497822088985,0.0073547655843013
214,0.0,0.0362913248915796,0.2609526821236385,0.2771870985868517
215,0.5580060512848204,0.0619026194553634,0.0,0.1018746573125476
216,0.28220516944599117,0.0652596235592546,0.0,0.1119786547618256
217,0.3537730399182347,0.3844922920077189,0.4588773461489493,0.8801291381586195
218,0.0,0.22358950545559142,0.0,0.0
219,0.0,0.17472055276036352,0.0323613985271919,0.0347947600022707
220,0.0,0.0,0.1930085453710128,0.0
221,0.06882060331645551,0.1070710274741436,0.0666511453514866,0.1514073204843424
222,0.0,0.0,0.017169304476664,0.0
223,0.1226213141530567,0.0731679037312491,0.12260367364955271,0.0536952644732932
224,0.1913786229158506,0.0844579013558901,0.0,0.1646311057954297
225,0.0,0.0,0.0339044029732335,0.0318627455596672
226,0.1617293117237401,0.0836066625067447,0.0864039787202604,0.0
227,0.0867419025571037,0.0,0.0,0.0
228,0.0800350993825926,0.1915166061764645,0.0428867195675924,0.0
229,0.0,0.0,0.0383462364747392,0.0
230,0.0,0.0397570171488837,0.0,0.02511339254936
231,0.4626767593866532,0.0,0.0,0.0324961443075237
232,0.519860697530959,0.0,0.2063220799870888,0.0
233,0.0,0.0,0.0,0.16026740689365998
234,0.0,0.1578927163896504,0.041208000228241504,0.0
235,0.0,0.0,0.0,0.0
236,0.2523095395789353,0.0647287545240925,0.0150719193954839,0.0725639292899874
237,0.08929043743646689,0.0260158139326627,0.21028174919198692,0.0428189415332741
238,0.0,0.3012622614234356,0.0,0.68208814871645
239,0.0,0.0,0.0,0.0
240,0.0,0.0054282812798134,0.0,0.0
241,0.0,0.0011170232884496,0.0025108706247162,0.0952588650024118
242,0.0,0.0,0.21063141984100692,0.0
243,0.0800364724089164,0.0324152216929605,0.0383541098941767,0.0356641749871848
244,0.0187001500199125,0.0,0.1002622049663803,0.0
