,High,Medium-Low,Medium-High,Low
106,0.1762422744519073,0.17428818263943302,0.1804108260050223,0.0194896524143575
107,0.0247503256648758,0.1721115869839672,0.3396848740394838,0.1062299032538988
108,0.0,0.0,0.0,0.3156800659750383
109,0.0,0.0,0.0,2.950525353744721
110,0.0,0.0,0.0,0.645535473022862
111,0.0906462660287146,0.1185828198892239,0.0,0.2975427104179458
112,0.0,0.0,0.0,0.5954126536887936
113,0.0,0.0259734347945859,0.0,0.7999979158186801
114,0.0,0.0599436581375562,0.0,0.1476274683553736
115,0.0,0.0,0.0,0.036159991519547595
116,0.0,0.011528560790708499,0.0,0.0
117,0.0,0.0,0.0035331086468966,0.12634956472107162
118,0.0,0.0,0.0,2.2550687490819272
119,0.0,0.041629441441409905,0.0,0.0375155668599635
120,0.0,0.0122018068862876,0.0,0.1668500252228597
121,0.0,0.0,0.0,0.0
122,0.0,0.0360684131175294,0.0,0.037572875124684706
123,0.0,0.2104112569032597,0.0,0.0
124,0.0,0.0283935862586076,0.0,0.0195199441926587
125,0.0,0.0,0.0,0.097559352754737
126,0.0,0.1838831618714759,0.0,0.1552101632966611
127,0.0,0.0026123303592076,0.0,0.0020703102307204
128,0.0,0.0,0.0,0.3354514910290377
129,0.0,0.1379785826868613,0.1076377699619788,0.2839381366686573
130,0.0,0.0,0.0,0.1373847965737093
131,0.0,0.0,0.0,0.4756559394056222
132,0.0,0.0045581295593181,0.0137784843970712,0.0770106487836904
133,0.0,0.1349959708645122,0.0,0.7363681831867075
134,0.0420493974137249,0.11897129277291049,0.1927144521531004,0.2180003848156328
135,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.4011473490035274
137,0.0,0.0,0.0,0.0086235486553391
138,0.0,0.1033596943163568,0.0,0.19445093497857568
139,0.0,0.0042531723211534,0.0,0.0636324701583431
140,0.0,0.0,0.0,0.0189976252923356
141,0.0,0.0131091479313423,0.0099920623932505,0.0723167933596745
142,0.0,0.0,0.0,0.0120435120039073
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0209515495972471,0.056608367259664005
145,0.0,0.0,0.0,0.0
146,0.0,0.116459627557734,0.0,0.0477783089662294
147,0.0,0.1527065514596754,0.0,0.0758838632578184
148,0.0,0.0,0.0,1.6373448949569696
149,0.0,0.0,0.0,0.6800533514635076
150,0.0,0.005988263154111899,0.0,0.30627016225224224
151,0.0,0.273119281501609,0.2329329642939083,0.1902032992171438
152,0.0,0.0922791740517155,0.0,0.1322351865723032
153,0.0,0.0,0.0,0.074833274613011
154,0.0,0.0099462367553419,0.0,0.0
155,0.0,0.000682911769969,0.0,0.6451754733175972
156,0.0,0.120284270874064,0.0,0.73438958945146
157,0.0,0.0,0.0,0.0
158,0.0,0.1626624823374486,0.0,0.23823660583572706
