,Pre-1900s,20th century,21st century,Unknown
55,0.0080617199520478,0.2731548809595141,0.0,0.10528523804973641
56,0.1078595315709182,0.0,0.0,0.892919259722671
57,0.0,0.0,0.0,0.360979672803837
58,0.2929798354215037,0.0,0.0,1.616975654153388
59,0.0,0.0104140949106748,0.0,0.0039497634056353
60,0.0681715120255568,0.0,0.0,0.0881526114075669
61,0.0,0.0,0.0491470594092594,0.36514919063923773
62,0.0143496221744318,0.0,0.0,0.2123646226477935
63,0.3378981218158777,0.0,0.0,2.753288165648759
64,0.0,0.0,0.0,0.0
65,0.0,0.0247840742559972,0.0,0.059467443898983896
66,0.0,0.0,0.0,0.7636138781326387
67,0.0655328792106186,0.10370743780748651,0.0,0.2126086197884643
68,0.0,0.3463431959809099,0.0,0.6172613439041365
69,0.0,0.0,0.0,0.158344976350671
70,0.0,0.0019704416517946,0.0422328422843359,0.0
71,0.844932809420859,1.7757177948186338,0.3894871665079211,0.1261082814022279
72,1.3464926546382652,0.0,0.0,0.0463970375823774
73,0.0394760393293913,0.0,0.0,0.1535314567299316
74,0.0755051237732396,0.0,0.0,0.10040545824107079
75,0.0,0.0,0.0,0.0
76,0.0929732708866095,0.37575235362346704,0.0,0.14425569269034821
77,0.1992282773069177,0.0179642328700055,0.0,0.0
78,0.0,0.0,0.0,0.0170578468564242
79,0.0,0.0,0.0,5.5944715749587814
80,0.0,0.0132748748495165,0.0,0.0
81,0.1602494506265705,0.009290270796413,0.0,0.3581411501250335
82,0.0,0.0,0.0,1.6710128230351178
83,0.0,0.0039301244073468,0.0,0.0
84,0.0,0.0,0.0,0.1145237379742852
85,0.0,0.0,0.0,0.6697976617225178
86,0.0202020212330096,0.0,0.0,0.8456048067520974
87,0.0,0.0,0.0,0.083832681342077
88,0.0,0.0026240451017634,0.0,0.1016135099160603
89,0.2777843954216933,0.0,0.0,0.2900466719041074
90,0.0,0.0,0.0,0.048079428502581296
91,0.0,0.0,0.0,0.25172788287114967
92,0.0,0.0,0.0,0.0
93,0.0015665796724169,0.0,0.0,0.17855092253301452
94,0.0,0.0,0.0,1.8584705112437017
95,0.0,0.0,0.0,0.2311626817368069
96,0.0060887810662747,0.0,0.0,0.21127666229048409
97,0.0354448967737987,0.0,0.0,0.294884733464745
98,0.0,0.0,0.0,1.7564979440821726
99,0.0,0.0,0.0,2.3350823995895875
100,0.0,1.1879050535253963,0.4188803985101424,1.2389374193026916
101,0.0,0.0,0.0,0.08996005887753059
102,0.0,0.0,0.0,0.21377756627037708
103,0.26489090272554067,0.3929594499621524,0.0,0.1447406825971602
104,0.0,0.0,0.0,0.3190936500277028
105,0.3514950161433096,0.0,0.0,0.3767524267527
106,0.0,0.0836333937052911,0.2053002924972033,0.2614972493082257
107,0.0,0.0,0.0,0.6427766899422256
108,0.0,0.0,0.0,0.3156800659750383
109,0.0,0.0,0.0,2.950525353744721
110,0.1926901717582131,0.0,0.0,0.4528453012646489
111,0.0,0.0,0.0,0.5067717963358843
112,0.0,0.0,0.0,0.5954126536887936
113,0.0,0.0,0.0,0.825971350613266
114,0.0104960346332183,0.0,0.0,0.19707509185971145
115,0.0231478198333948,0.013012171686152792,0.0,0.0
116,0.0,0.0,0.0,0.011528560790708499
117,0.0,0.0,0.0,0.1298826733679682
118,0.0,0.0,0.0,2.2550687490819272
119,0.0,0.0058518425541494,0.0,0.073293165747224
120,0.0259767117015979,0.0,0.0,0.1530751204075494
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0736412882422141
123,0.2104112569032597,0.0,0.0,0.0
124,0.0083643843651943,0.0,0.0,0.039549146086072004
125,0.0,0.0,0.0,0.097559352754737
126,0.0833653340900131,0.1043458153617059,0.0,0.15138217571641802
127,0.000255428028522,0.0,0.0,0.004427212561406
128,0.0,0.0,0.0,0.3354514910290377
129,0.0,0.0,0.0,0.5295544893174974
130,0.0605550043122846,0.0,0.0,0.0768297922614247
131,0.2010668733152518,0.0,0.0,0.27458906609037037
132,0.0619123796729136,0.0,0.0,0.0334348830671661
133,0.0090877968220009,0.0,0.0,0.8622763572292188
134,0.0,0.0,0.0,0.5717355271553686
135,0.0,0.0,0.0,0.0
136,0.09920948950485761,0.0,0.0,0.3019378594986698
137,0.0,0.0,0.0,0.0086235486553391
138,0.0,0.0,0.0,0.2978106292949325
139,0.0448144818517795,0.0,0.0,0.023071160627717
140,0.0,0.0,0.0,0.0189976252923356
141,0.0180899908207273,0.0260004208217499,0.0,0.05132759204179009
142,0.0,0.0,0.0,0.0120435120039073
143,0.0,0.0,0.0,0.0
144,0.0304921725590437,0.0153256715356651,0.0,0.0317420727622023
145,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.1642379365239634
147,0.0,0.0,0.0,0.2285904147174938
148,0.087928151784896,0.0,0.0,1.5494167431720736
149,0.0,0.0,0.0,0.6800533514635076
150,0.0603133059977984,0.0,0.0,0.2519451194085557
151,0.0,0.0,0.0,0.6962555450126611
152,0.0,0.0,0.0,0.2245143606240187
153,0.0,0.0,0.0,0.074833274613011
154,0.0,0.0099462367553419,0.0,0.0
155,0.0,0.0,0.6136696664294119,0.0321887186581543
156,0.0,0.5192898137127723,0.0,0.3353840466127518
157,0.0,0.0,0.0,0.0
158,0.0272878032138924,0.0,0.0,0.37361128495928325
