docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
493552,a-d,2001-2006,Pre-1900s,High,Unknown,['Southern Africa'],"{27730308, 45581541, 33827622, 60081703, 1199560, 4373615, 39675990, 39016024, 654685, 47555775}"
3593767,l-r,2001-2006,Unknown,Medium-High,Unknown,['Southern Asia'],"{52871169, 18336258, 21204774, 10480778, 2639117, 18349200, 1609585, 549369, 28518682, 20977947}"
52026056,e-k,2001-2006,Unknown,Low,Unknown,['Southern Europe'],"{41796097, 33378977, 37118658, 33378984, 41830601, 57048523, 37118674, 40984212, 67497276, 41261823}"
2173945,s-,2001-2006,Pre-1900s,Medium-High,Unknown,['Southern Asia'],"{33362051, 36476350, 56228267, 41917036, 3600141, 41917071, 45719029, 37374229, 65242846, 57346911}"
544770,l-r,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern Europe'],"{6393317, 985637, 13036969, 2792841, 13005069, 5807725, 57970544, 67062072, 17327833, 60621052}"
122215,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America'],"{41038081, 40822179, 19943684, 36727079, 8570825, 14637614, 18334834, 43088025, 34861818, 44382558}"
3060759,a-d,2001-2006,Unknown,High,Unknown,['Northern America'],"{117120, 21523878, 2879687, 56208112, 117523, 118037, 260950, 24232503, 44464310, 10318038}"
328636,e-k,2001-2006,20th century,Low,Unknown,['Eastern Asia'],"{11973443, 11973572, 11973510, 11973290, 762972, 1157105, 860817, 11973333, 1677756, 11973407}"
6515609,s-,2001-2006,20th century,Low,Unknown,['South America'],"{1826052, 34946853, 41643847, 20504712, 2010702, 36336787, 46365077, 17888822, 57086357, 49092344}"
127705,l-r,2001-2006,20th century,Low,Unknown,['Northern America'],"{663683, 63096995, 6045893, 3230852, 1919472, 67878675, 27789331, 3461205, 13791999, 29946335}"
5227885,l-r,2001-2006,20th century,Medium-Low,Unknown,['Eastern Europe'],"{69486243, 69445606, 7696972, 59745357, 64104814, 24995022, 69575631, 8405045, 69486070, 63692472}"
7897682,s-,2001-2006,20th century,Medium-Low,Unknown,['Southern Europe'],"{203584, 39501121, 4745378, 35897312, 1424802, 61088326, 60062284, 6716877, 61293649, 41321279}"
329704,e-k,2001-2006,20th century,Medium-Low,Unknown,['Eastern Asia'],"{329700, 69063333, 22304490, 69163852, 57545905, 41112309, 61646332, 7452663, 13543676, 42243645}"
115401,a-d,2001-2006,20th century,Low,Unknown,['Northern America'],"{12945280, 10207426, 10568068, 37068360, 766157, 40176015, 9334545, 11080532, 46680216, 38932445}"
4998323,e-k,2001-2006,Pre-1900s,Low,Unknown,['Northern Europe'],"{120675, 5546179, 26184809, 43833965, 1054543, 120693, 1564086, 44644186, 4906268, 121117}"
1342072,e-k,2001-2006,Unknown,High,Unknown,"['Antarctica', 'Northern Europe']","{61693001, 6329451, 707377, 64025266, 12527506, 46187382, 707382, 56171350, 58506586, 14736383}"
131926,l-r,2001-2006,Pre-1900s,Low,Unknown,['Northern America'],"{131936, 131937, 131939, 133572, 132132, 132846, 131952, 131921, 9352633, 133567}"
5465886,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['Caribbean'],"{61930434, 25991107, 2766627, 1030181, 2399751, 57221358, 61713903, 6412627, 66357269, 13704030}"
2452038,a-d,2001-2006,20th century,Medium-High,Unknown,['Southern Asia'],"{41936899, 68427944, 36988904, 68350602, 2885516, 36379023, 52835669, 39121654, 48734933, 40706485}"
996747,a-d,2001-2006,20th century,Medium-Low,Unknown,['South America'],"{65646341, 307398, 54796134, 25495914, 14105450, 996748, 13521585, 54321714, 57545362, 54558941}"
145195,s-,2001-2006,Unknown,High,Unknown,['Northern Europe'],"{38387143, 34491847, 12343888, 53664560, 7506514, 3141745, 14691958, 3833559, 51894617, 12971196}"
878772,s-,2001-2006,Pre-1900s,Low,Unknown,['Eastern Asia'],"{624576, 331489, 624547, 2853606, 366919, 860552, 878731, 868369, 878750, 878783}"
3031207,a-d,2001-2006,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{60088329, 60701033, 1115529, 1431223, 23916562, 60701044, 2422998, 22946679, 2350904, 61248957}"
1502610,l-r,2001-2006,21st century,Low,Unknown,['Eastern Asia'],"{16790336, 328674, 860483, 330376, 26197097, 26197128, 10655215, 860530, 5175638, 26197080}"
3906653,l-r,2001-2006,20th century,Medium-High,Unknown,['Eastern Europe'],"{15253542, 68574982, 40788042, 26157802, 35914638, 40773234, 35895156, 35618357, 40872568, 40707326}"
5361201,s-,2001-2006,21st century,Low,Unknown,['Eastern Asia'],"{871959, 874373, 872038, 33842855, 328393, 799978, 874348, 328398, 874417, 329207}"
874320,e-k,2001-2006,21st century,Low,Unknown,['Eastern Asia'],"{1956256, 328386, 872035, 871959, 872038, 874348, 5361260, 874352, 5361334, 329207}"
1585609,s-,2001-2006,21st century,Medium-Low,Unknown,['Eastern Asia'],"{34505126, 482088, 339081, 8683272, 329202, 51010005, 24813174, 329207, 330616, 6793269}"
121091,a-d,2001-2006,21st century,Low,Unknown,['Western Europe'],"{14566945, 1026562, 41172803, 2155312, 12763798, 63957046, 40840376, 41270360, 31483101, 9569342}"
178184,s-,2001-2006,Pre-1900s,High,Unknown,['Southern Europe'],"{7538080, 11888834, 4186059, 62820270, 50190991, 43220018, 5844692, 2586232, 28932442, 19159134}"
1433480,l-r,2001-2006,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{10326369, 60025058, 20855969, 15139108, 61146341, 63241190, 26865005, 27211029, 51398362, 64097053}"
6390902,e-k,2001-2006,21st century,Medium-Low,Unknown,['Eastern Asia'],"{624482, 624450, 624517, 624518, 15355559, 624520, 328936, 624459, 624529, 624531}"
155791,e-k,2001-2006,Pre-1900s,Medium-High,Unknown,['Northern America'],"{53917665, 9124199, 6416010, 51266731, 41721452, 58968302, 61773329, 2068753, 137432, 19519996}"
3583093,l-r,2001-2006,21st century,Medium-Low,Unknown,['Western Europe'],"{18522368, 675108, 32378277, 52350599, 53335442, 10347794, 1224148, 59426074, 18522171, 40811678}"
482088,s-,2001-2006,20th century,High,Unknown,['Eastern Asia'],"{67732323, 329700, 329704, 1585609, 329709, 16122643, 64396212, 330616, 57545945, 5224990}"
329207,e-k,2001-2006,20th century,Medium-High,Unknown,['Eastern Asia'],"{328386, 872035, 872038, 799978, 874348, 19082126, 329202, 871959, 874431, 572735}"
5852070,l-r,2001-2006,20th century,High,Unknown,['Eastern Europe'],"{69062852, 63405317, 34261358, 5814481, 8288402, 58489076, 61165910, 5852031, 64097053, 58475519}"
2126574,s-,2001-2006,20th century,Medium-High,Unknown,['South-eastern Asia'],"{63478979, 63480519, 63470795, 63480510, 60062703, 5702735, 416058, 65862299, 3796541, 468734}"
53144919,l-r,2017-2022,Unknown,Medium-High,Unknown,['None'],"{2067680, 66340073, 37012875, 46950124, 5809933, 1230443, 735597, 726514, 5706775, 61390458}"
742159,e-k,2001-2006,Pre-1900s,High,Unknown,['Caribbean'],"{17385189, 17385158, 52776583, 25149734, 7782126, 37534446, 3301616, 134353, 24468785, 22722771}"
1020493,l-r,2001-2006,Pre-1900s,High,Unknown,['South America'],"{21002338, 1427683, 41598020, 9531436, 40438893, 870221, 63181491, 21031159, 38107102, 1044575}"
3781695,a-d,2001-2006,21st century,Medium-Low,Unknown,"['Eastern Africa', 'Western Europe']","{18326405, 39775846, 14696190, 19001937, 40706578, 36485748, 14700890, 9153499, 21460670, 18970975}"
5182636,l-r,2001-2006,21st century,Medium-High,Unknown,['Southern Asia'],"{59799264, 59799299, 26152837, 57655270, 38530120, 5810601, 57762889, 59799275, 56712627, 4124253}"
8687192,a-d,2001-2006,20th century,High,Unknown,['Eastern Europe'],"{57801857, 33566568, 63242698, 63581774, 50195603, 14461205, 5778710, 67913879, 38760537, 52647867}"
20988150,l-r,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"{14698914, 10587781, 19004425, 13760330, 14818445, 33115508, 21117301, 21407348, 14698874, 18430141}"
9057068,s-,2007-2011,Unknown,Low,Unknown,['Northern America'],"{32704771, 9326340, 260009, 55066128, 126770, 5753332, 45110936, 126363, 126686, 37075903}"
25905749,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Southern Europe'],"{22885313, 52739043, 5021322, 125996, 125998, 58780430, 52762064, 48051568, 29573694, 5802079}"
25700034,l-r,2007-2011,21st century,Low,Unknown,['Western Europe'],"{121150, 8705348, 118534, 7225865, 118538, 118644, 27032885, 4025812, 33505885, 118526}"
13845412,s-,2007-2011,Unknown,Medium-Low,Unknown,['Eastern Europe'],"{5922218, 48831692, 1417776, 527250, 44583955, 63568212, 7871033, 42583066, 9551709, 19003678}"
24218251,l-r,2007-2011,Unknown,Medium-High,Unknown,['Southern Asia'],"{4074081, 17291972, 33378084, 17437691, 25008843, 7031187, 1539571, 6329685, 21527736, 17288411}"
15875896,e-k,2007-2011,Unknown,Low,Unknown,['Northern America'],"{15875872, 15875911, 15875880, 15875913, 15875915, 15875917, 15875889, 15981334, 15875894, 15875933}"
16489766,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{12199520, 4945992, 26368140, 47062706, 40946707, 23192468, 52451860, 24813174, 52070527, 16478687}"
9338700,s-,2007-2011,20th century,Medium-Low,Unknown,['Northern America'],"{10534336, 47346497, 33175842, 20493667, 41746212, 30933771, 878641, 16605715, 9010683, 24545563}"
8967391,l-r,2007-2011,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{39834053, 10281639, 36670347, 23846540, 17242159, 39119957, 39786678, 29272570, 18101437, 37188447}"
19005332,a-d,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"{18473216, 20988248, 21204612, 18671210, 1953196, 19003630, 19028596, 18968372, 18671288, 33455130}"
9217029,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Northern Europe'],"{22753356, 41062541, 40916882, 40915282, 1964916, 40915705, 37852243, 2649879, 36114265, 24166746}"
25468664,a-d,2007-2011,20th century,Low,Unknown,['South America'],"{31094722, 63266051, 47160484, 47777132, 5697453, 29720179, 40325268, 43634998, 40326231, 25121817}"
10408398,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern America'],"{9730592, 10408608, 10406723, 10408777, 10407434, 10406859, 11934347, 11999858, 10409876, 10408824}"
28958749,e-k,2007-2011,Pre-1900s,Low,Unknown,['Eastern Europe'],"{19005090, 69245958, 68975206, 69245480, 8292785, 69006674, 63589785, 63526042, 63344891, 59835742}"
15497520,l-r,2007-2011,Pre-1900s,Low,Unknown,['Eastern Europe'],"{8956224, 39649251, 63489321, 63506476, 7696972, 27617937, 63589556, 2422998, 8579799, 64213114}"
25063357,e-k,2007-2011,Unknown,Medium-High,Unknown,['Western Europe'],"{1391680, 41519905, 28398338, 4391555, 12241188, 9338661, 24251018, 36480373, 9339097, 28441818}"
9615934,l-r,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"{63236416, 69178761, 61013068, 64468718, 64218320, 64468721, 18326419, 64104825, 64468733, 47847134}"
15519199,s-,2007-2011,Pre-1900s,Low,Unknown,['Central America'],"{33418112, 395715, 58356260, 125867, 21768076, 56927468, 48776054, 45474201, 44914138, 23134367}"
11083040,l-r,2007-2011,20th century,Low,Unknown,['Southern Europe'],"{4633569, 3057796, 14202410, 42548856, 338415, 13690065, 18430226, 38081139, 18325464, 7379739}"
8960830,s-,2007-2011,Pre-1900s,Medium-Low,Unknown,['South America'],"{8235910, 15229159, 41180717, 5411118, 1136655, 31602772, 22869974, 42519034, 54146142, 24933631}"
21438399,e-k,2007-2011,20th century,Medium-Low,Unknown,['South America'],"{20288160, 33292998, 36115911, 16067914, 2305487, 41937105, 23744440, 18451225, 43630204, 38995997}"
21284653,l-r,2007-2011,Unknown,High,Unknown,['Northern America'],"{422273, 15456388, 26698660, 10853638, 7896331, 2010892, 1436397, 10246030, 1194715, 38703868}"
28862711,s-,2007-2011,Unknown,Medium-High,Unknown,['Southern Europe'],"{6484449, 55168131, 604902, 31607690, 36733134, 29095583, 33050898, 6108597, 34050111, 4772127}"
9081989,s-,2007-2011,20th century,Low,Unknown,['Northern America'],"{9533954, 9081605, 9070821, 9081872, 9081680, 111986, 9080532, 10270679, 9081369, 9070779}"
15231621,e-k,2007-2011,Unknown,High,Unknown,['None'],"{43303780, 61882503, 37504906, 7166412, 991181, 23280593, 50675538, 47522933, 21164601, 34964414}"
11285259,a-d,2007-2011,Unknown,Medium-High,Unknown,['Middle Africa'],"{3966464, 1560289, 2173505, 1734275, 7784481, 6220162, 2365582, 1544238, 7708562, 58360766}"
9263509,a-d,2007-2011,20th century,Medium-Low,Unknown,['Eastern Asia'],"{16267521, 38004769, 61732038, 41633290, 41082922, 55657491, 41082867, 41112309, 12940926, 2564319}"
20145963,a-d,2007-2011,Pre-1900s,Medium-Low,Unknown,['Central America'],"{52036032, 14819264, 19015201, 52736165, 45679656, 27528650, 14813036, 35726840, 18429563, 38959133}"
11553014,l-r,2007-2011,21st century,Medium-Low,Unknown,['Eastern Asia'],"{898048, 2873701, 328231, 3729192, 62996362, 19002220, 864879, 898072, 2873657, 898079}"
13756064,a-d,2007-2011,21st century,Low,Unknown,['Eastern Asia'],"{33988192, 34462273, 57434053, 7531656, 65881934, 6905170, 13699860, 60930333, 18147900, 6199837}"
25796873,e-k,2007-2011,21st century,Low,Unknown,['Western Europe'],"{13248579, 13248552, 13248716, 13248720, 13248435, 13248756, 13248662, 13248603, 13248604, 13248415}"
12348156,e-k,2007-2011,20th century,Low,Unknown,['Western Europe'],"{12347942, 2044903, 12346217, 12347690, 3041161, 10075538, 12342130, 12343130, 12005371, 12341694}"
13699860,s-,2007-2011,21st century,Low,Unknown,['Eastern Asia'],"{13756064, 3579298, 624421, 624422, 624398, 3697072, 624596, 624438, 624407, 624573}"
12206455,a-d,2007-2011,21st century,Medium-Low,Unknown,['Western Europe'],"{13178178, 11345127, 50001672, 23453960, 25841811, 14713941, 19400314, 11344635, 4959518, 14714143}"
20737846,e-k,2007-2011,20th century,Medium-High,Unknown,['Northern America'],"{43776106, 4369101, 11084910, 34927120, 47210420, 50569940, 4426550, 12772089, 18451098, 894556}"
12958666,s-,2007-2011,20th century,Medium-High,Unknown,['Eastern Europe'],"{38660544, 13103616, 41833860, 38639144, 54225417, 23122858, 14096459, 18038636, 50196112, 58455248}"
13509968,l-r,2007-2011,20th century,Medium-High,Unknown,['Eastern Europe'],"{5020448, 4426306, 418631, 4344656, 25897394, 4914548, 4432693, 35729396, 424566, 2288735}"
14092072,l-r,2007-2011,Pre-1900s,Medium-High,Unknown,['Central America'],"{11996354, 9348492, 1942926, 51380881, 10869937, 3552276, 24145783, 628856, 6104539, 50196254}"
15311067,e-k,2007-2011,Pre-1900s,Medium-Low,Unknown,['South America'],"{735938, 592803, 15229159, 40162759, 1948553, 6147532, 8993590, 5668632, 42519034, 54388828}"
17579837,a-d,2007-2011,Unknown,High,Unknown,['Southern Europe'],"{14918880, 24780321, 6392866, 5803300, 60203753, 65172619, 33050797, 35299061, 14169498, 74619}"
20982957,a-d,2007-2011,20th century,Medium-High,Unknown,"['Micronesia', 'Northern America']","{32909473, 5818212, 56726568, 144297, 886221, 65449296, 3551121, 2082517, 6495485, 32070750}"
25072456,e-k,2007-2011,21st century,Medium-Low,Unknown,['Western Europe'],"{8984580, 24901958, 24902216, 27762539, 53833614, 4318740, 24937909, 24902487, 47794364, 25504286}"
39779144,e-k,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{40123458, 37490213, 41402726, 40550250, 41012746, 41413004, 39984046, 40615222, 39918619, 34547932}"
39667075,a-d,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{39666592, 38785954, 33294819, 39522212, 34632904, 39522249, 36986000, 39522000, 39796529, 39840766}"
41293650,l-r,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{40550083, 40671831, 41300583, 35233065, 40854636, 40791373, 40707023, 41174448, 41250802, 40671127}"
49457520,a-d,2012-2016,20th century,Low,Unknown,['Eastern Europe'],"{22105602, 49457475, 1411844, 49457510, 49457543, 733897, 49457514, 48479024, 51976694, 48480024}"
36130011,s-,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{39601184, 34219718, 36723115, 41865645, 38004526, 39703894, 34592671, 39589050, 39842235, 36723135}"
52198974,l-r,2012-2016,Unknown,Medium-Low,Unknown,['None'],"{12915168, 40822242, 40856610, 10216772, 40863555, 13558514, 1410100, 13753979, 11342973, 131903}"
41202472,e-k,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{2045698, 48473187, 23085768, 52624394, 48527820, 42951599, 25251219, 109588, 109463, 109213}"
52511918,s-,2012-2016,20th century,Low,Unknown,['Northern Europe'],"{642720, 785025, 5003523, 4344656, 9118771, 61801652, 933684, 63378068, 6393083, 4914622}"
45633559,l-r,2012-2016,Pre-1900s,Medium-Low,Unknown,['Southern Asia'],"{19329888, 17244035, 48403046, 5182636, 60046994, 36276659, 17242486, 50462297, 30553818, 48727579}"
40034764,e-k,2012-2016,20th century,Medium-Low,Unknown,['Northern Africa'],"{37445824, 39512866, 40489189, 37516523, 37445835, 36701518, 36123951, 52631604, 36928885, 37910238}"
45141318,a-d,2012-2016,Pre-1900s,Low,Unknown,['Eastern Europe'],"{2013572, 40998309, 25251658, 25265034, 5236365, 10403278, 52627885, 40998424, 6553082, 25264986}"
47938212,s-,2012-2016,20th century,Medium-Low,Unknown,['Northern America'],"{14581505, 13708169, 3029610, 16829679, 1856528, 3287727, 121969, 17205402, 2292091, 4918525}"
40272348,s-,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{3443744, 18963233, 125996, 8124563, 41791444, 44558777, 41791322, 13949595, 125884, 60489982}"
36960290,e-k,2012-2016,20th century,Low,Unknown,['South America'],"{46318051, 36607683, 40326723, 5853478, 1197994, 20262354, 39023634, 21002620, 25495741, 18523679}"
40132760,a-d,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{18840268, 28566989, 41258417, 30358484, 26714774, 57983638, 118968, 31216089, 13364382, 17503518}"
35849688,l-r,2012-2016,Unknown,High,Unknown,['None'],"{37686880, 1328257, 11485507, 21863332, 17193637, 6632364, 43771820, 13853656, 11485593, 38314140}"
38050247,l-r,2012-2016,20th century,Low,Unknown,['Northern Europe'],"{28395969, 56016547, 44488453, 38059338, 38076458, 32151979, 51506414, 64396240, 38058802, 38060158}"
38854345,s-,2012-2016,Unknown,Medium-High,Unknown,['Northern America'],"{4001760, 52806109, 59116645, 110726, 34459046, 39003307, 69084179, 25579860, 40668349, 56816671}"
52203287,a-d,2012-2016,Unknown,Medium-High,Unknown,['Southern Asia'],"{34568772, 25468357, 63928334, 39411344, 44586768, 38860405, 53406713, 38860410, 5797084, 38860415}"
37209888,s-,2012-2016,21st century,Low,Unknown,['Western Europe'],"{46758468, 4643111, 40455881, 64062665, 30561522, 10184276, 43962838, 10051288, 2386107, 1224350}"
49070718,a-d,2012-2016,21st century,Low,Unknown,['None'],"{5031781, 3704102, 2998086, 10073833, 67487658, 20094515, 17495935, 2596730, 2469630, 7774495}"
39617001,e-k,2012-2016,21st century,Low,Unknown,['Western Asia'],"{51319008, 2507937, 25082180, 10183304, 18290829, 10714319, 37345328, 35192048, 23764665, 41466398}"
50275712,s-,2012-2016,Pre-1900s,Low,Unknown,['Western Europe'],"{1143872, 7759904, 36692518, 54191339, 8955391, 53904272, 5578482, 32523922, 5951605, 50871775}"
37875404,l-r,2012-2016,Unknown,Medium-High,Unknown,['Northern America'],"{535585, 1810051, 25183430, 2879687, 3034983, 13846825, 28450506, 35591629, 14903444, 137302}"
38103728,l-r,2012-2016,21st century,Low,Unknown,['Western Europe'],"{4694469, 6254855, 121159, 7629773, 4694448, 2729584, 49071410, 4684113, 121116, 4694493}"
38262923,e-k,2012-2016,Pre-1900s,Low,Unknown,['Eastern Europe'],"{69122752, 67914017, 41914850, 34456006, 69118249, 41140030, 40123313, 39640021, 41339132, 68441726}"
48479520,s-,2012-2016,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{8462402, 20519383, 36583174, 40802758, 23455605, 41662838, 41636182, 48852056, 5517241, 41663582}"
38824275,a-d,2012-2016,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{65929794, 42975837, 6862181, 8542404, 55760527, 36582715, 14066388, 36582710, 6862587, 55761021}"
40402709,l-r,2012-2016,Pre-1900s,Low,Unknown,['Southern Africa'],"{2212769, 34113157, 9017319, 60087945, 52156777, 18967246, 63252400, 41853431, 63240987, 21002973}"
40735158,a-d,2012-2016,21st century,Medium-Low,Unknown,['Western Africa'],"{68953284, 55473447, 23650952, 39495144, 4340717, 27742158, 69619825, 60471122, 342968, 8870236}"
40797848,s-,2012-2016,Unknown,High,Unknown,['Eastern Asia'],"{46524576, 15253568, 69807046, 1210408, 26431819, 17854546, 2109875, 40185205, 47706777, 33815994}"
42103537,e-k,2012-2016,Unknown,Medium-High,Unknown,['Southern Asia'],"{17831392, 1438279, 53334632, 29436119, 40214681, 51886330, 19139703, 53227741, 25682782, 19215615}"
48479024,a-d,2012-2016,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{39589313, 39658855, 64034792, 5673674, 60858193, 68878162, 48480024, 39658842, 1425723, 39589340}"
59825073,l-r,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{68548932, 58160262, 38720521, 36657962, 37275819, 36310540, 6214543, 37910991, 57227315, 41051292}"
60074952,a-d,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{26952739, 13428291, 24100035, 15031909, 60092841, 9494986, 13170744, 60893370, 60530365, 66526207}"
61275576,e-k,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{30724228, 19662982, 9802621, 11855538, 59854013, 65211096, 24551450, 5907292, 39315549, 24381727}"
57960301,s-,2017-2022,Unknown,Low,Unknown,['Northern America'],"{38421889, 17472771, 26483844, 27341028, 20329928, 36357835, 36074867, 44023347, 40774937, 24241755}"
68322343,l-r,2017-2022,Unknown,Medium-Low,Unknown,['None'],"{128196, 17733669, 16571396, 40171628, 120557, 44548881, 135092, 135094, 117918, 128798}"
52806109,s-,2017-2022,Unknown,Medium-Low,Unknown,['Northern America'],"{22276536, 9142887, 40410248, 25316366, 34237553, 33291092, 35863733, 1209559, 13406360, 8484510}"
52894828,a-d,2017-2022,Unknown,Medium-Low,Unknown,['Northern America'],"{52894880, 18583680, 5816493, 150478, 8026833, 18166033, 115798, 43268503, 37212374, 11214553}"
66188893,a-d,2017-2022,20th century,Low,Unknown,['Northern Europe'],"{145726, 54499493, 25468233, 4185353, 690190, 16046703, 4348275, 4306553, 1187997, 20580158}"
52927881,e-k,2017-2022,Unknown,Medium-Low,Unknown,['Northern Europe'],"{642720, 64319620, 18579433, 18635339, 20311600, 25609810, 549272, 57755355, 26392637, 16251967}"
54191339,e-k,2017-2022,Pre-1900s,Low,Unknown,['Western Europe'],"{34509763, 5743910, 4560775, 50871775, 136276, 40721108, 28911959, 66090040, 11950332, 32276735}"
65333993,l-r,2017-2022,Unknown,High,Unknown,['None'],"{56687429, 6874375, 12331850, 1583373, 62333453, 1183279, 64463026, 10591795, 48478104, 8484510}"
53335442,l-r,2017-2022,21st century,Low,Unknown,['Western Europe'],"{66465474, 3413122, 24718979, 56200016, 51048945, 3583093, 3088281, 59426074, 5147996, 24662750}"
53522583,a-d,2017-2022,21st century,Low,Unknown,['Central America'],"{2795553, 44440674, 31649865, 13519309, 8649006, 22663440, 6157364, 47091382, 42102653, 24073343}"
61524289,l-r,2017-2022,20th century,Low,Unknown,['Western Asia'],"{176128, 18262467, 21460613, 19065990, 19999023, 18472720, 68435543, 119161, 61510171, 1642908}"
61316782,s-,2017-2022,20th century,Low,Unknown,['Western Asia'],"{18348096, 4524320, 32605698, 20975555, 58411620, 51940461, 11595472, 32628337, 63587157, 61316890}"
65740356,e-k,2017-2022,21st century,Low,Unknown,['Central America'],"{20031171, 27862083, 36529989, 733737, 65672458, 52642764, 65747823, 65670479, 67725179, 18602815}"
56722520,l-r,2017-2022,Pre-1900s,Low,Unknown,['Central America'],"{25765700, 37772873, 2179017, 14726124, 18655119, 38864082, 39054354, 41319732, 41318521, 39704763}"
61523153,s-,2017-2022,Unknown,Medium-High,Unknown,['Southern Asia'],"{68199969, 57604001, 5810152, 5811720, 5813162, 69891764, 53849172, 3123670, 35187991, 38543706}"
54131482,s-,2017-2022,21st century,Medium-Low,Unknown,['Western Asia'],"{40551106, 39769575, 37514985, 39769578, 41796362, 36853133, 35254198, 41716503, 40794361, 41991610}"
65561349,s-,2017-2022,21st century,Low,Unknown,['None'],"{65495237, 48461477, 41694215, 18561447, 26105, 11947794, 5105842, 17335289, 40703774, 41577183}"
54848517,e-k,2017-2022,Unknown,Medium-High,Unknown,['Micronesia'],"{22269477, 25008837, 45026300, 13357326, 64042108, 32717084, 37562423, 32654136, 40319033, 15438044}"
56816671,s-,2017-2022,Pre-1900s,Low,Unknown,['Northern America'],"{68424228, 38854345, 39003307, 39489707, 7545645, 69084179, 25579860, 39265078, 1360598, 40668349}"
69346873,a-d,2017-2022,Unknown,Medium-High,Unknown,['Southern Asia'],"{50438280, 20514281, 17242377, 59825711, 68888592, 64505809, 6628434, 17389904, 17389914, 50438268}"
55790183,l-r,2017-2022,21st century,Medium-High,Unknown,['Northern America'],"{21001758, 62056235, 25469645, 25980910, 15638798, 29135348, 60406773, 109462, 6281275, 127550}"
