docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
3907724,s-,2001-2006,21st century,Low,Unknown,['Northern America'],"{33814272, 33801990, 29499210, 21185228, 52887151, 6129587, 41031412, 18348244, 16057821, 6868414}"
7146993,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America'],"{33964832, 68404652, 12982129, 20676371, 6374515, 7134967, 41684988, 27987037, 121758, 31922943}"
80052,s-,2001-2006,Pre-1900s,High,Man,['Western Europe'],"{3082208, 655714, 66364578, 3137222, 28184332, 3086971, 50144243, 52982422, 3096440, 3131131}"
8409477,e-k,2001-2006,20th century,High,Unknown,['Eastern Europe'],"{40883872, 30143361, 10396740, 37248293, 40917003, 5024240, 48584469, 40191126, 23833178, 37643484}"
49669,e-k,2001-2006,Unknown,High,Unknown,['Northern America'],"{5176964, 1446184, 1175274, 34415181, 38066419, 27285205, 41129782, 20140888, 27640061, 44491741}"
468685,e-k,2001-2006,Pre-1900s,Medium-Low,Man,['None'],"{66087011, 465851, 385543, 215271, 5290909, 16194865, 385586, 2785236, 10369275, 54277053}"
364546,s-,2001-2006,Pre-1900s,Medium-High,Unknown,['Northern Europe'],"{18783971, 29728617, 41860587, 13294860, 12755853, 16058959, 1179541, 58631959, 40961368, 5438591}"
356194,s-,2001-2006,Pre-1900s,Medium-Low,Unknown,['Eastern Asia'],"{32974594, 7039530, 4460747, 3719406, 7046160, 2277398, 366902, 32972794, 32974139, 16846076}"
4562115,l-r,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America'],"{58404416, 18577225, 7104490, 4918091, 69561835, 69561901, 64107791, 33771185, 62307668, 17803483}"
148789,e-k,2001-2006,Pre-1900s,High,Man,['None'],"{10361674, 30067435, 21906160, 1220464, 48050259, 368469, 20974359, 19020089, 33187517, 39272319}"
763654,e-k,2001-2006,20th century,Low,Man,['None'],"{66170785, 42982277, 47624235, 26123341, 64072719, 4088113, 29012628, 24416315, 66225596, 3021085}"
185966,a-d,2001-2006,Unknown,High,Unknown,['None'],"{6749537, 39841220, 5368837, 10541768, 410379, 8658191, 65230096, 3130836, 18130200, 39733950}"
3329154,a-d,2001-2006,Pre-1900s,High,Unknown,['Western Asia'],"{4104416, 6624770, 894283, 50825676, 46265552, 5481874, 66307443, 54154840, 57440219, 28833597}"
6170724,e-k,2001-2006,21st century,Low,Unknown,['Southern Asia'],"{6928096, 41084129, 65435363, 59157420, 32901166, 6126544, 6169969, 37654518, 33865084, 7299486}"
8219779,s-,2001-2006,Pre-1900s,Low,Man,['Eastern Asia'],"{58538272, 6724834, 16494308, 69111915, 5194571, 874446, 8370766, 15812401, 36891736, 12843325}"
7579839,l-r,2001-2006,Pre-1900s,Low,Man,['None'],"{33546012, 820904, 7959420, 1227088, 41404604, 5319574, 23490456, 37520761, 49966716, 36193919}"
2147120,e-k,2001-2006,20th century,Medium-Low,Man,['Western Europe'],"{68443107, 24033574, 57185225, 49513353, 8862414, 27311282, 20140371, 28305241, 22410715, 30026815}"
6196328,a-d,2001-2006,20th century,Low,Unknown,['Eastern Asia'],"{8556130, 14688646, 14838474, 14511601, 1586900, 445302, 10677847, 17147738, 6956731, 8556187}"
8068836,l-r,2001-2006,20th century,Low,Unknown,['Western Asia'],"{26723520, 66778948, 28123748, 41629614, 510897, 2532433, 8036562, 41630101, 43411382, 54768125}"
392210,e-k,2001-2006,20th century,Medium-High,Unknown,['None'],"{55693185, 49464194, 48161642, 47818860, 61155020, 48458358, 48252407, 6067288, 465243, 9266463}"
8600611,l-r,2001-2006,20th century,Medium-Low,Unknown,['Northern America'],"{26868610, 1980107, 28492751, 41699825, 47009042, 21804761, 47008822, 68254559, 43153849, 39955359}"
2611519,a-d,2001-2006,20th century,High,Woman,['Caribbean'],"{37257859, 33453317, 34230153, 37432073, 35515565, 33524628, 37241525, 52857946, 34227259, 37220250}"
2853185,l-r,2001-2006,20th century,High,Unknown,['None'],"{10361674, 30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 3547390}"
4572296,l-r,2001-2006,21st century,Medium-Low,Unknown,['None'],"{11386978, 44675046, 31894603, 30281745, 890771, 42521203, 62851162, 28557148, 36376254, 50872031}"
291026,l-r,2001-2006,21st century,High,Unknown,['None'],"{239817, 46858411, 85020, 65736782, 65467923, 19788373, 65186075, 66300572, 31230141, 64737726}"
6772438,e-k,2001-2006,21st century,Medium-Low,Unknown,['None'],"{15482242, 56348803, 2861734, 22986572, 14565999, 43342385, 56224244, 19998422, 57179354, 13405340}"
881245,l-r,2001-2006,21st century,Low,Unknown,['None'],"{7115907, 4419911, 7146699, 6228275, 52518452, 29061813, 69631605, 1165687, 7500116, 20975711}"
2091364,s-,2001-2006,21st century,Medium-Low,Man,['Southern Asia'],"{4093506, 32590242, 69476493, 8614766, 49544816, 34770034, 64962867, 27986580, 31334326, 51053821}"
5306673,a-d,2001-2006,21st century,Medium-High,Unknown,['Western Asia'],"{10953440, 42732034, 410280, 12309834, 46458738, 410258, 39008595, 15162898, 31739126, 10553148}"
1711140,l-r,2001-2006,21st century,Medium-High,Unknown,['Northern America'],"{23173347, 22874953, 22929164, 37041581, 18203534, 23294831, 56752309, 8846262, 22901846, 9354525}"
1980918,a-d,2001-2006,21st century,Medium-Low,Unknown,['Northern Europe'],"{42352739, 1411624, 34516076, 1829006, 6460623, 30174574, 17615918, 2576819, 2539222, 20852282}"
3299482,e-k,2001-2006,21st century,Medium-High,Unknown,"['Eastern Asia', 'Northern America']","{922592, 49434179, 5994283, 56988307, 67278868, 44404723, 56754135, 1347417, 17620923, 22074269}"
765581,s-,2001-2006,21st century,Medium-High,Unknown,['None'],"{61448166, 678729, 3430830, 15235024, 52623664, 5343221, 1025751, 1025752, 1015515, 7584604}"
3373496,a-d,2001-2006,21st century,Low,Unknown,['Australia and New Zealand'],"{41792456, 23794296, 44556718, 65967089, 34479954, 42510737, 61012886, 58086967, 42042264, 65965622}"
57577276,a-d,2017-2022,Unknown,Low,Unknown,['None'],"{34116416, 9808325, 6517805, 57576014, 62857583, 57576657, 40565267, 38032789, 40640730, 59600542}"
36446483,e-k,2007-2011,Unknown,Low,Unknown,['Western Europe'],"{22748577, 26929730, 58551015, 59363177, 25909706, 28179980, 28159985, 29239543, 36806716, 48349567}"
17527393,a-d,2007-2011,20th century,Low,Unknown,['Northern America'],"{60477761, 48464287, 37721545, 38798220, 6855470, 25197519, 6015472, 51190582, 29487031, 49169087}"
15175449,a-d,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"{24611840, 14346852, 14349766, 55760616, 21489591, 24209427, 18907252, 18907383, 62927609, 9182844}"
10780499,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern America'],"{12126465, 3873766, 2121862, 40815975, 17976940, 11882073, 26929561, 52820538, 24775486, 11900703}"
21613101,l-r,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"{12805382, 53084295, 2218572, 43818509, 7837104, 51248850, 21641299, 63731508, 30480567, 39363737}"
25240261,a-d,2007-2011,Unknown,Medium-High,Unknown,['None'],"{6272743, 37697227, 5099691, 50353838, 25251282, 20938422, 8807159, 5768474, 31098589, 64694206}"
27047379,e-k,2007-2011,20th century,Medium-High,Man,['Eastern Asia'],"{7268600, 35624580, 9244741, 3040517, 30272135, 23926468, 10134609, 6876950, 48513880, 30277564}"
25800982,a-d,2007-2011,Unknown,Low,Unknown,['None'],"{34564992, 27248417, 12224385, 5761031, 32582986, 51083982, 7499060, 62628634, 53382172, 53756286}"
31083241,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{9473113, 43427427, 9463365, 3704102, 65701582, 51054447, 3579121, 22686100, 5397081, 25647162}"
9342307,a-d,2007-2011,21st century,Low,Unknown,['Northern America'],"{53732515, 31505444, 22676323, 63189544, 11301002, 48264685, 25587599, 47910707, 56754135, 18037145}"
22654426,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Northern Europe'],"{6928833, 43549442, 6928388, 6913573, 13284749, 5820366, 6823672, 11627546, 6926940, 6928126}"
11827089,s-,2007-2011,Pre-1900s,Medium-Low,Unknown,['None'],"{69636104, 57293513, 14558184, 1411624, 6127765, 61334010, 22422779, 7933692, 8004445, 53194687}"
18130020,e-k,2007-2011,20th century,Low,Man,['Eastern Asia'],"{49108323, 12883676, 47800619, 12883663, 48202258, 54371635, 43705651, 47839096, 68126330, 51622396}"
25389632,s-,2007-2011,Unknown,Low,Unknown,['None'],"{25138338, 21624549, 20614447, 25193552, 25897172, 25215382, 6459960, 9502553, 21624635, 25193529}"
8706744,e-k,2007-2011,21st century,Low,Unknown,['None'],"{26978592, 31760357, 14615909, 68481063, 18979882, 12166283, 12703341, 30113198, 37193135, 23937335}"
16893086,e-k,2007-2011,Pre-1900s,Low,Man,['Northern America'],"{32151969, 62877538, 23279363, 16869068, 1211501, 69323600, 707377, 53315635, 51630970, 1768284}"
28883999,s-,2007-2011,20th century,Low,Man,['None'],"{3252386, 66550820, 50954950, 3227661, 791473, 69592113, 52720116, 26123413, 68557684, 67447415}"
9990365,e-k,2007-2011,20th century,Medium-Low,Man,['Eastern Asia'],"{30067435, 17615918, 36559086, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 877565}"
12345604,l-r,2007-2011,Unknown,Medium-High,Unknown,['None'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
9465748,e-k,2007-2011,Pre-1900s,Medium-Low,Man,['Western Europe'],"{28762978, 8534462, 14956581, 59443270, 66875688, 58944662, 48459097, 60747674, 3222590, 5300863}"
13558050,s-,2007-2011,Unknown,High,Unknown,['None'],"{56529063, 2657034, 1185004, 1557549, 5506102, 54190615, 13557752, 408634, 42367355, 4168478}"
20194358,s-,2007-2011,Pre-1900s,Low,Man,['None'],"{53706177, 59983043, 44554568, 29963465, 29728617, 52419500, 8130606, 51375827, 6519096, 12572059}"
9648387,e-k,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{3301120, 24197441, 21530926, 21530963, 1967413, 1566711, 3301112, 24978009, 24978013, 4040030}"
19660913,s-,2007-2011,20th century,Medium-High,Man,['None'],"{33187517, 10361674, 30067435, 1771181, 21906160, 48050259, 63140468, 19020089, 1679517, 873119}"
27888863,s-,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{36082148, 54108069, 62881065, 35679928, 20646167, 67893106, 19573298, 3723575, 27597112, 7214652}"
26343754,s-,2007-2011,21st century,Low,Unknown,['Northern America'],"{2505409, 53997826, 26183464, 23329673, 3068464, 26292050, 48631603, 5321048, 68552668, 27852285}"
30643724,l-r,2007-2011,20th century,Low,Unknown,['None'],"{15981474, 3594119, 35721259, 53405133, 41580013, 37041581, 64133750, 64286200, 1050554, 12495195}"
8745619,a-d,2007-2011,21st century,Medium-Low,Unknown,['Eastern Europe'],"{1287648, 8452131, 2534279, 8223167, 17478122, 1660798, 31314873, 37390045, 32380222, 13709567}"
11199039,l-r,2007-2011,Pre-1900s,Medium-Low,Man,['None'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
33340388,l-r,2007-2011,21st century,Low,Unknown,['Northern America'],"{767907, 67467652, 55267558, 4948711, 68316396, 32442957, 14326512, 41699825, 14338007, 14327095}"
20621561,a-d,2007-2011,20th century,High,Man,['None'],"{39587750, 40610375, 6534221, 36747379, 40604244, 47267604, 47522806, 5816824, 34572219, 41854812}"
12407294,l-r,2007-2011,Unknown,High,Unknown,['None'],"{25752742, 25752712, 52316490, 20994764, 39869203, 18953781, 34217462, 25752697, 40083994, 25752860}"
24783091,s-,2007-2011,20th century,Medium-Low,Unknown,['None'],"{4630115, 42119975, 13514504, 19085735, 65773515, 21328812, 64172204, 1687505, 67887930, 5591102}"
11625579,l-r,2007-2011,20th century,Medium-Low,Unknown,['None'],"{53819936, 12715205, 53055206, 26411308, 61762067, 49022644, 59057717, 2856343, 58590524, 48201535}"
20098361,e-k,2007-2011,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{62625730, 53592581, 53864073, 15652524, 14717485, 1644656, 66550964, 1610360, 48659614, 63510879}"
22438300,l-r,2007-2011,Pre-1900s,Low,Unknown,['Northern Europe'],"{59840609, 47893339, 64619718, 2830856, 27669545, 9186217, 21938347, 32650928, 55304443, 56401756}"
17838402,s-,2007-2011,Unknown,Medium-High,Unknown,['Northern America'],"{26016805, 17906796, 22738686, 63892176, 2608592, 46694196, 64597720, 62739001, 23570426, 13048798}"
9798472,a-d,2007-2011,Pre-1900s,Medium-Low,Man,['None'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
29372145,a-d,2007-2011,Pre-1900s,Medium-High,Unknown,['None'],"{1287648, 5225409, 69636104, 64155404, 8669780, 6127765, 1353495, 23845913, 61334010, 53194687}"
24278209,e-k,2007-2011,Unknown,Medium-High,Unknown,['South-eastern Asia'],"{67908612, 65933510, 66584075, 8614766, 63326895, 67908751, 64962867, 6068215, 14353525, 5759383}"
30683150,l-r,2007-2011,Pre-1900s,Medium-High,Woman,['Southern Europe'],"{59850688, 60834977, 57891493, 21151333, 47899340, 29409071, 48818320, 35035889, 44931092, 11929141}"
27936150,s-,2007-2011,21st century,Medium-High,Unknown,['None'],"{48350948, 2706980, 67739850, 11918858, 64008943, 20426704, 54090166, 58684056, 26582974, 21370911}"
22789996,s-,2007-2011,Pre-1900s,Medium-High,Unknown,['Northern Europe'],"{18784100, 22269413, 15297606, 2134222, 3216047, 18675664, 3197329, 10589812, 17504086, 13279991}"
8924609,e-k,2007-2011,21st century,Medium-High,Unknown,['Western Europe'],"{23087843, 14519460, 24914310, 18374315, 12118094, 29848241, 3064565, 8395256, 5693818, 17925018}"
19368465,l-r,2007-2011,20th century,Medium-High,Unknown,['Northern Europe'],"{49643561, 52773998, 20950903, 4949332, 27107701, 42312471, 48679224, 59004890, 56864732, 55723677}"
15085780,a-d,2007-2011,20th century,Medium-High,Unknown,['None'],"{465320, 53831017, 22118475, 50552685, 58320657, 32736981, 2826999, 465243, 3695933, 34599357}"
23397764,s-,2007-2011,21st century,Medium-Low,Unknown,['None'],"{8026722, 67093991, 8223626, 14321934, 12366127, 42302226, 34468499, 36477973, 41367670, 36016059}"
9140389,e-k,2007-2011,20th century,High,Unknown,['None'],"{24739072, 44461187, 25339717, 45391014, 45391687, 51379788, 43888590, 45391412, 53084152, 38452827}"
12847755,s-,2007-2011,21st century,High,Unknown,['Northern Europe'],"{30721120, 54077384, 59588360, 56140585, 37129646, 11934162, 69068409, 10325243, 48855420, 20828670}"
21327500,a-d,2007-2011,Unknown,High,Unknown,['None'],"{49463424, 39618913, 397761, 17817955, 40154249, 36676717, 68197776, 17811320, 25113980, 47181565}"
19044957,s-,2007-2011,20th century,High,Unknown,['None'],"{455168, 63324389, 58712552, 48303147, 24716301, 6581584, 475510, 63176311, 481240, 24716442}"
25135768,e-k,2007-2011,21st century,Medium-Low,Unknown,['Northern America'],"{638432, 48466150, 11465510, 33481579, 638444, 64194136, 36716440, 54246296, 54246332, 54070942}"
17995544,e-k,2007-2011,Unknown,High,Unknown,"['Eastern Europe', 'Western Asia']","{31618272, 3283780, 20945448, 24108585, 19083934, 51494926, 11081328, 34729971, 31617310, 18012191}"
11466337,a-d,2007-2011,21st century,High,Unknown,['Western Asia'],"{19488707, 10246437, 9541638, 10480778, 22576113, 628817, 1831890, 1220919, 4476761, 7967099}"
20086978,l-r,2007-2011,21st century,Medium-Low,Unknown,['Northern America'],"{2802981, 31058012, 18703631, 4353301, 62723958, 18625368, 68126330, 63775323, 69381532, 25726492}"
10473206,a-d,2007-2011,21st century,Medium-High,Unknown,['Western Europe'],"{7363360, 19753160, 19994953, 10708028, 2783825, 11764146, 13797522, 1517365, 879672, 11743228}"
17897316,l-r,2007-2011,21st century,Medium-High,Unknown,['None'],"{9820165, 18438533, 21480649, 6475626, 253163, 36307532, 11269558, 1165687, 5127067, 46754397}"
11299985,a-d,2007-2011,Pre-1900s,High,Unknown,['None'],"{24092642, 48727780, 48728901, 20348167, 48729196, 61641551, 48733455, 29496911, 5488982, 42240798}"
22443646,l-r,2007-2011,20th century,High,Unknown,['None'],"{31054272, 965028, 49138758, 49138603, 58818349, 40223823, 6800272, 18775283, 18775285, 15017307}"
13134210,l-r,2007-2011,Pre-1900s,High,Man,['Eastern Europe'],"{238145, 58277985, 4771426, 1094405, 10361674, 21906160, 56546226, 20974359, 4920222, 39272319}"
17366912,e-k,2007-2011,Pre-1900s,High,Man,['None'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 55073083, 3547390}"
17857319,s-,2007-2011,Pre-1900s,High,Unknown,['Eastern Europe'],"{47214147, 47199974, 60963199, 69148594, 47223412, 47248724, 47179640, 47170873, 2966685, 33895615}"
41178596,a-d,2012-2016,Pre-1900s,Low,Man,['None'],"{8660800, 49049025, 20760390, 40656551, 2451212, 35673073, 32069234, 4883250, 41305853, 36910815}"
47531837,l-r,2012-2016,20th century,Low,Man,['Australia and New Zealand'],"{2778370, 39004709, 51059237, 69322921, 49050026, 50108683, 68109680, 65946834, 38987160, 9090618}"
25462124,e-k,2007-2011,21st century,High,Unknown,['None'],"{37183528, 61552809, 55609322, 63659246, 29364403, 28833493, 55609622, 55608631, 7147480, 7596954}"
25677017,l-r,2007-2011,21st century,High,Man,['Central America'],"{64071206, 42158823, 2241417, 37780617, 16933612, 64044688, 16246359, 29450616, 37550300, 38829151}"
44037469,s-,2012-2016,20th century,Low,Man,['Southern Africa'],"{2516551, 19092430, 17615918, 1220464, 36715320, 10511033, 41762261, 44765432, 19020089, 58946013}"
37898739,s-,2012-2016,Unknown,Medium-Low,Unknown,['None'],"{7360192, 26295843, 3829990, 35151910, 68597287, 65854705, 42696337, 23728151, 19076859, 7681599}"
46978810,l-r,2012-2016,Pre-1900s,Low,Man,['None'],"{3109154, 5985763, 26511012, 15690985, 67790185, 26511062, 13531703, 1227512, 20484153, 5985852}"
34592233,a-d,2012-2016,20th century,Medium-Low,Unknown,['None'],"{39451619, 40495206, 55300777, 69749900, 50769456, 2312402, 4991894, 1754456, 23100410, 480571}"
40450218,a-d,2012-2016,Unknown,Low,Unknown,['Northern America'],"{46317282, 30432739, 46311595, 10379853, 46311631, 40434066, 7337459, 42247156, 26357592, 40477181}"
48513880,l-r,2012-2016,21st century,Low,Unknown,['Eastern Asia'],"{58908262, 48913759, 63311947, 57181614, 14145743, 42055098, 12938746, 1514299, 58107166, 50276191}"
37135130,l-r,2012-2016,20th century,Medium-Low,Unknown,['Southern Europe'],"{39358048, 68913635, 31866660, 61267786, 64539979, 68250188, 20555537, 3130836, 57891285, 43089300}"
34245545,l-r,2012-2016,Unknown,High,Unknown,['None'],"{59852003, 68051205, 7437353, 50333131, 37179084, 20522859, 7469136, 69714384, 65606041, 44558203}"
50153114,a-d,2012-2016,20th century,Low,Unknown,['Central America'],"{1287648, 8452131, 66153638, 2534279, 60391785, 17478122, 31314873, 37390045, 1660798, 8223167}"
48722101,e-k,2012-2016,20th century,Low,Unknown,['None'],"{26711467, 4017836, 178059, 3679056, 32846993, 59928082, 23569460, 44020149, 13005021, 69684959}"
36971010,l-r,2012-2016,Unknown,Medium-Low,Unknown,['Western Asia'],"{60709952, 3362081, 60629029, 35238569, 35271595, 29973615, 60529785, 52909050, 31495324, 23825791}"
41609569,e-k,2012-2016,21st century,Low,Unknown,['Australia and New Zealand'],"{49247713, 47442373, 38207210, 18558988, 57383640, 68277780, 56308694, 49247576, 16480604, 47531837}"
40189494,a-d,2012-2016,21st century,Low,Unknown,['Southern Asia'],"{67465251, 27978890, 49980151, 43680140, 40200143, 40252147, 41549591, 67911194, 40182332, 67464991}"
39531468,l-r,2012-2016,Unknown,Low,Unknown,['Northern America'],"{52223394, 56591588, 67488453, 1179174, 438062, 17615918, 41762261, 57428598, 61628503, 36715320}"
36723831,e-k,2012-2016,Unknown,Medium-Low,Unknown,['South America'],"{10396740, 37248293, 1845116, 25799657, 5024240, 1898196, 28717401, 37643484, 13188957, 31669950}"
42361931,e-k,2012-2016,Pre-1900s,Low,Man,['None'],"{60393280, 9771232, 8439425, 6079752, 59633550, 6109488, 47332817, 64650998, 52729211, 1865279}"
37131963,e-k,2012-2016,20th century,Medium-Low,Man,['Southern Europe'],"{8114488, 11492580, 26920236, 7962334, 27042447, 10322897, 28786227, 2170712, 14877177, 28600510}"
49544852,e-k,2012-2016,Unknown,Low,Unknown,['None'],"{21623908, 55024653, 21623918, 20003764, 55002069, 9413238, 51475606, 6906713, 42367355, 55024669}"
42882989,s-,2012-2016,Unknown,Low,Unknown,['None'],"{8649798, 59816264, 42883017, 8650475, 8649903, 42819408, 8137141, 8645018, 21957629, 8644990}"
35944940,l-r,2012-2016,Unknown,Medium-High,Unknown,['None'],"{1278555, 56529063, 2657034, 1185004, 1557549, 5506102, 54190615, 408634, 42367355, 4168478}"
48927148,l-r,2012-2016,Pre-1900s,Medium-Low,Unknown,['None'],"{56118780, 6872193, 50406337, 32676580, 53471364, 42576453, 17258955, 56779254, 29105142, 20848092}"
50660806,e-k,2012-2016,Pre-1900s,Medium-Low,Unknown,['Northern Europe'],"{20707552, 24727237, 59545670, 63873127, 66813127, 32838058, 66814323, 66813881, 24871166, 20866719}"
43156336,s-,2012-2016,20th century,Medium-Low,Unknown,['None'],"{11630720, 8543078, 66876104, 56837097, 50749658, 37712561, 22425906, 900186, 50808699, 7618654}"
49709450,s-,2012-2016,Unknown,Medium-High,Unknown,['None'],"{13538400, 14065570, 18329028, 22806768, 3506643, 3597204, 38258325, 37767320, 39504217, 39504251}"
47132134,s-,2012-2016,Pre-1900s,Low,Unknown,['Northern America'],"{42511939, 403910, 12021766, 39151320, 5305711, 33341426, 14444853, 22995544, 118971, 759326}"
41580224,a-d,2012-2016,Unknown,Medium-Low,Unknown,['None'],"{30067435, 17615918, 1220464, 11044785, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099}"
34305685,e-k,2012-2016,Unknown,Medium-High,Unknown,['None'],"{11795482, 8729929, 10603210, 26184809, 7477483, 232172, 24963343, 50608281, 7477754, 2945503}"
38988819,a-d,2012-2016,Pre-1900s,Medium-High,Unknown,['Eastern Asia'],"{1287648, 8452131, 2534279, 66708775, 60391785, 17478122, 31314873, 37390045, 1660798, 8223167}"
37602440,a-d,2012-2016,21st century,Medium-Low,Unknown,['Northern America'],"{30185478, 61266653, 47496073, 32694539, 43601912, 9797238, 45468471, 65912280, 25313756, 22777405}"
51556214,s-,2012-2016,21st century,Low,Unknown,['None'],"{12546403, 53180183, 20852749, 62015443, 65882675, 61879924, 59728982, 66100598, 67715286, 13002045}"
39482660,a-d,2012-2016,Pre-1900s,Medium-Low,Man,['None'],"{30067435, 17615918, 1220464, 10511033, 48050259, 41762261, 36715320, 19020089, 39583099, 3547390}"
