docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
1139674,l-r,2001-2006,Unknown,Low,Unknown,['Western Europe'],"{6856901, 36404905, 44894287, 1139759, 30213903, 41122611, 2895027, 24033145, 32336059, 35841821}"
6656477,a-d,2001-2006,Unknown,Medium-High,Unknown,['Eastern Europe'],"{56087106, 1652099, 491365, 23377831, 1073869, 3198542, 40758709, 62523416, 48153148, 51146366}"
690557,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern Europe'],"{35789890, 41699015, 40614728, 28870985, 55407498, 39711276, 42160013, 10179024, 16087250, 33975453}"
506349,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Western Europe'],"{18966657, 18974855, 40392968, 35627915, 20962702, 35974257, 40172179, 40454996, 41066003, 18969499}"
715914,e-k,2001-2006,20th century,Low,Unknown,['Eastern Asia'],"{15253568, 15253537, 15253571, 15253574, 15253447, 15253545, 1209578, 15253579, 15253423, 15253496}"
4206474,a-d,2001-2006,20th century,Low,Unknown,['Northern America'],"{4181057, 4206465, 2449959, 18829162, 18895021, 3647503, 7954806, 4206492, 63818941, 8423422}"
7701761,s-,2001-2006,Unknown,Low,Unknown,['Northern America'],"{17944994, 18236579, 17694788, 355274, 358892, 17560495, 17933042, 9604435, 11350741, 6188826}"
2307703,l-r,2001-2006,21st century,Medium-Low,Unknown,['Southern Europe'],"{31071520, 3362081, 2326722, 1806179, 62475554, 31276455, 31077552, 50223795, 31080414, 12868542}"
950891,s-,2001-2006,20th century,Medium-Low,Unknown,['Eastern Asia'],"{67726272, 22216001, 15301058, 15300992, 18299044, 354663, 11321707, 22951244, 5107479, 38240222}"
2397932,s-,2001-2006,Unknown,Medium-Low,Unknown,['South-eastern Asia'],"{44054818, 61040803, 69782691, 2348105, 55735530, 56812945, 55735314, 60907219, 44531506, 2399382}"
5019081,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['South-eastern Asia'],"{36607554, 18037475, 53302023, 36485770, 36607595, 56063766, 38289143, 1877594, 18256187, 18256188}"
2298723,s-,2001-2006,20th century,Low,Man,['None'],"{2262147, 19458567, 38017549, 59722129, 44931092, 31068182, 32485206, 1212315, 38959678, 14393119}"
1383391,a-d,2001-2006,Pre-1900s,Low,Unknown,['Western Europe'],"{41321568, 18638470, 15570567, 11346106, 46592880, 43107953, 35819793, 15155610, 36129180, 18682333}"
569140,l-r,2001-2006,20th century,Medium-High,Unknown,['Eastern Asia'],"{791171, 37075363, 37075335, 63279145, 37075435, 37075373, 17937746, 352765, 791166, 624543}"
461032,a-d,2001-2006,21st century,Medium-High,Unknown,['Southern Europe'],"{40293155, 40293158, 58658599, 40581799, 58610761, 58792009, 40639245, 23432499, 40580248, 23424091}"
7761657,e-k,2001-2006,Pre-1900s,Low,Unknown,['Eastern Europe'],"{58482081, 58514881, 58481861, 58481830, 58481583, 58474191, 58505777, 58475542, 58481879, 58475519}"
62636941,l-r,2017-2022,Unknown,Medium-High,Unknown,['None'],"{57277156, 57275497, 57277111, 57275439, 57283797, 57261878, 57251989, 57275582, 57274717, 57262462}"
791181,e-k,2001-2006,20th century,Medium-Low,Unknown,['Eastern Asia'],"{41174658, 27811619, 41338856, 39842287, 40581554, 39704370, 791188, 33450907, 33753438, 14393598}"
589047,l-r,2001-2006,20th century,Medium-Low,Unknown,['Eastern Europe'],"{24297184, 18041605, 39153896, 36940200, 35749582, 43749974, 155067, 589148, 37334813, 36121339}"
2119302,l-r,2001-2006,Pre-1900s,Medium-Low,Man,['None'],"{66632963, 17167108, 38113990, 1971913, 1959194, 21940593, 66619826, 64011770, 5305818, 5969884}"
7898941,s-,2001-2006,Pre-1900s,Low,Unknown,['Eastern Europe'],"{18523907, 18523908, 18770470, 19031016, 19002320, 66366553, 18379098, 18474171, 18523901, 18523903}"
791153,a-d,2001-2006,20th century,Medium-Low,Unknown,['Eastern Asia'],"{37908868, 36844056, 39705259, 791249, 40551891, 37009432, 791353, 12660314, 38639902, 39832575}"
8318491,s-,2001-2006,20th century,Medium-High,Unknown,['Western Asia'],"{48604580, 4337893, 4116454, 41575400, 8318223, 8318386, 4105651, 2544051, 8318325, 8318424}"
2419729,a-d,2001-2006,21st century,Low,Unknown,['Northern Europe'],"{11950189, 1660878, 2058191, 58949617, 12870417, 64205652, 21633561, 3141658, 3141723, 1524379}"
8318223,a-d,2001-2006,20th century,Medium-High,Unknown,['Western Asia'],"{2224961, 52060739, 460902, 460904, 8318386, 20316339, 8318325, 7609943, 8318424, 8318491}"
1323117,s-,2001-2006,Pre-1900s,Medium-Low,Man,['Western Europe'],"{64722113, 786468, 17371016, 14798922, 43417459, 13249717, 8943830, 68333079, 15685400, 37299133}"
1383392,l-r,2001-2006,Pre-1900s,Low,Unknown,['Western Europe'],"{17019460, 14064228, 13697642, 15887980, 176172, 10683822, 4783247, 2109233, 43095957, 25504286}"
3941690,l-r,2001-2006,20th century,Low,Unknown,['Eastern Europe'],"{63413474, 64177828, 64233893, 63324140, 36121197, 61029933, 44293264, 64013808, 9653782, 64034872}"
2222461,e-k,2001-2006,21st century,Medium-Low,Unknown,['Southern Asia'],"{19999013, 19119973, 19120070, 19120104, 19134797, 20041870, 19135121, 19120117, 19999036, 19135516}"
2445711,a-d,2001-2006,21st century,Medium-Low,Unknown,['Southern Europe'],"{31089505, 2326722, 1806179, 3359271, 11555816, 48541229, 30450289, 6184787, 31080414, 30724414}"
7350274,s-,2001-2006,21st century,Low,Unknown,['Southern Asia'],"{38424546, 34572393, 39702442, 32755499, 34640682, 35995113, 39731724, 35994927, 34551163, 9217212}"
2419731,e-k,2001-2006,21st century,Low,Unknown,['Northern Europe'],"{21345509, 53422380, 19976365, 2044988, 40132944, 17369905, 3192085, 28900437, 11174584, 2419740}"
3175778,l-r,2001-2006,21st century,Low,Unknown,['Northern Europe'],"{1670112, 55921892, 1071179, 259979, 15987629, 11834225, 949525, 3093687, 63377656, 67061821}"
21424597,a-d,2007-2011,Unknown,Low,Unknown,['None'],"{21424416, 18618281, 18491530, 20978991, 21254356, 21254580, 18618334, 21424473, 18490748, 21424670}"
32876385,s-,2007-2011,Unknown,Low,Unknown,['Southern Asia'],"{36590150, 40517194, 36379818, 36222380, 36247914, 40516975, 36454544, 36336016, 36275859, 36346292}"
12783597,a-d,2007-2011,Unknown,Medium-Low,Unknown,['Western Europe'],"{615489, 24342916, 30743236, 29789038, 22065492, 6047160, 9783930, 58170589, 29789374, 62871039}"
28469555,l-r,2007-2011,Unknown,Medium-High,Unknown,['None'],"{3443744, 2067936, 3147626, 46938188, 9765614, 8608017, 8980979, 1984573, 7962422, 1602717}"
20690689,l-r,2007-2011,Unknown,Low,Unknown,['Northern America'],"{20722530, 8856485, 20802598, 20690696, 47796020, 52708310, 69441591, 38220408, 52700925, 20802495}"
32659436,e-k,2007-2011,20th century,Low,Unknown,['Eastern Europe'],"{60858763, 60860211, 63492698, 60858870, 68805527, 17155606, 63497146, 63380091, 69514844, 63313599}"
12367938,e-k,2007-2011,Unknown,Low,Unknown,['Northern America'],"{20736288, 19268545, 56157732, 19268614, 20797880, 6217294, 3115119, 9014006, 3115000, 6188826}"
18180717,a-d,2007-2011,Unknown,Medium-High,Unknown,"['Australia and New Zealand', 'South America']","{18450561, 19589035, 20902541, 18174574, 18272879, 25294063, 20900593, 20923516, 18287933, 18478654}"
22769850,l-r,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{15994950, 21113255, 14412105, 1726189, 14247735, 36258703, 9265140, 31996789, 11917078, 18605527}"
11890091,s-,2007-2011,Unknown,Medium-Low,Unknown,['Northern America'],"{15322081, 28845378, 20875909, 12869573, 20497356, 26142225, 26200436, 340535, 20875896, 26084443}"
14518938,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Eastern Europe'],"{118593, 29591938, 22260995, 25862372, 59866821, 40551052, 29525580, 56864588, 40671020, 40628916}"
24285393,l-r,2007-2011,Unknown,High,Unknown,['None'],"{39548449, 59795236, 32950054, 1387207, 47485446, 2642666, 17672753, 47566266, 20089853, 11885886}"
23398599,s-,2007-2011,Unknown,Medium-High,Unknown,['None'],"{41492481, 467875, 62229445, 9717384, 4176558, 22796527, 9704883, 873595, 20611325, 2351135}"
24688126,s-,2007-2011,20th century,Low,Unknown,['Northern America'],"{24686916, 24687525, 24664422, 24686693, 24688136, 24687941, 24687983, 24664336, 24687955, 24687452}"
13872613,l-r,2007-2011,Pre-1900s,Low,Man,['None'],"{8573569, 67249028, 16990119, 24823369, 1192620, 44942387, 47961844, 1218742, 34161942, 50676087}"
10420454,s-,2007-2011,Pre-1900s,Low,Unknown,['Northern Europe'],"{39416417, 10420677, 10420362, 67705195, 11026603, 40174733, 39506992, 39354772, 13296027, 27222527}"
30232307,e-k,2007-2011,Unknown,Medium-High,Unknown,['Western Asia'],"{22918020, 57370887, 340008, 3183887, 38190640, 5333780, 55775892, 5575674, 3789821, 12770170}"
24664395,a-d,2007-2011,20th century,Low,Unknown,['Northern America'],"{24686916, 24686693, 24664422, 24687525, 24688136, 24687464, 24664336, 24686706, 24687955, 24687452}"
10271212,a-d,2007-2011,Unknown,High,Unknown,['Eastern Europe'],"{19611456, 19058054, 62439081, 40835596, 19060493, 4915921, 2521075, 40654973, 62354421, 1139389}"
10339070,a-d,2007-2011,20th century,Medium-Low,Man,['Northern America'],"{69372833, 16907654, 30775660, 32633229, 9921999, 1918642, 53379732, 6294359, 28019611, 13659455}"
11777222,e-k,2007-2011,Unknown,High,Unknown,['South America'],"{22448544, 15981312, 40176067, 44408068, 13745123, 117766, 15840037, 16710542, 9449935, 23306641}"
31080414,e-k,2007-2011,21st century,Medium-Low,Unknown,['Southern Europe'],"{3362081, 2326722, 31089451, 31089783, 30724463, 31077552, 1806321, 30450289, 2307703, 2322074}"
10843017,e-k,2007-2011,Pre-1900s,Low,Man,['None'],"{2298849, 41271050, 13375915, 20234767, 1923281, 3708820, 64026102, 43020630, 30608182, 4700377}"
16988490,l-r,2007-2011,20th century,Low,Unknown,['Northern America'],"{13832226, 16783848, 10680904, 27833710, 47843856, 139024, 133267, 138996, 15581557, 9630811}"
33399055,a-d,2007-2011,21st century,Low,Unknown,['Southern Asia'],"{25050272, 37262561, 37238850, 37262213, 37262217, 37262542, 37238868, 37262838, 37264599, 37238841}"
11373339,a-d,2007-2011,20th century,Medium-High,Unknown,['Southern Europe'],"{30724451, 460902, 2983750, 460907, 2445644, 8318223, 461105, 8318386, 8318325, 460890}"
26424028,s-,2007-2011,21st century,Low,Unknown,['Southern Asia'],"{36616929, 36618147, 36616710, 36616646, 36618090, 33823691, 36617195, 33823705, 36617338, 36616829}"
20738533,l-r,2007-2011,21st century,Low,Unknown,['Northern America'],"{3856769, 3884258, 4747170, 27752644, 20737715, 57979189, 4746934, 28738647, 20737787, 10671517}"
15430027,e-k,2007-2011,21st century,Low,Unknown,['Western Europe'],"{62272538, 64779684, 1260131, 8825254, 32561859, 28785580, 715003, 3581136, 11838714, 5869051}"
30724463,s-,2007-2011,21st century,Medium-Low,Unknown,['Southern Europe'],"{31089888, 31089505, 30672736, 31090499, 460902, 31089451, 31090411, 31090298, 31080414, 31089599}"
13697365,a-d,2007-2011,Pre-1900s,Low,Unknown,['Southern Asia'],"{33337760, 35519812, 41012810, 41724271, 36865745, 36865044, 38160117, 36093752, 6275097, 38784891}"
18183042,e-k,2007-2011,Pre-1900s,Medium-Low,Man,['Western Europe'],"{24572576, 24823811, 27038248, 10581789, 13915947, 32941201, 14332979, 10453494, 38245052, 2063581}"
15131800,s-,2007-2011,20th century,Medium-Low,Unknown,['Western Europe'],"{36779362, 36747907, 24387784, 12998344, 23081707, 8828076, 27742158, 66258993, 36747921, 69329491}"
15459948,l-r,2007-2011,20th century,Medium-High,Unknown,['Eastern Europe'],"{16486338, 63141677, 34948365, 39254765, 47909166, 61786542, 33680050, 58905362, 24794172, 8513661}"
17839068,e-k,2007-2011,20th century,Medium-Low,Unknown,['Northern Europe'],"{260610, 15581570, 9463365, 52593318, 1020078, 1210355, 38710, 55396343, 16995868, 53114687}"
26130579,l-r,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"{2744035, 9306951, 2785609, 62223, 53951346, 4771956, 23517813, 63662902, 54989143, 7669213}"
27509810,s-,2007-2011,20th century,Medium-High,Unknown,['None'],"{22448544, 40176067, 39318148, 59477125, 117766, 44408068, 33809832, 21737769, 16710542, 24937909}"
23179157,a-d,2007-2011,Pre-1900s,Medium-Low,Unknown,['Southern Europe'],"{732450, 17534438, 1724906, 11915339, 15303345, 66225235, 43551957, 48052184, 28087353, 464607}"
29385787,a-d,2007-2011,21st century,Medium-Low,Unknown,['Southern Asia'],"{17242657, 61184195, 61184452, 61063110, 61184201, 61187117, 19135887, 2600181, 63692503, 17242681}"
30724414,l-r,2007-2011,21st century,Medium-Low,Unknown,['Southern Europe'],"{30672736, 31071520, 2445730, 1806179, 30724451, 2326722, 460904, 30724463, 31077552, 1776316}"
38445554,l-r,2012-2016,Unknown,Low,Unknown,['None'],"{35709028, 40793992, 40734666, 35233003, 40734700, 38445586, 40830003, 40191251, 40670742, 36214204}"
34402278,e-k,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{40289988, 40242760, 39675976, 40768424, 37275569, 39675986, 33897811, 40252314, 38377211, 34402302}"
37009944,a-d,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{37009954, 36947320, 37223626, 37445838, 36940115, 37126132, 37360632, 37262299, 37444732, 37265790}"
37581793,s-,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{40927258, 39906824, 37334956, 42001005, 41726637, 34552529, 37064660, 39918134, 40052186, 60212027}"
42505529,l-r,2012-2016,Unknown,Medium-High,Unknown,['None'],"{401736, 32201162, 42516811, 30655724, 20675342, 17134544, 42505586, 30681843, 32508219, 10109407}"
36426167,l-r,2012-2016,Unknown,Medium-Low,Unknown,['None'],"{24507043, 11699684, 10189541, 22553387, 62568140, 3045041, 10909750, 19309464, 15981563, 39499486}"
35016834,a-d,2012-2016,Pre-1900s,Low,Unknown,['Eastern Europe'],"{61101889, 61747402, 61233713, 61234937, 61061078, 61233752, 61249177, 60724027, 61235132, 61234941}"
40348354,e-k,2012-2016,20th century,Low,Unknown,['Northern Europe'],"{49368960, 37858372, 10420677, 10420454, 67705195, 11026603, 46600973, 11026511, 11750132, 39354772}"
34936718,l-r,2012-2016,Pre-1900s,Low,Unknown,['Western Europe'],"{21459938, 41839490, 2185988, 44904197, 10222889, 30612459, 44433388, 3912179, 42331671, 45076474}"
39416963,a-d,2012-2016,20th century,Low,Man,['None'],"{63001408, 30758304, 31367679, 61199821, 12039570, 22626579, 31372019, 18560341, 53803795, 74847}"
39926611,e-k,2012-2016,Unknown,Medium-Low,Unknown,['Southern Asia'],"{34338465, 32717730, 36562342, 32685223, 34338569, 36219982, 41773007, 41726013, 36562333, 41772927}"
47642505,l-r,2012-2016,20th century,Low,Unknown,['Northern Europe'],"{36223872, 1376291, 31805798, 13069863, 27742158, 54062255, 7195248, 13110446, 7365906, 7532210}"
40349320,s-,2012-2016,Unknown,Medium-Low,Unknown,['South-eastern Asia'],"{53084295, 41024813, 19114512, 44487826, 38954644, 2418997, 489913, 57963770, 80062, 45204063}"
45073672,a-d,2012-2016,Unknown,Medium-Low,Unknown,['Northern Africa'],"{21971712, 22338529, 10942818, 23752130, 1364340, 66191317, 35458037, 8792791, 1391357, 512606}"
49438140,e-k,2012-2016,Unknown,High,Unknown,['Eastern Europe'],"{8487427, 535849, 39807819, 35960622, 9319924, 18270296, 54051705, 28714395, 121404, 599519}"
36855788,e-k,2012-2016,21st century,Low,Unknown,['Southern Asia'],"{10272352, 36845697, 69608292, 1765413, 139845, 37623466, 40926797, 120762, 40984348, 124511}"
48251894,e-k,2012-2016,Pre-1900s,Low,Man,['Western Europe'],"{11259265, 21790920, 25003754, 24653418, 26928305, 32721682, 15287411, 40402583, 18863610, 68986237}"
37423534,l-r,2012-2016,21st century,Low,Unknown,['Southern Asia'],"{35254785, 40115138, 38784388, 39522117, 37432401, 39389170, 38881489, 29887318, 40051350, 37565085}"
51999816,s-,2012-2016,21st century,Low,Unknown,['Eastern Europe'],"{41698752, 38329605, 51999849, 40883295, 51999614, 51999763, 51999828, 51976694, 39733886, 41052991}"
44383513,a-d,2012-2016,21st century,Low,Unknown,['None'],"{9764458, 63504781, 44292142, 44382735, 44353744, 44345455, 120242, 3855795, 17934063, 44359901}"
50734381,a-d,2012-2016,Unknown,Medium-High,Unknown,['Eastern Europe'],"{34414274, 41258780, 23758380, 665388, 2103600, 40961368, 28015900, 27987037, 3491550, 4298975}"
44956057,s-,2012-2016,Pre-1900s,Low,Unknown,['Eastern Asia'],"{44997280, 43337122, 69343115, 21057388, 30482286, 716276, 18044951, 18129692, 37510078, 12734719}"
37504906,e-k,2012-2016,20th century,Medium-Low,Unknown,['Western Europe'],"{53027393, 1839363, 15231621, 66277317, 29775594, 31464718, 51161879, 11159097, 21822237, 35286719}"
41754885,s-,2012-2016,20th century,Low,Unknown,['Northern America'],"{43963680, 43964994, 43764232, 41749262, 43760573, 38982166, 43938647, 43752664, 43947037, 43964031}"
47329029,e-k,2012-2016,Unknown,Medium-High,Unknown,"['Southern Europe', 'Western Europe']","{38605280, 739493, 58698540, 58277581, 65472019, 44082199, 10505464, 58661913, 63818683, 47316349}"
39629790,l-r,2012-2016,21st century,Medium-Low,Unknown,['None'],"{6990113, 58246920, 8492267, 28757004, 61484465, 59896530, 12484243, 16787349, 26615004, 3663551}"
51807646,l-r,2012-2016,Unknown,High,Unknown,['None'],"{378368, 53030529, 60915328, 53196327, 926455, 60912942, 28753264, 60907219, 1147895, 60914298}"
41008669,a-d,2012-2016,Unknown,High,Unknown,['Northern America'],"{10821826, 26018147, 9353317, 58827205, 47641863, 5354165, 3709430, 3130422, 122043, 119166}"
41575400,s-,2012-2016,Unknown,Medium-High,Unknown,['None'],"{663683, 56733027, 13792037, 2462734, 9893744, 8318491, 56697, 57758586, 43592763, 4846076}"
51563568,l-r,2012-2016,Pre-1900s,High,Unknown,['None'],"{49486273, 11485507, 49012646, 49052651, 6632364, 51020274, 49598391, 11485593, 25104890, 11708574}"
63323811,l-r,2017-2022,Unknown,Low,Unknown,['Eastern Europe'],"{4971975, 59991624, 59979751, 64040269, 63296944, 7359505, 63298162, 63607312, 67041208, 63499739}"
60161587,a-d,2017-2022,Unknown,Low,Unknown,['Eastern Europe'],"{60112801, 60133635, 60150211, 60161507, 60150566, 60141892, 60151018, 60120722, 60151157, 60161558}"
61047130,e-k,2017-2022,Unknown,Low,Unknown,['Eastern Europe'],"{61041089, 61047010, 61053379, 61046729, 61041097, 61053418, 61048397, 61053358, 61042420, 61041051}"
63279467,s-,2017-2022,Unknown,Low,Unknown,['Eastern Europe'],"{63280549, 63278155, 63279243, 63296972, 63297392, 63280369, 63280435, 63279763, 63298358, 63299388}"
60335405,s-,2017-2022,Unknown,Medium-Low,Unknown,['Eastern Europe'],"{17003717, 46815207, 32676492, 4792717, 60284014, 27366000, 21301491, 9106970, 28903033, 61947450}"
60284014,e-k,2017-2022,Unknown,Medium-Low,Unknown,['Eastern Europe'],"{42854468, 32621350, 46815207, 6327085, 8154225, 25097554, 32598513, 30489591, 17004121, 40283679}"
58940136,l-r,2017-2022,Unknown,Medium-Low,Unknown,['Eastern Europe'],"{18348448, 41832673, 40982304, 41832483, 40982305, 34948365, 5802640, 41832049, 41935408, 19004286}"
55988396,a-d,2017-2022,Unknown,Medium-High,Unknown,['None'],"{1023873, 3650, 67590, 6853639, 31791023, 25270074, 26026099, 19284, 21354330, 20848092}"
64210992,s-,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe'],"{32080256, 64492035, 64484302, 60915600, 64475633, 63405554, 44405591, 64492025, 31777948, 60870205}"
61227270,e-k,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe'],"{61244288, 61740481, 60860068, 61740488, 61740490, 61200204, 61256178, 23882582, 61741016, 61213406}"
59674087,a-d,2017-2022,20th century,Low,Unknown,['Eastern Europe'],"{59969122, 68750722, 63334565, 63334470, 63335462, 11162759, 61244094, 61194581, 61032538, 61027678}"
67061821,l-r,2017-2022,20th century,Low,Unknown,['Northern Europe'],"{1670112, 3175778, 55921892, 259979, 15987629, 259981, 11834225, 29573590, 3093687, 63377656}"
53921191,s-,2017-2022,21st century,Low,Unknown,['Western Asia'],"{29143575, 10054725, 54673286, 54091885, 4339703, 571928, 36257116, 2518077, 36017182, 34119455}"
53251123,s-,2017-2022,Unknown,High,Unknown,['Western Africa'],"{34764771, 25009862, 22969769, 7899291, 12870317, 16349022, 27895636, 30406750, 19960091, 43124222}"
59898886,e-k,2017-2022,20th century,Low,Unknown,['Eastern Europe'],"{59969122, 15979236, 59898662, 59951085, 63254544, 59653553, 59736880, 60096915, 63344187, 59870623}"
66484926,l-r,2017-2022,21st century,Low,Unknown,['Northern America'],"{62905024, 66502048, 66465474, 24718979, 3413122, 68765231, 22212467, 24662747, 12369948, 24662750}"
64780734,a-d,2017-2022,21st century,Low,Unknown,['Northern America'],"{20141025, 68433634, 4628379, 48100092, 65076008, 64779657, 65720564, 43625559, 63330651, 63276252}"
62636958,l-r,2017-2022,Unknown,High,Unknown,['None'],"{43761636, 25573286, 21716170, 62636941, 62497231, 62636881, 13568466, 14102161, 52468084, 38373428}"
59191454,e-k,2017-2022,20th century,Medium-Low,Unknown,['None'],"{121600, 42487522, 12220484, 28790150, 139372, 31374556, 13832372, 12016341, 14358204, 5853982}"
63291071,s-,2017-2022,20th century,Low,Woman,['None'],"{22707649, 40581060, 41129829, 34340836, 40682727, 39670353, 41092434, 40998513, 41262197, 40577270}"
63591315,e-k,2017-2022,21st century,Low,Unknown,['Eastern Europe'],"{63637188, 63609318, 63637068, 63637075, 63606847, 63637208, 63591611, 63606909, 63606782, 63636511}"
62523416,a-d,2017-2022,Unknown,Medium-Low,Unknown,['Eastern Europe'],"{32913472, 33595808, 32913856, 32913093, 32922779, 32912721, 33028113, 34218161, 33466102, 33510395}"
61741659,a-d,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe'],"{63588165, 2657034, 61119179, 23546158, 40926001, 35568148, 28306266, 5987771, 61747325, 35568126}"
69891764,s-,2017-2022,Unknown,Medium-High,Unknown,['None'],"{41011648, 33530561, 17923809, 4368935, 40610447, 39003249, 40855570, 40925236, 4049178, 40871837}"
58246920,e-k,2017-2022,21st century,Medium-High,Unknown,['None'],"{6990113, 2732615, 1785387, 8492267, 59896530, 12484243, 3663444, 3663509, 39629790, 3663551}"
58277581,a-d,2017-2022,Pre-1900s,Medium-Low,Unknown,"['Southern Europe', 'Western Europe']","{22548100, 47329029, 18089318, 44082983, 16659759, 884688, 8699313, 23512081, 29488566, 21485724}"
58465609,l-r,2017-2022,Pre-1900s,Low,Unknown,['Eastern Europe'],"{61206695, 63589577, 29987211, 60825613, 60907217, 29045046, 4436375, 58446553, 61207261, 10037693}"
59328261,e-k,2017-2022,Unknown,Medium-High,Unknown,['Southern Asia'],"{38253600, 68355458, 5723747, 3905572, 18969286, 42141548, 19028305, 21016407, 29055454, 6861567}"
