docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions,rel_docno
4998323,e-k,2001-2006,Pre-1900s,Low,Unknown,['Northern Europe'],"{17842246, 45221670, 473482, 14546224, 120693, 1564086, 44644186, 4906268, 121117, 3719103}"
1342072,e-k,2001-2006,Unknown,High,Unknown,"['Antarctica', 'Northern Europe']","{38697955, 9817129, 17627434, 25748525, 7479885, 707377, 64025266, 5444916, 27449525, 707382}"
131926,l-r,2001-2006,Pre-1900s,Low,Unknown,['Northern America'],"{54572768, 24033063, 57738060, 1810798, 6216146, 44103029, 13753845, 12877145, 54572826, 59235995}"
5465886,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['Caribbean'],"{65678016, 61930434, 10495619, 8963493, 64362505, 1496235, 25141291, 66357269, 29584121, 4528413}"
2452038,a-d,2001-2006,20th century,Medium-High,Unknown,['Southern Asia'],"{62826401, 44093795, 36988904, 2885516, 41130733, 63333359, 54965648, 20305586, 48734933, 52835669}"
996747,a-d,2001-2006,20th century,Medium-Low,Unknown,['South America'],"{51984195, 4150019, 65646341, 25495914, 996748, 2388527, 58497274, 434044, 12241149, 1337119}"
145195,s-,2001-2006,Unknown,High,Unknown,['Northern Europe'],"{10534336, 17213891, 38387143, 20843912, 64065835, 40204300, 18963053, 12343888, 7506514, 24540700}"
878772,s-,2001-2006,Pre-1900s,Low,Unknown,['Eastern Asia'],"{624576, 331489, 878786, 624547, 328388, 2853606, 860552, 328318, 877403, 878750}"
3031207,a-d,2001-2006,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{61423970, 60739362, 60724034, 60088329, 60701033, 60748363, 60701044, 61404950, 60730140, 61248957}"
1502610,l-r,2001-2006,21st century,Low,Unknown,['Eastern Asia'],"{328674, 860483, 860680, 26197128, 479023, 860530, 5175638, 601560, 26197080, 624415}"
3906653,l-r,2001-2006,20th century,Medium-High,Unknown,['Eastern Europe'],"{9798472, 40788042, 2287055, 13988368, 40773234, 2964018, 36480565, 23885814, 38280312, 188029}"
5361201,s-,2001-2006,21st century,Low,Unknown,['Eastern Asia'],"{329216, 328450, 871959, 874373, 23950342, 328393, 799978, 328398, 874352, 329207}"
874320,e-k,2001-2006,21st century,Low,Unknown,['Eastern Asia'],"{1956256, 871959, 328393, 799978, 5361260, 874446, 328398, 874352, 329207, 874430}"
1585609,s-,2001-2006,21st century,Medium-Low,Unknown,['Eastern Asia'],"{1292258, 2722168, 482088, 1619721, 8683272, 339081, 9263509, 330616, 15052313, 414237}"
121091,a-d,2001-2006,21st century,Low,Unknown,['Western Europe'],"{4972416, 14566945, 1026562, 1087042, 175174, 3109202, 154355, 41270360, 752508, 9070207}"
178184,s-,2001-2006,Pre-1900s,High,Unknown,['Southern Europe'],"{46516163, 33244924, 46340837, 67736616, 63941768, 65474027, 64018699, 69267986, 63844436, 45551740}"
1433480,l-r,2001-2006,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{5852070, 68819654, 68879727, 2696275, 68880628, 5829494, 68926743, 69579960, 51275548, 68904990}"
6390902,e-k,2001-2006,21st century,Medium-Low,Unknown,['Eastern Asia'],"{624482, 624548, 624421, 624518, 624453, 624520, 624486, 13699860, 3682741, 624573}"
155791,e-k,2001-2006,Pre-1900s,Medium-High,Unknown,['Northern America'],"{1980929, 43430593, 38697955, 2088195, 9124199, 3208493, 12870317, 36728210, 56979445, 44546810}"
3583093,l-r,2001-2006,21st century,Medium-Low,Unknown,['Western Europe'],"{13703010, 3210362, 3546923, 63223536, 3187249, 38270644, 20625113, 59426074, 45379804, 69582942}"
482088,s-,2001-2006,20th century,High,Unknown,['Eastern Asia'],"{329251, 7028040, 68042473, 42378441, 52780816, 27017080, 330616, 15192508, 7595837, 57984063}"
329207,e-k,2001-2006,20th century,Medium-High,Unknown,['Eastern Asia'],"{1956256, 15920547, 23950342, 1913095, 328393, 5361260, 19082126, 874320, 874352, 871959}"
5852070,l-r,2001-2006,20th century,High,Unknown,['Eastern Europe'],"{69260035, 41330500, 63405317, 5814481, 63236402, 58489076, 61165910, 64097053, 63679742, 58475519}"
2126574,s-,2001-2006,20th century,Medium-High,Unknown,['South-eastern Asia'],"{32749474, 5804643, 10767332, 32749443, 46632103, 23455336, 49072176, 39411344, 1698677, 69470966}"
53144919,l-r,2017-2022,Unknown,Medium-High,Unknown,['None'],"{573856, 4021386, 40972906, 46950124, 49142703, 18068943, 34992181, 214454, 497849, 61390458}"
742159,e-k,2001-2006,Pre-1900s,High,Unknown,['Caribbean'],"{15139074, 3869186, 117386, 1162446, 3301616, 39026544, 36891920, 13537844, 6736056, 9353593}"
1020493,l-r,2001-2006,Pre-1900s,High,Unknown,['South America'],"{2251552, 15284902, 5113415, 39577128, 20840138, 1826220, 25569749, 57428598, 2666424, 1044575}"
3781695,a-d,2001-2006,21st century,Medium-Low,Unknown,"['Eastern Africa', 'Western Europe']","{21294793, 3885515, 29979757, 56521528, 18256435, 9126963, 1682134, 18256440, 9153499, 13353659}"
5182636,l-r,2001-2006,21st century,Medium-High,Unknown,['Southern Asia'],"{59799264, 6337794, 59799299, 4263046, 4547000, 59799275, 10648272, 64421973, 2519032, 60610395}"
8687192,a-d,2001-2006,20th century,High,Unknown,['Eastern Europe'],"{57801857, 67914017, 3912229, 64131530, 67913931, 69628749, 63581774, 60958706, 8424182, 67913879}"
20988150,l-r,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"{18348928, 47427778, 10587781, 13736007, 66063692, 14818445, 3323281, 2201364, 21407348, 21031485}"
9057068,s-,2007-2011,Unknown,Low,Unknown,['Northern America'],"{32704771, 40847299, 64795561, 32704874, 56569804, 12989325, 30215506, 50182104, 40777849, 37075903}"
25905749,l-r,2007-2011,Unknown,Medium-Low,Unknown,['Southern Europe'],"{64596096, 60189030, 23745896, 9040649, 39058186, 25185577, 9797611, 125998, 43541902, 43105174}"
25700034,l-r,2007-2011,21st century,Low,Unknown,['Western Europe'],"{121150, 25752291, 8705348, 118534, 118538, 37310899, 118644, 27032885, 27045974, 118526}"
13845412,s-,2007-2011,Unknown,Medium-Low,Unknown,['Eastern Europe'],"{44997122, 14546435, 13038084, 68709670, 21909639, 19020521, 1208554, 14546224, 18971315, 2201364}"
24218251,l-r,2007-2011,Unknown,Medium-High,Unknown,['Southern Asia'],"{573856, 343394, 64331980, 214477, 7429807, 23192468, 9019510, 13853656, 17288411, 343356}"
15875896,e-k,2007-2011,Unknown,Low,Unknown,['Northern America'],"{15875872, 15875911, 15875880, 15875913, 15875917, 15875889, 15981334, 15875894, 15875933, 15875870}"
16489766,a-d,2007-2011,Unknown,Medium-Low,Unknown,['None'],"{53979268, 54468773, 23192468, 56295669, 11065526, 2722168, 536762, 15192508, 414237, 16478687}"
9338700,s-,2007-2011,20th century,Medium-Low,Unknown,['Northern America'],"{15780290, 410788, 11931049, 7574027, 20687217, 27834740, 30211605, 4116312, 14330427, 24545563}"
8967391,l-r,2007-2011,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{58482081, 58541124, 41933413, 2997127, 37890091, 3914285, 35615669, 40225210, 7680763, 37188606}"
19005332,a-d,2007-2011,Unknown,Low,Unknown,['Eastern Europe'],"{19015072, 39658816, 18327940, 18522758, 18348007, 18348907, 18091217, 18968562, 19015313, 2326455}"
9217029,e-k,2007-2011,Unknown,Medium-Low,Unknown,['Northern Europe'],"{24357536, 41457785, 23457699, 59556804, 31330024, 23191819, 1220437, 4649143, 21272985, 56118975}"
25468664,a-d,2007-2011,20th century,Low,Unknown,['South America'],"{47160484, 66646148, 15882895, 2381456, 15972500, 43634998, 65025718, 27956438, 27955931, 42790972}"
10408398,a-d,2007-2011,Pre-1900s,Low,Unknown,['Northern America'],"{10406723, 10410053, 10408777, 10406859, 11934347, 10409805, 10409902, 10409876, 10410102, 10408824}"
28958749,e-k,2007-2011,Pre-1900s,Low,Unknown,['Eastern Europe'],"{15370626, 68820099, 47816612, 69245958, 14732019, 21935765, 5784250, 8486489, 63526042, 63344891}"
15497520,l-r,2007-2011,Pre-1900s,Low,Unknown,['Eastern Europe'],"{60809988, 64213114, 61101726, 8521644, 64060285, 351889, 69559604, 30926522, 64213117, 65814622}"
25063357,e-k,2007-2011,Unknown,Medium-High,Unknown,['Western Europe'],"{28785990, 10195817, 11058314, 3523179, 23512204, 66840465, 39302611, 5897108, 47685750, 45440313}"
9615934,l-r,2007-2011,20th century,Medium-Low,Unknown,['Eastern Europe'],"{63236416, 69178761, 61013068, 59745357, 64468718, 64218320, 68778611, 3083251, 64104825, 47847134}"
15519199,s-,2007-2011,Pre-1900s,Low,Unknown,['Central America'],"{10288225, 395715, 48172013, 36515950, 15882895, 52035985, 7477, 3072246, 25091260, 66772830}"
11083040,l-r,2007-2011,20th century,Low,Unknown,['Southern Europe'],"{46618881, 4633569, 328132, 40961094, 52257811, 21120660, 29513624, 18325464, 2042109, 404061}"
8960830,s-,2007-2011,Pre-1900s,Medium-Low,Unknown,['South America'],"{1846690, 8235910, 29932586, 41180717, 1185135, 10213168, 69152723, 31602772, 21423287, 54146142}"
21438399,e-k,2007-2011,20th century,Medium-Low,Unknown,['South America'],"{15883169, 32026696, 15883209, 43346921, 37976748, 25495729, 15053201, 352790, 23744440, 1044575}"
21284653,l-r,2007-2011,Unknown,High,Unknown,['Northern America'],"{535585, 10853638, 28367242, 1436397, 4077166, 2558065, 23192468, 13853656, 413659, 5838783}"
28862711,s-,2007-2011,Unknown,Medium-High,Unknown,['Southern Europe'],"{6484449, 25886500, 6230699, 8127730, 29102771, 6274322, 6108597, 61400, 6230683, 29095583}"
9081989,s-,2007-2011,20th century,Low,Unknown,['Northern America'],"{9081508, 9067524, 9081872, 6140720, 9080532, 9631318, 10270679, 9081369, 9070779, 9081470}"
15231621,e-k,2007-2011,Unknown,High,Unknown,['None'],"{50920960, 20175744, 318083, 45271876, 66351400, 3928523, 60528909, 41799855, 3719574, 1853176}"
11285259,a-d,2007-2011,Unknown,Medium-High,Unknown,['Middle Africa'],"{3966432, 1560289, 41573349, 19908875, 7819148, 3840494, 8178578, 1759063, 25460507, 58360766}"
9263509,a-d,2007-2011,20th century,Medium-Low,Unknown,['Eastern Asia'],"{1609986, 874563, 329251, 19463652, 352774, 877507, 601576, 2209904, 69036274, 9610199}"
20145963,a-d,2007-2011,Pre-1900s,Medium-Low,Unknown,['Central America'],"{52036032, 51651137, 31006722, 22615553, 27528650, 5489008, 36468049, 54957812, 52035958, 8993590}"
11553014,l-r,2007-2011,21st century,Medium-Low,Unknown,['Eastern Asia'],"{48521058, 21571435, 36395020, 69044749, 30231182, 13986965, 898072, 2873657, 13439646, 329343}"
13756064,a-d,2007-2011,21st century,Low,Unknown,['Eastern Asia'],"{62421217, 67446727, 65881934, 36099119, 13699860, 61598452, 929142, 878717, 532830, 624543}"
25796873,e-k,2007-2011,21st century,Low,Unknown,['Western Europe'],"{13248613, 13248552, 13248618, 13248716, 24491990, 51495382, 5022393, 47757338, 13248604, 13245693}"
12348156,e-k,2007-2011,20th century,Low,Unknown,['Western Europe'],"{2044903, 12347724, 10075538, 12341747, 10351700, 12342101, 12342130, 12005371, 4525084, 11303741}"
13699860,s-,2007-2011,21st century,Low,Unknown,['Eastern Asia'],"{13756064, 624421, 45254470, 69043852, 624398, 16029489, 3682741, 624567, 624573, 624575}"
12206455,a-d,2007-2011,21st century,Medium-Low,Unknown,['Western Europe'],"{11980512, 4558437, 23453960, 50001672, 11980522, 1264205, 11980526, 11980504, 16451419, 4052509}"
20737846,e-k,2007-2011,20th century,Medium-High,Unknown,['Northern America'],"{4746914, 54593124, 4746889, 3811081, 784014, 68791728, 3977812, 4426550, 9307547, 62120380}"
12958666,s-,2007-2011,20th century,Medium-High,Unknown,['Eastern Europe'],"{62046043, 37909413, 6874086, 41904424, 18038636, 892271, 7953145, 26235675, 66519005, 3448415}"
13509968,l-r,2007-2011,20th century,Medium-High,Unknown,['Eastern Europe'],"{5020448, 5546179, 178019, 11520072, 40845838, 5545875, 4432693, 15902269, 52951518, 4140831}"
14092072,l-r,2007-2011,Pre-1900s,Medium-High,Unknown,['Central America'],"{2661222, 601576, 1942926, 27094544, 878737, 3956151, 6104539, 99357, 878750, 35833695}"
15311067,e-k,2007-2011,Pre-1900s,Medium-Low,Unknown,['South America'],"{51182883, 34999944, 50751176, 18579550, 4403055, 58224023, 1010839, 60656537, 50340572, 54146142}"
17579837,a-d,2007-2011,Unknown,High,Unknown,['Southern Europe'],"{24780321, 6392866, 33050756, 6230749, 31736427, 33050797, 31727662, 32975794, 29080535, 6230493}"
20982957,a-d,2007-2011,20th century,Medium-High,Unknown,"['Micronesia', 'Northern America']","{36928968, 55114474, 16775116, 65449296, 32019698, 20578389, 4700502, 11103897, 20529564, 1744542}"
25072456,e-k,2007-2011,21st century,Medium-Low,Unknown,['Western Europe'],"{8984580, 24902245, 24901958, 24902216, 27762539, 24902487, 4318740, 24937909, 23660247, 25504286}"
39779144,e-k,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{40691010, 14052039, 41413004, 37823119, 37822354, 34193394, 41413077, 40615222, 31701111, 40615096}"
39667075,a-d,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{38785954, 3182116, 34632904, 39702729, 38500842, 34571308, 38434349, 36986000, 39702777, 39649534}"
41293650,l-r,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{35231175, 41300583, 41252267, 40707023, 40671127, 41174448, 41250802, 35233076, 38455095, 40578457}"
49457520,a-d,2012-2016,20th century,Low,Unknown,['Eastern Europe'],"{35817024, 48479520, 3018528, 49457475, 49457510, 733897, 49457514, 48479024, 48480024, 46670745}"
36130011,s-,2012-2016,Unknown,Low,Unknown,['Southern Asia'],"{39648164, 34219718, 34219724, 34219693, 34402545, 39703894, 34122999, 34219672, 39589050, 39648154}"
52198974,l-r,2012-2016,Unknown,Medium-Low,Unknown,['None'],"{42451042, 14184004, 52361256, 52374027, 146100, 1139412, 1244692, 54064599, 46313944, 28676926}"
41202472,e-k,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{2045698, 23085768, 15633449, 1604508, 53607723, 22773838, 37806959, 42059119, 9859254, 6778972}"
52511918,s-,2012-2016,20th century,Low,Unknown,['Northern Europe'],"{4373601, 145506, 5003523, 784966, 2555946, 177964, 4344656, 5975765, 5003544, 4914622}"
45633559,l-r,2012-2016,Pre-1900s,Medium-Low,Unknown,['Southern Asia'],"{19329888, 60043236, 47679455, 57853931, 60046994, 36276659, 4069878, 50462297, 6786490, 9646431}"
40034764,e-k,2012-2016,20th century,Medium-Low,Unknown,['Northern Africa'],"{14206885, 64360359, 8588201, 28201931, 10476044, 36701518, 214449, 34632721, 50784982, 16336345}"
45141318,a-d,2012-2016,Pre-1900s,Low,Unknown,['Eastern Europe'],"{38052162, 40998306, 2013572, 40998309, 3165320, 49320777, 10403278, 25223823, 503792, 40998424}"
47938212,s-,2012-2016,20th century,Medium-Low,Unknown,['Northern America'],"{4921376, 1439912, 26369865, 3029610, 3287727, 1856528, 49977359, 7461433, 996090, 2292091}"
40272348,s-,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{3443744, 18123685, 64340837, 29139463, 41791444, 7962422, 11655446, 9173593, 41791322, 40309340}"
36960290,e-k,2012-2016,20th century,Low,Unknown,['South America'],"{42772803, 36960772, 25551943, 36961002, 3449423, 24430934, 25551705, 55015194, 6664029, 16047230}"
40132760,a-d,2012-2016,Unknown,Medium-Low,Unknown,['Northern America'],"{48531399, 22425928, 18840268, 68262797, 26840430, 4562124, 40126801, 31216089, 46938174, 41866719}"
35849688,l-r,2012-2016,Unknown,High,Unknown,['None'],"{1328257, 21863332, 17193637, 23182570, 43995757, 23192468, 22327381, 9019510, 13853656, 52070527}"
38050247,l-r,2012-2016,20th century,Low,Unknown,['Northern Europe'],"{44488453, 3165694, 23062888, 38059338, 38076458, 9403821, 64396240, 12982129, 38058802, 38060158}"
38854345,s-,2012-2016,Unknown,Medium-High,Unknown,['Northern America'],"{110726, 137894, 110600, 39003307, 10087435, 136943, 53951512, 110648, 52806109, 56816671}"
52203287,a-d,2012-2016,Unknown,Medium-High,Unknown,['Southern Asia'],"{52556253, 28216835, 48736516, 37791244, 63928334, 12898737, 6786490, 64171133, 53143134, 47679455}"
37209888,s-,2012-2016,21st century,Low,Unknown,['Western Europe'],"{1422530, 4643111, 25023720, 11456810, 27762539, 1264205, 10184276, 42139861, 11928824, 1213086}"
49070718,a-d,2012-2016,21st century,Low,Unknown,['None'],"{37069124, 525349, 10073833, 250320, 48808564, 21380757, 23192468, 2722168, 57280987, 52974142}"
39617001,e-k,2012-2016,21st century,Low,Unknown,['Western Asia'],"{2507937, 10183304, 2066696, 37345328, 33373265, 10089588, 5873269, 40504790, 6300631, 55717663}"
50275712,s-,2012-2016,Pre-1900s,Low,Unknown,['Western Europe'],"{1143872, 5356680, 46565289, 50888426, 54191339, 36416876, 51191373, 21465266, 51835379, 36973177}"
37875404,l-r,2012-2016,Unknown,Medium-High,Unknown,['Northern America'],"{573856, 37875333, 413659, 28367242, 64331980, 60616659, 23192468, 14903444, 9019510, 29054843}"
38103728,l-r,2012-2016,21st century,Low,Unknown,['Western Europe'],"{2166656, 4694493, 4694469, 30701989, 4684113, 648659, 4694487, 616569, 4694460, 4694397}"
38262923,e-k,2012-2016,Pre-1900s,Low,Unknown,['Eastern Europe'],"{64099456, 58087106, 61194567, 69602155, 61187181, 61256207, 41082511, 68878162, 18536442, 60801885}"
48479520,s-,2012-2016,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{42706912, 68440577, 32751493, 4050729, 2389452, 16051763, 53504563, 38732821, 20519383, 38001816}"
38824275,a-d,2012-2016,Pre-1900s,Medium-High,Unknown,['Eastern Europe'],"{60980161, 60980130, 60989123, 60980354, 60777313, 60980102, 60968615, 58423507, 60967607, 18149272}"
40402709,l-r,2012-2016,Pre-1900s,Low,Unknown,['Southern Africa'],"{10131552, 118632, 27075435, 169484, 50406414, 118483, 4743732, 118426, 3053273, 118714}"
40735158,a-d,2012-2016,21st century,Medium-Low,Unknown,['Western Africa'],"{1292258, 47618147, 65495237, 4340717, 69619825, 46666962, 342968, 64446872, 26884414, 41577183}"
40797848,s-,2012-2016,Unknown,High,Unknown,['Eastern Asia'],"{1210408, 51536014, 33868463, 35064240, 17854546, 4757522, 12678965, 24123638, 10971416, 24123961}"
42103537,e-k,2012-2016,Unknown,Medium-High,Unknown,['Southern Asia'],"{1438279, 53334632, 56368104, 130313, 29436119, 52915087, 15504855, 37413784, 51886330, 37496284}"
48479024,a-d,2012-2016,Pre-1900s,Medium-Low,Unknown,['Eastern Europe'],"{40728832, 51889416, 1057096, 51925528, 51910549, 18690583, 48480024, 1425723, 51956862, 51906815}"
59825073,l-r,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{35413793, 35413516, 7082829, 35413326, 35413391, 3729457, 36120593, 34675251, 35413751, 2153053}"
60074952,a-d,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{4104384, 10233764, 60530365, 38325483, 4229451, 142129, 60893370, 153244, 13826333, 43197919}"
61275576,e-k,2017-2022,Unknown,Low,Unknown,['Southern Europe'],"{30724228, 19662982, 13809031, 5496681, 38672349, 59854013, 65211096, 6478683, 39315549, 6736735}"
57960301,s-,2017-2022,Unknown,Low,Unknown,['Northern America'],"{17472771, 11631046, 32467455, 3051665, 13792179, 61638580, 42230484, 64788060, 34793693, 44808063}"
68322343,l-r,2017-2022,Unknown,Medium-Low,Unknown,['None'],"{20123744, 16571396, 17733669, 27302239, 37121415, 5911697, 135092, 135094, 8459993, 535743}"
52806109,s-,2017-2022,Unknown,Medium-Low,Unknown,['Northern America'],"{119013, 9449722, 920107, 8175915, 126829, 9950668, 1452847, 920048, 13842326, 5466074}"
52894828,a-d,2017-2022,Unknown,Medium-Low,Unknown,['Northern America'],"{1047328, 40840964, 61109031, 2812429, 40579609, 26140691, 69287956, 44645015, 6005561, 45453917}"
66188893,a-d,2017-2022,20th century,Low,Unknown,['Northern Europe'],"{146816, 145726, 54499493, 7121093, 52602225, 8555412, 145722, 46852699, 54526269, 20580158}"
52927881,e-k,2017-2022,Unknown,Medium-Low,Unknown,['Northern Europe'],"{66412737, 1744834, 2475398, 66565320, 18579433, 24776298, 18635339, 549272, 57755355, 47085725}"
54191339,e-k,2017-2022,Pre-1900s,Low,Unknown,['Western Europe'],"{12477376, 32276735, 27832773, 29854407, 5356680, 47066601, 18524682, 46565289, 51835379, 50871775}"
65333993,l-r,2017-2022,Unknown,High,Unknown,['None'],"{36225569, 48139297, 314372, 6862181, 6874375, 1183279, 1057298, 56706995, 50258487, 6862587}"
53335442,l-r,2017-2022,21st century,Low,Unknown,['Western Europe'],"{24718979, 15455996, 21749318, 13115974, 19871755, 4538475, 12369948, 15443983, 3583093, 43008028}"
53522583,a-d,2017-2022,21st century,Low,Unknown,['Central America'],"{24073057, 24910497, 21289188, 33540797, 64834473, 8792937, 13519309, 38240412, 42102653, 24073343}"
61524289,l-r,2017-2022,20th century,Low,Unknown,['Western Asia'],"{18452641, 3472035, 32962693, 19065990, 9327159, 4104079, 108467, 68435543, 41916218, 60764605}"
61316782,s-,2017-2022,20th century,Low,Unknown,['Western Asia'],"{864896, 12112196, 7796456, 59740522, 11049003, 51940461, 10173966, 61147022, 5523475, 635636}"
65740356,e-k,2017-2022,21st century,Low,Unknown,['Central America'],"{4733728, 2596128, 20031171, 64910276, 48172013, 65747823, 47284368, 5489008, 15972500, 2414743}"
56722520,l-r,2017-2022,Pre-1900s,Low,Unknown,['Central America'],"{25765700, 12125605, 15882895, 18655184, 25414194, 29149108, 20065110, 52035996, 8224831, 1360511}"
61523153,s-,2017-2022,Unknown,Medium-High,Unknown,['Southern Asia'],"{66838115, 5800815, 5807923, 69891764, 53849172, 67582355, 4775187, 50258835, 33981363, 67956091}"
54131482,s-,2017-2022,21st century,Medium-Low,Unknown,['Western Asia'],"{66231138, 40314980, 41384485, 37514985, 41796362, 4116428, 59868207, 40289969, 40811447, 41991610}"
65561349,s-,2017-2022,21st century,Low,Unknown,['None'],"{53979268, 21344559, 20691091, 23192468, 21380757, 62137781, 2722168, 3212473, 49070718, 69595422}"
54848517,e-k,2017-2022,Unknown,Medium-High,Unknown,['Micronesia'],"{328928, 64026274, 2488771, 5811557, 22269477, 1428933, 12466767, 62475451, 328188, 629949}"
56816671,s-,2017-2022,Pre-1900s,Low,Unknown,['Northern America'],"{68424228, 8022540, 7545645, 63841073, 60645522, 11684051, 25579860, 704700, 24516349, 6173086}"
69346873,a-d,2017-2022,Unknown,Medium-High,Unknown,['Southern Asia'],"{25925117, 39843875, 5743784, 5809033, 20514281, 54568302, 57007599, 5797243, 50438268, 5802109}"
