,a-d,s-,l-r,e-k
38,0.0701154979866401,0.0840489558202937,0.0,0.0196268884203371
39,0.0915730336346109,0.0,0.0,0.0
40,0.0345796346804973,0.0325235107069038,0.0514978840245351,0.0159151189121606
41,0.021578621586900798,0.12730099209611861,0.0443281325592258,0.0
42,0.0,0.0,0.0544413919864955,0.0
43,0.0,0.0,0.060984663793343996,0.0123138120378034
44,0.0,0.0,0.3435099762707483,0.0
45,0.0235090751898048,0.2056741121783224,0.0,0.0
46,0.53274705152436,0.0,0.0,0.0
47,0.0,0.0,0.0331473845447804,0.0
48,0.0,0.0149610388330424,0.0686548354475095,0.0828162402095532
49,0.0740207294366459,0.1821958104976804,0.0375450095119464,0.0354523105702453
50,0.0,0.0,0.0,0.0
51,0.2638190298680427,0.27272539230318377,0.0,0.7582334190659832
52,0.0621905326954206,0.0,0.0,0.0
53,0.16215762802609848,0.0670845172738348,0.0096507356283115,0.2622549021138881
54,0.0140628431038199,0.0,0.0,1.2390549249369773
55,0.0369688041817604,0.0358539765513628,0.1917159761054848,0.0
56,0.0,0.0,0.043719200360484205,0.1738846601398424
57,0.0,0.0,0.0321041756992075,0.0
58,0.0750363661929638,0.0001210843724707,0.0,0.0078538083611382
59,0.0,0.0,0.0051148286272712,0.0
60,0.001998314243795,0.0,0.012326111531322799,0.0
61,0.2281593142239927,0.0210675192692343,0.0,0.0088447474138594
62,0.11685758108423171,0.0082246872461595,0.0,0.028562538852665298
63,0.0009599593161588,0.0,0.0,0.0110127149042064
64,0.0,0.0,0.0,0.0
65,0.039030375989916904,0.0,0.0607328330468757,0.1002125540046765
66,0.0,0.0,0.0,0.0054535150083483
67,0.0,0.0,0.0,0.0
68,0.1329082560111625,0.0712901416737521,0.2791334266951992,0.06877663718176441
69,0.0,0.0,0.031753480451900504,0.0094549648073402
70,0.0,0.0,0.0,0.0
71,1.4054440383077944,0.0,0.0,0.0
72,0.0396340566586426,0.0,0.22102019212406632,0.0
73,0.0,0.0,0.0,0.0
74,0.032296885086461696,0.0164280042299267,0.000111784824988,0.0180039751687231
75,0.0339274547964708,0.0247326204355107,0.0250761375330342,0.0127551020683004
76,0.0989414550725162,0.0,0.0795304474764903,0.0476595743828575
77,0.0294871801751402,0.0,0.0800817701335595,0.0410996944754929
78,0.0,0.0111693445116996,0.48491863542609537,0.0
79,0.0,0.051349620931332,0.1106763341368969,0.1421095458170533
80,0.0,0.052581338138345604,0.0079054462458656,0.009361010113168
81,0.0,0.0,0.2935829649275259,0.0
82,0.0916505857608499,0.0233271955705858,0.0295172286753181,0.0
83,0.0729730964073528,0.1718943995309822,0.0,0.0
84,0.0715940621343554,0.0,0.0581995545359725,0.19224853028015
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0332186341738371,0.0
87,0.0,0.0,0.030803979737834,0.0
88,0.1645920746442696,0.0,0.0,0.0058256488693551
89,0.0071684588468788,0.0,0.0,0.0
90,0.0,0.0553834599109172,0.0,0.1771804396446518
91,0.0,0.2207844939263672,0.1340971358476252,0.5243456693014416
92,0.0276309591388508,0.24105692583072888,0.0,0.0366552110225855
93,0.0,0.0698289651138013,0.1618647998490311,0.1422524481328467
94,0.0,0.1031972011008792,0.0,0.0799910593317247
95,0.0,0.0,0.0,0.0
96,0.09681386453333901,0.0292546044764189,0.130573437578175,0.19769550889286702
97,0.0,0.1045116596685797,0.0,0.1301341096082291
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0082422473241054,0.0
100,0.0701900669652412,0.064390408775439,0.10134815642025499,0.0
101,0.0,0.0,0.025827863494802497,0.0
102,0.0,0.0,0.0,0.0
103,0.001865671420431,0.0514705878842994,0.2134525897929471,0.0844772241635358
104,0.010493745819535199,0.0087444053384143,0.0,0.0055096418732782
105,0.0116087959538854,0.0320361196356371,0.0,0.0
106,0.11470295676045922,0.0,0.0627610795894638,0.6320965078518729
107,0.3347014742045531,0.10658867771150381,0.0489282382179029,0.0
108,0.0,0.0,0.0,0.3020208205207405
109,0.029336251590189696,0.0433477312838734,0.0,0.0174211925516693
110,0.0,0.0320845182879049,0.0,0.0064150540330196
111,0.0,0.0228758180558401,0.0412751379336225,0.0
112,0.0778546779042713,0.0,0.0650591878660512,0.0600762240163103
113,0.30810930489093247,0.0,0.0,0.0
114,0.0,0.1429004792299677,0.0593895145661091,0.0
115,0.0,0.06711497021846921,0.1540778621343265,0.0
116,0.08391145757579291,0.14812027914168652,0.0004452000755409,0.0271605828632058
117,0.0117000603926705,0.0,0.0694157851980805,0.0
118,0.0,0.0994760500949147,0.0220833332872083,0.1986652500359865
119,0.0,0.0,0.0,0.0
120,0.0,0.0,0.48311961198863784,0.0130867709258663
121,0.0156958055644443,0.0,0.0651592674995278,0.0486041735100531
122,0.0,0.0,0.0,0.0
123,0.0592993113805014,0.0162316590101708,0.2192439558949211,0.0
124,0.0,0.0,0.0,0.0
125,0.0,0.0180576414431586,0.0,0.0518294598380106
126,0.06927061013083011,0.0,0.054437486416744896,0.0
127,0.0,0.0527893302545975,0.0,0.0219098915628512
128,0.0248293302332723,0.0352875834428226,0.0523928453800732,0.0252365930599368
129,0.0,0.0,0.0054252199884223,0.0
130,0.0,0.0,0.0,0.12600642571902348
131,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0
133,0.0869474734480003,0.071867081878749,0.06482659709799671,0.0
134,0.0,0.0,0.0048502066042409,0.0211440781844557
135,0.0,0.0,0.0722510243897085,0.0
136,0.0,0.004861448999787,0.0,0.0
137,0.0,0.0199974237182433,0.0,0.0
138,0.0,0.0199324213859574,0.0,0.0329168055577299
139,0.0313253011923947,0.0321285141755778,0.0,0.40830797929000195
140,0.17932849548904578,0.0088803959924557,0.08454295948984819,0.3236760658907115
141,0.1098537759916208,0.10881321662427729,0.0361974004826552,0.0060627170685476
142,0.0,0.0134440593940384,0.0,0.0
143,0.0,0.0021503564693532,0.0,0.0172017202257322
144,0.0,0.0151748252769819,0.022453736777524,0.0078232269381149
145,0.0199671135225168,0.0287400863170774,0.0162615165308282,0.095493229022939
146,0.29874328991179866,0.0449735450272935,0.0244526292298914,0.0
147,0.2156120173984929,0.0,0.1164194678290518,0.0
148,0.0111888113657978,0.6489286496410476,0.2130241360432551,0.7726065479989872
149,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0016466893130936
151,0.15798205001115223,0.0,0.0212160277050774,0.0072323388481585
152,0.27867076953553027,0.1842484201702724,0.0591096146901329,0.0732134207945382
153,0.0,0.0,0.1160751975863422,0.0
154,0.0,0.0149129338660589,0.0,0.0
155,0.0,0.28034794862240986,0.0145816088271482,0.0
156,0.0,0.0074506820833611,0.0096713459923858,0.0
157,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0
159,0.0714866849334494,0.0152993558707793,0.0821879665271997,0.0176237262296614
160,0.0318943591038194,0.0,0.0089058533566929,0.0
161,0.0270562771038478,0.1042471047152963,0.08524406399419229,0.0707282913374977
162,1.2907236021407176,0.5820238249908514,0.0,0.170331233791984
163,0.0,0.0140024326649788,0.0,0.0
164,0.0043645357041036,0.0395234270649685,0.280056456532189,0.1956559235229432
165,0.0,0.0,0.0,0.0
166,0.12151843479838001,0.171669857260484,0.0322270005754915,0.0542488258435839
167,0.0,0.0065283628747772,0.0346994536999555,0.040824890233951895
168,0.0,0.2027702395422725,0.0,0.1506113863306974
169,0.0,0.0,0.0,0.0
170,0.0949176810139587,0.10272813098913981,0.1209406459550872,0.0471859220074217
171,0.0,0.0,0.0622371176158475,0.0
172,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,4.062248402339247
174,0.0456715557553581,0.0810641309672123,0.0441598506051739,0.0117378663823436
175,0.0444373151866805,0.0041271572275406,0.021422127185484,0.0
176,0.0,0.0,0.0057837328141861,0.0710373203763081
177,0.24077938006525199,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0
179,0.0760814276843507,0.27247718088973216,0.0,0.0595871106944905
180,0.0,0.08337924324791561,0.0397115181766989,0.0117647069323528
181,0.3911540890737176,0.0,0.0,0.0
182,0.5866180067182897,0.0987629684770784,0.0680633733696491,0.1640810067526668
183,0.0514293380667713,0.0261978031054196,0.0,0.107893624410681
184,0.0,0.0,0.0,0.0
185,0.0,0.0051662892449524,0.0622448701056347,0.046398689305744596
186,0.0,0.0,0.0,0.0
187,0.1498783875664165,0.0,0.0,0.0
188,0.0,0.032827510912122104,0.0,0.0396927477575375
189,0.0061427555114882,0.006513243788185,0.0,0.0
190,0.090229571928472,0.0,0.0,0.0
191,0.1185682322539795,0.0041416142439231,0.1124052342350082,0.0555546855579317
192,1.5910564619432828,0.0,0.0,0.0
193,0.0,0.0115052727528958,0.0,0.0
194,0.1401904451811408,0.6246404417361833,0.1322747981246304,0.4497857814516147
195,0.0125718692130418,0.0,0.042112655012436495,0.0
196,0.0,0.0507639250631981,0.0,0.0
197,0.0177121332672753,0.0147058823662581,0.0,0.0
198,0.020375722803270702,0.0,0.0,0.07929177723200839
199,0.0,0.0457711433244919,0.532146485998652,0.0527131778141217
200,0.0,0.0,0.0,0.0
201,0.062246875144582485,0.0302294519328659,0.09829968378996859,0.0318856168526766
202,0.0,0.0,0.0,0.0
203,0.0,0.0005137424575722,0.024592888503463,0.043606848222705205
204,0.0192828513941738,0.0580908123568751,0.0180096148147609,0.0323606890839373
205,0.0,0.6744456858512311,0.0754341712068355,0.1038896037517816
206,0.0,0.0393278900560585,0.0,0.0493582374045195
207,0.0,0.0047892726634519,0.0,0.0021367524956344
208,0.0,0.056524097495417404,0.0,0.0
209,0.011442875754856,0.0955173490869014,0.1481454978532076,0.1269596227535767
210,0.0217873368169892,0.1562200245109104,0.0847288310206046,0.1139451527776397
211,0.038754103660556,0.0,0.1543366276355031,0.1488694227029752
212,0.0168970808438035,0.0,0.0526113663783149,0.0
213,0.0296681085221737,0.0101309961441697,0.060817169652613294,0.0486579771074706
214,0.0057908777973876,0.0189950524390237,0.0,0.0536653027938859
215,0.0742570547449767,0.2565426440365437,0.44117298081295175,0.4523769725796823
216,0.0634288939232883,0.0053699963950593,0.038486468718547,0.0779849771718894
217,0.0213628413554984,0.13805007891648188,0.0470597037195229,0.0631797714672284
218,0.0,0.0,0.0,0.0
219,0.0,0.08143272862991249,0.0,0.0236852357796916
220,0.0560402944020057,0.0,0.0,0.0127407094240334
221,0.0059942487262771,0.0,0.0,0.0336926851875617
222,0.043027854408456,0.0,0.017096396362109,0.0
223,0.0738632628836756,0.047958037661172695,0.3115830375919233,0.0800342977152115
224,0.0,0.1111688409180397,0.0076712328478721,0.206069358388306
225,0.252539600785974,0.25092720680960307,0.0606770389002459,0.0115100420030672
226,0.0,0.0,0.0,0.0456866966174787
227,0.0,0.0,0.062446388760313,0.0
228,0.0511371007722473,0.0846088781205985,0.0615918633207136,0.0
229,0.1984838921621717,0.0049261091696279,0.0,0.0
230,0.0682027643483443,0.1196232111147533,0.0905494493906745,0.0161094219892339
231,0.0,0.08806500240326501,0.0,0.0124253293869479
232,0.0549450549450549,0.1593269337045386,0.0654945054892345,0.134059074241929
233,0.1035305404711763,0.0,0.1317727141037642,0.0
234,0.0,0.0497797146745278,0.0,0.0388994305794017
235,0.0203684486902318,0.0,0.0,0.0
236,0.0,0.0223386652543485,0.0,0.0031667839392524
237,0.0,0.0,0.0,0.0224263462405501
238,0.1108614122853645,0.07015211765791371,0.2528689778003944,0.0868544603636631
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0347070113029165,0.0435349526703269,0.0
242,0.0425607521468794,0.0,0.027044947763958698,0.0
243,0.0141414144229001,0.0040221219269885,0.0,0.0068526677734867
244,0.0893027215566962,0.0,0.0248072927058294,0.0514779337908195
