,Medium-High,High,Low,Medium-Low
60,0.1,0.0,0.1,0.8
61,0.0,0.0,0.8,0.2
62,0.0,0.0,0.8,0.2
63,0.1,0.0,0.5,0.4
64,0.1,0.0,0.7,0.2
65,0.1,0.0,0.8,0.1
66,0.0,0.0,0.8,0.2
67,0.0,0.0,0.8,0.2
68,0.1,0.0,0.6,0.3
69,0.0,0.0,0.8,0.2
70,0.2,0.0,0.6,0.2
71,0.0,0.0,1.0,0.0
72,0.0,0.0,0.6,0.4
73,0.0,0.0,0.9,0.1
74,0.1,0.0,0.5,0.4
75,0.1,0.0,0.3,0.6
76,0.0,0.0,0.6,0.4
77,0.2,0.3,0.4,0.1
78,0.3,0.6,0.1,0.0
79,0.0,0.0,0.7,0.3
80,0.0,0.1,0.5,0.4
81,0.1,0.0,0.9,0.0
82,0.0,0.0,1.0,0.0
83,0.2,0.0,0.6,0.2
84,0.0,0.0,0.9,0.1
85,0.0,0.0,1.0,0.0
86,0.2,0.0,0.5,0.3
87,0.1,0.0,0.7,0.2
88,0.0,0.0,0.8,0.2
89,0.0,0.0,0.4,0.6
90,0.0,0.2,0.4,0.4
91,0.0,0.0,0.7,0.3
92,0.6,0.0,0.4,0.0
93,0.0,0.1,0.3,0.6
94,0.1,0.0,0.8,0.1
95,0.2,0.0,0.5,0.3
96,0.2,0.1,0.5,0.2
97,0.0,0.0,1.0,0.0
98,0.1,0.0,0.7,0.2
99,0.2,0.2,0.5,0.1
100,0.0,0.0,0.6,0.4
101,0.0,0.0,0.9,0.1
102,0.1,0.1,0.6,0.2
103,0.4,0.0,0.2,0.4
104,0.1,0.1,0.7,0.1
105,0.2,0.0,0.4,0.4
106,0.1,0.0,0.5,0.4
107,0.1,0.1,0.3,0.5
108,0.1,0.0,0.6,0.3
109,0.2,0.0,0.7,0.1
110,0.0,0.0,0.9,0.1
111,0.0,0.0,0.8,0.2
112,0.0,0.0,1.0,0.0
113,0.0,0.0,1.0,0.0
114,0.1,0.0,0.7,0.2
115,0.0,0.0,0.6,0.4
116,0.1,0.1,0.2,0.6
117,0.2,0.0,0.2,0.6
118,0.0,0.0,1.0,0.0
119,0.0,0.0,0.8,0.2
120,0.0,0.0,0.8,0.2
121,0.0,0.0,1.0,0.0
122,0.1,0.0,0.7,0.2
123,0.1,0.1,0.4,0.4
124,0.3,0.6,0.0,0.1
125,0.3,0.2,0.2,0.3
126,0.0,0.0,0.7,0.3
127,0.3,0.0,0.6,0.1
128,0.2,0.0,0.6,0.2
129,0.2,0.3,0.3,0.2
130,0.0,0.0,0.9,0.1
131,0.0,0.0,0.6,0.4
132,0.2,0.0,0.5,0.3
133,0.0,0.0,0.9,0.1
134,0.0,0.0,1.0,0.0
135,0.0,0.0,0.6,0.4
136,0.1,0.0,0.6,0.3
137,0.1,0.0,0.9,0.0
138,0.0,0.0,0.8,0.2
139,0.0,0.1,0.3,0.6
140,0.0,0.0,1.0,0.0
141,0.0,0.0,1.0,0.0
142,0.0,0.0,0.9,0.1
143,0.2,0.1,0.4,0.3
144,0.1,0.0,0.8,0.1
145,0.3,0.0,0.4,0.3
146,0.0,0.0,0.9,0.1
147,0.1,0.0,0.8,0.1
148,0.0,0.1,0.8,0.1
149,0.0,0.0,0.8,0.2
150,0.1,0.0,0.8,0.1
151,0.3,0.0,0.2,0.5
152,0.0,0.0,0.4,0.6
153,0.4,0.0,0.2,0.4
154,0.0,0.0,1.0,0.0
155,0.0,0.0,0.8,0.2
156,0.1,0.0,0.5,0.4
157,0.1,0.0,0.7,0.2
158,0.1,0.0,0.9,0.0
159,0.1,0.0,0.8,0.1
160,0.0,0.0,0.7,0.3
161,0.1,0.0,0.5,0.4
162,0.3,0.0,0.4,0.3
163,0.0,0.0,0.9,0.1
164,0.0,0.1,0.8,0.1
165,0.1,0.0,0.6,0.3
166,0.0,0.0,1.0,0.0
167,0.0,0.0,0.9,0.1
168,0.1,0.1,0.6,0.2
169,0.0,0.0,0.8,0.2
170,0.2,0.0,0.7,0.1
171,0.1,0.0,0.8,0.1
172,0.1,0.0,0.6,0.3
173,0.0,0.0,1.0,0.0
174,0.0,0.0,0.7,0.3
175,0.1,0.0,0.4,0.5
176,0.2,0.1,0.4,0.3
177,0.0,0.0,1.0,0.0
178,0.0,0.0,0.9,0.1
179,0.0,0.1,0.8,0.1
180,0.0,0.0,0.8,0.2
181,0.4,0.0,0.6,0.0
182,0.0,0.0,0.7,0.3
183,0.0,0.0,1.0,0.0
184,0.0,0.0,0.8,0.2
185,0.1,0.0,0.7,0.2
186,0.0,0.0,0.8,0.2
187,0.1,0.0,0.9,0.0
188,0.3,0.0,0.2,0.5
189,0.1,0.0,0.8,0.1
190,0.0,0.0,0.8,0.2
191,0.1,0.0,0.8,0.1
192,0.0,0.0,0.8,0.2
193,0.1,0.0,0.8,0.1
194,0.3,0.0,0.4,0.3
195,0.0,0.0,1.0,0.0
196,0.0,0.0,0.9,0.1
197,0.3,0.0,0.1,0.6
198,0.1,0.0,0.6,0.3
199,0.1,0.0,0.6,0.3
200,0.0,0.0,1.0,0.0
201,0.0,0.1,0.6,0.3
202,0.0,0.0,1.0,0.0
203,0.0,0.0,0.8,0.2
204,0.0,0.0,1.0,0.0
205,0.8,0.1,0.0,0.1
206,0.0,0.0,0.9,0.1
207,0.0,0.0,0.8,0.2
208,0.0,0.0,0.9,0.1
209,0.0,0.0,1.0,0.0
210,0.1,0.0,0.9,0.0
211,0.0,0.0,0.8,0.2
212,0.0,0.0,0.9,0.1
213,0.1,0.0,0.4,0.5
214,0.0,0.0,0.7,0.3
215,0.0,0.0,0.7,0.3
216,0.0,0.0,0.7,0.3
217,0.1,0.2,0.5,0.2
218,0.0,0.0,0.7,0.3
219,0.0,0.0,1.0,0.0
220,0.0,0.0,0.8,0.2
221,0.2,0.0,0.6,0.2
222,0.0,0.5,0.5,0.0
223,0.5,0.0,0.1,0.4
224,0.1,0.1,0.2,0.6
225,0.3,0.1,0.4,0.2
226,0.0,0.0,1.0,0.0
227,0.1,0.0,0.9,0.0
228,0.3,0.1,0.5,0.1
229,0.0,0.0,0.9,0.1
230,0.1,0.0,0.5,0.4
231,0.1,0.0,0.8,0.1
232,0.0,0.0,1.0,0.0
233,0.1,0.0,0.5,0.4
234,0.0,0.0,1.0,0.0
235,0.2,0.0,0.3,0.5
236,0.0,0.0,1.0,0.0
237,0.3,0.0,0.4,0.3
238,0.0,0.0,0.8,0.2
239,0.1,0.0,0.7,0.2
240,0.2,0.0,0.6,0.2
241,0.0,0.0,0.8,0.2
242,0.3,0.0,0.3,0.4
243,0.0,0.0,0.8,0.2
244,0.0,0.0,0.8,0.2
