,20th century,Unknown,21st century,Pre-1900s
82,0.0699703694491498,0.074524640557604,0.0,0.0
83,0.0204342999034137,0.1718943995309822,0.0525387965039391,0.0
84,0.09917094254046051,0.1051319186118444,0.0,0.117739285798173
85,0.0,0.0,0.0,0.0
86,0.0,0.0332186341738371,0.0,0.0
87,0.0,0.030803979737834,0.0,0.0
88,0.0076090939835401,0.048937389536012496,0.0,0.11387123999407209
89,0.0071684588468788,0.0,0.0,0.0
90,0.0108790253227338,0.22168487423283517,0.0,0.0
91,0.879227299075434,0.0,0.0,0.0
92,0.1886897609896446,0.11665333500252059,0.0,0.0
93,0.1040878991662555,0.1742358808704672,0.0956224330589564,0.0
94,0.0405591527886974,0.0279805356944369,0.0,0.1146485719494696
95,0.0,0.0,0.0,0.0
96,0.0875246419723706,0.11949388218046081,0.0,0.24731889132796847
97,0.0,0.0806664273771496,0.0,0.15397934189965917
98,0.0,0.0,0.0,0.0
99,0.006085384514632,0.0021568628094734,0.0,0.0
100,0.0624434390600824,0.0201028927974304,0.0,0.1533823003034224
101,0.0,0.025827863494802497,0.0,0.0
102,0.0,0.0,0.0,0.0
103,0.001865671420431,0.34940040184078236,0.0,0.0
104,0.0,0.0055096418732782,0.0,0.0192381511579495
105,0.0,0.0388001607898796,0.0,0.0048447547996429
106,0.0485042730857351,0.7610562711160608,0.0,0.0
107,0.4829902319867322,0.0072281581472276,0.0,0.0
108,0.0,0.0,0.3020208205207405,0.0
109,0.0795762133420167,0.010528962083715699,0.0,0.0
110,0.0,0.038499572320924505,0.0,0.0
111,0.0631408543806523,0.0010101016088103,0.0,0.0
112,0.0479956958903267,0.0116648212571173,0.0,0.14332957263918877
113,0.0,0.30810930489093247,0.0,0.0
114,0.0322401935282913,0.0213974539433436,0.14865234632444188,0.0
115,0.1934168678424057,0.02777596451039,0.0,0.0
116,0.0694398634089578,0.1901976562472683,0.0,0.0
117,0.0117000603926705,0.0312815022557384,0.0381342829423421,0.0
118,0.0220833332872083,0.0619703391476721,0.0,0.2361709609832291
119,0.0,0.0,0.0,0.0
120,0.3969835832791532,0.0992227996353509,0.0,0.0
121,0.0156958055644443,0.0,0.0,0.1137634410095809
122,0.0,0.0,0.0,0.0
123,0.0712918442113505,0.12262374012851439,0.1008593419457284,0.0
124,0.0,0.0,0.0,0.0
125,0.0,0.0698871012811692,0.0,0.0
126,0.0518994803988269,0.07180861614874809,0.0,0.0
127,0.0,0.0746992218174487,0.0,0.0
128,0.0278308153515962,0.1099155367645087,0.0,0.0
129,0.0,0.0054252199884223,0.0,0.0
130,0.0,0.12600642571902348,0.0,0.0
131,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0
133,0.0230537634230393,0.0834321714497516,0.0,0.1171552175519551
134,0.0,0.0211440781844557,0.0,0.0048502066042409
135,0.0722510243897085,0.0,0.0,0.0
136,0.0,0.0,0.004861448999787,0.0
137,0.0,0.0199974237182433,0.0,0.0
138,0.0199324213859574,0.0287283414291717,0.0,0.0041884641285582
139,0.14667880177510761,0.145675173880236,0.17940781900263092,0.0
140,0.0,0.1568514594647628,0.0,0.4395764573972984
141,0.0,0.1965603447696023,0.0,0.0643667653974986
142,0.0,0.0013107744246029,0.0,0.0121332849694355
143,0.0,0.0021503564693532,0.0,0.0172017202257322
144,0.0,0.0454517889926208,0.0,0.0
145,0.0,0.1037145126066583,0.0,0.0567474327867031
146,0.0,0.0447652949543374,0.32340416921464615,0.0
147,0.19630890334883297,0.1357225818787117,0.0,0.0
148,0.0547613462962716,0.0,0.0,1.5909867987528161
149,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0016466893130936,0.0
151,0.0,0.18643041656438808,0.0,0.0
152,0.2466624356174484,0.1438054483431773,0.20477434122984808,0.0
153,0.0390376335123898,0.0770375640739524,0.0,0.0
154,0.0,0.0149129338660589,0.0,0.0
155,0.0,0.29492955744955807,0.0,0.0
156,0.0,0.0171220280757469,0.0,0.0
157,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0
159,0.0176237262296614,0.1689740073314284,0.0,0.0
160,0.0,0.0408002124605123,0.0,0.0
161,0.069952774741582,0.0,0.21732296240925209,0.0
162,0.0441176462153979,1.9912981795354479,0.0,0.0076628351727073
163,0.0140024326649788,0.0,0.0,0.0
164,0.0949577348990947,0.0824942494624185,0.0043645357041036,0.3377838227585875
165,0.0,0.0,0.0,0.0
166,0.0,0.20865278083736952,0.0,0.17101133764056992
167,0.0668006810860272,0.015252025722657398,0.0,0.0
168,0.019591990712079,0.33378963516089094,0.0,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.0618311088933843,0.0,0.30394127107222313
171,0.0,0.0622371176158475,0.0,0.0
172,0.0,0.0,0.0,0.0
173,0.0,4.062248402339247,0.0,0.0
174,0.10799358241725279,0.0746398212928351,0.0,0.0
175,0.0041271572275406,0.0,0.0658594423721645,0.0
176,0.0081567404127865,0.0119450085246298,0.0567193042530779,0.0
177,0.0,0.0110599073156958,0.0,0.22971947274955618
178,0.0,0.0,0.0,0.0
179,0.0632533436455454,0.3266605216630378,0.0,0.0182318539599902
180,0.0695432855767534,0.0514762251090517,0.0,0.0138359576711622
181,0.34310752560120744,0.0480465634725102,0.0,0.0
182,0.4068490388787148,0.5106763164389692,0.0,0.0
183,0.1593229624774523,0.0261978031054196,0.0,0.0
184,0.0,0.0,0.0,0.0
185,0.0320966313843018,0.0674111593505871,0.0,0.0143020579214428
186,0.0,0.0,0.0,0.0
187,0.0,0.1290963258543472,0.0207820617120693,0.0
188,0.0,0.0725202586696596,0.0,0.0
189,0.0,0.0126559992996732,0.0,0.0
190,0.0,0.0335246479757512,0.0,0.0567049239527208
191,0.0486577976614137,0.054513868359837604,0.0,0.18749810026959118
192,0.0,1.5910564619432828,0.0,0.0
193,0.0,0.0115052727528958,0.0,0.0
194,0.4958143243025892,0.0982078449177969,0.7528692972731831,0.0
195,0.0546845242254783,0.0,0.0,0.0
196,0.0070077838060565,0.0437561412571416,0.0,0.0
197,0.0,0.0147058823662581,0.0,0.0177121332672753
198,0.07929177723200839,0.0167964945624606,0.0035792282408101,0.0
199,0.2142214220656053,0.1509842102202747,0.0527131778141217,0.2127119970372639
200,0.0,0.0,0.0,0.0
201,0.1134492975691056,0.109212330150988,0.0,0.0
202,0.0,0.0,0.0,0.0
203,0.0,0.035966359584798296,0.0,0.0327471195989421
204,0.0372924662089347,0.0904515014408124,0.0,0.0
205,0.2596433029888641,0.5615203378644705,0.0,0.0326058199565137
206,0.0842223397118183,0.0,0.0,0.0044637877487597
207,0.0069260251590863,0.0,0.0,0.0
208,0.0,0.0085160958728336,0.0,0.0480080016225838
209,0.0972060209172946,0.0489781716154965,0.0,0.23588115291575057
210,0.0,0.0301167863162555,0.0,0.3465645588098884
211,0.3419601539990343,0.0,0.0,0.0
212,0.0,0.0526113663783149,0.0168970808438035,0.0
213,0.11960614290425362,0.0296681085221737,0.0,0.0
214,0.0627894093645763,0.0098709458683333,0.0,0.0057908777973876
215,0.2024724352425935,0.0,0.0,1.0218772169315609
216,0.0134841233080602,0.11066146648858169,0.0,0.0611247464121421
217,0.0268042879703065,0.08985111592297171,0.1529969915654534,0.0
218,0.0,0.0,0.0,0.0
219,0.0161442682517924,0.06528846037812011,0.0,0.0236852357796916
220,0.0,0.0436308814857302,0.0251501223403089,0.0
221,0.0203638283154054,0.0076777508302703,0.0116453547681631,0.0
222,0.0,0.060124250770565,0.0,0.0
223,0.0,0.4192688171229514,0.0941698187290317,0.0
224,0.25472824566336894,0.0337254902201801,0.0364556962706688,0.0
225,0.3371018032965849,0.0721870809033131,0.0,0.1663650042989922
226,0.012865983865002302,0.0,0.0,0.0328207127524764
227,0.0,0.062446388760313,0.0,0.0
228,0.1973378422135594,0.0,0.0,0.0
229,0.052164680596408296,0.0824952093695716,0.0385395527484713,0.0302105586173484
230,0.0161094219892339,0.0,0.0114285708452678,0.26694685400850426
231,0.0124253293869479,0.0033085193848458,0.0847564830184192,0.0
232,0.11338778868850219,0.0963790120569472,0.0,0.2040587676353076
233,0.0,0.23530325457494047,0.0,0.0
234,0.0,0.08867914525392949,0.0,0.0
235,0.0,0.0203684486902318,0.0,0.0
236,0.0223386652543485,0.0,0.0,0.0031667839392524
237,0.0135982861719723,0.0088280600685778,0.0,0.0
238,0.36832304430362406,0.110203306016032,0.0422106177876796,0.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0435349526703269,0.0347070113029165,0.0,0.0
242,0.0276270729565817,0.0419786269542564,0.0,0.0
243,0.0,0.0108747897004752,0.0,0.0141414144229001
244,0.0,0.0662941724350217,0.011732231921105,0.0875615436972184
