,Pre-1900s,Unknown,20th century,21st century
88,0.0655531686807311,0.2867802329605409,0.0471886539440964,0.0
89,0.0,0.2805413240393877,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.26951872744877603,0.0,0.0
92,0.0741462127298015,0.27605482845619544,0.0966625747050321,0.0
93,0.0,0.0,0.0,0.0
94,0.3518338188269444,2.0544603315886834,0.0,0.0
95,0.0096422445778493,0.015206142744163102,0.0,0.0
96,0.0,0.41167073409110416,0.0,0.0
97,0.0056322680546097,0.0056322680546097,0.0,0.0
98,0.0,0.8959705790424675,0.0,0.0
99,0.0,0.0,0.0,0.0
100,0.0,0.3962344883831588,0.595818815498701,0.0
101,0.0,0.0,0.0,0.0
102,0.0,0.1090588842420979,0.0,0.0
103,0.3630981591885154,0.27315326157707437,0.3657826131947821,0.0
104,0.0,0.0494589501594712,0.0,0.0
105,0.0,0.07140636011054119,0.0,0.0
106,0.0,0.0189873417721519,0.0465136240263782,0.0
107,0.0,0.0813689305167177,0.0,0.0
108,0.0,0.1561552180217034,0.024734422016369,0.0
109,0.0,0.11271023348287901,0.0,0.0
110,0.0,0.7016544596356709,0.0,0.0
111,0.0,0.2068923815726157,0.022497399827278802,0.0
112,0.0667204443677773,0.541907151839199,0.0,0.0
113,0.1846836132235546,0.7708183532435136,0.0,0.22094338118748058
114,0.0,0.0758168210088367,0.0,0.0
115,0.0,0.0961659345662095,0.0,0.0
116,0.10901386164429891,0.0945653470656514,0.0089635853702505,0.0222526217707587
117,0.0116959078616069,0.0595223613535212,0.0058207554025724,0.0
118,0.0,1.4537323002379787,0.0,0.0
119,0.0,0.1640928477894866,0.0,0.0
120,0.0042725839569922,0.0,0.0,0.0
121,0.009715445114772,0.0180315282535945,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.1128868745976597,0.21340313463644958,0.0,0.0
124,0.035273255225685,0.017108916088117602,0.048488024761743104,0.0
125,0.0,0.0312783106435408,0.0092091135923281,0.0019801981602722
126,0.2539514832709634,0.059077500340939705,0.245433953317455,0.0
127,0.1256661263311738,0.22333627660695368,0.0,0.0
128,0.9686807049622184,1.657017241441864,0.926418431582557,0.0
129,0.0,0.9957727215738885,0.0,0.0
130,0.0,0.00810547115418,0.00810547115418,0.0
131,0.091188752627834,0.1001836250907323,1.1027799354217689,0.0
132,0.0,0.496591511212289,0.0,0.0
133,0.1081252806056989,0.484120874677073,0.0,0.0
134,0.0,0.8800137908090043,0.0,0.0
135,0.0,0.0404821627928531,0.0,0.0
136,0.0,0.2375401366914348,0.0,0.1592982459980573
137,0.0,0.40327202149999913,0.14993057156775252,0.0
138,0.0,0.3595534118130759,0.0916912894212224,0.0
139,0.0,0.0,0.0173804862732436,0.0
140,0.0,0.0,0.0278217350751533,0.0
141,0.0449095173941705,0.0,0.0571440723381427,0.0
142,0.0055446839571255,0.1049679986467151,0.0081186868691739,0.0
143,0.2567164179104476,0.11567192403759602,0.0,0.0
144,0.0248813243511555,0.09864392369157819,0.0041995382165251,0.0
145,0.653393480250043,0.6751912652926132,0.125984250517701,0.2539682492517007
146,0.0,0.1763798961559425,0.0,0.0
147,0.0,0.9180991252322981,0.0480668756122164,0.0
148,0.2444632489127011,0.3475926938965832,0.0,0.0
149,0.0,0.799645881937817,0.0,0.0
150,0.0,0.1514235044699819,0.0,0.0
151,0.0,0.38685029401582166,0.0,0.0
152,0.0,0.24432042855691594,0.0472027968914449,0.0
153,0.0,0.0,0.0,0.0
154,0.0,0.0803303255194826,0.0,0.0
155,0.0,0.0231825508321121,0.013047137720141,0.4059042805772839
156,0.0,0.0,0.9627410324933404,0.0748220973808068
157,0.0,0.0192382438593307,0.0,0.0
158,0.0,0.034557246221137594,0.0,0.0
