,s-,a-d,e-k,l-r
72,0.2739130408647448,0.38571428204319713,0.0,0.2869565190073724
73,0.1821946152384381,0.3726708039005695,0.0952380943310657,0.1904761886621314
74,0.0,0.0,0.0,0.0
75,0.095238094648526,0.0,0.0,0.0
76,0.0,0.071428571512018,0.0,0.0
77,0.0,0.0,0.0909090900413223,0.6507176971454407
78,0.0,0.0,0.0,0.1368421051594183
79,1.4589947109961918,0.0,0.6388888896502056,0.0
80,0.2608695627221172,0.2608695627221172,0.0869565209073724,0.0869565209073724
81,0.3478260837807182,0.3405797055014701,0.3478260837807182,0.3405797055014701
82,0.1428571404081632,2.049230745461018,0.0,0.0
83,0.2962962932784637,3.9302831901505715,0.0,0.0
84,0.1666666644791666,0.2222222194444444,1.1133333190598333,0.319999995776
85,0.0,0.4545454502066115,0.0909090900413223,0.3636363601652892
86,0.0320512818591798,0.0,0.0,0.0
87,0.3371428588032107,0.36698412863629915,0.0,0.2577777791093332
88,0.239999997888,1.9199999831040002,0.0,0.0
89,0.0,0.4444444393964334,0.2222222196982167,1.5641025463549805
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,1.8079120721877293,0.2608695629489603,0.5257142811533061,0.0
93,0.5833333223958336,0.1666666622916668,0.0833333311458334,0.3333333289583334
94,0.1861471827709375,0.0,0.0952380935147392,0.0833333318055555
95,0.5925925875445818,0.0,0.2962962937722909,2.0634920458990513
96,0.3571428512755102,0.6428571340561224,0.0,0.7142857054846938
97,2.622100100793424,0.5263157855955679,0.3076923045857988,0.3703703673525377
98,0.1481481461728395,0.4501424441504127,0.296296292345679,0.5982905903232523
99,0.0,0.0,0.0,0.0
100,0.1818181785123966,0.0909090892561983,0.1818181785123966,0.1818181785123966
101,0.1739130418903591,1.217391293232514,0.1739130418903591,0.1739130418903591
102,0.0,0.0,0.0,0.0
103,0.0,0.4029303963985832,0.2727272703719008,0.9145299064303457
104,0.2041025666332357,0.5846153924607486,0.0974358987434581,0.0974358987434581
105,0.2962962937722909,0.8888888813168727,1.4722222081224283,0.275862066587396
106,0.0,0.6153846101775148,2.5897435680440495,0.0
107,0.0,0.188172042520089,0.0,0.0
108,0.2962962937722909,1.268034172646616,0.5925925875445818,0.0
109,0.0,0.8050000065441244,0.2300000018697498,0.1150000009348749
110,2.1666666442013884,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,0.0,0.44848484292947655,1.088440957270926,0.5454545383884297
113,0.0,2.5187970019256305,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.1739130418903591,0.0,0.0,0.6014492675430579
116,0.9230769149112428,0.4615384574556214,0.2307692287278107,0.6923076861834321
117,0.0,0.0,0.0,0.0
118,0.1666666651388889,0.2222222202469136,0.8066666592508889,0.36666666333888887
119,0.346716466716515,1.1976346177610255,0.0,0.1786492386071832
120,0.0,0.0,0.0,2.649572623934871
121,0.4999999962500001,1.0666666590222222,2.7408369218377997,0.7999999936
122,0.0,0.7881481408884061,0.0,0.7881481408884061
123,0.0,0.0,0.0,0.0
124,0.28225806875430615,0.0,0.1161290341993754,0.1161290341993754
125,0.0830039526341608,0.0,0.0,0.0
126,0.2933333398853328,0.35820513646078733,0.0,0.0641025658111439
127,0.090579710154248,0.0,0.0,0.0350000007155
128,0.8200279963193999,0.0,0.3999999952,0.0
129,0.0,0.0,0.0,0.0334928233208947
130,0.0,0.0,1.329923277486149,0.0
131,0.0,0.8461538253254444,0.0,0.0
132,0.21153847189312092,0.2000000032999998,0.0500000020124999,0.7071428584573979
133,0.1739130434782608,0.3478260869565216,0.0869565217391304,0.1739130434782608
134,0.6956521675614364,0.3478260837807182,0.3478260837807182,0.3478260837807182
135,1.3040292931347528,0.2307692281656804,0.0,0.8333333247165533
136,2.01612901717872,0.4999999962500001,1.571428559846939,0.9999999925000002
137,0.0,0.0,0.0,0.0130718952960399
138,0.3478260837807182,0.3478260837807182,0.8695652094517956,0.1739130418903591
139,0.399999996352,0.3999999968,1.199999989952,0.9243107594863327
140,0.1481481500790893,0.8412440236384818,0.0,0.0
141,0.0909090900413223,0.2727272701239669,0.0,0.6256684432727556
142,0.0857142850653061,0.0,0.0,0.0
143,0.8571428617691095,0.5494505526566836,0.2747252763283418,0.5824175854407676
144,0.1739130418903591,0.38914026799696977,0.1739130418903591,0.1739130418903591
145,0.38571427874421765,0.3809523740589568,0.1904761870294784,0.0
146,0.0,0.9230769363313599,0.1538461555029585,0.0769230785798815
147,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0
149,0.479999995776,0.719999993664,0.479999995776,0.479999995776
150,0.0,0.5217391256710773,0.3739130400903591,0.1739130418903591
151,0.0,0.012383900818756,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.0952380943310657,0.0,0.0952380943310657,0.5714285659863941
154,0.479999995776,0.239999997888,0.9333333263555555,0.614999994841125
155,3.5957556624036138,0.0,0.0,0.0
156,0.7499999934375,0.2499999978125,0.7499999934375,0.739999993513
157,0.1786492385473772,0.6791702227612633,0.1786492385473772,0.3572984770947544
158,0.7107692245038106,0.7107692245038106,0.2307692287278107,0.1739130412098299
159,0.3478260837807182,0.3478260837807182,0.3478260837807182,0.5217391256710773
160,0.4615384574556214,0.6923076861834321,0.6923076861834321,0.2307692287278107
161,0.8399999893000001,0.29999999625,0.8342857044020409,0.8142857038520408
162,0.3636363601652892,0.2770562744137103,0.0,0.2727272701239669
163,1.259259248655693,0.7142857084240363,0.2962962937722909,0.8888888813168727
164,0.0,0.0,0.0,0.0
165,0.2666666643555556,0.5217391256710773,0.6956521675614364,0.3478260837807182
166,0.0,0.0,0.0,0.0
167,0.0833333318055555,0.24666666213911098,0.166666663611111,0.159999997056
168,0.7788935113789028,0.49999999119897964,0.071428568494898,0.142857136989796
169,1.5999999872,0.7999999936,1.4249999893031249,0.3999999968
170,0.0,0.0,0.0,0.0
171,0.239999997888,0.639999993664,0.5481481419488395,0.559999993664
172,1.3682051160843625,0.2222222202469136,0.2222222202469136,0.37606837205164734
173,0.0,0.0,2.4367149532176846,0.0
174,2.4166666457986112,0.0,0.0,0.2499999978125
175,0.6593406539318922,0.6923076861834321,0.6923076861834321,0.4615384574556214
176,0.08158508103919761,0.0,0.0,0.0
177,0.0,0.6611259830548674,0.2580971682457146,0.0961538475166419
178,0.1739130418903591,0.6956521675614364,0.3478260837807182,0.5217391256710773
179,0.6743589657776463,0.3076923050887574,1.0830769125782722,0.1999999968
180,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0
182,0.4902597446510792,0.9870129933783096,0.0,0.3149350677350732
183,2.7999999776,0.0,1.1999999903999998,0.0
184,0.3333333305555556,0.0,2.0528985327309623,0.0
185,0.0,0.0869565209073724,0.0869565209073724,0.0
186,0.7410526255668477,0.319999997312,1.3733333219795556,1.003636355285157
187,0.0,0.7595604468664011,0.1771428585364896,0.1771428585364896
188,2.5102301574978294,0.0,0.0,0.2608695629489603
189,0.3636363603305784,0.7272727206611568,0.3636363603305784,0.33566433140789276
190,0.0,0.0,0.0,0.0
191,0.7114624441112967,0.1818181801652892,0.1739130418903591,0.7193675823862267
192,0.0,0.16716616714769278,0.0,0.0
193,0.3333333302777778,0.4999999954166667,0.8333333256944444,0.0
194,0.0,0.0343915343728828,0.0,0.0
195,0.0,0.0,0.0,0.0
196,0.8097886443747038,1.1034482627348392,0.8097886443747038,0.0
197,0.1771428585364896,1.4012787329038996,0.0,0.0
198,0.1057692317746856,0.3777272752885255,0.2300000018697498,0.3265384644842461
199,0.0,0.0,0.0,0.5434191646182305
200,0.1739130418903591,1.0970520822455745,0.1739130418903591,0.3999999968
201,0.2895238101977686,0.1447619050988843,0.43428571529665294,0.43428571529665294
202,0.3342424175875524,0.1666666644791666,0.0,0.5766666601796666
203,0.09415584328304469,0.0,0.0,0.0
204,0.0,0.4027459881844696,0.3661327164647664,0.1052631560110803
205,0.6751515255173114,0.0,0.0961538475166419,0.0961538475166419
206,0.1739130418903591,0.3478260837807182,0.8695652094517956,0.3643892306431936
207,0.7964201552067038,0.3167701810130781,0.1481481456241427,0.6183574800013485
208,0.0974358985944772,0.5938461607270527,0.1948717971889544,0.0974358985944772
209,0.0,0.479999995776,0.479999995776,1.2099999893645
210,0.159999998528,0.639999994112,0.159999998528,0.319999997056
211,0.1818181801652892,0.7532467475122281,0.7272727206611568,0.1818181801652892
212,0.959999991936,0.0,1.279999989248,0.9362962883962909
213,0.0,0.0,0.0,0.0
214,0.1002849043666724,0.0888888930502059,0.0706552733499371,0.0296296310167353
215,0.4444444404938272,0.4444444404938272,0.8974358894685515,0.48309178319587387
216,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.0,0.7935403655740243,0.1739130418903591,0.3478260837807182
220,0.1867954908501948,1.285829305678443,0.3735909817003896,0.0
221,2.652618136366989,1.6888341555375126,1.8359788369460537,0.0
222,0.3636363603305784,1.0909090809917352,0.3636363603305784,0.0
223,0.0,0.0,0.0,0.0
224,0.1466666699426664,0.0,0.3588888971400796,0.1466666699426664
225,0.0,0.0,0.0,0.0
226,3.274874321507776,0.0,1.3025627952797976,1.1095779227957951
227,1.279999989248,0.319999997312,0.639999994624,0.959999991936
228,0.8153846083775148,0.5999999946,0.4999999962500001,0.3999999964
229,0.479999995776,1.19999998944,0.239999997888,0.479999995776
230,0.1739130403024574,0.3478260806049148,0.1739130403024574,0.1739130403024574
231,0.0,0.0177777801102221,0.05333334033066629,0.0
232,1.5773279197130965,0.6999999942499999,0.2857142832653061,0.0
233,0.092436975162771,0.0310559014821958,0.0476190483446712,0.1780901548186
234,0.0,0.6335403670460243,0.45962732515566523,0.6335403670460243
235,0.4999999954166667,0.1999999982,0.8666666587555554,0.1666666651388889
236,0.239999997888,0.239999997888,1.19999998944,0.719999993664
237,0.6250000029166665,0.1712962975222907,0.7592592636556924,0.0
238,0.2091503289466062,0.1045751644733031,0.3877995674939834,0.5563566294499769
239,0.2499999978125,0.9230769149112428,0.6923076861834321,0.4615384574556214
240,0.0,0.0,0.0,0.0
241,0.9880952292098926,0.0,0.0,0.761904755011338
242,0.0,4.979999962602,0.0,0.0
243,0.3478260837807182,0.0,0.7035573058363667,0.5217391256710773
244,0.6153846101775148,0.9353846074895149,1.088644679757238,0.8914285646589389
